"","year4","TotPload_gyr","TotPexp_gyr","L_ext","L_out","R_meas","AvgQ_m3day","Qs","R_pred","Net_IL_mgm2yr","Net_IL_gyr"
"1",2012,53337.3365115322,115933.625374136,0.00135373950536884,0.00294247780137401,-1.1735923268135,166584.453499534,1.54323161236878,0.614023322141118,0.00241996592440542,95.3466574215735
"2",2013,565526.284088009,672469.751770711,0.0143534589870053,0.0170677601972262,-0.189104327582517,490537.93462779,4.54432350606962,0.532284767683059,0.0103544287925673,407.964494427152
"3",2014,353439.292691329,425851.557566679,0.00897054042363778,0.010808415166667,-0.20487893217518,364559.800876122,3.37726719085748,0.561343968471896,0.00687343350377159,270.813280048601
"4",2015,617653.332826799,417096.04727129,0.015676480528599,0.01058619409318,0.32470849730159,228929.353175064,2.12079223119031,0.596397987818698,0.00425913500791641,167.809919311907
"5",2016,247310.885819414,734938.814067311,0.00627692603602573,0.0186532693925713,-1.9717204385575,358080.459412086,3.31724283465511,0.56292458143282,0.0159097793180602,626.84530513157
"6",2017,511343.285809633,990546.962029976,0.0129782559850161,0.0251407858383243,-0.937146706564454,523719.584195816,4.85171696018967,0.525124655661777,0.0189777320585302,747.722643106089
"7",2018,2199370.01554652,1626597.49056342,0.0558215739986426,0.0412842002681071,0.260425722336117,723541.843988332,6.702862260298,0.485773667583703,0.0125792770010802,495.62351384256
