"","date","Depth_m","TotP_mgL","daynum"
"782",2016-04-25,1,0.04275,116
"783",2016-04-25,2,0.0465,116
"784",2016-04-25,3,0.05025,116
"785",2016-04-25,4,0.054,116
"786",2016-04-25,5,NA,116
"787",2016-04-25,6,NA,116
"788",2016-04-25,7,NA,116
"789",2016-04-25,8,NA,116
"790",2016-04-25,9,NA,116
"791",2016-04-25,10,NA,116
"792",2016-04-25,11,NA,116
"793",2016-04-25,12,NA,116
"794",2016-04-25,13,NA,116
"795",2016-04-25,14,NA,116
"796",2016-04-25,15,NA,116
"797",2016-04-25,16,NA,116
"798",2016-04-25,17,NA,116
"799",2016-04-25,18,NA,116
"800",2016-04-25,19,NA,116
"801",2016-04-25,20,NA,116
"802",2016-04-25,21,NA,116
"803",2016-04-25,22,NA,116
"804",2016-04-25,23,NA,116
"805",2016-04-25,24,NA,116
"806",2016-04-25,25,NA,116
"807",2016-05-11,0,0.049,132
"808",2016-05-11,1,0.05125,132
"809",2016-05-11,2,0.0535,132
"810",2016-05-11,3,0.05575,132
"811",2016-05-11,4,0.058,132
"812",2016-05-11,5,0.0589375,132
"813",2016-05-11,6,0.059875,132
"814",2016-05-11,7,0.0608125,132
"815",2016-05-11,8,0.06175,132
"816",2016-05-11,9,0.0626875,132
"817",2016-05-11,10,0.063625,132
"818",2016-05-11,11,0.0645625,132
"819",2016-05-11,12,0.0655,132
"820",2016-05-11,13,0.0664375,132
"821",2016-05-11,14,0.067375,132
"822",2016-05-11,15,0.0683125,132
"823",2016-05-11,16,0.06925,132
"824",2016-05-11,17,0.0701875,132
"825",2016-05-11,18,0.071125,132
"826",2016-05-11,19,0.0720625,132
"827",2016-05-11,20,0.073,132
"828",2016-05-11,21,NA,132
"829",2016-05-11,22,NA,132
"830",2016-05-11,23,NA,132
"831",2016-05-11,24,NA,132
"832",2016-05-11,25,NA,132
"833",2016-05-23,0,0.045,144
"834",2016-05-23,1,0.0475,144
"835",2016-05-23,2,0.05,144
"836",2016-05-23,3,0.0525,144
"837",2016-05-23,4,0.055,144
"838",2016-05-23,5,NA,144
"839",2016-05-23,6,NA,144
"840",2016-05-23,7,NA,144
"841",2016-05-23,8,NA,144
"842",2016-05-23,9,NA,144
"843",2016-05-23,10,NA,144
"844",2016-05-23,11,NA,144
"845",2016-05-23,12,NA,144
"846",2016-05-23,13,NA,144
"847",2016-05-23,14,NA,144
"848",2016-05-23,15,NA,144
"849",2016-05-23,16,NA,144
"850",2016-05-23,17,NA,144
"851",2016-05-23,18,NA,144
"852",2016-05-23,19,NA,144
"853",2016-05-23,20,NA,144
"854",2016-05-23,21,NA,144
"855",2016-05-23,22,NA,144
"856",2016-05-23,23,NA,144
"857",2016-05-23,24,NA,144
"858",2016-05-23,25,NA,144
"859",2016-06-07,0,0.023,159
"860",2016-06-07,1,0.0295,159
"861",2016-06-07,2,0.036,159
"862",2016-06-07,3,0.0425,159
"863",2016-06-07,4,0.049,159
"864",2016-06-07,5,0.0465,159
"865",2016-06-07,6,0.044,159
"866",2016-06-07,7,0.0415,159
"867",2016-06-07,8,0.039,159
"868",2016-06-07,9,0.0655,159
"869",2016-06-07,10,0.092,159
"870",2016-06-07,11,0.098,159
"871",2016-06-07,12,0.104,159
"872",2016-06-07,13,0.1085,159
"873",2016-06-07,14,0.113,159
"874",2016-06-07,15,0.1125,159
"875",2016-06-07,16,0.112,159
"876",2016-06-07,17,0.118,159
"877",2016-06-07,18,0.124,159
"878",2016-06-07,19,0.147,159
"879",2016-06-07,20,0.17,159
"880",2016-06-07,21,0.1775,159
"881",2016-06-07,22,0.185,159
"882",2016-06-07,23,NA,159
"883",2016-06-07,24,NA,159
"884",2016-06-07,25,NA,159
"885",2016-06-20,0,0.026,172
"886",2016-06-20,1,0.0255,172
"887",2016-06-20,2,0.025,172
"888",2016-06-20,3,0.0245,172
"889",2016-06-20,4,0.024,172
"890",2016-06-20,5,NA,172
"891",2016-06-20,6,NA,172
"892",2016-06-20,7,NA,172
"893",2016-06-20,8,NA,172
"894",2016-06-20,9,NA,172
"895",2016-06-20,10,NA,172
"896",2016-06-20,11,NA,172
"897",2016-06-20,12,NA,172
"898",2016-06-20,13,NA,172
"899",2016-06-20,14,NA,172
"900",2016-06-20,15,NA,172
"901",2016-06-20,16,NA,172
"902",2016-06-20,17,NA,172
"903",2016-06-20,18,NA,172
"904",2016-06-20,19,NA,172
"905",2016-06-20,20,NA,172
"906",2016-06-20,21,NA,172
"907",2016-06-20,22,NA,172
"908",2016-06-20,23,NA,172
"909",2016-06-20,24,NA,172
"910",2016-06-20,25,NA,172
"911",2016-07-05,0,0.026,187
"912",2016-07-05,1,0.0265,187
"913",2016-07-05,2,0.027,187
"914",2016-07-05,3,0.0275,187
"915",2016-07-05,4,0.028,187
"916",2016-07-05,5,0.02775,187
"917",2016-07-05,6,0.0275,187
"918",2016-07-05,7,0.02725,187
"919",2016-07-05,8,0.027,187
"920",2016-07-05,9,0.06625,187
"921",2016-07-05,10,0.1055,187
"922",2016-07-05,11,0.14475,187
"923",2016-07-05,12,0.184,187
"924",2016-07-05,13,0.1945,187
"925",2016-07-05,14,0.205,187
"926",2016-07-05,15,0.2235,187
"927",2016-07-05,16,0.242,187
"928",2016-07-05,17,0.272,187
"929",2016-07-05,18,0.302,187
"930",2016-07-05,19,0.3335,187
"931",2016-07-05,20,0.365,187
"932",2016-07-05,21,0.4575,187
"933",2016-07-05,22,0.55,187
"934",2016-07-05,23,NA,187
"935",2016-07-05,24,NA,187
"936",2016-07-05,25,NA,187
"937",2016-07-18,0,0.022,200
"938",2016-07-18,1,0.02225,200
"939",2016-07-18,2,0.0225,200
"940",2016-07-18,3,0.02275,200
"941",2016-07-18,4,0.023,200
"942",2016-07-18,5,NA,200
"943",2016-07-18,6,NA,200
"944",2016-07-18,7,NA,200
"945",2016-07-18,8,NA,200
"946",2016-07-18,9,NA,200
"947",2016-07-18,10,NA,200
"948",2016-07-18,11,NA,200
"949",2016-07-18,12,NA,200
"950",2016-07-18,13,NA,200
"951",2016-07-18,14,NA,200
"952",2016-07-18,15,NA,200
"953",2016-07-18,16,NA,200
"954",2016-07-18,17,NA,200
"955",2016-07-18,18,NA,200
"956",2016-07-18,19,NA,200
"957",2016-07-18,20,NA,200
"958",2016-07-18,21,NA,200
"959",2016-07-18,22,NA,200
"960",2016-07-18,23,NA,200
"961",2016-07-18,24,NA,200
"962",2016-07-18,25,NA,200
"963",2016-08-01,0,0.022,214
"964",2016-08-01,1,0.02175,214
"965",2016-08-01,2,0.0215,214
"966",2016-08-01,3,0.02125,214
"967",2016-08-01,4,0.021,214
"968",2016-08-01,5,0.02175,214
"969",2016-08-01,6,0.0225,214
"970",2016-08-01,7,0.02325,214
"971",2016-08-01,8,0.024,214
"972",2016-08-01,9,0.023,214
"973",2016-08-01,10,0.022,214
"974",2016-08-01,11,0.0555,214
"975",2016-08-01,12,0.089,214
"976",2016-08-01,13,0.1315,214
"977",2016-08-01,14,0.174,214
"978",2016-08-01,15,0.231,214
"979",2016-08-01,16,0.288,214
"980",2016-08-01,17,0.3045,214
"981",2016-08-01,18,0.321,214
"982",2016-08-01,19,0.34,214
"983",2016-08-01,20,0.359,214
"984",2016-08-01,21,0.365,214
"985",2016-08-01,22,0.371,214
"986",2016-08-01,23,NA,214
"987",2016-08-01,24,NA,214
"988",2016-08-01,25,NA,214
"989",2016-08-15,0,0.023,228
"990",2016-08-15,1,0.02075,228
"991",2016-08-15,2,0.0185,228
"992",2016-08-15,3,0.01625,228
"993",2016-08-15,4,0.014,228
"994",2016-08-15,5,NA,228
"995",2016-08-15,6,NA,228
"996",2016-08-15,7,NA,228
"997",2016-08-15,8,NA,228
"998",2016-08-15,9,NA,228
"999",2016-08-15,10,NA,228
"1000",2016-08-15,11,NA,228
"1001",2016-08-15,12,NA,228
"1002",2016-08-15,13,NA,228
"1003",2016-08-15,14,NA,228
"1004",2016-08-15,15,NA,228
"1005",2016-08-15,16,NA,228
"1006",2016-08-15,17,NA,228
"1007",2016-08-15,18,NA,228
"1008",2016-08-15,19,NA,228
"1009",2016-08-15,20,NA,228
"1010",2016-08-15,21,NA,228
"1011",2016-08-15,22,NA,228
"1012",2016-08-15,23,NA,228
"1013",2016-08-15,24,NA,228
"1014",2016-08-15,25,NA,228
"1015",2016-08-30,0,0.018,243
"1016",2016-08-30,1,0.019,243
"1017",2016-08-30,2,0.02,243
"1018",2016-08-30,3,0.021,243
"1019",2016-08-30,4,0.022,243
"1020",2016-08-30,5,0.034,243
"1021",2016-08-30,6,0.046,243
"1022",2016-08-30,7,0.058,243
"1023",2016-08-30,8,0.07,243
"1024",2016-08-30,9,0.082,243
"1025",2016-08-30,10,0.094,243
"1026",2016-08-30,11,0.106,243
"1027",2016-08-30,12,0.118,243
"1028",2016-08-30,13,0.164,243
"1029",2016-08-30,14,0.21,243
"1030",2016-08-30,15,0.256,243
"1031",2016-08-30,16,0.302,243
"1032",2016-08-30,17,0.33425,243
"1033",2016-08-30,18,0.3665,243
"1034",2016-08-30,19,0.39875,243
"1035",2016-08-30,20,0.431,243
"1036",2016-08-30,21,NA,243
"1037",2016-08-30,22,NA,243
"1038",2016-08-30,23,NA,243
"1039",2016-08-30,24,NA,243
"1040",2016-08-30,25,NA,243
"1041",2017-04-17,0,NA,107
"1042",2017-04-17,1,NA,107
"1043",2017-04-17,2,NA,107
"1044",2017-04-17,3,NA,107
"1045",2017-04-17,4,0.104,107
"1046",2017-04-17,5,0.104,107
"1047",2017-04-17,6,0.104,107
"1048",2017-04-17,7,0.104,107
"1049",2017-04-17,8,0.104,107
"1050",2017-04-17,9,0.1035,107
"1051",2017-04-17,10,0.103,107
"1052",2017-04-17,11,0.1025,107
"1053",2017-04-17,12,0.102,107
"1054",2017-04-17,13,0.10225,107
"1055",2017-04-17,14,0.1025,107
"1056",2017-04-17,15,0.10275,107
"1057",2017-04-17,16,0.103,107
"1058",2017-04-17,17,0.099,107
"1059",2017-04-17,18,0.095,107
"1060",2017-04-17,19,0.091,107
"1061",2017-04-17,20,0.087,107
"1062",2017-04-17,21,NA,107
"1063",2017-04-17,22,NA,107
"1064",2017-04-17,23,NA,107
"1065",2017-04-17,24,NA,107
"1066",2017-04-17,25,NA,107
"1067",2017-05-03,0,0.075,123
"1068",2017-05-03,1,0.0795,123
"1069",2017-05-03,2,0.084,123
"1070",2017-05-03,3,0.0885,123
"1071",2017-05-03,4,0.093,123
"1072",2017-05-03,5,NA,123
"1073",2017-05-03,6,NA,123
"1074",2017-05-03,7,NA,123
"1075",2017-05-03,8,NA,123
"1076",2017-05-03,9,NA,123
"1077",2017-05-03,10,NA,123
"1078",2017-05-03,11,NA,123
"1079",2017-05-03,12,NA,123
"1080",2017-05-03,13,NA,123
"1081",2017-05-03,14,NA,123
"1082",2017-05-03,15,NA,123
"1083",2017-05-03,16,NA,123
"1084",2017-05-03,17,NA,123
"1085",2017-05-03,18,NA,123
"1086",2017-05-03,19,NA,123
"1087",2017-05-03,20,NA,123
"1088",2017-05-03,21,NA,123
"1089",2017-05-03,22,NA,123
"1090",2017-05-03,23,NA,123
"1091",2017-05-03,24,NA,123
"1092",2017-05-03,25,NA,123
"1093",2017-05-15,0,0.058,135
"1094",2017-05-15,1,0.0615,135
"1095",2017-05-15,2,0.065,135
"1096",2017-05-15,3,0.0685,135
"1097",2017-05-15,4,0.072,135
"1098",2017-05-15,5,0.074,135
"1099",2017-05-15,6,0.076,135
"1100",2017-05-15,7,0.078,135
"1101",2017-05-15,8,0.08,135
"1102",2017-05-15,9,0.082,135
"1103",2017-05-15,10,0.084,135
"1104",2017-05-15,11,0.086,135
"1105",2017-05-15,12,0.088,135
"1106",2017-05-15,13,0.09,135
"1107",2017-05-15,14,0.092,135
"1108",2017-05-15,15,0.094,135
"1109",2017-05-15,16,0.096,135
"1110",2017-05-15,17,0.098,135
"1111",2017-05-15,18,0.1,135
"1112",2017-05-15,19,0.102,135
"1113",2017-05-15,20,0.104,135
"1114",2017-05-15,21,NA,135
"1115",2017-05-15,22,NA,135
"1116",2017-05-15,23,NA,135
"1117",2017-05-15,24,NA,135
"1118",2017-05-15,25,NA,135
"1119",2017-05-30,0,0.086,150
"1120",2017-05-30,1,0.08775,150
"1121",2017-05-30,2,0.0895,150
"1122",2017-05-30,3,0.09125,150
"1123",2017-05-30,4,0.093,150
"1124",2017-05-30,5,NA,150
"1125",2017-05-30,6,NA,150
"1126",2017-05-30,7,NA,150
"1127",2017-05-30,8,NA,150
"1128",2017-05-30,9,NA,150
"1129",2017-05-30,10,NA,150
"1130",2017-05-30,11,NA,150
"1131",2017-05-30,12,NA,150
"1132",2017-05-30,13,NA,150
"1133",2017-05-30,14,NA,150
"1134",2017-05-30,15,NA,150
"1135",2017-05-30,16,NA,150
"1136",2017-05-30,17,NA,150
"1137",2017-05-30,18,NA,150
"1138",2017-05-30,19,NA,150
"1139",2017-05-30,20,NA,150
"1140",2017-05-30,21,NA,150
"1141",2017-05-30,22,NA,150
"1142",2017-05-30,23,NA,150
"1143",2017-05-30,24,NA,150
"1144",2017-05-30,25,NA,150
"1145",2017-06-12,0,0.084,163
"1146",2017-06-12,1,0.07675,163
"1147",2017-06-12,2,0.0695,163
"1148",2017-06-12,3,0.06225,163
"1149",2017-06-12,4,0.055,163
"1150",2017-06-12,5,0.06375,163
"1151",2017-06-12,6,0.0725,163
"1152",2017-06-12,7,0.08125,163
"1153",2017-06-12,8,0.09,163
"1154",2017-06-12,9,0.09725,163
"1155",2017-06-12,10,0.1045,163
"1156",2017-06-12,11,0.11175,163
"1157",2017-06-12,12,0.119,163
"1158",2017-06-12,13,0.12825,163
"1159",2017-06-12,14,0.1375,163
"1160",2017-06-12,15,0.14675,163
"1161",2017-06-12,16,0.156,163
"1162",2017-06-12,17,0.17275,163
"1163",2017-06-12,18,0.1895,163
"1164",2017-06-12,19,0.20625,163
"1165",2017-06-12,20,0.223,163
"1166",2017-06-12,21,NA,163
"1167",2017-06-12,22,NA,163
"1168",2017-06-12,23,NA,163
"1169",2017-06-12,24,NA,163
"1170",2017-06-12,25,NA,163
"1171",2017-06-26,0,0.068,177
"1172",2017-06-26,1,0.0675,177
"1173",2017-06-26,2,0.067,177
"1174",2017-06-26,3,0.0665,177
"1175",2017-06-26,4,0.066,177
"1176",2017-06-26,5,NA,177
"1177",2017-06-26,6,NA,177
"1178",2017-06-26,7,NA,177
"1179",2017-06-26,8,NA,177
"1180",2017-06-26,9,NA,177
"1181",2017-06-26,10,NA,177
"1182",2017-06-26,11,NA,177
"1183",2017-06-26,12,NA,177
"1184",2017-06-26,13,NA,177
"1185",2017-06-26,14,NA,177
"1186",2017-06-26,15,NA,177
"1187",2017-06-26,16,NA,177
"1188",2017-06-26,17,NA,177
"1189",2017-06-26,18,NA,177
"1190",2017-06-26,19,NA,177
"1191",2017-06-26,20,NA,177
"1192",2017-06-26,21,NA,177
"1193",2017-06-26,22,NA,177
"1194",2017-06-26,23,NA,177
"1195",2017-06-26,24,NA,177
"1196",2017-06-26,25,NA,177
"1197",2017-07-10,0,0.047,191
"1198",2017-07-10,1,0.047,191
"1199",2017-07-10,2,0.047,191
"1200",2017-07-10,3,0.047,191
"1201",2017-07-10,4,0.047,191
"1202",2017-07-10,5,0.04325,191
"1203",2017-07-10,6,0.0395,191
"1204",2017-07-10,7,0.03575,191
"1205",2017-07-10,8,0.032,191
"1206",2017-07-10,9,0.07075,191
"1207",2017-07-10,10,0.1095,191
"1208",2017-07-10,11,0.14825,191
"1209",2017-07-10,12,0.187,191
"1210",2017-07-10,13,0.1995,191
"1211",2017-07-10,14,0.212,191
"1212",2017-07-10,15,0.2245,191
"1213",2017-07-10,16,0.237,191
"1214",2017-07-10,17,0.25525,191
"1215",2017-07-10,18,0.2735,191
"1216",2017-07-10,19,0.29175,191
"1217",2017-07-10,20,0.31,191
"1218",2017-07-10,21,NA,191
"1219",2017-07-10,22,NA,191
"1220",2017-07-10,23,NA,191
"1221",2017-07-10,24,NA,191
"1222",2017-07-10,25,NA,191
"1223",2017-07-24,0,0.046,205
"1224",2017-07-24,1,0.046,205
"1225",2017-07-24,2,0.046,205
"1226",2017-07-24,3,0.046,205
"1227",2017-07-24,4,0.046,205
"1228",2017-07-24,5,NA,205
"1229",2017-07-24,6,NA,205
"1230",2017-07-24,7,NA,205
"1231",2017-07-24,8,NA,205
"1232",2017-07-24,9,NA,205
"1233",2017-07-24,10,NA,205
"1234",2017-07-24,11,NA,205
"1235",2017-07-24,12,NA,205
"1236",2017-07-24,13,NA,205
"1237",2017-07-24,14,NA,205
"1238",2017-07-24,15,NA,205
"1239",2017-07-24,16,NA,205
"1240",2017-07-24,17,NA,205
"1241",2017-07-24,18,NA,205
"1242",2017-07-24,19,NA,205
"1243",2017-07-24,20,NA,205
"1244",2017-07-24,21,NA,205
"1245",2017-07-24,22,NA,205
"1246",2017-07-24,23,NA,205
"1247",2017-07-24,24,NA,205
"1248",2017-07-24,25,NA,205
"1249",2017-08-07,0,0.036,219
"1250",2017-08-07,1,0.039,219
"1251",2017-08-07,2,0.042,219
"1252",2017-08-07,3,0.045,219
"1253",2017-08-07,4,0.048,219
"1254",2017-08-07,5,0.0473333333333333,219
"1255",2017-08-07,6,0.0466666666666667,219
"1256",2017-08-07,7,0.046,219
"1257",2017-08-07,8,0.0453333333333333,219
"1258",2017-08-07,9,0.0446666666666667,219
"1259",2017-08-07,10,0.044,219
"1260",2017-08-07,11,0.0695,219
"1261",2017-08-07,12,0.095,219
"1262",2017-08-07,13,0.1625,219
"1263",2017-08-07,14,0.23,219
"1264",2017-08-07,15,0.274,219
"1265",2017-08-07,16,0.318,219
"1266",2017-08-07,17,0.3155,219
"1267",2017-08-07,18,0.313,219
"1268",2017-08-07,19,0.353,219
"1269",2017-08-07,20,0.393,219
"1270",2017-08-07,21,0.404,219
"1271",2017-08-07,22,0.415,219
"1272",2017-08-07,23,NA,219
"1273",2017-08-07,24,NA,219
"1274",2017-08-07,25,NA,219
"1275",2017-08-23,0,0.032,235
"1276",2017-08-23,1,0.03225,235
"1277",2017-08-23,2,0.0325,235
"1278",2017-08-23,3,0.03275,235
"1279",2017-08-23,4,0.033,235
"1280",2017-08-23,5,NA,235
"1281",2017-08-23,6,NA,235
"1282",2017-08-23,7,NA,235
"1283",2017-08-23,8,NA,235
"1284",2017-08-23,9,NA,235
"1285",2017-08-23,10,NA,235
"1286",2017-08-23,11,NA,235
"1287",2017-08-23,12,NA,235
"1288",2017-08-23,13,NA,235
"1289",2017-08-23,14,NA,235
"1290",2017-08-23,15,NA,235
"1291",2017-08-23,16,NA,235
"1292",2017-08-23,17,NA,235
"1293",2017-08-23,18,NA,235
"1294",2017-08-23,19,NA,235
"1295",2017-08-23,20,NA,235
"1296",2017-08-23,21,NA,235
"1297",2017-08-23,22,NA,235
"1298",2017-08-23,23,NA,235
"1299",2017-08-23,24,NA,235
"1300",2017-08-23,25,NA,235
"1301",2017-09-06,0,0.029,249
"1302",2017-09-06,1,0.029,249
"1303",2017-09-06,2,0.029,249
"1304",2017-09-06,3,0.029,249
"1305",2017-09-06,4,0.029,249
"1306",2017-09-06,5,0.029,249
"1307",2017-09-06,6,0.029,249
"1308",2017-09-06,7,0.029,249
"1309",2017-09-06,8,0.029,249
"1310",2017-09-06,9,0.029,249
"1311",2017-09-06,10,0.029,249
"1312",2017-09-06,11,0.0305,249
"1313",2017-09-06,12,0.032,249
"1314",2017-09-06,13,0.1205,249
"1315",2017-09-06,14,0.209,249
"1316",2017-09-06,15,0.2465,249
"1317",2017-09-06,16,0.284,249
"1318",2017-09-06,17,0.3255,249
"1319",2017-09-06,18,0.367,249
"1320",2017-09-06,19,0.4245,249
"1321",2017-09-06,20,0.482,249
"1322",2017-09-06,21,0.493,249
"1323",2017-09-06,22,0.504,249
"1324",2017-09-06,23,NA,249
"1325",2017-09-06,24,NA,249
"1326",2017-09-06,25,NA,249
"1327",2018-04-20,0,0.129,110
"1328",2018-04-20,1,0.131,110
"1329",2018-04-20,2,0.133,110
"1330",2018-04-20,3,0.135,110
"1331",2018-04-20,4,0.137,110
"1332",2018-04-20,5,0.13625,110
"1333",2018-04-20,6,0.1355,110
"1334",2018-04-20,7,0.13475,110
"1335",2018-04-20,8,0.134,110
"1336",2018-04-20,9,0.13375,110
"1337",2018-04-20,10,0.1335,110
"1338",2018-04-20,11,0.13325,110
"1339",2018-04-20,12,0.133,110
"1340",2018-04-20,13,0.13275,110
"1341",2018-04-20,14,0.1325,110
"1342",2018-04-20,15,0.13225,110
"1343",2018-04-20,16,0.132,110
"1344",2018-04-20,17,0.13175,110
"1345",2018-04-20,18,0.1315,110
"1346",2018-04-20,19,0.13125,110
"1347",2018-04-20,20,0.131,110
"1348",2018-04-20,21,NA,110
"1349",2018-04-20,22,NA,110
"1350",2018-04-20,23,NA,110
"1351",2018-04-20,24,NA,110
"1352",2018-04-20,25,NA,110
"1353",2018-05-07,0,0.085,127
"1354",2018-05-07,1,0.089,127
"1355",2018-05-07,2,0.093,127
"1356",2018-05-07,3,0.097,127
"1357",2018-05-07,4,0.101,127
"1358",2018-05-07,5,NA,127
"1359",2018-05-07,6,NA,127
"1360",2018-05-07,7,NA,127
"1361",2018-05-07,8,NA,127
"1362",2018-05-07,9,NA,127
"1363",2018-05-07,10,NA,127
"1364",2018-05-07,11,NA,127
"1365",2018-05-07,12,NA,127
"1366",2018-05-07,13,NA,127
"1367",2018-05-07,14,NA,127
"1368",2018-05-07,15,NA,127
"1369",2018-05-07,16,NA,127
"1370",2018-05-07,17,NA,127
"1371",2018-05-07,18,NA,127
"1372",2018-05-07,19,NA,127
"1373",2018-05-07,20,NA,127
"1374",2018-05-07,21,NA,127
"1375",2018-05-07,22,NA,127
"1376",2018-05-07,23,NA,127
"1377",2018-05-07,24,NA,127
"1378",2018-05-07,25,NA,127
"1379",2018-05-14,0,NA,134
"1380",2018-05-14,1,NA,134
"1381",2018-05-14,2,NA,134
"1382",2018-05-14,3,NA,134
"1383",2018-05-14,4,0.099,134
"1384",2018-05-14,5,0.1004375,134
"1385",2018-05-14,6,0.101875,134
"1386",2018-05-14,7,0.1033125,134
"1387",2018-05-14,8,0.10475,134
"1388",2018-05-14,9,0.1061875,134
"1389",2018-05-14,10,0.107625,134
"1390",2018-05-14,11,0.1090625,134
"1391",2018-05-14,12,0.1105,134
"1392",2018-05-14,13,0.1119375,134
"1393",2018-05-14,14,0.113375,134
"1394",2018-05-14,15,0.1148125,134
"1395",2018-05-14,16,0.11625,134
"1396",2018-05-14,17,0.1176875,134
"1397",2018-05-14,18,0.119125,134
"1398",2018-05-14,19,0.1205625,134
"1399",2018-05-14,20,0.122,134
"1400",2018-05-14,21,NA,134
"1401",2018-05-14,22,NA,134
"1402",2018-05-14,23,NA,134
"1403",2018-05-14,24,NA,134
"1404",2018-05-14,25,NA,134
"1405",2018-05-29,0,0.085,149
"1406",2018-05-29,1,0.08375,149
"1407",2018-05-29,2,0.0825,149
"1408",2018-05-29,3,0.08125,149
"1409",2018-05-29,4,0.08,149
"1410",2018-05-29,5,NA,149
"1411",2018-05-29,6,NA,149
"1412",2018-05-29,7,NA,149
"1413",2018-05-29,8,NA,149
"1414",2018-05-29,9,NA,149
"1415",2018-05-29,10,NA,149
"1416",2018-05-29,11,NA,149
"1417",2018-05-29,12,NA,149
"1418",2018-05-29,13,NA,149
"1419",2018-05-29,14,NA,149
"1420",2018-05-29,15,NA,149
"1421",2018-05-29,16,NA,149
"1422",2018-05-29,17,NA,149
"1423",2018-05-29,18,NA,149
"1424",2018-05-29,19,NA,149
"1425",2018-05-29,20,NA,149
"1426",2018-05-29,21,NA,149
"1427",2018-05-29,22,NA,149
"1428",2018-05-29,23,NA,149
"1429",2018-05-29,24,NA,149
"1430",2018-05-29,25,NA,149
"1431",2018-06-11,0,0.055,162
"1432",2018-06-11,1,0.05525,162
"1433",2018-06-11,2,0.0555,162
"1434",2018-06-11,3,0.05575,162
"1435",2018-06-11,4,0.056,162
"1436",2018-06-11,5,0.0725,162
"1437",2018-06-11,6,0.089,162
"1438",2018-06-11,7,0.1055,162
"1439",2018-06-11,8,0.122,162
"1440",2018-06-11,9,0.1245,162
"1441",2018-06-11,10,0.127,162
"1442",2018-06-11,11,0.13,162
"1443",2018-06-11,12,0.133,162
"1444",2018-06-11,13,0.1415,162
"1445",2018-06-11,14,0.15,162
"1446",2018-06-11,15,0.1545,162
"1447",2018-06-11,16,0.159,162
"1448",2018-06-11,17,0.1675,162
"1449",2018-06-11,18,0.176,162
"1450",2018-06-11,19,0.1795,162
"1451",2018-06-11,20,0.183,162
"1452",2018-06-11,21,0.1985,162
"1453",2018-06-11,22,0.214,162
"1454",2018-06-11,23,NA,162
"1455",2018-06-11,24,NA,162
"1456",2018-06-11,25,NA,162
"1457",2018-06-25,0,0.079,176
"1458",2018-06-25,1,0.07625,176
"1459",2018-06-25,2,0.0735,176
"1460",2018-06-25,3,0.07075,176
"1461",2018-06-25,4,0.068,176
"1462",2018-06-25,5,NA,176
"1463",2018-06-25,6,NA,176
"1464",2018-06-25,7,NA,176
"1465",2018-06-25,8,NA,176
"1466",2018-06-25,9,NA,176
"1467",2018-06-25,10,NA,176
"1468",2018-06-25,11,NA,176
"1469",2018-06-25,12,NA,176
"1470",2018-06-25,13,NA,176
"1471",2018-06-25,14,NA,176
"1472",2018-06-25,15,NA,176
"1473",2018-06-25,16,NA,176
"1474",2018-06-25,17,NA,176
"1475",2018-06-25,18,NA,176
"1476",2018-06-25,19,NA,176
"1477",2018-06-25,20,NA,176
"1478",2018-06-25,21,NA,176
"1479",2018-06-25,22,NA,176
"1480",2018-06-25,23,NA,176
"1481",2018-06-25,24,NA,176
"1482",2018-06-25,25,NA,176
"1483",2018-07-09,0,0.041,190
"1484",2018-07-09,1,0.041,190
"1485",2018-07-09,2,0.041,190
"1486",2018-07-09,3,0.041,190
"1487",2018-07-09,4,0.041,190
"1488",2018-07-09,5,0.03825,190
"1489",2018-07-09,6,0.0355,190
"1490",2018-07-09,7,0.03275,190
"1491",2018-07-09,8,0.03,190
"1492",2018-07-09,9,0.0735,190
"1493",2018-07-09,10,0.117,190
"1494",2018-07-09,11,0.1485,190
"1495",2018-07-09,12,0.18,190
"1496",2018-07-09,13,0.1825,190
"1497",2018-07-09,14,0.185,190
"1498",2018-07-09,15,0.2015,190
"1499",2018-07-09,16,0.218,190
"1500",2018-07-09,17,0.2285,190
"1501",2018-07-09,18,0.239,190
"1502",2018-07-09,19,0.2535,190
"1503",2018-07-09,20,0.268,190
"1504",2018-07-09,21,0.278,190
"1505",2018-07-09,22,0.288,190
"1506",2018-07-09,23,NA,190
"1507",2018-07-09,24,NA,190
"1508",2018-07-09,25,NA,190
"1509",2018-07-23,0,0.041,204
"1510",2018-07-23,1,0.04025,204
"1511",2018-07-23,2,0.0395,204
"1512",2018-07-23,3,0.03875,204
"1513",2018-07-23,4,0.038,204
"1514",2018-07-23,5,NA,204
"1515",2018-07-23,6,NA,204
"1516",2018-07-23,7,NA,204
"1517",2018-07-23,8,NA,204
"1518",2018-07-23,9,NA,204
"1519",2018-07-23,10,NA,204
"1520",2018-07-23,11,NA,204
"1521",2018-07-23,12,NA,204
"1522",2018-07-23,13,NA,204
"1523",2018-07-23,14,NA,204
"1524",2018-07-23,15,NA,204
"1525",2018-07-23,16,NA,204
"1526",2018-07-23,17,NA,204
"1527",2018-07-23,18,NA,204
"1528",2018-07-23,19,NA,204
"1529",2018-07-23,20,NA,204
"1530",2018-07-23,21,NA,204
"1531",2018-07-23,22,NA,204
"1532",2018-07-23,23,NA,204
"1533",2018-07-23,24,NA,204
"1534",2018-07-23,25,NA,204
"1535",2018-08-06,0,0.019,218
"1536",2018-08-06,1,0.019,218
