"","SiteID","sampledate","Depth_m","avgtemp_C"
"173","BUO",2016-06-08,6,17.4264583333333
"174","BUO",2016-06-08,8,16.6642361111111
"175","BUO",2016-06-08,10,16.1070833333333
"176","BUO",2016-06-08,12,15.1495833333333
"177","BUO",2016-06-08,14,13.9846527777778
"178","BUO",2016-06-08,16,12.4248611111111
"179","BUO",2016-06-08,18,12.37625
"180","BUO",2016-06-09,0,25.2659027777778
"181","BUO",2016-06-09,2,23.3567361111111
"182","BUO",2016-06-09,4,22.7590277777778
"183","BUO",2016-06-09,6,17.4739583333333
"184","BUO",2016-06-09,8,16.6436111111111
"185","BUO",2016-06-09,10,16.1007638888889
"186","BUO",2016-06-09,12,15.1192361111111
"187","BUO",2016-06-09,14,13.8764583333333
"188","BUO",2016-06-09,16,12.4326388888889
"189","BUO",2016-06-09,18,12.3764583333333
"190","BUO",2016-06-10,0,25.2802083333333
"191","BUO",2016-06-10,2,24.2815972222222
"192","BUO",2016-06-10,4,22.6451388888889
"193","BUO",2016-06-10,6,17.5811805555556
"194","BUO",2016-06-10,8,16.68625
"195","BUO",2016-06-10,10,16.0425
"196","BUO",2016-06-10,12,15.03875
"197","BUO",2016-06-10,14,13.8997916666667
"198","BUO",2016-06-10,16,12.4713194444444
"199","BUO",2016-06-10,18,12.4450694444444
"200","BUO",2016-06-11,0,25.6100694444444
"201","BUO",2016-06-11,2,24.8159027777778
"202","BUO",2016-06-11,4,22.3983333333333
"203","BUO",2016-06-11,6,17.6381944444444
"204","BUO",2016-06-11,8,16.6209722222222
"205","BUO",2016-06-11,10,16.0140972222222
"206","BUO",2016-06-11,12,15.1357638888889
"207","BUO",2016-06-11,14,13.9121527777778
"208","BUO",2016-06-11,16,12.4077777777778
"209","BUO",2016-06-11,18,12.3665277777778
"210","BUO",2016-06-12,0,26.1990277777778
"211","BUO",2016-06-12,2,24.9345138888889
"212","BUO",2016-06-12,4,22.0767361111111
"213","BUO",2016-06-12,6,17.6193055555556
"214","BUO",2016-06-12,8,16.6486805555556
"215","BUO",2016-06-12,10,16.09875
"216","BUO",2016-06-12,12,15.1619444444444
"217","BUO",2016-06-12,14,13.8267361111111
"218","BUO",2016-06-12,16,12.4120138888889
"219","BUO",2016-06-12,18,12.3690277777778
"220","BUO",2016-06-13,0,27.1367361111111
"221","BUO",2016-06-13,2,25.3927777777778
"222","BUO",2016-06-13,4,22.4943055555556
"223","BUO",2016-06-13,6,17.8145138888889
"224","BUO",2016-06-13,8,16.6853472222222
"225","BUO",2016-06-13,10,16.0784722222222
"226","BUO",2016-06-13,12,15.0817361111111
"227","BUO",2016-06-13,14,13.8752777777778
"228","BUO",2016-06-13,16,12.3602083333333
"229","BUO",2016-06-13,18,12.3199305555556
"230","BUO",2016-06-14,0,27.4283333333333
"231","BUO",2016-06-14,2,26.6007638888889
"232","BUO",2016-06-14,4,22.3951388888889
"233","BUO",2016-06-14,6,17.8071527777778
"234","BUO",2016-06-14,8,16.6551388888889
"235","BUO",2016-06-14,10,16.0335416666667
"236","BUO",2016-06-14,12,15.0818055555556
"237","BUO",2016-06-14,14,13.9579166666667
"238","BUO",2016-06-14,16,12.4669444444444
"239","BUO",2016-06-14,18,12.4686805555556
"240","BUO",2016-06-15,0,27.730625
"241","BUO",2016-06-15,2,26.6393055555556
"242","BUO",2016-06-15,4,22.4075
"243","BUO",2016-06-15,6,17.7975694444444
"244","BUO",2016-06-15,8,16.6211111111111
"245","BUO",2016-06-15,10,16.0234722222222
"246","BUO",2016-06-15,12,15.0729861111111
"247","BUO",2016-06-15,14,13.9321527777778
"248","BUO",2016-06-15,16,12.3445138888889
"249","BUO",2016-06-15,18,12.3304166666667
"250","BUO",2016-06-16,0,27.0388275862069
"251","BUO",2016-06-16,1.524,25.73
"252","BUO",2016-06-16,2,26.1074305555556
"253","BUO",2016-06-16,3.048,22.655
"254","BUO",2016-06-16,4,22.13375
"255","BUO",2016-06-16,6,18.0440972222222
"256","BUO",2016-06-16,6.096,16.41
"257","BUO",2016-06-16,7.62,15.3
"258","BUO",2016-06-16,8,16.6374305555556
"259","BUO",2016-06-16,9.144,14.78
"260","BUO",2016-06-16,10,16.0349305555556
"261","BUO",2016-06-16,10.668,14.32
"262","BUO",2016-06-16,12,15.0277777777778
"263","BUO",2016-06-16,12.192,13.67
"264","BUO",2016-06-16,13.716,12.68
"265","BUO",2016-06-16,14,13.7765972222222
"266","BUO",2016-06-16,14.9352,11.7
"267","BUO",2016-06-16,16,12.1547916666667
"268","BUO",2016-06-16,18,12.1114583333333
"269","BUO",2016-06-17,0,26.1061111111111
"270","BUO",2016-06-17,2,25.7738194444444
"271","BUO",2016-06-17,4,22.5222222222222
"272","BUO",2016-06-17,6,18.1677083333333
"273","BUO",2016-06-17,8,16.6445833333333
"274","BUO",2016-06-17,10,16.0676388888889
"275","BUO",2016-06-17,12,15.1182638888889
"276","BUO",2016-06-17,14,13.9377777777778
"277","BUO",2016-06-17,16,12.450625
"278","BUO",2016-06-17,18,12.3983333333333
"279","BUO",2016-06-18,0,26.4223611111111
"280","BUO",2016-06-18,2,26.2377083333333
"281","BUO",2016-06-18,4,24.7432638888889
"282","BUO",2016-06-18,6,18.4659027777778
"283","BUO",2016-06-18,8,16.6936111111111
"284","BUO",2016-06-18,10,16.0488888888889
"285","BUO",2016-06-18,12,15.0697916666667
"286","BUO",2016-06-18,14,13.8673611111111
"287","BUO",2016-06-18,16,12.3696527777778
"288","BUO",2016-06-18,18,12.3167361111111
"289","BUO",2016-06-19,0,26.7322222222222
"290","BUO",2016-06-19,2,26.5057638888889
"291","BUO",2016-06-19,4,24.9886805555556
"292","BUO",2016-06-19,6,18.4311805555556
"293","BUO",2016-06-19,8,16.6111805555556
"294","BUO",2016-06-19,10,15.9767361111111
"295","BUO",2016-06-19,12,15.019375
"296","BUO",2016-06-19,14,13.9703472222222
"297","BUO",2016-06-19,16,12.4969444444444
"298","BUO",2016-06-19,18,12.4217361111111
"299","BUO",2016-06-20,0,27.495
"300","BUO",2016-06-20,2,27.3019444444444
"301","BUO",2016-06-20,4,23.7674305555556
"302","BUO",2016-06-20,6,18.5875694444444
"303","BUO",2016-06-20,8,16.6317361111111
"304","BUO",2016-06-20,10,16.0076388888889
"305","BUO",2016-06-20,12,15.0499305555556
"306","BUO",2016-06-20,14,13.8269444444444
"307","BUO",2016-06-20,16,12.4148611111111
"308","BUO",2016-06-20,18,12.3672916666667
"309","BUO",2016-06-21,0,27.5327586206897
"310","BUO",2016-06-21,1.524,27.1
"311","BUO",2016-06-21,2,26.8289583333333
"312","BUO",2016-06-21,3.048,26.42
"313","BUO",2016-06-21,4,23.2045833333333
"314","BUO",2016-06-21,4.572,22.34
"315","BUO",2016-06-21,6,18.7711111111111
"316","BUO",2016-06-21,6.096,18.46
"317","BUO",2016-06-21,7.62,17.16
"318","BUO",2016-06-21,8,16.6763888888889
"319","BUO",2016-06-21,9.144,16.39
"320","BUO",2016-06-21,10,16.0497222222222
"321","BUO",2016-06-21,10.668,15.89
"322","BUO",2016-06-21,12,15.0243055555556
"323","BUO",2016-06-21,12.192,14.98
"324","BUO",2016-06-21,13.716,14.42
"325","BUO",2016-06-21,14,13.8415277777778
"326","BUO",2016-06-21,14.9352,13.76
"327","BUO",2016-06-21,16,12.3886805555556
"328","BUO",2016-06-21,18,12.349375
"329","BUO",2016-06-22,0,26.4477777777778
"330","BUO",2016-06-22,2,26.4270138888889
"331","BUO",2016-06-22,4,24.4032638888889
"332","BUO",2016-06-22,6,18.9667361111111
"333","BUO",2016-06-22,8,16.7411111111111
"334","BUO",2016-06-22,10,16.0692361111111
"335","BUO",2016-06-22,12,15.0688194444444
"336","BUO",2016-06-22,14,13.86625
"337","BUO",2016-06-22,16,12.5370138888889
"338","BUO",2016-06-22,18,12.4679166666667
"339","BUO",2016-06-23,0,26.2077083333333
"340","BUO",2016-06-23,2,26.0674305555556
"341","BUO",2016-06-23,4,25.0679861111111
"342","BUO",2016-06-23,6,18.8802777777778
"343","BUO",2016-06-23,8,16.6040972222222
"344","BUO",2016-06-23,10,15.9277777777778
"345","BUO",2016-06-23,12,14.9985416666667
"346","BUO",2016-06-23,14,13.8734722222222
"347","BUO",2016-06-23,16,12.4784027777778
"348","BUO",2016-06-23,18,12.4002083333333
"349","BUO",2016-06-24,0,27.4211111111111
"350","BUO",2016-06-24,2,26.0398611111111
"351","BUO",2016-06-24,4,24.7309722222222
"352","BUO",2016-06-24,6,19.7615277777778
"353","BUO",2016-06-24,8,16.7410416666667
"354","BUO",2016-06-24,10,16.0642361111111
"355","BUO",2016-06-24,12,15.1128472222222
"356","BUO",2016-06-24,14,13.9477777777778
"357","BUO",2016-06-24,16,12.735625
"358","BUO",2016-06-24,18,12.4390972222222
"359","BUO",2016-06-25,0,27.8756944444444
"360","BUO",2016-06-25,2,25.9007638888889
"361","BUO",2016-06-25,4,24.7645138888889
"362","BUO",2016-06-25,6,20.0376388888889
"363","BUO",2016-06-25,8,16.6859722222222
"364","BUO",2016-06-25,10,16.0375694444444
"365","BUO",2016-06-25,12,15.1520833333333
"366","BUO",2016-06-25,14,13.9689583333333
"367","BUO",2016-06-25,16,12.6540972222222
"368","BUO",2016-06-25,18,12.4649305555556
"369","BUO",2016-06-26,0,29.3125
"370","BUO",2016-06-26,2,26.5340972222222
"371","BUO",2016-06-26,4,24.5289583333333
"372","BUO",2016-06-26,6,19.9908333333333
"373","BUO",2016-06-26,8,16.7077083333333
"374","BUO",2016-06-26,10,16.0226388888889
"375","BUO",2016-06-26,12,15.0615972222222
"376","BUO",2016-06-26,14,13.9418055555556
"377","BUO",2016-06-26,16,12.8250694444444
"378","BUO",2016-06-26,18,12.6425694444444
"379","BUO",2016-06-27,0,29.4954861111111
"380","BUO",2016-06-27,2,26.0602777777778
"381","BUO",2016-06-27,4,24.4804166666667
"382","BUO",2016-06-27,6,19.9942361111111
"383","BUO",2016-06-27,8,16.6244444444444
"384","BUO",2016-06-27,10,15.9882638888889
"385","BUO",2016-06-27,12,15.0902083333333
"386","BUO",2016-06-27,14,13.9051388888889
"387","BUO",2016-06-27,16,12.7077777777778
"388","BUO",2016-06-27,18,12.5471527777778
"389","BUO",2016-06-28,0,27.9266896551724
"390","BUO",2016-06-28,1.524,26.74
"391","BUO",2016-06-28,2,26.12875
"392","BUO",2016-06-28,3.048,25.61
"393","BUO",2016-06-28,4,24.5833333333333
"394","BUO",2016-06-28,4.572,24.38
"395","BUO",2016-06-28,6,19.770625
"396","BUO",2016-06-28,6.096,20.83
"397","BUO",2016-06-28,7.62,17.67
"398","BUO",2016-06-28,8,16.6739583333333
"399","BUO",2016-06-28,9.144,16.81
"400","BUO",2016-06-28,10,15.9657638888889
"401","BUO",2016-06-28,10.668,16.18
"402","BUO",2016-06-28,12,15.005625
"403","BUO",2016-06-28,12.192,15.3
"404","BUO",2016-06-28,13.716,14.43
"405","BUO",2016-06-28,14,13.8540972222222
"406","BUO",2016-06-28,14.9352,13.02
"407","BUO",2016-06-28,16,12.6479166666667
"408","BUO",2016-06-28,18,12.475
"409","BUO",2016-06-29,0,26.6869444444444
"410","BUO",2016-06-29,2,25.9134027777778
"411","BUO",2016-06-29,4,24.8340277777778
"412","BUO",2016-06-29,6,20.0352777777778
"413","BUO",2016-06-29,8,16.7361805555556
"414","BUO",2016-06-29,10,15.9959027777778
"415","BUO",2016-06-29,12,15.0303472222222
"416","BUO",2016-06-29,14,13.8646527777778
"417","BUO",2016-06-29,16,12.6729861111111
"418","BUO",2016-06-29,18,12.5275
"419","BUO",2016-06-30,0,27.7038888888889
"420","BUO",2016-06-30,2,26.2547222222222
"421","BUO",2016-06-30,4,25.41375
"422","BUO",2016-06-30,6,19.9068055555556
"423","BUO",2016-06-30,8,16.7023611111111
"424","BUO",2016-06-30,10,15.9365972222222
"425","BUO",2016-06-30,12,14.9514583333333
"426","BUO",2016-06-30,14,13.8659722222222
"427","BUO",2016-06-30,16,12.7294444444444
"428","BUO",2016-06-30,18,12.5811805555556
"429","BUO",2016-07-01,0,27.4518055555556
"430","BUO",2016-07-01,2,26.5454166666667
"431","BUO",2016-07-01,4,24.8925
"432","BUO",2016-07-01,6,20.0649305555556
"433","BUO",2016-07-01,8,16.6726388888889
"434","BUO",2016-07-01,10,15.9315972222222
"435","BUO",2016-07-01,12,15.001875
"436","BUO",2016-07-01,14,13.8520833333333
"437","BUO",2016-07-01,16,12.8061805555556
"438","BUO",2016-07-01,18,12.6996527777778
"439","BUO",2016-07-02,0,26.7563194444444
"440","BUO",2016-07-02,2,26.0157638888889
"441","BUO",2016-07-02,4,25.1667361111111
"442","BUO",2016-07-02,6,19.9329861111111
"443","BUO",2016-07-02,8,16.7455555555556
"444","BUO",2016-07-02,10,15.9995138888889
"445","BUO",2016-07-02,12,14.990625
"446","BUO",2016-07-02,14,13.7823611111111
"447","BUO",2016-07-02,16,12.5675
"448","BUO",2016-07-02,18,12.42125
"449","BUO",2016-07-03,0,26.0309027777778
"450","BUO",2016-07-03,2,26.0465972222222
"451","BUO",2016-07-03,4,25.266875
"452","BUO",2016-07-03,6,20.6024305555556
"453","BUO",2016-07-03,8,16.6802083333333
"454","BUO",2016-07-03,10,15.9142361111111
"455","BUO",2016-07-03,12,14.9329166666667
"456","BUO",2016-07-03,14,13.8008333333333
"457","BUO",2016-07-03,16,12.5979861111111
"458","BUO",2016-07-03,18,12.5441666666667
"459","BUO",2016-07-04,0,25.2104166666667
"460","BUO",2016-07-04,2,25.1901388888889
"461","BUO",2016-07-04,4,25.0600694444444
"462","BUO",2016-07-04,6,20.8422916666667
"463","BUO",2016-07-04,8,16.7322222222222
"464","BUO",2016-07-04,10,15.9204861111111
"465","BUO",2016-07-04,12,14.9430555555556
"466","BUO",2016-07-04,14,13.79625
"467","BUO",2016-07-04,16,12.6954166666667
"468","BUO",2016-07-04,18,12.5860416666667
"469","BUO",2016-07-05,0,25.8006944444444
"470","BUO",2016-07-05,2,25.0468055555556
"471","BUO",2016-07-05,4,24.7693055555556
"472","BUO",2016-07-05,6,20.6828472222222
"473","BUO",2016-07-05,8,16.7308333333333
"474","BUO",2016-07-05,10,15.9710416666667
"475","BUO",2016-07-05,12,15.00875
"476","BUO",2016-07-05,14,13.8646527777778
"477","BUO",2016-07-05,16,12.8086805555556
"478","BUO",2016-07-05,18,12.6515277777778
"479","BUO",2016-07-06,0,26.2809027777778
"480","BUO",2016-07-06,2,25.6783333333333
"481","BUO",2016-07-06,4,24.9992361111111
"482","BUO",2016-07-06,6,21.1340277777778
"483","BUO",2016-07-06,8,16.7813888888889
"484","BUO",2016-07-06,10,15.9672916666667
"485","BUO",2016-07-06,12,14.9759027777778
"486","BUO",2016-07-06,14,13.8640972222222
"487","BUO",2016-07-06,16,12.784375
"488","BUO",2016-07-06,18,12.6445833333333
"489","BUO",2016-07-07,0,26.6377777777778
"490","BUO",2016-07-07,2,26.1768055555556
"491","BUO",2016-07-07,4,24.746875
"492","BUO",2016-07-07,6,21.4834722222222
"493","BUO",2016-07-07,8,16.7188194444444
"494","BUO",2016-07-07,10,15.9047916666667
"495","BUO",2016-07-07,12,14.9210416666667
"496","BUO",2016-07-07,14,13.78625
"497","BUO",2016-07-07,16,12.7015277777778
"498","BUO",2016-07-07,18,12.5828472222222
"499","BUO",2016-07-08,0,26.595625
"500","BUO",2016-07-08,2,26.3597222222222
"501","BUO",2016-07-08,4,24.7072916666667
"502","BUO",2016-07-08,6,21.4275
"503","BUO",2016-07-08,8,16.7988888888889
"504","BUO",2016-07-08,10,15.9209722222222
"505","BUO",2016-07-08,12,14.9064583333333
"506","BUO",2016-07-08,14,13.8086805555556
"507","BUO",2016-07-08,16,12.7319444444444
"508","BUO",2016-07-08,18,12.6115277777778
"509","BUO",2016-07-09,0,26.5811111111111
"510","BUO",2016-07-09,2,26.0802083333333
"511","BUO",2016-07-09,4,24.8160416666667
"512","BUO",2016-07-09,6,21.3729166666667
"513","BUO",2016-07-09,8,16.8995138888889
"514","BUO",2016-07-09,10,15.9240972222222
"515","BUO",2016-07-09,12,14.9382638888889
"516","BUO",2016-07-09,14,13.8742361111111
"517","BUO",2016-07-09,16,12.7538194444444
"518","BUO",2016-07-09,18,12.6144444444444
"519","BUO",2016-07-10,0,27.7090277777778
"520","BUO",2016-07-10,2,26.1675
"521","BUO",2016-07-10,4,24.9036805555556
"522","BUO",2016-07-10,6,21.7509027777778
"523","BUO",2016-07-10,8,16.9030555555556
"524","BUO",2016-07-10,10,15.9307638888889
"525","BUO",2016-07-10,12,14.9688888888889
"526","BUO",2016-07-10,14,13.8283333333333
"527","BUO",2016-07-10,16,12.7609027777778
"528","BUO",2016-07-10,18,12.5970833333333
"529","BUO",2016-07-11,0,28.8792361111111
"530","BUO",2016-07-11,2,26.7358333333333
"531","BUO",2016-07-11,4,24.8097222222222
"532","BUO",2016-07-11,6,22.1055555555556
"533","BUO",2016-07-11,8,16.8106944444444
"534","BUO",2016-07-11,10,15.9086111111111
"535","BUO",2016-07-11,12,14.9660416666667
"536","BUO",2016-07-11,14,13.8094444444444
"537","BUO",2016-07-11,16,12.8236111111111
"538","BUO",2016-07-11,18,12.7229166666667
"539","BUO",2016-07-12,0,28.5705555555556
"540","BUO",2016-07-12,2,27.553125
"541","BUO",2016-07-12,4,25.0979166666667
"542","BUO",2016-07-12,6,21.8409722222222
"543","BUO",2016-07-12,8,16.8515972222222
"544","BUO",2016-07-12,10,15.8915277777778
"545","BUO",2016-07-12,12,14.8864583333333
"546","BUO",2016-07-12,14,13.8102083333333
"547","BUO",2016-07-12,16,12.8425694444444
"548","BUO",2016-07-12,18,12.7361111111111
"549","BUO",2016-07-13,0,28.3264583333333
"550","BUO",2016-07-13,2,28.0238888888889
"551","BUO",2016-07-13,4,25.1065277777778
"552","BUO",2016-07-13,6,21.929375
"553","BUO",2016-07-13,8,16.9216666666667
"554","BUO",2016-07-13,10,15.8415277777778
"555","BUO",2016-07-13,12,14.9136805555556
"556","BUO",2016-07-13,14,13.86125
"557","BUO",2016-07-13,16,12.7801388888889
"558","BUO",2016-07-13,18,12.65875
"559","BUO",2016-07-14,0,28.6842361111111
"560","BUO",2016-07-14,2,27.8016666666667
"561","BUO",2016-07-14,4,25.2498611111111
"562","BUO",2016-07-14,6,22.1157638888889
"563","BUO",2016-07-14,8,17.0069444444444
"564","BUO",2016-07-14,10,15.89625
"565","BUO",2016-07-14,12,14.9209722222222
"566","BUO",2016-07-14,14,13.8369444444444
"567","BUO",2016-07-14,16,12.6721527777778
"568","BUO",2016-07-14,18,12.5823611111111
"569","BUO",2016-07-15,0,28.7034722222222
"570","BUO",2016-07-15,2,27.8594444444444
"571","BUO",2016-07-15,4,25.4159722222222
"572","BUO",2016-07-15,6,22.2879861111111
"573","BUO",2016-07-15,8,17.1101388888889
"574","BUO",2016-07-15,10,15.9010416666667
"575","BUO",2016-07-15,12,14.9215277777778
"576","BUO",2016-07-15,14,13.8482638888889
"577","BUO",2016-07-15,16,12.6918055555556
"578","BUO",2016-07-15,18,12.6189583333333
"579","BUO",2016-07-16,0,28.7555555555556
"580","BUO",2016-07-16,2,27.7268055555556
"581","BUO",2016-07-16,4,25.5311805555556
"582","BUO",2016-07-16,6,22.4003472222222
"583","BUO",2016-07-16,8,17.20625
"584","BUO",2016-07-16,10,15.9372222222222
"585","BUO",2016-07-16,12,14.943125
"586","BUO",2016-07-16,14,13.9547222222222
"587","BUO",2016-07-16,16,12.7055555555556
"588","BUO",2016-07-16,18,12.5724305555556
"589","BUO",2016-07-17,0,28.3636805555556
"590","BUO",2016-07-17,2,27.8284027777778
"591","BUO",2016-07-17,4,26.0809722222222
"592","BUO",2016-07-17,6,22.2911805555556
"593","BUO",2016-07-17,8,17.1145833333333
"594","BUO",2016-07-17,10,15.8902083333333
"595","BUO",2016-07-17,12,14.9172916666667
"596","BUO",2016-07-17,14,13.9152083333333
"597","BUO",2016-07-17,16,12.7403472222222
"598","BUO",2016-07-17,18,12.6228472222222
"599","BUO",2016-07-18,0,28.6301388888889
