"","sampledate","daynum","Yr","extTotP_kgday"
"604",2022-07-20,201,2022,27.8227653809887
"605",2022-07-21,202,2022,22.2877604113868
"606",2022-07-22,203,2022,20.662002707088
"607",2022-07-23,204,2022,66.6412826415959
"608",2022-07-24,205,2022,80.0370590475132
"609",2022-07-25,206,2022,38.0457961302234
"610",2022-07-26,207,2022,25.953705754261
"611",2022-07-27,208,2022,38.7616304990474
"612",2022-07-28,209,2022,30.0895731206573
"613",2022-07-29,210,2022,25.6974516730993
"614",2022-07-30,211,2022,24.6980754360082
"615",2022-07-31,212,2022,20.7828487457065
"616",2022-08-01,213,2022,43.6286760352173
"617",2022-08-02,214,2022,21.0172549278346
"618",2022-08-03,215,2022,50.3562174755936
"619",2022-08-04,216,2022,36.6512493834012
"620",2022-08-05,217,2022,24.4285609278856
"621",2022-08-06,218,2022,55.9505237996284
"622",2022-08-07,219,2022,147.472278593608
"623",2022-08-08,220,2022,130.802093114794
"624",2022-08-09,221,2022,71.9056113346567
"625",2022-08-10,222,2022,54.5479326342854
"626",2022-08-11,223,2022,46.7149348175123
"627",2022-08-12,224,2022,43.5379837137523
"628",2022-08-13,225,2022,39.6431503885925
"629",2022-08-14,226,2022,34.7420347847784
"630",2022-08-15,227,2022,30.9861111831617
"631",2022-08-16,228,2022,30.1549613220557
"632",2022-08-17,229,2022,28.5613858421564
"633",2022-08-18,230,2022,26.6985894429232
"634",2022-08-19,231,2022,27.3613527235974
"635",2022-08-20,232,2022,45.4484939219208
"636",2022-08-21,233,2022,44.6316287721544
"637",2022-08-22,234,2022,25.5756025394524
"638",2022-08-23,235,2022,24.9043215601435
"639",2022-08-24,236,2022,27.7403080835015
"640",2022-08-25,237,2022,407.280282041549
"641",2022-08-26,238,2022,200.662081812956
"642",2022-08-27,239,2022,138.911486657429
"643",2022-08-28,240,2022,101.601549901659
"644",2022-08-29,241,2022,119.756938515689
"645",2022-08-30,242,2022,55.7972507935789
"646",2022-08-31,243,2022,43.0759507117433
"647",2022-09-01,244,2022,38.5825253676231
"648",2022-09-02,245,2022,37.767865410155
"649",2022-09-03,246,2022,72.6779504896455
"650",2022-09-04,247,2022,55.9009854989565
"651",2022-09-05,248,2022,41.2376445106429
"652",2022-09-06,249,2022,40.952819347184
"653",2022-09-07,250,2022,37.6814818021957
"654",2022-09-08,251,2022,37.0554722141205
"655",2022-09-09,252,2022,35.4516162334665
"656",2022-09-10,253,2022,41.9309530030428
"657",2022-09-11,254,2022,139.33920089678
"658",2022-09-12,255,2022,238.060088348081
