"","SiteID","sampledate","Depth_m","avgtemp_C"
"162","EMB",2016-06-07,10.668,15.07
"163","EMB",2016-06-07,12.192,14.17
"164","EMB",2016-06-07,13.716,12.94
"165","EMB",2016-06-07,15.24,12.09
"166","EMB",2016-06-07,16.764,11.1
"167","EMB",2016-06-07,18.288,10.6
"168","EMB",2016-06-07,19.812,10.15
"169","EMB",2016-06-07,21.336,9.79
"170","EMB",2016-06-13,0,27.08
"171","EMB",2016-06-16,0,25.58
"172","EMB",2016-06-16,1.524,24.98
"173","EMB",2016-06-16,3.048,21.96
"174","EMB",2016-06-16,6.096,16.21
"175","EMB",2016-06-16,7.62,15.61
"176","EMB",2016-06-16,9.144,15.03
"177","EMB",2016-06-16,10.668,14.3
"178","EMB",2016-06-16,12.192,13.58
"179","EMB",2016-06-16,13.716,12.62
"180","EMB",2016-06-16,15.24,11.83
"181","EMB",2016-06-16,16.764,10.99
"182","EMB",2016-06-16,18.288,10.33
"183","EMB",2016-06-16,19.812,10.01
"184","EMB",2016-06-16,20.7264,9.59
"185","EMB",2016-06-21,0,26.95
"186","EMB",2016-06-21,1.524,26.57
"187","EMB",2016-06-21,3.048,25.75
"188","EMB",2016-06-21,4.572,22.65
"189","EMB",2016-06-21,6.096,19.48
"190","EMB",2016-06-21,7.62,17.44
"191","EMB",2016-06-21,9.144,16.44
"192","EMB",2016-06-21,10.668,16.02
"193","EMB",2016-06-21,12.192,15.37
"194","EMB",2016-06-21,13.716,14.37
"195","EMB",2016-06-21,15.24,13.54
"196","EMB",2016-06-21,16.764,12.44
"197","EMB",2016-06-21,18.288,11.44
"198","EMB",2016-06-21,19.812,11.11
"199","EMB",2016-06-21,20.7264,10.93
"200","EMB",2016-06-28,0,28.48
"201","EMB",2016-06-28,1.524,28.43
"202","EMB",2016-06-28,3.048,26
"203","EMB",2016-06-28,4.572,23.73
"204","EMB",2016-06-28,6.096,20.56
"205","EMB",2016-06-28,7.62,17.23
"206","EMB",2016-06-28,9.144,16.49
"207","EMB",2016-06-28,10.668,16.04
"208","EMB",2016-06-28,12.192,15.6
"209","EMB",2016-06-28,13.716,14.69
"210","EMB",2016-06-28,15.24,13.56
"211","EMB",2016-06-28,16.764,12.64
"212","EMB",2016-06-28,18.288,11.82
"213","EMB",2016-06-28,19.812,11.31
"214","EMB",2016-06-28,21.6408,10.85
"215","EMB",2016-07-07,0,26.78
"216","EMB",2016-07-14,0,27.48
"217","EMB",2016-07-20,0,31.43
"218","EMB",2016-08-04,0,30.51
"219","EMB",2016-08-04,1.524,29.23
"220","EMB",2016-08-04,3.048,28.11
"221","EMB",2016-08-04,4.572,26.78
"222","EMB",2016-08-04,6.096,25.11
"223","EMB",2016-08-04,7.62,23.67
"224","EMB",2016-08-04,9.144,21.29
"225","EMB",2016-08-04,10.668,19.11
"226","EMB",2016-08-04,12.192,16.99
"227","EMB",2016-08-04,13.716,16.18
"228","EMB",2016-08-04,15.24,15.63
"229","EMB",2016-08-04,16.764,14.91
"230","EMB",2016-08-04,18.288,14.16
"231","EMB",2016-08-04,19.812,13.29
"232","EMB",2016-08-04,21.6408,12.16
"233","EMB",2016-08-25,0,27.97
"234","EMB",2016-08-30,0,28.63
"235","EMB",2016-08-30,1.524,28.57
"236","EMB",2016-08-30,3.048,28.04
"237","EMB",2016-08-30,4.572,27.11
"238","EMB",2016-08-30,6.096,26.09
"239","EMB",2016-08-30,7.62,25.37
"240","EMB",2016-08-30,9.144,24.54
"241","EMB",2016-08-30,10.668,23.81
"242","EMB",2016-08-30,12.192,23.29
"243","EMB",2016-08-30,13.716,22.73
"244","EMB",2016-08-30,15.24,22
"245","EMB",2016-08-30,16.764,21.09
"246","EMB",2016-08-30,18.288,20.07
"247","EMB",2016-08-30,19.812,18.16
"248","EMB",2016-08-30,21.6408,16.4
"249","EMB",2016-09-13,0,27.07
"250","EMB",2016-09-20,0,26.25
"251","EMB",2016-09-20,1.524,26.24
"252","EMB",2016-09-20,3.048,26.21
"253","EMB",2016-09-20,4.572,26.06
"254","EMB",2016-09-20,6.096,25.88
"255","EMB",2016-09-20,7.62,25.67
"256","EMB",2016-09-20,9.144,25
"257","EMB",2016-09-20,10.668,23.87
"258","EMB",2016-09-20,12.192,23.1
"259","EMB",2016-09-20,13.716,22.56
"260","EMB",2016-09-20,15.24,21.93
"261","EMB",2016-09-20,16.764,20.64
"262","EMB",2016-09-20,18.288,19.54
"263","EMB",2016-09-20,19.812,18.28
"264","EMB",2016-09-20,21.0312,17.01
"265","EMB",2016-09-27,0,25.27
"266","EMB",2016-10-04,0,23.87
"267","EMB",2016-10-11,0,21.84
"268","EMB",2016-10-11,1.524,21.9
"269","EMB",2016-10-11,3.048,21.9
"270","EMB",2016-10-11,4.572,21.9
"271","EMB",2016-10-11,6.096,21.9
"272","EMB",2016-10-11,7.62,21.9
"273","EMB",2016-10-11,9.144,21.9
"274","EMB",2016-10-11,10.668,21.89
"275","EMB",2016-10-11,12.192,21.88
"276","EMB",2016-10-11,13.716,21.83
"277","EMB",2016-10-11,15.24,21.64
"278","EMB",2016-10-11,16.764,19.86
"279","EMB",2016-10-11,18.288,18.75
"280","EMB",2016-10-11,19.812,17.23
"281","EMB",2016-10-11,21.336,15.73
"282","EMB",2017-06-06,0,25.39
"283","EMB",2017-06-06,1.524,25.29
"284","EMB",2017-06-06,3.048,25.13
"285","EMB",2017-06-06,4.572,22.26
"286","EMB",2017-06-06,6.096,19.87
"287","EMB",2017-06-06,7.62,18.08
"288","EMB",2017-06-06,9.144,17.45
"289","EMB",2017-06-06,10.3632,17.13
"290","EMB",2017-06-06,12.192,16.87
"291","EMB",2017-06-06,13.4112,16.64
"292","EMB",2017-06-06,14.9352,16.35
"293","EMB",2017-06-06,16.4592,16.15
"294","EMB",2017-06-06,17.9832,16.05
"295","EMB",2017-06-06,19.5072,15.96
"296","EMB",2017-06-06,21.6408,15.45
"297","EMB",2017-06-12,0,26.31
"298","EMB",2017-06-20,0,26.41
"299","EMB",2017-06-20,1.524,26.17
"300","EMB",2017-06-20,3.048,25.85
"301","EMB",2017-06-20,4.572,24.11
"302","EMB",2017-06-20,6.096,20.82
"303","EMB",2017-06-20,7.62,19.56
"304","EMB",2017-06-20,9.144,18.16
"305","EMB",2017-06-20,10.668,17.32
"306","EMB",2017-06-20,12.192,16.98
"307","EMB",2017-06-20,13.716,16.74
"308","EMB",2017-06-20,14.9352,16.52
"309","EMB",2017-06-20,16.4592,16.33
"310","EMB",2017-06-20,17.9832,16.11
"311","EMB",2017-06-20,20.4216,15.78
"312","EMB",2017-07-20,0,29.77
"313","EMB",2017-07-20,1.524,29.21
"314","EMB",2017-07-20,3.048,26.44
"315","EMB",2017-07-20,4.572,25.56
"316","EMB",2017-07-20,6.096,24.71
"317","EMB",2017-07-20,7.9248,23.64
"318","EMB",2017-07-20,9.144,22.98
"319","EMB",2017-07-20,10.668,22.53
"320","EMB",2017-07-20,11.8872,22.27
"321","EMB",2017-07-20,13.4112,22.15
"322","EMB",2017-07-20,14.9352,21.98
"323","EMB",2017-07-20,16.4592,21.72
"324","EMB",2017-07-20,17.9832,21.32
"325","EMB",2017-07-20,19.812,21.01
"326","EMB",2017-07-20,20.4216,20.39
"327","EMB",2017-07-27,0,29.02
"328","EMB",2017-08-03,0,26.9
"329","EMB",2017-08-03,1.524,26.98
"330","EMB",2017-08-03,3.048,26.84
"331","EMB",2017-08-03,4.572,26.53
"332","EMB",2017-08-03,6.096,25.28
"333","EMB",2017-08-03,7.62,24.49
"334","EMB",2017-08-03,9.144,22.88
"335","EMB",2017-08-03,10.668,22.46
"336","EMB",2017-08-03,12.192,22.18
"337","EMB",2017-08-03,13.4112,22
"338","EMB",2017-08-03,15.24,21.86
"339","EMB",2017-08-03,16.4592,21.65
"340","EMB",2017-08-03,17.9832,21.4
"341","EMB",2017-08-03,19.5072,21.08
"342","EMB",2017-08-03,21.0312,20.38
"343","EMB",2017-08-10,0,27.64
"344","EMB",2017-08-17,0,28.97
"345","EMB",2017-08-31,0,26.82
"346","EMB",2017-09-12,0,22.2
"347","EMB",2017-09-12,1.524,22.28
"348","EMB",2017-09-12,2.7432,22.28
"349","EMB",2017-09-12,4.2672,22.28
"350","EMB",2017-09-12,5.7912,22.28
"351","EMB",2017-09-12,7.3152,22.28
"352","EMB",2017-09-12,8.8392,22.27
"353","EMB",2017-09-12,10.3632,22.27
"354","EMB",2017-09-12,11.8872,22.26
"355","EMB",2017-09-12,13.1064,22.13
"356","EMB",2017-09-12,14.6304,21.72
"357","EMB",2017-09-12,16.1544,21.35
"358","EMB",2017-09-12,17.6784,21.04
"359","EMB",2017-09-12,19.2024,20.53
"360","EMB",2017-09-12,20.1168,19.99
"361","EMB",2017-09-26,0,28.41
"362","EMB",2017-10-03,0,21.98
"363","EMB",2017-10-03,1.524,21.91
"364","EMB",2017-10-03,3.048,21.89
"365","EMB",2017-10-03,4.572,21.88
"366","EMB",2017-10-03,6.096,21.88
"367","EMB",2017-10-03,7.62,21.87
"368","EMB",2017-10-03,9.144,21.83
"369","EMB",2017-10-03,10.668,21.78
"370","EMB",2017-10-03,12.192,21.76
"371","EMB",2017-10-03,13.4112,21.7
"372","EMB",2017-10-03,14.9352,21.63
"373","EMB",2017-10-03,16.4592,21.34
"374","EMB",2017-10-03,17.9832,20.73
"375","EMB",2017-10-03,19.5072,20.25
"376","EMB",2017-10-03,20.7264,19.65
"377","EMB",2017-10-10,0,22.84
"378","EMB",2018-06-06,0,25.84
"379","EMB",2018-06-14,0,26.3035
"380","EMB",2018-06-14,1.524,26.129
"381","EMB",2018-06-14,3.048,25.884
"382","EMB",2018-06-14,4.572,24.85
"383","EMB",2018-06-14,6.096,23.1340909090909
"384","EMB",2018-06-14,7.62,19.6625
"385","EMB",2018-06-14,9.144,14.39
"386","EMB",2018-06-14,10.668,13.0525
"387","EMB",2018-06-14,12.192,12.0228571428571
"388","EMB",2018-06-14,13.716,11.3625
"389","EMB",2018-06-14,15.24,11.0825
"390","EMB",2018-06-14,16.764,10.9025
"391","EMB",2018-06-14,18.288,10.72
"392","EMB",2018-06-14,19.812,10.4825
"393","EMB",2018-06-14,21.6408,10.13125
"394","EMB",2018-06-20,0,29.1375
"395","EMB",2018-06-20,1.524,28.8528571428571
"396","EMB",2018-06-20,3.048,27.5714285714286
"397","EMB",2018-06-20,4.572,25.33
"398","EMB",2018-06-20,6.096,23.5722727272727
"399","EMB",2018-06-20,7.62,19.2575
"400","EMB",2018-06-20,9.144,13.6075
"401","EMB",2018-06-20,10.668,12.6175
"402","EMB",2018-06-20,12.192,11.6225
"403","EMB",2018-06-20,13.716,11.18
"404","EMB",2018-06-20,15.24,11.0075
"405","EMB",2018-06-20,16.764,10.8875
"406","EMB",2018-06-20,18.288,10.605
"407","EMB",2018-06-20,20.4216,10.262380952381
"408","EMB",2018-06-28,0,29.2
"409","EMB",2018-07-12,0,28.3684210526316
"410","EMB",2018-07-12,1.524,28.2236842105263
"411","EMB",2018-07-12,3.048,27.0004761904762
"412","EMB",2018-07-12,4.572,26.188
"413","EMB",2018-07-12,6.096,24.8995
"414","EMB",2018-07-12,7.62,22.9583333333333
"415","EMB",2018-07-12,9.144,21.3125
"416","EMB",2018-07-12,10.668,18.64
"417","EMB",2018-07-12,12.192,15
"418","EMB",2018-07-12,13.716,12.75
"419","EMB",2018-07-12,15.24,12.0925
"420","EMB",2018-07-12,16.764,11.5625
"421","EMB",2018-07-12,18.288,11.2675
"422","EMB",2018-07-12,19.812,10.985
"423","EMB",2018-07-12,21.336,10.7925
"424","EMB",2018-07-12,21.9456,10.7571428571429
"425","EMB",2018-07-18,0,30.3
"426","EMB",2018-07-26,0,27.47
"427","EMB",2018-08-02,0,26.274
"428","EMB",2018-08-02,1.524,26.214
"429","EMB",2018-08-02,3.048,26.0645
"430","EMB",2018-08-02,4.572,25.8325
"431","EMB",2018-08-02,6.096,25.1460869565217
"432","EMB",2018-08-02,7.62,23.93
"433","EMB",2018-08-02,9.144,22.135
"434","EMB",2018-08-02,10.668,20.73
"435","EMB",2018-08-02,12.192,18.035
"436","EMB",2018-08-02,13.716,15.1575
"437","EMB",2018-08-02,15.24,13.242
"438","EMB",2018-08-02,16.764,12.55
"439","EMB",2018-08-02,18.288,12.0175
"440","EMB",2018-08-02,19.812,11.62
"441","EMB",2018-08-02,21.336,11.0055
"442","EMB",2018-08-23,0,28.35
"443","EMB",2018-08-30,0,27.62
"444","EMB",2018-09-06,0,29.3905263157895
"445","EMB",2018-09-06,1.524,28.4180952380952
"446","EMB",2018-09-06,3.048,27.4155
"447","EMB",2018-09-06,4.572,26.858
"448","EMB",2018-09-06,6.096,25.7452631578947
"449","EMB",2018-09-06,7.62,24.875
"450","EMB",2018-09-06,9.144,24.155
"451","EMB",2018-09-06,10.668,23.128
"452","EMB",2018-09-06,12.192,22.0525
"453","EMB",2018-09-06,13.716,21.33
"454","EMB",2018-09-06,15.24,19.5425
"455","EMB",2018-09-06,16.764,17.645
"456","EMB",2018-09-06,18.288,15.5925
"457","EMB",2018-09-06,19.812,14.22
"458","EMB",2018-09-06,20.7264,13.2284210526316
"459","EMB",2018-09-11,0,23.98
"460","EMB",2018-09-18,0,27.89
"461","EMB",2018-09-25,0,23.2895
"462","EMB",2018-09-25,1.524,23.3005263157895
"463","EMB",2018-09-25,3.048,23.3
"464","EMB",2018-09-25,4.572,23.2816666666667
"465","EMB",2018-09-25,6.096,23.2605
"466","EMB",2018-09-25,7.62,23.1075
"467","EMB",2018-09-25,9.144,22.53
"468","EMB",2018-09-25,10.668,22.1075
"469","EMB",2018-09-25,12.192,21.7475
"470","EMB",2018-09-25,13.716,21.45
"471","EMB",2018-09-25,15.24,21.1975
"472","EMB",2018-09-25,16.764,20.9625
"473","EMB",2018-09-25,18.288,20.7825
"474","EMB",2018-09-25,19.812,20.556
"475","EMB",2018-09-25,21.9456,19.99
"476","EMB",2018-10-02,0,23.14
"477","EMB",2019-06-06,0,24.0825
"478","EMB",2019-06-06,1.524,24.105
"479","EMB",2019-06-06,3.048,23.865
"480","EMB",2019-06-06,4.572,23.176
"481","EMB",2019-06-06,6.096,20.564
"482","EMB",2019-06-06,7.62,17.992
"483","EMB",2019-06-06,9.144,17.09
"484","EMB",2019-06-06,10.668,16.566
"485","EMB",2019-06-06,12.192,16.14
"486","EMB",2019-06-06,13.716,15.85
"487","EMB",2019-06-06,15.24,15.56
"488","EMB",2019-06-06,16.764,15.0975
"489","EMB",2019-06-06,18.288,14.65
"490","EMB",2019-06-06,20.7264,14.0022727272727
"491","EMB",2019-06-12,0,23.77
"492","EMB",2019-07-02,0,29.7072727272727
"493","EMB",2019-07-02,1.524,27.9880952380952
"494","EMB",2019-07-02,3.048,24.8291304347826
"495","EMB",2019-07-02,4.572,23.1636363636364
"496","EMB",2019-07-02,6.096,22.6326086956522
"497","EMB",2019-07-02,7.62,22.3733333333333
"498","EMB",2019-07-02,9.144,22.068
"499","EMB",2019-07-02,10.668,21.7816666666667
"500","EMB",2019-07-02,12.192,21.62
"501","EMB",2019-07-02,13.716,21.5125
"502","EMB",2019-07-02,15.24,21.385
"503","EMB",2019-07-02,16.764,21.22
"504","EMB",2019-07-02,18.288,21.1125
"505","EMB",2019-07-02,19.812,20.9521428571429
"506","EMB",2019-07-18,0,28.6647619047619
"507","EMB",2019-07-18,1.524,28.5472727272727
"508","EMB",2019-07-18,3.048,28.2647619047619
"509","EMB",2019-07-18,4.572,26.348
"510","EMB",2019-07-18,6.096,23.726
"511","EMB",2019-07-18,7.62,22.754
"512","EMB",2019-07-18,9.144,22.2775
"513","EMB",2019-07-18,10.668,22.0725
"514","EMB",2019-07-18,12.192,21.83
"515","EMB",2019-07-18,13.716,21.655
"516","EMB",2019-07-18,15.24,21.4525
"517","EMB",2019-07-18,16.764,21.4025
"518","EMB",2019-07-18,18.288,21.2725
"519","EMB",2019-07-18,19.5072,21.105
"520","EMB",2019-07-18,21.6408,20.9995
"521","EMB",2019-07-25,0,29.95
"522","EMB",2019-07-30,0,28.3063636363636
"523","EMB",2019-07-30,1.524,28.2747619047619
"524","EMB",2019-07-30,3.048,27.2161904761905
"525","EMB",2019-07-30,6.096,24.677619047619
"526","EMB",2019-07-30,9.144,22.614
"527","EMB",2019-07-30,12.192,21.852
"528","EMB",2019-07-30,15.24,21.51
"529","EMB",2019-07-30,17.9832,21.24
"530","EMB",2019-07-30,21.336,20.7981818181818
"531","EMB",2019-08-08,0,27.66
"532","EMB",2019-08-13,0,27.462
"533","EMB",2019-08-13,1.524,27.4438095238095
"534","EMB",2019-08-13,3.048,27.416
"535","EMB",2019-08-13,6.096,24.826
"536","EMB",2019-08-13,19.812,20.872
"537","EMB",2019-08-20,0,29.64
"538","EMB",2019-09-05,0,26.24
"539","EMB",2019-09-05,1.524,26.1695
"540","EMB",2019-09-05,3.048,25.9264285714286
"541","EMB",2019-09-05,4.572,25.24
"542","EMB",2019-09-05,6.096,24.9868421052632
"543","EMB",2019-09-05,7.62,24.5714285714286
"544","EMB",2019-09-05,9.144,23.49
"545","EMB",2019-09-05,10.668,22.6375
"546","EMB",2019-09-05,12.192,22.0825
"547","EMB",2019-09-05,13.716,21.69
"548","EMB",2019-09-05,15.24,21.4675
"549","EMB",2019-09-05,16.764,21.325
"550","EMB",2019-09-05,18.288,21.19
"551","EMB",2019-09-05,19.5072,21.0525
"552","EMB",2019-09-05,21.336,20.9105263157895
"553","EMB",2019-09-19,0,26.65
"554","EMB",2019-09-24,0,25.6745454545455
"555","EMB",2019-09-24,1.524,25.3465
"556","EMB",2019-09-24,3.048,25.2571428571429
"557","EMB",2019-09-24,4.572,25.1975
"558","EMB",2019-09-24,6.096,25.0913636363636
"559","EMB",2019-09-24,7.62,24.86
"560","EMB",2019-09-24,9.144,23.68
"561","EMB",2019-09-24,10.668,22.735
"562","EMB",2019-09-24,12.192,22.2
"563","EMB",2019-09-24,13.716,21.73
"564","EMB",2019-09-24,15.24,21.48
"565","EMB",2019-09-24,16.764,21.234
"566","EMB",2019-09-24,18.288,21
"567","EMB",2019-09-24,19.812,20.8354545454545
"568","EMB",2019-10-01,0,25.84
