Field Sample Number,Depth_ft,SampleDate,Value,Units,Variable
EFL,15,5/24/2016,1.62,RFU,CHL_InsituProbeR
EFL,20,5/24/2016,1.31,RFU,CHL_InsituProbeR
EFL,25,5/24/2016,1.05,RFU,CHL_InsituProbeR
EFL,30,5/24/2016,0.81,RFU,CHL_InsituProbeR
EFL,35,5/24/2016,0.82,RFU,CHL_InsituProbeR
EFL,40,5/24/2016,0.84,RFU,CHL_InsituProbeR
EFL,45,5/24/2016,0.86,RFU,CHL_InsituProbeR
EFL,49,5/24/2016,0.85,RFU,CHL_InsituProbeR
EFL,0,6/7/2016,4.39,RFU,CHL_InsituProbeR
EFL,5,6/7/2016,2.88,RFU,CHL_InsituProbeR
EFL,10,6/7/2016,1.14,RFU,CHL_InsituProbeR
EFL,15,6/7/2016,0.89,RFU,CHL_InsituProbeR
EFL,20,6/7/2016,0.86,RFU,CHL_InsituProbeR
EFL,25,6/7/2016,1.25,RFU,CHL_InsituProbeR
EFL,30,6/7/2016,1.27,RFU,CHL_InsituProbeR
EFL,35,6/7/2016,1.1,RFU,CHL_InsituProbeR
EFL,40,6/7/2016,0.97,RFU,CHL_InsituProbeR
EFL,45,6/7/2016,0.91,RFU,CHL_InsituProbeR
EFL,50,6/7/2016,0.93,RFU,CHL_InsituProbeR
EFL,0,6/16/2016,3.84,RFU,CHL_InsituProbeR
EFL,5,6/16/2016,4.68,RFU,CHL_InsituProbeR
EFL,10,6/16/2016,1.88,RFU,CHL_InsituProbeR
EFL,10,6/16/2016,0.94,RFU,CHL_InsituProbeR
EFL,20,6/16/2016,0.71,RFU,CHL_InsituProbeR
EFL,25,6/16/2016,0.73,RFU,CHL_InsituProbeR
EFL,30,6/16/2016,0.79,RFU,CHL_InsituProbeR
EFL,35,6/16/2016,0.86,RFU,CHL_InsituProbeR
EFL,40,6/16/2016,0.86,RFU,CHL_InsituProbeR
EFL,45,6/16/2016,0.84,RFU,CHL_InsituProbeR
EFL,49,6/16/2016,0.82,RFU,CHL_InsituProbeR
EFL,0,6/21/2016,328.07,RFU,CHL_InsituProbeR
EFL,5,6/21/2016,282.87,RFU,CHL_InsituProbeR
EFL,10,6/21/2016,282.01,RFU,CHL_InsituProbeR
EFL,15,6/21/2016,330.38,RFU,CHL_InsituProbeR
EFL,20,6/21/2016,345.64,RFU,CHL_InsituProbeR
EFL,25,6/21/2016,346.38,RFU,CHL_InsituProbeR
EFL,30,6/21/2016,333.47,RFU,CHL_InsituProbeR
EFL,35,6/21/2016,281.3,RFU,CHL_InsituProbeR
EFL,40,6/21/2016,238.53,RFU,CHL_InsituProbeR
EFL,45,6/21/2016,223.93,RFU,CHL_InsituProbeR
EFL,49,6/21/2016,222.39,RFU,CHL_InsituProbeR
EFL,0,6/28/2016,3.54,RFU,CHL_InsituProbeR
EFL,5,6/28/2016,4.11,RFU,CHL_InsituProbeR
EFL,10,6/28/2016,2.5,RFU,CHL_InsituProbeR
EFL,15,6/28/2016,1.5,RFU,CHL_InsituProbeR
EFL,20,6/28/2016,1.05,RFU,CHL_InsituProbeR
EFL,25,6/28/2016,0.98,RFU,CHL_InsituProbeR
EFL,30,6/28/2016,0.98,RFU,CHL_InsituProbeR
EFL,35,6/28/2016,0.99,RFU,CHL_InsituProbeR
EFL,40,6/28/2016,1,RFU,CHL_InsituProbeR
EFL,45,6/28/2016,0.98,RFU,CHL_InsituProbeR
EFL,49,6/28/2016,0.95,RFU,CHL_InsituProbeR
EFL,0,8/4/2016,1.34,RFU,CHL_InsituProbeR
EFL,5,8/4/2016,2.26,RFU,CHL_InsituProbeR
EFL,10,8/4/2016,2.29,RFU,CHL_InsituProbeR
EFL,15,8/4/2016,1.41,RFU,CHL_InsituProbeR
EFL,20,8/4/2016,1.06,RFU,CHL_InsituProbeR
EFL,25,8/4/2016,1.04,RFU,CHL_InsituProbeR
EFL,30,8/4/2016,1.04,RFU,CHL_InsituProbeR
EFL,35,8/4/2016,1.06,RFU,CHL_InsituProbeR
EFL,40,8/4/2016,1.03,RFU,CHL_InsituProbeR
EFL,45,8/4/2016,0.97,RFU,CHL_InsituProbeR
EFL,48,8/4/2016,0.96,RFU,CHL_InsituProbeR
EFL,0,8/30/2016,3.49,RFU,CHL_InsituProbeR
EFL,5,8/30/2016,4.4,RFU,CHL_InsituProbeR
EFL,10,8/30/2016,3.98,RFU,CHL_InsituProbeR
EFL,15,8/30/2016,2.48,RFU,CHL_InsituProbeR
EFL,20,8/30/2016,1.35,RFU,CHL_InsituProbeR
EFL,25,8/30/2016,1.15,RFU,CHL_InsituProbeR
EFL,30,8/30/2016,1.08,RFU,CHL_InsituProbeR
EFL,35,8/30/2016,1.13,RFU,CHL_InsituProbeR
EFL,40,8/30/2016,1.14,RFU,CHL_InsituProbeR
EFL,45,8/30/2016,1.15,RFU,CHL_InsituProbeR
EFL,48,8/30/2016,1.14,RFU,CHL_InsituProbeR
EFL,0,9/20/2016,5.26,RFU,CHL_InsituProbeR
EFL,5,9/20/2016,3.23,RFU,CHL_InsituProbeR
EFL,10,9/20/2016,3.34,RFU,CHL_InsituProbeR
EFL,15,9/20/2016,2.93,RFU,CHL_InsituProbeR
EFL,20,9/20/2016,3.01,RFU,CHL_InsituProbeR
EFL,25,9/20/2016,2.32,RFU,CHL_InsituProbeR
EFL,30,9/20/2016,1.19,RFU,CHL_InsituProbeR
EFL,35,9/20/2016,1.08,RFU,CHL_InsituProbeR
EFL,40,9/20/2016,1.03,RFU,CHL_InsituProbeR
EFL,47,9/20/2016,1.04,RFU,CHL_InsituProbeR
EFL,0,10/11/2016,2.24,RFU,CHL_InsituProbeR
EFL,5,10/11/2016,2.38,RFU,CHL_InsituProbeR
EFL,10,10/11/2016,2.44,RFU,CHL_InsituProbeR
EFL,15,10/11/2016,2.44,RFU,CHL_InsituProbeR
EFL,20,10/11/2016,2.27,RFU,CHL_InsituProbeR
EFL,25,10/11/2016,2.18,RFU,CHL_InsituProbeR
EFL,30,10/11/2016,2.28,RFU,CHL_InsituProbeR
EFL,35,10/11/2016,2.01,RFU,CHL_InsituProbeR
EFL,40,10/11/2016,1.78,RFU,CHL_InsituProbeR
EFL,46,10/11/2016,1.62,RFU,CHL_InsituProbeR
EFL,0,11/1/2016,1.05,RFU,CHL_InsituProbeR
EFL,5,11/1/2016,1.14,RFU,CHL_InsituProbeR
EFL,10,11/1/2016,1.15,RFU,CHL_InsituProbeR
EFL,15,11/1/2016,1.1,RFU,CHL_InsituProbeR
EFL,20,11/1/2016,1.17,RFU,CHL_InsituProbeR
EFL,25,11/1/2016,1.03,RFU,CHL_InsituProbeR
EFL,30,11/1/2016,1.07,RFU,CHL_InsituProbeR
EFL,35,11/1/2016,0.99,RFU,CHL_InsituProbeR
EFL,40,11/1/2016,0.83,RFU,CHL_InsituProbeR
EFL,46,11/1/2016,0.81,RFU,CHL_InsituProbeR
EFL,0,11/22/2016,1.08,RFU,CHL_InsituProbeR
EFL,5,11/22/2016,1.17,RFU,CHL_InsituProbeR
EFL,10,11/22/2016,1.19,RFU,CHL_InsituProbeR
EFL,15,11/22/2016,1.21,RFU,CHL_InsituProbeR
EFL,20,11/22/2016,1.28,RFU,CHL_InsituProbeR
EFL,25,11/22/2016,1.27,RFU,CHL_InsituProbeR
EFL,30,11/22/2016,1.36,RFU,CHL_InsituProbeR
EFL,35,11/22/2016,1.32,RFU,CHL_InsituProbeR
EFL,40,11/22/2016,1.33,RFU,CHL_InsituProbeR
EFL,45,11/22/2016,1.22,RFU,CHL_InsituProbeR
EFL,0,1/11/2017,0.78,RFU,CHL_InsituProbeR
EFL,0,1/11/2017,0.93,RFU,CHL_InsituProbeR
EFL,0,1/11/2017,0.95,RFU,CHL_InsituProbeR
EFL,0,1/11/2017,0.93,RFU,CHL_InsituProbeR
EFL,0,1/11/2017,0.92,RFU,CHL_InsituProbeR
EFL,0,1/11/2017,0.9,RFU,CHL_InsituProbeR
EFL,0,1/11/2017,0.9,RFU,CHL_InsituProbeR
EFL,0,1/11/2017,0.91,RFU,CHL_InsituProbeR
EFL,0,1/11/2017,0.93,RFU,CHL_InsituProbeR
EFL,46,1/11/2017,1.11,RFU,CHL_InsituProbeR
EFL,0,2/8/2017,0.96,RFU,CHL_InsituProbeR
EFL,5,2/8/2017,0.99,RFU,CHL_InsituProbeR
EFL,10,2/8/2017,0.97,RFU,CHL_InsituProbeR
EFL,15,2/8/2017,0.96,RFU,CHL_InsituProbeR
EFL,20,2/8/2017,0.97,RFU,CHL_InsituProbeR
EFL,25,2/8/2017,0.99,RFU,CHL_InsituProbeR
EFL,30,2/8/2017,0.95,RFU,CHL_InsituProbeR
EFL,35,2/8/2017,0.96,RFU,CHL_InsituProbeR
EFL,39,2/8/2017,0.95,RFU,CHL_InsituProbeR
EFL,47,2/8/2017,0.94,RFU,CHL_InsituProbeR
EFL,0,3/24/2017,1.2,RFU,CHL_InsituProbeR
EFL,5,3/24/2017,1.5,RFU,CHL_InsituProbeR
EFL,10,3/24/2017,1.35,RFU,CHL_InsituProbeR
EFL,15,3/24/2017,1.3,RFU,CHL_InsituProbeR
EFL,20,3/24/2017,1.35,RFU,CHL_InsituProbeR
EFL,25,3/24/2017,1.38,RFU,CHL_InsituProbeR
EFL,30,3/24/2017,1.43,RFU,CHL_InsituProbeR
EFL,35,3/24/2017,1.43,RFU,CHL_InsituProbeR
EFL,40,3/24/2017,1.3,RFU,CHL_InsituProbeR
EFL,44,3/24/2017,1.37,RFU,CHL_InsituProbeR
EFL,0,4/5/2017,1.84,RFU,CHL_InsituProbeR
EFL,5,4/5/2017,2.02,RFU,CHL_InsituProbeR
EFL,10,4/5/2017,1.93,RFU,CHL_InsituProbeR
EFL,15,4/5/2017,1.92,RFU,CHL_InsituProbeR
EFL,20,4/5/2017,1.9,RFU,CHL_InsituProbeR
EFL,25,4/5/2017,1.8,RFU,CHL_InsituProbeR
EFL,30,4/5/2017,1.63,RFU,CHL_InsituProbeR
EFL,35,4/5/2017,1.57,RFU,CHL_InsituProbeR
EFL,40,4/5/2017,1.58,RFU,CHL_InsituProbeR
EFL,46,4/5/2017,1.57,RFU,CHL_InsituProbeR
EFL,0,4/25/2017,0.69,RFU,CHL_InsituProbeR
EFL,5,4/25/2017,1.39,RFU,CHL_InsituProbeR
EFL,10,4/25/2017,1.52,RFU,CHL_InsituProbeR
EFL,15,4/25/2017,1.33,RFU,CHL_InsituProbeR
EFL,20,4/25/2017,1.36,RFU,CHL_InsituProbeR
EFL,25,4/25/2017,1.4,RFU,CHL_InsituProbeR
EFL,30,4/25/2017,1.33,RFU,CHL_InsituProbeR
EFL,35,4/25/2017,1.37,RFU,CHL_InsituProbeR
EFL,40,4/25/2017,1.46,RFU,CHL_InsituProbeR
EFL,48,4/25/2017,1.49,RFU,CHL_InsituProbeR
EFL,0,5/16/2017,1.13,RFU,CHL_InsituProbeR
EFL,0,5/16/2017,1.66,RFU,CHL_InsituProbeR
EFL,0,5/16/2017,1.57,RFU,CHL_InsituProbeR
EFL,0,5/16/2017,0.99,RFU,CHL_InsituProbeR
EFL,0,5/16/2017,0.8,RFU,CHL_InsituProbeR
EFL,0,5/16/2017,0.77,RFU,CHL_InsituProbeR
EFL,0,5/16/2017,0.77,RFU,CHL_InsituProbeR
EFL,0,5/16/2017,0.8,RFU,CHL_InsituProbeR
EFL,0,5/16/2017,0.8,RFU,CHL_InsituProbeR
EFL,0,5/16/2017,0.84,RFU,CHL_InsituProbeR
EFL,49,5/16/2017,0.81,RFU,CHL_InsituProbeR
EFL,0,6/6/2017,1.94,RFU,CHL_InsituProbeR
EFL,5,6/6/2017,1.85,RFU,CHL_InsituProbeR
EFL,10,6/6/2017,1.11,RFU,CHL_InsituProbeR
EFL,15,6/6/2017,1.04,RFU,CHL_InsituProbeR
EFL,20,6/6/2017,3.9,RFU,CHL_InsituProbeR
EFL,25,6/6/2017,1.33,RFU,CHL_InsituProbeR
EFL,30,6/6/2017,1.13,RFU,CHL_InsituProbeR
EFL,35,6/6/2017,1.5,RFU,CHL_InsituProbeR
EFL,40,6/6/2017,1.54,RFU,CHL_InsituProbeR
EFL,45,6/6/2017,1.29,RFU,CHL_InsituProbeR
EFL,48,6/6/2017,1.21,RFU,CHL_InsituProbeR
EFL,0,6/20/2017,1.7,RFU,CHL_InsituProbeR
EFL,5,6/20/2017,1.94,RFU,CHL_InsituProbeR
EFL,10,6/20/2017,1.15,RFU,CHL_InsituProbeR
EFL,15,6/20/2017,0.75,RFU,CHL_InsituProbeR
EFL,20,6/20/2017,0.64,RFU,CHL_InsituProbeR
EFL,25,6/20/2017,0.73,RFU,CHL_InsituProbeR
EFL,30,6/20/2017,0.7,RFU,CHL_InsituProbeR
EFL,35,6/20/2017,0.7,RFU,CHL_InsituProbeR
EFL,40,6/20/2017,0.77,RFU,CHL_InsituProbeR
EFL,47,6/20/2017,0.79,RFU,CHL_InsituProbeR
EFL,0,7/20/2017,2.08,RFU,CHL_InsituProbeR
EFL,5,7/20/2017,2.28,RFU,CHL_InsituProbeR
EFL,10,7/20/2017,1.48,RFU,CHL_InsituProbeR
EFL,15,7/20/2017,0.85,RFU,CHL_InsituProbeR
EFL,20,7/20/2017,0.69,RFU,CHL_InsituProbeR
EFL,26,7/20/2017,0.74,RFU,CHL_InsituProbeR
EFL,31,7/20/2017,0.78,RFU,CHL_InsituProbeR
EFL,36,7/20/2017,0.78,RFU,CHL_InsituProbeR
EFL,42,7/20/2017,0.78,RFU,CHL_InsituProbeR
EFL,42,7/20/2017,0.77,RFU,CHL_InsituProbeR
EFL,48,7/20/2017,0.77,RFU,CHL_InsituProbeR
EFL,0,8/3/2017,2.58,RFU,CHL_InsituProbeR
EFL,5,8/3/2017,2.42,RFU,CHL_InsituProbeR
EFL,10,8/3/2017,1.72,RFU,CHL_InsituProbeR
EFL,15,8/3/2017,0.82,RFU,CHL_InsituProbeR
EFL,20,8/3/2017,0.65,RFU,CHL_InsituProbeR
EFL,25,8/3/2017,0.68,RFU,CHL_InsituProbeR
EFL,30,8/3/2017,0.72,RFU,CHL_InsituProbeR
EFL,35,8/3/2017,0.75,RFU,CHL_InsituProbeR
EFL,40,8/3/2017,0.75,RFU,CHL_InsituProbeR
EFL,44,8/3/2017,0.74,RFU,CHL_InsituProbeR
EFL,47,8/3/2017,0.75,RFU,CHL_InsituProbeR
EFL,0,9/12/2017,1.97,RFU,CHL_InsituProbeR
EFL,5,9/12/2017,2.18,RFU,CHL_InsituProbeR
EFL,10,9/12/2017,2.32,RFU,CHL_InsituProbeR
EFL,14,9/12/2017,2.02,RFU,CHL_InsituProbeR
EFL,19,9/12/2017,2.02,RFU,CHL_InsituProbeR
EFL,24,9/12/2017,2.16,RFU,CHL_InsituProbeR
EFL,29,9/12/2017,2.17,RFU,CHL_InsituProbeR
EFL,34,9/12/2017,1.96,RFU,CHL_InsituProbeR
EFL,39,9/12/2017,1.63,RFU,CHL_InsituProbeR
EFL,45,9/12/2017,0.72,RFU,CHL_InsituProbeR
EFL,0,10/3/2017,4.37,RFU,CHL_InsituProbeR
EFL,5,10/3/2017,4.47,RFU,CHL_InsituProbeR
EFL,10,10/3/2017,3.58,RFU,CHL_InsituProbeR
EFL,15,10/3/2017,2.64,RFU,CHL_InsituProbeR
EFL,20,10/3/2017,2.17,RFU,CHL_InsituProbeR
EFL,25,10/3/2017,1.75,RFU,CHL_InsituProbeR
EFL,30,10/3/2017,1.49,RFU,CHL_InsituProbeR
EFL,34,10/3/2017,1.05,RFU,CHL_InsituProbeR
EFL,40,10/3/2017,0.72,RFU,CHL_InsituProbeR
EFL,44,10/3/2017,0.69,RFU,CHL_InsituProbeR
EFL,0,10/24/2017,1.17,RFU,CHL_InsituProbeR
EFL,5,10/24/2017,1.16,RFU,CHL_InsituProbeR
EFL,10,10/24/2017,1.19,RFU,CHL_InsituProbeR
EFL,15,10/24/2017,1.21,RFU,CHL_InsituProbeR
EFL,20,10/24/2017,1.25,RFU,CHL_InsituProbeR
EFL,25,10/24/2017,1.24,RFU,CHL_InsituProbeR
EFL,30,10/24/2017,1.23,RFU,CHL_InsituProbeR
EFL,35,10/24/2017,1.33,RFU,CHL_InsituProbeR
EFL,40,10/24/2017,1.29,RFU,CHL_InsituProbeR
EFL,46,10/24/2017,1.36,RFU,CHL_InsituProbeR
EFL,0,11/14/2017,0.63,RFU,CHL_InsituProbeR
EFL,5,11/14/2017,0.67,RFU,CHL_InsituProbeR
EFL,10,11/14/2017,0.72,RFU,CHL_InsituProbeR
EFL,15,11/14/2017,0.7,RFU,CHL_InsituProbeR
EFL,20,11/14/2017,0.71,RFU,CHL_InsituProbeR
EFL,25,11/14/2017,0.73,RFU,CHL_InsituProbeR
EFL,30,11/14/2017,0.73,RFU,CHL_InsituProbeR
EFL,34,11/14/2017,0.7,RFU,CHL_InsituProbeR
EFL,39,11/14/2017,0.74,RFU,CHL_InsituProbeR
EFL,44,11/14/2017,0.69,RFU,CHL_InsituProbeR
EFL,46,11/14/2017,0.71,RFU,CHL_InsituProbeR
EFL,0,3/27/2018,0.71,RFU,CHL_InsituProbeR
EFL,5,3/27/2018,0.73,RFU,CHL_InsituProbeR
EFL,10,3/27/2018,0.72,RFU,CHL_InsituProbeR
EFL,15,3/27/2018,0.72,RFU,CHL_InsituProbeR
EFL,20,3/27/2018,0.72,RFU,CHL_InsituProbeR
EFL,25,3/27/2018,0.71,RFU,CHL_InsituProbeR
EFL,30,3/27/2018,0.71,RFU,CHL_InsituProbeR
EFL,35,3/27/2018,0.71,RFU,CHL_InsituProbeR
EFL,40,3/27/2018,0.68,RFU,CHL_InsituProbeR
EFL,46,3/27/2018,0.62,RFU,CHL_InsituProbeR
EFL,0,4/24/2018,3.48,RFU,CHL_InsituProbeR
EFL,5,4/24/2018,3.19,RFU,CHL_InsituProbeR
EFL,10,4/24/2018,3.13,RFU,CHL_InsituProbeR
EFL,15,4/24/2018,2.59,RFU,CHL_InsituProbeR
EFL,20,4/24/2018,0.76,RFU,CHL_InsituProbeR
EFL,25,4/24/2018,0.68,RFU,CHL_InsituProbeR
EFL,30,4/24/2018,0.64,RFU,CHL_InsituProbeR
EFL,35,4/24/2018,0.62,RFU,CHL_InsituProbeR
EFL,40,4/24/2018,0.63,RFU,CHL_InsituProbeR
EFL,49,4/24/2018,0.63,RFU,CHL_InsituProbeR
EFL,0,5/16/2018,3.69,RFU,CHL_InsituProbeR
EFL,5,5/16/2018,4.29,RFU,CHL_InsituProbeR
EFL,10,5/16/2018,2.7,RFU,CHL_InsituProbeR
EFL,15,5/16/2018,1.54,RFU,CHL_InsituProbeR
EFL,20,5/16/2018,0.87,RFU,CHL_InsituProbeR
EFL,25,5/16/2018,0.84,RFU,CHL_InsituProbeR
EFL,30,5/16/2018,0.78,RFU,CHL_InsituProbeR
EFL,35,5/16/2018,0.77,RFU,CHL_InsituProbeR
EFL,40,5/16/2018,0.72,RFU,CHL_InsituProbeR
EFL,49,5/16/2018,0.73,RFU,CHL_InsituProbeR
EFL,0,5/29/2018,3.09,RFU,CHL_InsituProbeR
EFL,5,5/29/2018,3.03,RFU,CHL_InsituProbeR
EFL,10,5/29/2018,1.29,RFU,CHL_InsituProbeR
EFL,15,5/29/2018,0.78,RFU,CHL_InsituProbeR
EFL,20,5/29/2018,0.54,RFU,CHL_InsituProbeR
EFL,25,5/29/2018,0.53,RFU,CHL_InsituProbeR
EFL,30,5/29/2018,0.56,RFU,CHL_InsituProbeR
EFL,35,5/29/2018,0.57,RFU,CHL_InsituProbeR
EFL,40,5/29/2018,0.58,RFU,CHL_InsituProbeR
EFL,45,5/29/2018,0.6,RFU,CHL_InsituProbeR
EFL,50,5/29/2018,0.59,RFU,CHL_InsituProbeR
EFL,52,5/29/2018,0.61,RFU,CHL_InsituProbeR
EFL,0,6/14/2018,4.85,RFU,CHL_InsituProbeR
EFL,5,6/14/2018,4.79,RFU,CHL_InsituProbeR
EFL,10,6/14/2018,3.01,RFU,CHL_InsituProbeR
EFL,15,6/14/2018,2.13,RFU,CHL_InsituProbeR
EFL,20,6/14/2018,0.73,RFU,CHL_InsituProbeR
EFL,25,6/14/2018,0.71,RFU,CHL_InsituProbeR
EFL,30,6/14/2018,0.58,RFU,CHL_InsituProbeR
EFL,35,6/14/2018,0.59,RFU,CHL_InsituProbeR
EFL,40,6/14/2018,0.62,RFU,CHL_InsituProbeR
EFL,45,6/14/2018,0.61,RFU,CHL_InsituProbeR
EFL,51,6/14/2018,0.61,RFU,CHL_InsituProbeR
EFL,0,6/20/2018,4.28,RFU,CHL_InsituProbeR
EFL,5,6/20/2018,3.27,RFU,CHL_InsituProbeR
EFL,10,6/20/2018,1.33,RFU,CHL_InsituProbeR
EFL,15,6/20/2018,0.85,RFU,CHL_InsituProbeR
EFL,20,6/20/2018,0.69,RFU,CHL_InsituProbeR
EFL,25,6/20/2018,0.72,RFU,CHL_InsituProbeR
EFL,30,6/20/2018,0.65,RFU,CHL_InsituProbeR
EFL,35,6/20/2018,0.63,RFU,CHL_InsituProbeR
EFL,40,6/20/2018,0.63,RFU,CHL_InsituProbeR
EFL,45,6/20/2018,0.63,RFU,CHL_InsituProbeR
EFL,50,6/20/2018,0.63,RFU,CHL_InsituProbeR
EFL,0,7/12/2018,4.06,RFU,CHL_InsituProbeR
EFL,5,7/12/2018,3.61,RFU,CHL_InsituProbeR
EFL,10,7/12/2018,1.94,RFU,CHL_InsituProbeR
EFL,15,7/12/2018,1.06,RFU,CHL_InsituProbeR
EFL,20,7/12/2018,0.67,RFU,CHL_InsituProbeR
EFL,25,7/12/2018,0.7,RFU,CHL_InsituProbeR
EFL,30,7/12/2018,0.74,RFU,CHL_InsituProbeR
EFL,35,7/12/2018,0.72,RFU,CHL_InsituProbeR
EFL,40,7/12/2018,0.71,RFU,CHL_InsituProbeR
EFL,45,7/12/2018,0.73,RFU,CHL_InsituProbeR
EFL,50,7/12/2018,0.72,RFU,CHL_InsituProbeR
EFL,52,7/12/2018,0.69,RFU,CHL_InsituProbeR
EFL,0,8/2/2018,4.07,RFU,CHL_InsituProbeR
EFL,5,8/2/2018,3.69,RFU,CHL_InsituProbeR
EFL,10,8/2/2018,2.4,RFU,CHL_InsituProbeR
EFL,15,8/2/2018,1.7,RFU,CHL_InsituProbeR
EFL,20,8/2/2018,0.86,RFU,CHL_InsituProbeR
EFL,25,8/2/2018,0.78,RFU,CHL_InsituProbeR
EFL,30,8/2/2018,0.83,RFU,CHL_InsituProbeR
EFL,35,8/2/2018,0.77,RFU,CHL_InsituProbeR
EFL,40,8/2/2018,0.71,RFU,CHL_InsituProbeR
EFL,45,8/2/2018,0.69,RFU,CHL_InsituProbeR
EFL,51,8/2/2018,0.68,RFU,CHL_InsituProbeR
EFL,0,9/6/2018,2.77,RFU,CHL_InsituProbeR
EFL,5,9/6/2018,3.18,RFU,CHL_InsituProbeR
EFL,10,9/6/2018,1.64,RFU,CHL_InsituProbeR
EFL,15,9/6/2018,1.14,RFU,CHL_InsituProbeR
EFL,20,9/6/2018,0.76,RFU,CHL_InsituProbeR
EFL,25,9/6/2018,0.77,RFU,CHL_InsituProbeR
EFL,30,9/6/2018,0.84,RFU,CHL_InsituProbeR
EFL,35,9/6/2018,0.84,RFU,CHL_InsituProbeR
EFL,40,9/6/2018,0.84,RFU,CHL_InsituProbeR
EFL,45,9/6/2018,0.83,RFU,CHL_InsituProbeR
EFL,50,9/6/2018,0.79,RFU,CHL_InsituProbeR
EFL,0,9/25/2018,2.09,RFU,CHL_InsituProbeR
EFL,5,9/25/2018,2.37,RFU,CHL_InsituProbeR
EFL,10,9/25/2018,2.31,RFU,CHL_InsituProbeR
EFL,15,9/25/2018,2.39,RFU,CHL_InsituProbeR
EFL,20,9/25/2018,2.32,RFU,CHL_InsituProbeR
EFL,25,9/25/2018,2,RFU,CHL_InsituProbeR
EFL,30,9/25/2018,1.63,RFU,CHL_InsituProbeR
EFL,35,9/25/2018,0.99,RFU,CHL_InsituProbeR
EFL,40,9/25/2018,0.96,RFU,CHL_InsituProbeR
EFL,45,9/25/2018,0.93,RFU,CHL_InsituProbeR
EFL,50,9/25/2018,0.93,RFU,CHL_InsituProbeR
EFL,0,10/16/2018,1,RFU,CHL_InsituProbeR
EFL,5,10/16/2018,1.02,RFU,CHL_InsituProbeR
EFL,10,10/16/2018,1.07,RFU,CHL_InsituProbeR
EFL,15,10/16/2018,1.08,RFU,CHL_InsituProbeR
EFL,20,10/16/2018,1.08,RFU,CHL_InsituProbeR
EFL,25,10/16/2018,1.08,RFU,CHL_InsituProbeR
EFL,30,10/16/2018,1.03,RFU,CHL_InsituProbeR
EFL,35,10/16/2018,1,RFU,CHL_InsituProbeR
EFL,40,10/16/2018,1.02,RFU,CHL_InsituProbeR
EFL,45,10/16/2018,1.05,RFU,CHL_InsituProbeR
EFL,49,10/16/2018,1.03,RFU,CHL_InsituProbeR
EFL,0,11/6/2018,0.63,RFU,CHL_InsituProbeR
EFL,5,11/6/2018,0.64,RFU,CHL_InsituProbeR
EFL,10,11/6/2018,0.66,RFU,CHL_InsituProbeR
EFL,20,11/6/2018,0.65,RFU,CHL_InsituProbeR
EFL,51,11/6/2018,0.84,RFU,CHL_InsituProbeR
EFL,0,11/28/2018,0.62,RFU,CHL_InsituProbeR
EFL,5,11/28/2018,0.64,RFU,CHL_InsituProbeR
EFL,10,11/28/2018,0.65,RFU,CHL_InsituProbeR
EFL,20,11/28/2018,0.64,RFU,CHL_InsituProbeR
EFL,45,11/28/2018,0.64,RFU,CHL_InsituProbeR
EFL,0,12/18/2018,0.65,RFU,CHL_InsituProbeR
EFL,5,12/18/2018,0.67,RFU,CHL_InsituProbeR
EFL,10,12/18/2018,0.67,RFU,CHL_InsituProbeR
EFL,20,12/18/2018,0.66,RFU,CHL_InsituProbeR
EFL,50,12/18/2018,0.65,RFU,CHL_InsituProbeR
EFL,0,3/19/2019,0.88,RFU,CHL_InsituProbeR
EFL,5,3/19/2019,1.02,RFU,CHL_InsituProbeR
EFL,10,3/19/2019,0.92,RFU,CHL_InsituProbeR
EFL,20,3/19/2019,0.9,RFU,CHL_InsituProbeR
EFL,49,3/19/2019,0.75,RFU,CHL_InsituProbeR
EFL,0,4/9/2019,4.01,RFU,CHL_InsituProbeR
EFL,5,4/9/2019,4.07,RFU,CHL_InsituProbeR
EFL,10,4/9/2019,1.75,RFU,CHL_InsituProbeR
EFL,15,4/9/2019,1.67,RFU,CHL_InsituProbeR
EFL,20,4/9/2019,1.46,RFU,CHL_InsituProbeR
EFL,25,4/9/2019,1.57,RFU,CHL_InsituProbeR
EFL,30,4/9/2019,1.38,RFU,CHL_InsituProbeR
EFL,35,4/9/2019,1.52,RFU,CHL_InsituProbeR
EFL,40,4/9/2019,1.4,RFU,CHL_InsituProbeR
EFL,48,4/9/2019,1.37,RFU,CHL_InsituProbeR
EFL,0,4/23/2019,4.07,RFU,CHL_InsituProbeR
EFL,5,4/23/2019,4.08,RFU,CHL_InsituProbeR
EFL,10,4/23/2019,1.63,RFU,CHL_InsituProbeR
EFL,15,4/23/2019,1.3,RFU,CHL_InsituProbeR
EFL,20,4/23/2019,1.23,RFU,CHL_InsituProbeR
EFL,25,4/23/2019,0.98,RFU,CHL_InsituProbeR
EFL,30,4/23/2019,0.95,RFU,CHL_InsituProbeR
EFL,34,4/23/2019,0.96,RFU,CHL_InsituProbeR
EFL,39,4/23/2019,0.92,RFU,CHL_InsituProbeR
EFL,44,4/23/2019,0.93,RFU,CHL_InsituProbeR
EFL,49,4/23/2019,0.89,RFU,CHL_InsituProbeR
EFL,54,4/23/2019,0.87,RFU,CHL_InsituProbeR
EFL,59,4/23/2019,0.77,RFU,CHL_InsituProbeR
EFL,0,5/21/2019,1.97,RFU,CHL_InsituProbeR
