Site_ID,sampledate,Qout_cfs,TotP_lbday,TotP_mgL
USGS_5427948,10/7/2017,11.3,9.72,0.157
USGS_5427948,10/8/2017,8.17,6.39,0.142
USGS_5427948,10/9/2017,5.81,3.91,0.124
USGS_5427948,10/10/2017,5.63,3.77,0.123
USGS_5427948,10/11/2017,13.1,11.9,0.168
USGS_5427948,10/12/2017,8.12,6.59,0.15
USGS_5427948,10/13/2017,8.72,7.77,0.164
USGS_5427948,10/14/2017,11.7,11.8,0.186
USGS_5427948,10/15/2017,12.4,11.9,0.177
USGS_5427948,10/16/2017,8.25,6.25,0.139
USGS_5427948,10/17/2017,6.34,4.05,0.118
USGS_5427948,10/18/2017,5.52,3.35,0.112
USGS_5427948,10/19/2017,5.65,3.47,0.114
USGS_5427948,10/20/2017,5.37,3.23,0.111
USGS_5427948,10/21/2017,7.21,4.43,0.114
USGS_5427948,10/22/2017,11,8.27,0.137
USGS_5427948,10/23/2017,11.4,11.2,0.183
USGS_5427948,10/24/2017,19,22.7,0.22
USGS_5427948,10/25/2017,14.3,15.5,0.2
USGS_5427948,10/26/2017,11,10.1,0.17
USGS_5427948,10/27/2017,9.47,7.7,0.151
USGS_5427948,10/28/2017,8.18,6.15,0.139
USGS_5427948,10/29/2017,7.19,4.95,0.127
USGS_5427948,10/30/2017,6.66,4.17,0.116
USGS_5427948,10/31/2017,5.63,3.18,0.104
USGS_5427948,11/1/2017,4.88,2.45,0.0929
USGS_5427948,11/2/2017,4.6,2.03,0.0817
USGS_5427948,11/3/2017,3.73,1.52,0.0753
USGS_5427948,11/4/2017,4.36,1.89,0.0803
USGS_5427948,11/5/2017,4.25,1.75,0.0761
USGS_5427948,11/6/2017,3.72,1.47,0.0729
USGS_5427948,11/7/2017,3.69,1.45,0.0728
USGS_5427948,11/8/2017,3.84,1.51,0.0727
USGS_5427948,11/9/2017,3.95,1.55,0.0726
USGS_5427948,11/10/2017,3.73,1.46,0.0725
USGS_5427948,11/11/2017,3.65,1.43,0.0723
USGS_5427948,11/12/2017,3.71,1.45,0.0722
USGS_5427948,11/13/2017,3.66,1.42,0.0721
USGS_5427948,11/14/2017,3.67,1.45,0.073
USGS_5427948,11/15/2017,3.82,1.59,0.0771
USGS_5427948,11/16/2017,3.62,1.59,0.0814
USGS_5427948,11/17/2017,3.81,1.76,0.0857
USGS_5427948,11/18/2017,4.9,2.31,0.0873
USGS_5427948,11/19/2017,4.06,1.8,0.0822
USGS_5427948,11/20/2017,3.72,1.54,0.0767
USGS_5427948,11/21/2017,3.69,1.44,0.0723
USGS_5427948,11/22/2017,3.42,1.26,0.0681
USGS_5427948,11/23/2017,3.35,1.18,0.065
USGS_5427948,11/24/2017,3.39,1.19,0.0648
USGS_5427948,11/25/2017,3.37,1.18,0.0646
USGS_5427948,11/26/2017,3.13,1.09,0.0644
USGS_5427948,11/27/2017,3.14,1.09,0.0642
USGS_5427948,11/28/2017,3.27,1.13,0.064
USGS_5427948,11/29/2017,3.11,1.07,0.0638
USGS_5427948,11/30/2017,3.16,1.09,0.0636
USGS_5427948,12/1/2017,3.12,1.07,0.0635
USGS_5427948,12/2/2017,3.09,1.06,0.0633
USGS_5427948,12/3/2017,3.17,1.08,0.0631
USGS_5427948,12/4/2017,6.29,3.51,0.0971
USGS_5427948,12/5/2017,6.13,3.59,0.105
USGS_5427948,12/6/2017,3.9,1.42,0.0676
USGS_5427948,12/7/2017,3.51,1.22,0.0646
USGS_5427948,12/8/2017,3.33,1.15,0.0642
USGS_5427948,12/9/2017,3.33,1.15,0.0638
USGS_5427948,12/10/2017,3.25,1.11,0.0634
USGS_5427948,12/11/2017,3.47,1.2,0.0638
USGS_5427948,12/12/2017,4.85,1.83,0.0698
USGS_5427948,12/13/2017,4.43,1.59,0.0663
USGS_5427948,12/14/2017,3.7,1.31,0.0657
USGS_5427948,12/15/2017,3.22,1.14,0.0654
USGS_5427948,12/16/2017,3.11,1.09,0.0651
USGS_5427948,12/17/2017,2.98,1.04,0.0648
USGS_5427948,12/18/2017,3.19,1.11,0.0645
USGS_5427948,12/19/2017,3.17,1.1,0.0642
USGS_5427948,12/20/2017,3.19,1.18,0.0684
USGS_5427948,12/21/2017,3.86,1.75,0.0834
USGS_5427948,12/22/2017,3.47,1.53,0.0814
USGS_5427948,12/23/2017,3.13,1.24,0.0731
USGS_5427948,12/24/2017,3.02,1.08,0.0659
USGS_5427948,12/25/2017,2.86,1,0.0648
USGS_5427948,12/26/2017,2.64,0.92,0.0645
USGS_5427948,12/27/2017,2.53,0.88,0.0643
USGS_5427948,12/28/2017,2.5,0.87,0.0641
USGS_5427948,12/29/2017,2.48,0.85,0.0639
USGS_5427948,12/30/2017,2.44,0.84,0.0636
USGS_5427948,12/31/2017,2.42,0.83,0.0634
USGS_5427948,1/1/2018,2.42,0.83,0.0632
USGS_5427948,1/2/2018,2.41,0.82,0.063
USGS_5427948,1/3/2018,2.39,0.81,0.0627
USGS_5427948,1/4/2018,2.35,0.79,0.0625
USGS_5427948,1/5/2018,2.3,0.77,0.0623
USGS_5427948,1/6/2018,2.25,0.75,0.062
USGS_5427948,1/7/2018,2.29,0.76,0.0618
USGS_5427948,1/8/2018,2.37,0.79,0.0616
USGS_5427948,1/9/2018,2.45,0.81,0.0614
USGS_5427948,1/10/2018,2.67,0.88,0.0611
USGS_5427948,1/11/2018,3.79,1.36,0.066
USGS_5427948,1/12/2018,3.28,1.19,0.0674
USGS_5427948,1/13/2018,2.73,0.92,0.0622
USGS_5427948,1/14/2018,2.6,0.86,0.0613
USGS_5427948,1/15/2018,2.61,0.87,0.0617
USGS_5427948,1/16/2018,2.6,0.87,0.062
USGS_5427948,1/17/2018,2.71,0.91,0.062
USGS_5427948,1/18/2018,3.2,1.07,0.062
USGS_5427948,1/19/2018,2.97,0.99,0.062
USGS_5427948,1/20/2018,3.02,1.01,0.062
USGS_5427948,1/21/2018,3.1,1.06,0.0631
USGS_5427948,1/22/2018,121,1460,1.63
USGS_5427948,1/23/2018,52.4,630,2.06
USGS_5427948,1/24/2018,12.1,55.7,0.794
USGS_5427948,1/25/2018,8.84,15.1,0.313
USGS_5427948,1/26/2018,7.39,7.41,0.185
USGS_5427948,1/27/2018,8.18,8.48,0.192
USGS_5427948,1/28/2018,6.3,5.95,0.174
USGS_5427948,1/29/2018,4.77,3.99,0.155
USGS_5427948,1/30/2018,3.83,2.8,0.135
USGS_5427948,1/31/2018,3.57,2.2,0.114
USGS_5427948,2/1/2018,3.29,1.65,0.0929
USGS_5427948,2/2/2018,3.01,1.19,0.0734
USGS_5427948,2/3/2018,2.88,1.08,0.0696
USGS_5427948,2/4/2018,2.83,1.06,0.0692
USGS_5427948,2/5/2018,2.79,1.04,0.0688
USGS_5427948,2/6/2018,2.79,1.03,0.0683
USGS_5427948,2/7/2018,2.81,1.03,0.0679
USGS_5427948,2/8/2018,2.79,1.02,0.0675
USGS_5427948,2/9/2018,2.82,1.02,0.0671
USGS_5427948,2/10/2018,2.76,0.99,0.0666
USGS_5427948,2/11/2018,2.81,1.01,0.0662
USGS_5427948,2/12/2018,2.76,0.98,0.0658
USGS_5427948,2/13/2018,2.77,0.98,0.0654
USGS_5427948,2/14/2018,3.27,1.71,0.0923
USGS_5427948,2/15/2018,9.58,17.3,0.256
USGS_5427948,2/16/2018,23.1,169,1.47
USGS_5427948,2/17/2018,11,102,1.65
USGS_5427948,2/18/2018,6.08,25.4,0.761
USGS_5427948,2/19/2018,21.9,108,0.692
USGS_5427948,2/20/2018,314,2730,1.61
USGS_5427948,2/21/2018,66.9,542,1.38
USGS_5427948,2/22/2018,17.4,112,1.19
USGS_5427948,2/23/2018,38.8,277,1.27
USGS_5427948,2/24/2018,37.6,299,1.49
USGS_5427948,2/25/2018,166,1580,1.75
USGS_5427948,2/26/2018,28.2,246,1.61
USGS_5427948,2/27/2018,17.8,136,1.4
USGS_5427948,2/28/2018,13.3,58.8,0.801
USGS_5427948,3/1/2018,8.66,24.3,0.516
USGS_5427948,3/2/2018,6.83,15.9,0.429
USGS_5427948,3/3/2018,6,11.8,0.363
USGS_5427948,3/4/2018,5.38,9,0.309
USGS_5427948,3/5/2018,5.08,7.25,0.264
USGS_5427948,3/6/2018,5.03,6.61,0.243
USGS_5427948,3/7/2018,4.91,5.95,0.224
USGS_5427948,3/8/2018,4.47,4.99,0.206
USGS_5427948,3/9/2018,4.18,4.39,0.194
USGS_5427948,3/10/2018,3.94,3.91,0.184
USGS_5427948,3/11/2018,3.97,3.72,0.174
USGS_5427948,3/12/2018,4.33,3.81,0.163
USGS_5427948,3/13/2018,4.16,3.43,0.153
USGS_5427948,3/14/2018,3.62,2.76,0.141
USGS_5427948,3/15/2018,3.57,2.27,0.117
USGS_5427948,3/16/2018,3.38,1.68,0.0916
USGS_5427948,3/17/2018,3.33,1.35,0.075
USGS_5427948,3/18/2018,3.36,1.31,0.0722
USGS_5427948,3/19/2018,3.41,1.28,0.0694
USGS_5427948,3/20/2018,3.43,1.23,0.0666
USGS_5427948,3/21/2018,3.17,1.09,0.0639
USGS_5427948,3/22/2018,2.94,0.97,0.0611
USGS_5427948,3/23/2018,2.88,0.91,0.0584
USGS_5427948,3/24/2018,2.9,0.89,0.0568
USGS_5427948,3/25/2018,2.84,0.91,0.0594
USGS_5427948,3/26/2018,2.96,1,0.0624
USGS_5427948,3/27/2018,5.01,1.76,0.0651
USGS_5427948,3/28/2018,4.1,1.42,0.0642
USGS_5427948,3/29/2018,3.7,1.24,0.062
USGS_5427948,3/30/2018,3.39,1.09,0.0598
USGS_5427948,3/31/2018,3.7,1.2,0.06
USGS_5427948,4/1/2018,3.3,1.1,0.0615
USGS_5427948,4/2/2018,2.94,1,0.0631
USGS_5427948,4/3/2018,3.62,1.26,0.0646
USGS_5427948,4/4/2018,4.41,1.57,0.0661
USGS_5427948,4/5/2018,4.21,1.48,0.0652
USGS_5427948,4/6/2018,3.7,1.21,0.0607
USGS_5427948,4/7/2018,3.16,0.99,0.0579
USGS_5427948,4/8/2018,3.02,0.94,0.0577
USGS_5427948,4/9/2018,3.04,0.94,0.0575
USGS_5427948,4/10/2018,2.96,0.92,0.0572
USGS_5427948,4/11/2018,2.92,0.91,0.0574
USGS_5427948,4/12/2018,3.26,1.07,0.0606
USGS_5427948,4/13/2018,3.53,1.23,0.0645
USGS_5427948,4/14/2018,10.7,5.08,0.0869
USGS_5427948,4/15/2018,8.89,4.47,0.0927
USGS_5427948,4/16/2018,7.04,2.93,0.077
USGS_5427948,4/17/2018,7.88,3.35,0.0752
USGS_5427948,4/18/2018,9.97,5.06,0.0934
USGS_5427948,4/19/2018,11.3,6.68,0.101
USGS_5427948,4/20/2018,14.8,10.7,0.132
USGS_5427948,4/21/2018,11.6,8.79,0.14
USGS_5427948,4/22/2018,8,5.3,0.122
USGS_5427948,4/23/2018,6.42,3.63,0.104
USGS_5427948,4/24/2018,5.02,2.34,0.0859
USGS_5427948,4/25/2018,4.21,1.7,0.0746
USGS_5427948,4/26/2018,3.6,1.43,0.0734
USGS_5427948,4/27/2018,3.08,1.2,0.0722
USGS_5427948,4/28/2018,3.12,1.2,0.071
USGS_5427948,4/29/2018,3.03,1.14,0.0699
USGS_5427948,4/30/2018,3.02,1.12,0.0687
USGS_5427948,5/1/2018,3.56,1.31,0.068
USGS_5427948,5/2/2018,30.9,28.8,0.166
USGS_5427948,5/3/2018,66.3,121,0.302
USGS_5427948,5/4/2018,105,358,0.686
USGS_5427948,5/5/2018,17.5,62.3,0.647
USGS_5427948,5/6/2018,9.76,23.9,0.445
USGS_5427948,5/7/2018,6.94,8.28,0.216
USGS_5427948,5/8/2018,5.65,4.12,0.135
USGS_5427948,5/9/2018,17,20.1,0.225
USGS_5427948,5/10/2018,15.4,38.5,0.503
USGS_5427948,5/11/2018,41,75.8,0.384
USGS_5427948,5/12/2018,31.4,74,0.444
USGS_5427948,5/13/2018,72.5,116,0.314
USGS_5427948,5/14/2018,139,267,0.39
USGS_5427948,5/15/2018,24.3,51.1,0.376
USGS_5427948,5/16/2018,12.6,15.9,0.231
USGS_5427948,5/17/2018,8.78,8.93,0.188
USGS_5427948,5/18/2018,6.95,5.79,0.153
USGS_5427948,5/19/2018,7.52,5.42,0.129
USGS_5427948,5/20/2018,41.3,38.5,0.171
USGS_5427948,5/21/2018,21.7,17.1,0.146
USGS_5427948,5/22/2018,16.9,10.8,0.117
USGS_5427948,5/23/2018,11.5,6.48,0.104
USGS_5427948,5/24/2018,8.89,4.81,0.1
USGS_5427948,5/25/2018,7.2,3.81,0.098
USGS_5427948,5/26/2018,5.94,3.09,0.0962
USGS_5427948,5/27/2018,5.19,2.64,0.0943
USGS_5427948,5/28/2018,4.57,2.28,0.0924
USGS_5427948,5/29/2018,4.19,2.05,0.0906
USGS_5427948,5/30/2018,10,5.76,0.101
USGS_5427948,5/31/2018,7.37,3.68,0.0921
USGS_5427948,6/1/2018,5.13,2.48,0.0896
USGS_5427948,6/2/2018,5.17,2.54,0.0905
USGS_5427948,6/3/2018,5.82,2.87,0.0909
USGS_5427948,6/4/2018,4.35,2.08,0.0886
USGS_5427948,6/5/2018,4.43,2.11,0.0882
USGS_5427948,6/6/2018,6.93,3.84,0.0999
USGS_5427948,6/7/2018,4.88,2.35,0.0893
USGS_5427948,6/8/2018,4.86,2.31,0.088
USGS_5427948,6/9/2018,4.6,2.18,0.0878
USGS_5427948,6/10/2018,102,159,0.276
USGS_5427948,6/11/2018,21.1,44.8,0.387
USGS_5427948,6/12/2018,9.18,15.1,0.303
USGS_5427948,6/13/2018,6.52,8.71,0.245
USGS_5427948,6/14/2018,5.42,5.25,0.179
USGS_5427948,6/15/2018,13.7,15.2,0.195
USGS_5427948,6/16/2018,213,459,0.372
USGS_5427948,6/17/2018,26.9,38.9,0.26
USGS_5427948,6/18/2018,21.8,25.6,0.217
USGS_5427948,6/19/2018,86.5,107,0.24
USGS_5427948,6/20/2018,21.8,31.7,0.266
USGS_5427948,6/21/2018,13.1,17.6,0.247
USGS_5427948,6/22/2018,10.9,12.1,0.201
USGS_5427948,6/23/2018,7.45,4.86,0.12
USGS_5427948,6/24/2018,6.01,3.09,0.095
USGS_5427948,6/25/2018,5.28,2.58,0.0904
USGS_5427948,6/26/2018,99.7,140,0.162
USGS_5427948,6/27/2018,96.6,225,0.468
USGS_5427948,6/28/2018,17.4,39.8,0.416
USGS_5427948,6/29/2018,10.6,15.6,0.269
USGS_5427948,6/30/2018,7.91,5.17,0.119
USGS_5427948,7/1/2018,12,5.61,0.0872
USGS_5427948,7/2/2018,7.84,2.99,0.0705
USGS_5427948,7/3/2018,5.8,2.18,0.0696
USGS_5427948,7/4/2018,5.1,1.91,0.0694
USGS_5427948,7/5/2018,4.71,1.76,0.0691
USGS_5427948,7/6/2018,4.32,1.61,0.0689
USGS_5427948,7/7/2018,4.03,1.49,0.0686
USGS_5427948,7/8/2018,3.83,1.41,0.0684
USGS_5427948,7/9/2018,3.74,1.38,0.0681
USGS_5427948,7/10/2018,3.62,1.33,0.0678
USGS_5427948,7/11/2018,3.49,1.27,0.0676
USGS_5427948,7/12/2018,3.56,1.29,0.0673
USGS_5427948,7/13/2018,5.88,2.65,0.074
USGS_5427948,7/14/2018,14.8,9.46,0.114
USGS_5427948,7/15/2018,5.93,2.53,0.0788
USGS_5427948,7/16/2018,4.59,1.76,0.0707
USGS_5427948,7/17/2018,4.02,1.2,0.0551
USGS_5427948,7/18/2018,3.57,0.98,0.0506
USGS_5427948,7/19/2018,3.58,0.98,0.0508
USGS_5427948,7/20/2018,27,18.1,0.114
USGS_5427948,7/21/2018,15.1,10.3,0.12
USGS_5427948,7/22/2018,6.11,1.99,0.0587
USGS_5427948,7/23/2018,4.71,1.27,0.05
USGS_5427948,7/24/2018,4.3,1.16,0.05
USGS_5427948,7/25/2018,4.09,1.1,0.05
USGS_5427948,7/26/2018,4.9,1.32,0.05
USGS_5427948,7/27/2018,4.55,1.23,0.05
USGS_5427948,7/28/2018,4.11,1.11,0.05
USGS_5427948,7/29/2018,3.72,1,0.05
USGS_5427948,7/30/2018,3.53,0.95,0.05
USGS_5427948,7/31/2018,3.42,0.92,0.05
USGS_5427948,8/1/2018,3.28,0.89,0.05
USGS_5427948,8/2/2018,4.64,1.25,0.05
USGS_5427948,8/3/2018,3.28,0.88,0.05
USGS_5427948,8/4/2018,2.97,0.8,0.05
USGS_5427948,8/5/2018,2.82,0.77,0.0508
USGS_5427948,8/6/2018,12.4,5.04,0.0731
USGS_5427948,8/7/2018,6.67,2.08,0.0575
USGS_5427948,8/8/2018,5.08,1.48,0.0538
USGS_5427948,8/9/2018,25.9,27.3,0.114
USGS_5427948,8/10/2018,21,25,0.224
USGS_5427948,8/11/2018,7.97,7.75,0.178
USGS_5427948,8/12/2018,6.03,4.63,0.142
USGS_5427948,8/13/2018,5.27,3.92,0.138
USGS_5427948,8/14/2018,4.66,3.44,0.137
USGS_5427948,8/15/2018,4.32,3.17,0.136
USGS_5427948,8/16/2018,15.8,17.6,0.158
USGS_5427948,8/17/2018,62.6,70.9,0.208
USGS_5427948,8/18/2018,19,28.3,0.277
USGS_5427948,8/19/2018,9.21,11.9,0.238
USGS_5427948,8/20/2018,539,3040,0.45
USGS_5427948,8/21/2018,1560,8840,0.969
USGS_5427948,8/22/2018,101,294,0.5
USGS_5427948,8/23/2018,43.3,90.9,0.392
USGS_5427948,8/24/2018,28.3,59.4,0.385
USGS_5427948,8/25/2018,22.6,30,0.246
USGS_5427948,8/26/2018,33.2,51.8,0.26
USGS_5427948,8/27/2018,37.1,71.9,0.353
USGS_5427948,8/28/2018,20.2,47.8,0.439
USGS_5427948,8/29/2018,63.5,234,0.643
USGS_5427948,8/30/2018,22.2,36.6,0.301
USGS_5427948,8/31/2018,16.4,23.3,0.262
USGS_5427948,9/1/2018,14.3,19.4,0.251
USGS_5427948,9/2/2018,36.4,62.8,0.293
USGS_5427948,9/3/2018,51.6,173,0.62
USGS_5427948,9/4/2018,24.3,60.9,0.459
USGS_5427948,9/5/2018,39.4,112,0.497
USGS_5427948,9/6/2018,33.3,101,0.558
USGS_5427948,9/7/2018,18.6,48.9,0.484
USGS_5427948,9/8/2018,15,29.3,0.362
USGS_5427948,9/9/2018,11.5,19.5,0.312
USGS_5427948,9/10/2018,8.61,12.5,0.267
USGS_5427948,9/11/2018,7.1,7.98,0.207
USGS_5427948,9/12/2018,6.4,4.13,0.119
USGS_5427948,9/13/2018,5.89,2.76,0.0866
USGS_5427948,9/14/2018,5.18,2.35,0.084
USGS_5427948,9/15/2018,4.6,2.02,0.0813
USGS_5427948,9/16/2018,4.57,1.94,0.0787
USGS_5427948,9/17/2018,5.18,2.14,0.0765
USGS_5427948,9/18/2018,10,6.21,0.106
USGS_5427948,9/19/2018,8.3,4.34,0.0965
USGS_5427948,9/20/2018,22.2,21,0.171
USGS_5427948,9/21/2018,19.5,17.1,0.161
USGS_5427948,9/22/2018,14,9.31,0.122
USGS_5427948,9/23/2018,13.2,9.53,0.13
USGS_5427948,9/24/2018,11.2,7.15,0.118
USGS_5427948,9/25/2018,16.2,14,0.14
USGS_5427948,9/26/2018,19.7,17.1,0.158
USGS_5427948,9/27/2018,12.5,7.83,0.115
USGS_5427948,9/28/2018,10.2,5.1,0.0922
USGS_5427948,9/29/2018,8.92,4.51,0.0926
USGS_5427948,9/30/2018,12.3,7.69,0.112
USGS_5427948,10/1/2018,251,1200,0.623
USGS_5427948,10/2/2018,131,835,1.06
USGS_5427948,10/3/2018,27.6,63.2,0.4
USGS_5427948,10/4/2018,19.7,26.6,0.249
USGS_5427948,10/5/2018,18.3,21.7,0.219
USGS_5427948,10/6/2018,59,238,0.71
USGS_5427948,10/7/2018,27.2,50.7,0.337
USGS_5427948,10/8/2018,78.7,250,0.606
USGS_5427948,10/9/2018,27,47.7,0.308
USGS_5427948,10/10/2018,41,81.9,0.341
USGS_5427948,10/11/2018,26,52.7,0.37
USGS_5427948,10/12/2018,17.3,27.2,0.29
USGS_5427948,10/13/2018,15.1,21.1,0.257
USGS_5427948,10/14/2018,13.4,16.5,0.228
USGS_5427948,10/15/2018,12.1,13,0.198
USGS_5427948,10/16/2018,10.3,9.65,0.174
USGS_5427948,10/17/2018,8.69,7.99,0.17
USGS_5427948,10/18/2018,7.45,6.83,0.17
USGS_5427948,10/19/2018,7.46,6.82,0.169
USGS_5427948,10/20/2018,7.49,6.83,0.169
USGS_5427948,10/21/2018,6.78,6.16,0.168
USGS_5427948,10/22/2018,6.79,6.15,0.168
USGS_5427948,10/23/2018,6.47,5.84,0.167
USGS_5427948,10/24/2018,6.21,5.59,0.166
USGS_5427948,10/25/2018,6.31,5.65,0.166
USGS_5427948,10/26/2018,6.34,5.66,0.165
USGS_5427948,10/27/2018,6.3,5.6,0.165
USGS_5427948,10/28/2018,6.81,6.03,0.164
USGS_5427948,10/29/2018,6.39,5.65,0.164
USGS_5427948,10/30/2018,10.4,12.9,0.207
USGS_5427948,10/31/2018,10.8,14,0.236
USGS_5427948,11/1/2018,7.49,8.4,0.208
USGS_5427948,11/2/2018,6.86,7.36,0.199
USGS_5427948,11/3/2018,6.47,6.7,0.192
USGS_5427948,11/4/2018,20.2,47.1,0.393
USGS_5427948,11/5/2018,21.7,85.4,0.735
USGS_5427948,11/6/2018,37.3,158,0.792
USGS_5427948,11/7/2018,20.1,73,0.664
USGS_5427948,11/8/2018,14.7,37.7,0.473
USGS_5427948,11/9/2018,13,19.2,0.272
USGS_5427948,11/10/2018,10.7,11.5,0.199
USGS_5427948,11/11/2018,9.75,10.1,0.192
USGS_5427948,11/12/2018,9.22,9.2,0.185
USGS_5427948,11/13/2018,8.14,7.79,0.177
USGS_5427948,11/14/2018,7.34,6.78,0.171
USGS_5427948,11/15/2018,7.06,6.38,0.167
USGS_5427948,11/16/2018,7,6.21,0.164
USGS_5427948,11/17/2018,6.72,5.84,0.161
USGS_5427948,11/18/2018,6.52,5.56,0.158
USGS_5427948,11/19/2018,6.54,5.46,0.155
USGS_5427948,11/20/2018,6.47,5.29,0.151
USGS_5427948,11/21/2018,6.42,5.14,0.148
USGS_5427948,11/22/2018,6.22,4.87,0.145
USGS_5427948,11/23/2018,6.67,5.15,0.143
USGS_5427948,11/24/2018,8.67,7.69,0.164
USGS_5427948,11/25/2018,7.95,6.97,0.162
USGS_5427948,11/26/2018,6.79,5.66,0.154
USGS_5427948,11/27/2018,6.33,5.01,0.147
USGS_5427948,11/28/2018,6.19,4.64,0.139
USGS_5427948,11/29/2018,6.38,4.51,0.131
USGS_5427948,11/30/2018,6.58,4.37,0.123
USGS_5427948,12/1/2018,9.85,10.2,0.168
USGS_5427948,12/2/2018,22.4,41.1,0.339
USGS_5427948,12/3/2018,15.3,24.6,0.296
USGS_5427948,12/4/2018,11.5,15,0.241
USGS_5427948,12/5/2018,9.95,10.1,0.187
USGS_5427948,12/6/2018,8.83,7.83,0.164
USGS_5427948,12/7/2018,7.58,6.44,0.157
USGS_5427948,12/8/2018,7.1,5.75,0.15
USGS_5427948,12/9/2018,6.69,5.17,0.143
USGS_5427948,12/10/2018,6.11,4.49,0.136
USGS_5427948,12/11/2018,5.82,4.06,0.129
USGS_5427948,12/12/2018,5.8,3.83,0.122
USGS_5427948,12/13/2018,5.63,3.55,0.117
USGS_5427948,12/14/2018,5.5,3.49,0.118
USGS_5427948,12/15/2018,5.48,3.52,0.119
USGS_5427948,12/16/2018,5.45,3.54,0.12
USGS_5427948,12/17/2018,5.44,3.57,0.122
USGS_5427948,12/18/2018,5.38,3.57,0.123
USGS_5427948,12/19/2018,5.52,3.7,0.124
USGS_5427948,12/20/2018,6.05,4.11,0.126
USGS_5427948,12/21/2018,6.58,4.51,0.127
USGS_5427948,12/22/2018,6.42,4.45,0.128
USGS_5427948,12/23/2018,5.43,3.8,0.13
USGS_5427948,12/24/2018,5.15,3.64,0.131
USGS_5427948,12/25/2018,4.99,3.56,0.132
USGS_5427948,12/26/2018,4.97,3.59,0.134
USGS_5427948,12/27/2018,30.6,85.7,0.344
USGS_5427948,12/28/2018,29.6,152,0.898
USGS_5427948,12/29/2018,16.3,29.9,0.335
USGS_5427948,12/30/2018,12,12.8,0.196
USGS_5427948,12/31/2018,10.2,9.46,0.172
USGS_5427948,1/1/2019,8.43,7.44,0.163
USGS_5427948,1/2/2019,7.23,6.04,0.155
USGS_5427948,1/3/2019,6.79,5.37,0.146
USGS_5427948,1/4/2019,6.91,5.14,0.138
USGS_5427948,1/5/2019,8.04,5.59,0.129
USGS_5427948,1/6/2019,8.16,5.32,0.12
USGS_5427948,1/7/2019,118,537,0.574
USGS_5427948,1/8/2019,45.9,205,0.75
USGS_5427948,1/9/2019,19.5,46.4,0.436
USGS_5427948,1/10/2019,14.7,21.5,0.268
USGS_5427948,1/11/2019,11.4,13.6,0.221
USGS_5427948,1/12/2019,8.61,8.7,0.186
USGS_5427948,1/13/2019,7.01,5.83,0.154
USGS_5427948,1/14/2019,6.45,5.04,0.145
USGS_5427948,1/15/2019,6.16,4.79,0.144
USGS_5427948,1/16/2019,5.91,4.58,0.144
USGS_5427948,1/17/2019,5.7,4.41,0.143
USGS_5427948,1/18/2019,5.5,4.24,0.143
USGS_5427948,1/19/2019,5.22,4,0.142
USGS_5427948,1/20/2019,5.15,3.94,0.142
USGS_5427948,1/21/2019,4.67,3.56,0.141
USGS_5427948,1/22/2019,4.91,3.73,0.141
USGS_5427948,1/23/2019,5.35,4.05,0.14
USGS_5427948,1/24/2019,5.13,3.87,0.14
USGS_5427948,1/25/2019,4.69,3.52,0.139
USGS_5427948,1/26/2019,4.53,3.39,0.139
USGS_5427948,1/27/2019,4.42,3.3,0.138
USGS_5427948,1/28/2019,4.77,3.54,0.138
USGS_5427948,1/29/2019,4.62,3.42,0.137
USGS_5427948,1/30/2019,4.26,3.14,0.137
USGS_5427948,1/31/2019,4.16,3.05,0.136
USGS_5427948,2/1/2019,4.19,3.07,0.136
USGS_5427948,2/2/2019,4.71,4,0.154
USGS_5427948,2/3/2019,32.2,109,0.429
USGS_5427948,2/4/2019,185,1660,1.63
USGS_5427948,2/5/2019,46.8,331,1.24
USGS_5427948,2/6/2019,22.9,90.3,0.717
USGS_5427948,2/7/2019,18.8,34.3,0.337
USGS_5427948,2/8/2019,14.2,21.6,0.282
USGS_5427948,2/9/2019,9.67,12.5,0.239
USGS_5427948,2/10/2019,7.5,8.01,0.197
USGS_5427948,2/11/2019,6.55,5.67,0.16
USGS_5427948,2/12/2019,6.86,5.68,0.153
USGS_5427948,2/13/2019,6.27,5.13,0.152
USGS_5427948,2/14/2019,6.55,5.3,0.15
USGS_5427948,2/15/2019,6.12,4.9,0.148
USGS_5427948,2/16/2019,5.66,4.48,0.147
USGS_5427948,2/17/2019,5.78,4.52,0.145
USGS_5427948,2/18/2019,5.67,4.38,0.143
USGS_5427948,2/19/2019,5.4,4.13,0.141
USGS_5427948,2/20/2019,5.87,4.42,0.14
USGS_5427948,2/21/2019,5.78,4.31,0.138
USGS_5427948,2/22/2019,5.42,3.99,0.136
USGS_5427948,2/23/2019,11.3,8.46,0.138
USGS_5427948,2/24/2019,25.6,42,0.307
USGS_5427948,2/25/2019,22.5,41.6,0.344
USGS_5427948,2/26/2019,21.5,33.7,0.288
USGS_5427948,2/27/2019,16,20.3,0.233
USGS_5427948,2/28/2019,11.2,10.9,0.178
USGS_5427948,3/1/2019,7.64,5.67,0.137
USGS_5427948,3/2/2019,6.32,4.61,0.135
USGS_5427948,3/3/2019,5.49,4,0.135
USGS_5427948,3/4/2019,5.14,3.75,0.135
USGS_5427948,3/5/2019,4.93,3.59,0.135
USGS_5427948,3/6/2019,4.67,3.41,0.135
USGS_5427948,3/7/2019,4.49,3.28,0.135
USGS_5427948,3/8/2019,4.64,3.38,0.135
