Site_ID,sampledate,Q_cfs,TotP_mgL,TotP_lbday
USGS_5427910,8/21/2017,41.7,0.14,31.5
USGS_5427910,8/22/2017,40,0.14,30.2
USGS_5427910,8/23/2017,37.4,0.14,28.3
USGS_5427910,8/24/2017,35.2,0.14,26.6
USGS_5427910,8/25/2017,36.1,0.14,27.3
USGS_5427910,8/26/2017,37.8,0.14,28.6
USGS_5427910,8/27/2017,44.4,0.148,35.5
USGS_5427910,8/28/2017,46.2,0.154,38.4
USGS_5427910,8/29/2017,42.4,0.151,34.6
USGS_5427910,8/30/2017,41.3,0.151,33.6
USGS_5427910,8/31/2017,53.4,0.16,46.2
USGS_5427910,9/1/2017,50.1,0.153,41.4
USGS_5427910,9/2/2017,34.8,0.142,26.8
USGS_5427910,9/3/2017,30.3,0.136,22.2
USGS_5427910,9/4/2017,33.6,0.133,24.2
USGS_5427910,9/5/2017,28.1,0.131,19.8
USGS_5427910,9/6/2017,21.1,0.128,14.6
USGS_5427910,9/7/2017,18.3,0.125,12.4
USGS_5427910,9/8/2017,14.6,0.123,9.68
USGS_5427910,9/9/2017,14.1,0.12,9.12
USGS_5427910,9/10/2017,14.2,0.117,8.98
USGS_5427910,9/11/2017,13.2,0.115,8.15
USGS_5427910,9/12/2017,14.5,0.112,8.74
USGS_5427910,9/13/2017,26.9,0.11,16
USGS_5427910,9/14/2017,27.1,0.111,16.2
USGS_5427910,9/15/2017,32,0.112,19.3
USGS_5427910,9/16/2017,37.6,0.112,22.9
USGS_5427910,9/17/2017,38.4,0.113,23.4
USGS_5427910,9/18/2017,32,0.113,19.5
USGS_5427910,9/19/2017,30.6,0.112,18.6
USGS_5427910,9/20/2017,31.2,0.112,18.9
USGS_5427910,9/21/2017,34.6,0.112,20.9
USGS_5427910,9/22/2017,28.9,0.112,17.4
USGS_5427910,9/23/2017,26.4,0.112,15.9
USGS_5427910,9/24/2017,23,0.111,13.8
USGS_5427910,9/25/2017,22.2,0.111,13.3
USGS_5427910,9/26/2017,22.2,0.111,13.3
USGS_5427910,9/27/2017,16.9,0.111,10.1
USGS_5427910,9/28/2017,14.7,0.111,8.77
USGS_5427910,9/29/2017,16.3,0.11,9.73
USGS_5427910,9/30/2017,16.6,0.11,9.81
USGS_5427910,10/1/2017,19.9,0.113,12.1
USGS_5427910,10/2/2017,23.2,0.119,14.9
USGS_5427910,10/3/2017,26.3,0.127,18.2
USGS_5427910,10/4/2017,46.6,0.252,64.3
USGS_5427910,10/5/2017,39.9,0.22,47.7
USGS_5427910,10/6/2017,52.3,0.255,72.3
USGS_5427910,10/7/2017,55.4,0.256,76.7
USGS_5427910,10/8/2017,52,0.246,69
USGS_5427910,10/9/2017,47.1,0.223,56.8
USGS_5427910,10/10/2017,43.8,0.204,48.2
USGS_5427910,10/11/2017,52.3,0.22,62.3
USGS_5427910,10/12/2017,44.8,0.208,50.4
USGS_5427910,10/13/2017,42,0.195,44.2
USGS_5427910,10/14/2017,48,0.211,54.8
USGS_5427910,10/15/2017,52.6,0.222,63.1
USGS_5427910,10/16/2017,47.2,0.215,54.8
USGS_5427910,10/17/2017,44.1,0.208,49.5
USGS_5427910,10/18/2017,42,0.2,45.5
USGS_5427910,10/19/2017,40.1,0.193,41.7
USGS_5427910,10/20/2017,38.3,0.185,38.4
USGS_5427910,10/21/2017,37,0.178,35.6
USGS_5427910,10/22/2017,37.3,0.174,35.1
USGS_5427910,10/23/2017,37.8,0.175,35.6
USGS_5427910,10/24/2017,47.1,0.2,50.9
USGS_5427910,10/25/2017,44.6,0.197,47.5
USGS_5427910,10/26/2017,40.9,0.187,41.3
USGS_5427910,10/27/2017,41.2,0.177,39.5
USGS_5427910,10/28/2017,39.1,0.167,35.3
USGS_5427910,10/29/2017,37.1,0.158,31.6
USGS_5427910,10/30/2017,36.2,0.148,28.9
USGS_5427910,10/31/2017,34,0.138,25.4
USGS_5427910,11/1/2017,33.6,0.132,23.9
USGS_5427910,11/2/2017,33.9,0.13,23.9
USGS_5427910,11/3/2017,32.3,0.129,22.5
USGS_5427910,11/4/2017,33.7,0.127,23.1
USGS_5427910,11/5/2017,35.4,0.125,23.9
USGS_5427910,11/6/2017,33.2,0.123,22.1
USGS_5427910,11/7/2017,33,0.122,21.7
USGS_5427910,11/8/2017,32.7,0.12,21.2
USGS_5427910,11/9/2017,32.2,0.118,20.5
USGS_5427910,11/10/2017,30.5,0.117,19.2
USGS_5427910,11/11/2017,30.7,0.115,19
USGS_5427910,11/12/2017,30.1,0.113,18.4
USGS_5427910,11/13/2017,29.2,0.111,17.6
USGS_5427910,11/14/2017,29.5,0.11,17.5
USGS_5427910,11/15/2017,30.2,0.11,17.9
USGS_5427910,11/16/2017,29.3,0.11,17.4
USGS_5427910,11/17/2017,30.8,0.11,18.3
USGS_5427910,11/18/2017,33.4,0.11,19.9
USGS_5427910,11/19/2017,32,0.11,19
USGS_5427910,11/20/2017,30.9,0.11,18.4
USGS_5427910,11/21/2017,30.5,0.11,18.1
USGS_5427910,11/22/2017,29.2,0.11,17.3
USGS_5427910,11/23/2017,29.3,0.11,17.4
USGS_5427910,11/24/2017,29,0.11,17.3
USGS_5427910,11/25/2017,28.5,0.11,16.9
USGS_5427910,11/26/2017,27.6,0.11,16.4
USGS_5427910,11/27/2017,27,0.11,16
USGS_5427910,11/28/2017,27.5,0.11,16.4
USGS_5427910,11/29/2017,26.6,0.11,15.8
USGS_5427910,11/30/2017,27.3,0.11,16.2
USGS_5427910,12/1/2017,26.5,0.11,15.8
USGS_5427910,12/2/2017,26.6,0.11,15.8
USGS_5427910,12/3/2017,25.5,0.11,15.2
USGS_5427910,12/4/2017,30.3,0.11,18
USGS_5427910,12/5/2017,31.3,0.11,18.6
USGS_5427910,12/6/2017,26.9,0.11,16
USGS_5427910,12/7/2017,23.7,0.11,14.1
USGS_5427910,12/8/2017,24.3,0.11,14.5
USGS_5427910,12/9/2017,23.9,0.11,14.2
USGS_5427910,12/10/2017,23.9,0.11,14.2
USGS_5427910,12/11/2017,23.6,0.11,14
USGS_5427910,12/12/2017,22.7,0.11,13.5
USGS_5427910,12/13/2017,23.9,0.11,14.2
USGS_5427910,12/14/2017,22.9,0.11,13.6
USGS_5427910,12/15/2017,23.8,0.11,14.1
USGS_5427910,12/16/2017,23.2,0.11,13.8
USGS_5427910,12/17/2017,24.1,0.11,14.3
USGS_5427910,12/18/2017,24.8,0.11,14.8
USGS_5427910,12/19/2017,25.1,0.11,14.9
USGS_5427910,12/20/2017,24.1,0.11,14.3
USGS_5427910,12/21/2017,23.7,0.11,14.1
USGS_5427910,12/22/2017,24,0.11,14.3
USGS_5427910,12/23/2017,23.1,0.11,13.7
USGS_5427910,12/24/2017,22.5,0.11,13.4
USGS_5427910,12/25/2017,20.7,0.11,12.3
USGS_5427910,12/26/2017,21.6,0.11,12.8
USGS_5427910,12/27/2017,21,0.11,12.5
USGS_5427910,12/28/2017,21.6,0.11,12.9
USGS_5427910,12/29/2017,22.7,0.11,13.5
USGS_5427910,12/30/2017,23.2,0.11,13.8
USGS_5427910,12/31/2017,23.7,0.11,14.1
USGS_5427910,1/1/2018,23.9,0.11,14.2
USGS_5427910,1/2/2018,24,0.11,14.3
USGS_5427910,1/3/2018,24.1,0.11,14.3
USGS_5427910,1/4/2018,23.5,0.11,13.9
USGS_5427910,1/5/2018,23.3,0.116,14.6
USGS_5427910,1/6/2018,23.3,0.132,16.6
USGS_5427910,1/7/2018,23.5,0.149,18.9
USGS_5427910,1/8/2018,23.8,0.166,21.3
USGS_5427910,1/9/2018,23.9,0.182,23.5
USGS_5427910,1/10/2018,24.1,0.199,25.9
USGS_5427910,1/11/2018,24.4,0.213,28
USGS_5427910,1/12/2018,32.6,0.15,26.5
USGS_5427910,1/13/2018,34.9,0.142,27.2
USGS_5427910,1/14/2018,30.3,0.101,16.5
USGS_5427910,1/15/2018,29.4,0.1,15.9
USGS_5427910,1/16/2018,33.1,0.1,17.9
USGS_5427910,1/17/2018,33.5,0.101,18.3
USGS_5427910,1/18/2018,33.6,0.102,18.5
USGS_5427910,1/19/2018,34.2,0.103,19
USGS_5427910,1/20/2018,35.8,0.104,20.1
USGS_5427910,1/21/2018,35.9,0.105,20.4
USGS_5427910,1/22/2018,210,0.73,1020
USGS_5427910,1/23/2018,194,1.8,1810
USGS_5427910,1/24/2018,93.4,2.14,1080
USGS_5427910,1/25/2018,74.2,2.04,823
USGS_5427910,1/26/2018,52.7,1.08,314
USGS_5427910,1/27/2018,36.3,0.273,59.9
USGS_5427910,1/28/2018,23.7,0.13,16.6
USGS_5427910,1/29/2018,21.3,0.13,15
USGS_5427910,1/30/2018,20.5,0.13,14.4
USGS_5427910,1/31/2018,20.8,0.13,14.6
USGS_5427910,2/1/2018,15.6,0.13,10.9
USGS_5427910,2/2/2018,17,0.13,11.9
USGS_5427910,2/3/2018,18.5,0.13,13
USGS_5427910,2/4/2018,17.5,0.13,12.3
USGS_5427910,2/5/2018,17.1,0.13,12
USGS_5427910,2/6/2018,18.4,0.13,12.9
USGS_5427910,2/7/2018,20.1,0.13,14.1
USGS_5427910,2/8/2018,19.4,0.13,13.6
USGS_5427910,2/9/2018,21,0.13,14.7
USGS_5427910,2/10/2018,21.2,0.13,14.9
USGS_5427910,2/11/2018,22.9,0.13,16.1
USGS_5427910,2/12/2018,20.9,0.13,14.7
USGS_5427910,2/13/2018,22.8,0.13,16
USGS_5427910,2/14/2018,25.6,0.148,20.6
USGS_5427910,2/15/2018,31.8,0.225,39
USGS_5427910,2/16/2018,39.9,0.258,55.6
USGS_5427910,2/17/2018,35.4,0.22,42.2
USGS_5427910,2/18/2018,27.4,0.182,26.9
USGS_5427910,2/19/2018,26.2,0.216,40.9
USGS_5427910,2/20/2018,203,2.01,2370
USGS_5427910,2/21/2018,166,1.86,1680
USGS_5427910,2/22/2018,104,1.89,1060
USGS_5427910,2/23/2018,110,1.86,1110
USGS_5427910,2/24/2018,131,1.94,1380
USGS_5427910,2/25/2018,233,2.02,2560
USGS_5427910,2/26/2018,138,1.85,1370
USGS_5427910,2/27/2018,109,1.62,954
USGS_5427910,2/28/2018,92.9,1.34,674
USGS_5427910,3/1/2018,76.1,1.06,437
USGS_5427910,3/2/2018,61.4,0.787,263
USGS_5427910,3/3/2018,49.2,0.565,151
USGS_5427910,3/4/2018,41.4,0.426,95.5
USGS_5427910,3/5/2018,34,0.325,59.7
USGS_5427910,3/6/2018,33.3,0.3,53.9
USGS_5427910,3/7/2018,32.7,0.282,49.9
USGS_5427910,3/8/2018,29.7,0.264,42.4
USGS_5427910,3/9/2018,28.5,0.246,37.8
USGS_5427910,3/10/2018,27.9,0.228,34.3
USGS_5427910,3/11/2018,28,0.21,31.8
USGS_5427910,3/12/2018,30.3,0.192,31.5
USGS_5427910,3/13/2018,30,0.174,28.2
USGS_5427910,3/14/2018,28.4,0.16,24.6
USGS_5427910,3/15/2018,28.8,0.156,24.3
USGS_5427910,3/16/2018,27.5,0.153,22.7
USGS_5427910,3/17/2018,26.2,0.15,21.2
USGS_5427910,3/18/2018,27,0.147,21.4
USGS_5427910,3/19/2018,28,0.143,21.7
USGS_5427910,3/20/2018,28.6,0.14,21.6
USGS_5427910,3/21/2018,27.1,0.137,20
USGS_5427910,3/22/2018,25.9,0.134,18.7
USGS_5427910,3/23/2018,25.1,0.13,17.7
USGS_5427910,3/24/2018,24.5,0.127,16.8
USGS_5427910,3/25/2018,23.3,0.124,15.6
USGS_5427910,3/26/2018,22.6,0.121,14.7
USGS_5427910,3/27/2018,30.4,0.118,19.3
USGS_5427910,3/28/2018,29.7,0.114,18.4
USGS_5427910,3/29/2018,30.6,0.111,18.4
USGS_5427910,3/30/2018,29.2,0.108,17.1
USGS_5427910,3/31/2018,30,0.105,17
USGS_5427910,4/1/2018,28.3,0.102,15.5
USGS_5427910,4/2/2018,23.7,0.0984,12.6
USGS_5427910,4/3/2018,25.7,0.0952,13.2
USGS_5427910,4/4/2018,26.6,0.092,13.2
USGS_5427910,4/5/2018,25.4,0.0888,12.2
USGS_5427910,4/6/2018,26.4,0.0856,12.2
USGS_5427910,4/7/2018,24.6,0.0824,11
USGS_5427910,4/8/2018,21.9,0.0792,9.34
USGS_5427910,4/9/2018,22.2,0.076,9.12
USGS_5427910,4/10/2018,23.7,0.0728,9.3
USGS_5427910,4/11/2018,23.1,0.0756,9.44
USGS_5427910,4/12/2018,26.5,0.1,14.4
USGS_5427910,4/13/2018,29.2,0.127,20
USGS_5427910,4/14/2018,41.3,0.153,34.2
USGS_5427910,4/15/2018,37.8,0.16,32.6
USGS_5427910,4/16/2018,36.2,0.153,29.9
USGS_5427910,4/17/2018,35.2,0.146,27.7
USGS_5427910,4/18/2018,35.7,0.138,26.7
USGS_5427910,4/19/2018,40,0.144,31.9
USGS_5427910,4/20/2018,47.7,0.195,50.1
USGS_5427910,4/21/2018,44.4,0.186,44.8
USGS_5427910,4/22/2018,40.9,0.178,39.4
USGS_5427910,4/23/2018,38.4,0.17,35.4
USGS_5427910,4/24/2018,36.4,0.162,31.9
USGS_5427910,4/25/2018,33.6,0.154,28
USGS_5427910,4/26/2018,31.7,0.146,25
USGS_5427910,4/27/2018,29.4,0.138,21.9
USGS_5427910,4/28/2018,28.9,0.13,20.3
USGS_5427910,4/29/2018,27.2,0.122,17.9
USGS_5427910,4/30/2018,28.2,0.114,17.3
USGS_5427910,5/1/2018,30.1,0.106,17.2
USGS_5427910,5/2/2018,89.2,0.441,246
USGS_5427910,5/3/2018,95.6,0.407,232
USGS_5427910,5/4/2018,187,0.639,663
USGS_5427910,5/5/2018,107,0.399,231
USGS_5427910,5/6/2018,91.6,0.351,174
USGS_5427910,5/7/2018,74.9,0.331,134
USGS_5427910,5/8/2018,60.7,0.333,109
USGS_5427910,5/9/2018,78,0.349,149
USGS_5427910,5/10/2018,75.2,0.347,142
USGS_5427910,5/11/2018,92.4,0.348,176
USGS_5427910,5/12/2018,86.6,0.354,166
USGS_5427910,5/13/2018,97.3,0.363,191
USGS_5427910,5/14/2018,125,0.51,375
USGS_5427910,5/15/2018,81.2,0.3,132
USGS_5427910,5/16/2018,67.9,0.236,86.6
USGS_5427910,5/17/2018,57.3,0.242,74.9
USGS_5427910,5/18/2018,48.1,0.249,64.6
USGS_5427910,5/19/2018,44.8,0.247,59.8
USGS_5427910,5/20/2018,48.2,0.245,63.6
USGS_5427910,5/21/2018,49.9,0.255,69.2
USGS_5427910,5/22/2018,51.8,0.264,73.9
USGS_5427910,5/23/2018,42.9,0.244,56.6
USGS_5427910,5/24/2018,39.4,0.239,50.8
USGS_5427910,5/25/2018,37.3,0.236,47.4
USGS_5427910,5/26/2018,34.7,0.232,43.6
USGS_5427910,5/27/2018,32.4,0.229,40.1
USGS_5427910,5/28/2018,30.6,0.226,37.3
USGS_5427910,5/29/2018,28.4,0.223,34.2
USGS_5427910,5/30/2018,37.6,0.228,46.8
USGS_5427910,5/31/2018,38.8,0.208,43.7
USGS_5427910,6/1/2018,34.4,0.196,36.4
USGS_5427910,6/2/2018,33.9,0.192,35.1
USGS_5427910,6/3/2018,36.6,0.188,37.1
USGS_5427910,6/4/2018,32.4,0.183,32.1
USGS_5427910,6/5/2018,29.3,0.179,28.4
USGS_5427910,6/6/2018,34.8,0.175,32.9
USGS_5427910,6/7/2018,32.9,0.171,30.5
USGS_5427910,6/8/2018,30.2,0.167,27.3
USGS_5427910,6/9/2018,25.7,0.163,22.6
USGS_5427910,6/10/2018,48,0.193,51.1
USGS_5427910,6/11/2018,35.1,0.176,33.5
USGS_5427910,6/12/2018,36,0.17,33
USGS_5427910,6/13/2018,33.9,0.17,31.1
USGS_5427910,6/14/2018,30.6,0.169,28
USGS_5427910,6/15/2018,25.2,0.166,22.6
USGS_5427910,6/16/2018,26.7,0.163,23.6
USGS_5427910,6/17/2018,23.9,0.16,20.7
USGS_5427910,6/18/2018,22.2,0.157,18.8
USGS_5427910,6/19/2018,73,0.251,102
USGS_5427910,6/20/2018,51,0.283,78.2
USGS_5427910,6/21/2018,47,0.274,69.5
USGS_5427910,6/22/2018,48.8,0.257,68
USGS_5427910,6/23/2018,40,0.24,51.8
USGS_5427910,6/24/2018,32.8,0.238,42.3
USGS_5427910,6/25/2018,28.1,0.231,35.1
USGS_5427910,6/26/2018,41,0.234,53.9
USGS_5427910,6/27/2018,69.5,0.297,112
USGS_5427910,6/28/2018,38.7,0.271,56.7
USGS_5427910,6/29/2018,32.8,0.257,45.4
USGS_5427910,6/30/2018,30.7,0.241,40
USGS_5427910,7/1/2018,30.6,0.232,38.5
USGS_5427910,7/2/2018,28.8,0.215,33.7
USGS_5427910,7/3/2018,24,0.195,25.2
USGS_5427910,7/4/2018,21.9,0.181,21.5
USGS_5427910,7/5/2018,22.6,0.18,22
USGS_5427910,7/6/2018,19.3,0.18,18.8
USGS_5427910,7/7/2018,18.1,0.18,17.6
USGS_5427910,7/8/2018,16.9,0.18,16.4
USGS_5427910,7/9/2018,16.6,0.18,16.1
USGS_5427910,7/10/2018,16.3,0.18,15.9
USGS_5427910,7/11/2018,14.6,0.18,14.2
USGS_5427910,7/12/2018,16.2,0.18,15.8
USGS_5427910,7/13/2018,15.5,0.18,15.1
USGS_5427910,7/14/2018,22.1,0.18,21.5
USGS_5427910,7/15/2018,19.6,0.18,19.1
USGS_5427910,7/16/2018,18.7,0.18,18.2
USGS_5427910,7/17/2018,16.7,0.18,16.2
USGS_5427910,7/18/2018,15.4,0.18,15
USGS_5427910,7/19/2018,16.6,0.18,16.2
USGS_5427910,7/20/2018,37.1,0.196,39.9
USGS_5427910,7/21/2018,37,0.199,39.8
USGS_5427910,7/22/2018,27.7,0.188,28.2
USGS_5427910,7/23/2018,22.2,0.177,21.3
USGS_5427910,7/24/2018,18.4,0.171,17
USGS_5427910,7/25/2018,17.3,0.169,15.8
USGS_5427910,7/26/2018,16,0.167,14.4
USGS_5427910,7/27/2018,14.4,0.166,12.9
USGS_5427910,7/28/2018,13.8,0.164,12.2
USGS_5427910,7/29/2018,14,0.162,12.2
USGS_5427910,7/30/2018,16.2,0.164,14.6
USGS_5427910,7/31/2018,23.2,0.168,21.4
USGS_5427910,8/1/2018,17.3,0.158,14.8
USGS_5427910,8/2/2018,24.1,0.178,23.3
USGS_5427910,8/3/2018,19.6,0.161,17
USGS_5427910,8/4/2018,17.5,0.156,14.7
USGS_5427910,8/5/2018,16.3,0.154,13.6
USGS_5427910,8/6/2018,30.5,0.181,30.6
USGS_5427910,8/7/2018,28.8,0.183,28.5
USGS_5427910,8/8/2018,21.6,0.162,19
USGS_5427910,8/9/2018,20,0.154,16.6
USGS_5427910,8/10/2018,20,0.153,16.5
USGS_5427910,8/11/2018,17.3,0.152,14.2
USGS_5427910,8/12/2018,15.8,0.152,13
USGS_5427910,8/13/2018,14.6,0.151,11.9
USGS_5427910,8/14/2018,13.5,0.151,11
USGS_5427910,8/15/2018,14,0.15,11.4
USGS_5427910,8/16/2018,19.2,0.174,23.9
USGS_5427910,8/17/2018,225,0.484,598
USGS_5427910,8/18/2018,74.7,0.364,150
USGS_5427910,8/19/2018,28.3,0.299,45.9
USGS_5427910,8/20/2018,55.1,0.304,109
USGS_5427910,8/21/2018,374,0.533,1090
USGS_5427910,8/22/2018,150,0.481,390
USGS_5427910,8/23/2018,108,0.485,283
USGS_5427910,8/24/2018,90.6,0.45,221
USGS_5427910,8/25/2018,71.1,0.407,157
USGS_5427910,8/26/2018,59.4,0.372,119
USGS_5427910,8/27/2018,74.3,0.388,156
USGS_5427910,8/28/2018,54.2,0.394,117
USGS_5427910,8/29/2018,141,0.473,371
USGS_5427910,8/30/2018,55.6,0.379,114
USGS_5427910,8/31/2018,42.8,0.362,83.6
USGS_5427910,9/1/2018,37.8,0.347,70.8
USGS_5427910,9/2/2018,101,0.392,216
USGS_5427910,9/3/2018,102,0.374,209
USGS_5427910,9/4/2018,65.1,0.32,113
USGS_5427910,9/5/2018,90.3,0.357,186
USGS_5427910,9/6/2018,104,0.417,242
USGS_5427910,9/7/2018,59,0.281,89.8
USGS_5427910,9/8/2018,50.7,0.248,67.8
USGS_5427910,9/9/2018,52.4,0.237,67.1
USGS_5427910,9/10/2018,45.2,0.228,55.6
USGS_5427910,9/11/2018,35.5,0.22,42.1
USGS_5427910,9/12/2018,31.4,0.211,35.9
USGS_5427910,9/13/2018,30.5,0.203,33.3
USGS_5427910,9/14/2018,27.3,0.194,28.7
USGS_5427910,9/15/2018,25.3,0.186,25.4
USGS_5427910,9/16/2018,24.2,0.177,23.2
USGS_5427910,9/17/2018,24.3,0.171,22.4
USGS_5427910,9/18/2018,23.4,0.17,21.4
USGS_5427910,9/19/2018,24.3,0.17,22.3
USGS_5427910,9/20/2018,57,0.224,71.7
USGS_5427910,9/21/2018,65.9,0.236,83.9
USGS_5427910,9/22/2018,50.2,0.221,60.1
USGS_5427910,9/23/2018,44.7,0.207,50
USGS_5427910,9/24/2018,38.1,0.193,39.7
USGS_5427910,9/25/2018,46.6,0.204,52.6
USGS_5427910,9/26/2018,63.3,0.279,95.4
USGS_5427910,9/27/2018,47.8,0.262,67.7
USGS_5427910,9/28/2018,41.6,0.26,58.5
USGS_5427910,9/29/2018,40.7,0.26,57.1
USGS_5427910,9/30/2018,41.1,0.26,57.4
USGS_5427910,10/1/2018,144,0.437,403
USGS_5427910,10/2/2018,225,0.564,685
USGS_5427910,10/3/2018,128,0.33,230
USGS_5427910,10/4/2018,103,0.268,150
USGS_5427910,10/5/2018,98,0.261,138
USGS_5427910,10/6/2018,150,0.377,313
USGS_5427910,10/7/2018,120,0.336,217
USGS_5427910,10/8/2018,172,0.448,418
USGS_5427910,10/9/2018,130,0.361,255
USGS_5427910,10/10/2018,128,0.338,234
USGS_5427910,10/11/2018,118,0.341,218
USGS_5427910,10/12/2018,101,0.301,164
USGS_5427910,10/13/2018,94.5,0.265,135
USGS_5427910,10/14/2018,86.4,0.229,107
USGS_5427910,10/15/2018,79.5,0.193,82.8
USGS_5427910,10/16/2018,75.1,0.163,66.1
USGS_5427910,10/17/2018,68,0.159,58.3
USGS_5427910,10/18/2018,65.3,0.158,55.6
USGS_5427910,10/19/2018,62.4,0.156,52.7
USGS_5427910,10/20/2018,58.5,0.155,49
USGS_5427910,10/21/2018,56.9,0.154,47.3
USGS_5427910,10/22/2018,56.3,0.153,46.4
USGS_5427910,10/23/2018,55.1,0.152,45.1
USGS_5427910,10/24/2018,53.9,0.151,43.8
USGS_5427910,10/25/2018,52.2,0.149,42.1
USGS_5427910,10/26/2018,51.9,0.148,41.5
USGS_5427910,10/27/2018,50.2,0.147,39.9
USGS_5427910,10/28/2018,50.5,0.146,39.8
USGS_5427910,10/29/2018,49.2,0.145,38.5
USGS_5427910,10/30/2018,52.6,0.143,40.8
USGS_5427910,10/31/2018,52.3,0.142,40.2
USGS_5427910,11/1/2018,50.4,0.141,38.4
USGS_5427910,11/2/2018,49.6,0.14,37.5
USGS_5427910,11/3/2018,47.7,0.139,35.8
USGS_5427910,11/4/2018,67.2,0.158,58.8
USGS_5427910,11/5/2018,73.6,0.239,94.7
USGS_5427910,11/6/2018,90.3,0.331,162
USGS_5427910,11/7/2018,74.9,0.214,86.9
USGS_5427910,11/8/2018,70.9,0.187,71.5
USGS_5427910,11/9/2018,64.7,0.172,60.2
USGS_5427910,11/10/2018,49.2,0.157,41.8
USGS_5427910,11/11/2018,52.2,0.142,40.2
USGS_5427910,11/12/2018,50.7,0.128,35
USGS_5427910,11/13/2018,46,0.113,28.1
USGS_5427910,11/14/2018,40.2,0.101,21.9
USGS_5427910,11/15/2018,42,0.0992,22.5
USGS_5427910,11/16/2018,40,0.0986,21.3
USGS_5427910,11/17/2018,41.6,0.0979,22
USGS_5427910,11/18/2018,40.4,0.0973,21.2
USGS_5427910,11/19/2018,40.7,0.0966,21.2
USGS_5427910,11/20/2018,39.6,0.096,20.5
USGS_5427910,11/21/2018,40.8,0.0953,21
USGS_5427910,11/22/2018,40.1,0.0947,20.5
USGS_5427910,11/23/2018,41,0.094,20.8
USGS_5427910,11/24/2018,43.1,0.0934,21.7
USGS_5427910,11/25/2018,44.2,0.0927,22.1
USGS_5427910,11/26/2018,41,0.092,20.4
USGS_5427910,11/27/2018,38.2,0.0914,18.8
USGS_5427910,11/28/2018,35.7,0.0907,17.5
USGS_5427910,11/29/2018,36.3,0.0901,17.7
USGS_5427910,11/30/2018,36,0.0894,17.4
USGS_5427910,12/1/2018,40.8,0.142,32
USGS_5427910,12/2/2018,66.6,0.25,90.1
USGS_5427910,12/3/2018,53.7,0.198,57.7
USGS_5427910,12/4/2018,44.5,0.128,31
USGS_5427910,12/5/2018,41.6,0.11,24.7
USGS_5427910,12/6/2018,39.2,0.106,22.5
USGS_5427910,12/7/2018,32.9,0.102,18.1
USGS_5427910,12/8/2018,32.9,0.0985,17.5
USGS_5427910,12/9/2018,29.6,0.0947,15.2
USGS_5427910,12/10/2018,27.6,0.091,13.5
USGS_5427910,12/11/2018,27,0.0872,12.7
USGS_5427910,12/12/2018,29.6,0.0834,13.3
USGS_5427910,12/13/2018,31.7,0.0803,13.7
USGS_5427910,12/14/2018,31.1,0.0801,13.5
USGS_5427910,12/15/2018,30.8,0.0802,13.3
USGS_5427910,12/16/2018,29.8,0.0802,12.9
USGS_5427910,12/17/2018,29.5,0.0803,12.8
USGS_5427910,12/18/2018,30.2,0.0804,13.1
USGS_5427910,12/19/2018,31.1,0.0804,13.5
USGS_5427910,12/20/2018,31.9,0.0805,13.9
USGS_5427910,12/21/2018,32,0.0806,13.9
USGS_5427910,12/22/2018,31.2,0.0807,13.6
USGS_5427910,12/23/2018,29.9,0.0808,13
USGS_5427910,12/24/2018,28.9,0.0808,12.6
USGS_5427910,12/25/2018,29.7,0.0809,13
USGS_5427910,12/26/2018,30.9,0.093,15.7
USGS_5427910,12/27/2018,60.6,0.409,149
USGS_5427910,12/28/2018,69.5,0.727,271
USGS_5427910,12/29/2018,53.5,0.717,208
USGS_5427910,12/30/2018,48,0.594,154
USGS_5427910,12/31/2018,44.9,0.465,113
USGS_5427910,1/1/2019,40.2,0.363,79
USGS_5427910,1/2/2019,34.6,0.314,58.7
USGS_5427910,1/3/2019,33.2,0.266,47.7
USGS_5427910,1/4/2019,32.3,0.218,38
USGS_5427910,1/5/2019,32.3,0.184,32.1
USGS_5427910,1/6/2019,34.5,0.164,30.5
USGS_5427910,1/7/2019,117,0.625,508
USGS_5427910,1/8/2019,141,0.713,596
USGS_5427910,1/9/2019,62,0.481,161
USGS_5427910,1/10/2019,52.5,0.463,132
USGS_5427910,1/11/2019,50.5,0.365,99.5
USGS_5427910,1/12/2019,46.7,0.336,84.7
USGS_5427910,1/13/2019,43.1,0.311,72.3
USGS_5427910,1/14/2019,38.5,0.285,59.4
USGS_5427910,1/15/2019,35.7,0.26,50.2
USGS_5427910,1/16/2019,36.9,0.235,46.8
USGS_5427910,1/17/2019,35.3,0.212,40.5
USGS_5427910,1/18/2019,32.9,0.202,36
USGS_5427910,1/19/2019,29,0.195,30.4
USGS_5427910,1/20/2019,35.6,0.187,36
USGS_5427910,1/21/2019,34.4,0.179,33.3
USGS_5427910,1/22/2019,36.2,0.172,33.6
USGS_5427910,1/23/2019,36,0.164,31.9
USGS_5427910,1/24/2019,35.5,0.156,30
USGS_5427910,1/25/2019,33.7,0.149,27.1
USGS_5427910,1/26/2019,36.3,0.141,27.7
USGS_5427910,1/27/2019,36,0.133,26
USGS_5427910,1/28/2019,36.1,0.126,24.5
USGS_5427910,1/29/2019,36.3,0.118,23.2
USGS_5427910,1/30/2019,36.4,0.111,21.7
USGS_5427910,1/31/2019,36.4,0.103,20.2
USGS_5427910,2/1/2019,36.4,0.0952,18.7
USGS_5427910,2/2/2019,39.7,0.0876,18.8
