Site_ID,sampledate,Q_cfs,TotP_mgL,TotP_lbday
USGS_5427910,3/11/2016,33.2,0.2,35.9
USGS_5427910,3/12/2016,30.9,0.199,33.2
USGS_5427910,3/13/2016,29.2,0.19,30
USGS_5427910,3/14/2016,30.6,0.18,29.7
USGS_5427910,3/15/2016,29.6,0.19,33.8
USGS_5427910,3/16/2016,134,0.795,600
USGS_5427910,3/17/2016,67.6,0.33,122
USGS_5427910,3/18/2016,55.4,0.241,72.3
USGS_5427910,3/19/2016,46.7,0.207,52.2
USGS_5427910,3/20/2016,41.8,0.194,43.8
USGS_5427910,3/21/2016,36.1,0.186,36.3
USGS_5427910,3/22/2016,32.8,0.178,31.5
USGS_5427910,3/23/2016,32.3,0.17,29.6
USGS_5427910,3/24/2016,41.6,0.165,37
USGS_5427910,3/25/2016,39.2,0.187,39.8
USGS_5427910,3/26/2016,38.8,0.2,41.9
USGS_5427910,3/27/2016,37.8,0.199,40.7
USGS_5427910,3/28/2016,36.9,0.191,38.1
USGS_5427910,3/29/2016,32.2,0.181,31.4
USGS_5427910,3/30/2016,31.8,0.176,30.2
USGS_5427910,3/31/2016,60.8,0.202,66.3
USGS_5427910,4/1/2016,50.8,0.227,62.3
USGS_5427910,4/2/2016,44.6,0.206,49.6
USGS_5427910,4/3/2016,40.3,0.186,40.4
USGS_5427910,4/4/2016,34.7,0.163,30.4
USGS_5427910,4/5/2016,34.1,0.131,24.2
USGS_5427910,4/6/2016,48.1,0.142,37.5
USGS_5427910,4/7/2016,38.7,0.143,29.9
USGS_5427910,4/8/2016,35.1,0.13,24.7
USGS_5427910,4/9/2016,31.2,0.128,21.7
USGS_5427910,4/10/2016,30.9,0.127,21.1
USGS_5427910,4/11/2016,29.2,0.125,19.7
USGS_5427910,4/12/2016,27.3,0.123,18.1
USGS_5427910,4/13/2016,25.2,0.121,16.5
USGS_5427910,4/14/2016,24.4,0.119,15.7
USGS_5427910,4/15/2016,23.5,0.117,14.9
USGS_5427910,4/16/2016,22.9,0.116,14.3
USGS_5427910,4/17/2016,22.8,0.114,14
USGS_5427910,4/18/2016,21.3,0.112,12.9
USGS_5427910,4/19/2016,22,0.11,13.1
USGS_5427910,4/20/2016,22.7,0.11,13.5
USGS_5427910,4/21/2016,22.1,0.11,13.2
USGS_5427910,4/22/2016,20.6,0.11,12.3
USGS_5427910,4/23/2016,19.4,0.11,11.5
USGS_5427910,4/24/2016,19.4,0.11,11.5
USGS_5427910,4/25/2016,20.3,0.11,12.1
USGS_5427910,4/26/2016,18.7,0.11,11.1
USGS_5427910,4/27/2016,19.5,0.11,11.6
USGS_5427910,4/28/2016,24.4,0.11,14.5
USGS_5427910,4/29/2016,23,0.11,13.6
USGS_5427910,4/30/2016,24.7,0.152,21.9
USGS_5427910,5/1/2016,33.8,0.181,34.8
USGS_5427910,5/2/2016,26.7,0.14,20.2
USGS_5427910,5/3/2016,26.3,0.14,19.8
USGS_5427910,5/4/2016,25.6,0.139,19.2
USGS_5427910,5/5/2016,22.8,0.139,17.1
USGS_5427910,5/6/2016,22,0.139,16.5
USGS_5427910,5/7/2016,21.5,0.139,16.1
USGS_5427910,5/8/2016,19.6,0.138,14.6
USGS_5427910,5/9/2016,18.8,0.138,14
USGS_5427910,5/10/2016,29.7,0.235,39.7
USGS_5427910,5/11/2016,29.9,0.302,48.9
USGS_5427910,5/12/2016,37.6,0.366,75.2
USGS_5427910,5/13/2016,31.3,0.344,58
USGS_5427910,5/14/2016,30.4,0.268,44.3
USGS_5427910,5/15/2016,27.2,0.222,32.7
USGS_5427910,5/16/2016,25.3,0.222,30.3
USGS_5427910,5/17/2016,23.3,0.222,27.9
USGS_5427910,5/18/2016,21.8,0.221,26.1
USGS_5427910,5/19/2016,20.3,0.221,24.2
USGS_5427910,5/20/2016,20,0.221,23.9
USGS_5427910,5/21/2016,19.2,0.221,22.9
USGS_5427910,5/22/2016,18.5,0.221,22.1
USGS_5427910,5/23/2016,18.8,0.221,22.4
USGS_5427910,5/24/2016,18,0.221,21.4
USGS_5427910,5/25/2016,18.5,0.22,22
USGS_5427910,5/26/2016,18.7,0.22,22.3
USGS_5427910,5/27/2016,21.6,0.234,28.2
USGS_5427910,5/28/2016,26.6,0.276,40.1
USGS_5427910,5/29/2016,28.2,0.275,42.8
USGS_5427910,5/30/2016,30.1,0.296,48.7
USGS_5427910,5/31/2016,23.6,0.255,32.6
USGS_5427910,6/1/2016,28.3,0.242,36.9
USGS_5427910,6/2/2016,22.6,0.242,29.6
USGS_5427910,6/3/2016,21.5,0.245,28.4
USGS_5427910,6/4/2016,21.1,0.248,28.2
USGS_5427910,6/5/2016,20,0.251,27.1
USGS_5427910,6/6/2016,20.6,0.254,28.3
USGS_5427910,6/7/2016,19.3,0.257,26.8
USGS_5427910,6/8/2016,19.4,0.259,27.1
USGS_5427910,6/9/2016,19.9,0.262,28.1
USGS_5427910,6/10/2016,22.5,0.265,32.1
USGS_5427910,6/11/2016,23.4,0.272,34.3
USGS_5427910,6/12/2016,21.4,0.298,34.4
USGS_5427910,6/13/2016,20.5,0.325,36
USGS_5427910,6/14/2016,20.7,0.345,38.5
USGS_5427910,6/15/2016,42.7,0.343,79.5
USGS_5427910,6/16/2016,20,0.36,38.9
USGS_5427910,6/17/2016,20.1,0.359,38.9
USGS_5427910,6/18/2016,19.2,0.346,36
USGS_5427910,6/19/2016,17.3,0.334,31.2
USGS_5427910,6/20/2016,18.9,0.321,32.7
USGS_5427910,6/21/2016,18.6,0.309,32.2
USGS_5427910,6/22/2016,17.9,0.296,28
USGS_5427910,6/23/2016,17.1,0.283,26.1
USGS_5427910,6/24/2016,18.7,0.271,27.3
USGS_5427910,6/25/2016,18.5,0.258,25.8
USGS_5427910,6/26/2016,19.2,0.266,27.5
USGS_5427910,6/27/2016,19.8,0.294,31.5
USGS_5427910,6/28/2016,22,0.258,30.7
USGS_5427910,6/29/2016,20.7,0.251,28.1
USGS_5427910,6/30/2016,20,0.25,27
USGS_5427910,7/1/2016,20.2,0.25,27.3
USGS_5427910,7/2/2016,18.3,0.25,24.7
USGS_5427910,7/3/2016,18,0.25,24.2
USGS_5427910,7/4/2016,17.8,0.25,24.1
USGS_5427910,7/5/2016,17,0.25,23
USGS_5427910,7/6/2016,18.6,0.25,25.2
USGS_5427910,7/7/2016,18.3,0.25,24.7
USGS_5427910,7/8/2016,19.2,0.25,26
USGS_5427910,7/9/2016,18.7,0.25,25.2
USGS_5427910,7/10/2016,18.8,0.25,25.3
USGS_5427910,7/11/2016,19.3,0.25,26.1
USGS_5427910,7/12/2016,18.5,0.25,25
USGS_5427910,7/13/2016,17.1,0.25,23
USGS_5427910,7/14/2016,16.3,0.25,22
USGS_5427910,7/15/2016,15.7,0.25,21.2
USGS_5427910,7/16/2016,15.9,0.25,21.4
USGS_5427910,7/17/2016,17.7,0.25,23.9
USGS_5427910,7/18/2016,16.7,0.25,22.6
USGS_5427910,7/19/2016,16.2,0.25,21.9
USGS_5427910,7/20/2016,16.5,0.25,22.2
USGS_5427910,7/21/2016,25.9,0.368,85.6
USGS_5427910,7/22/2016,102,0.692,386
USGS_5427910,7/23/2016,43.5,0.457,107
USGS_5427910,7/24/2016,63,0.407,139
USGS_5427910,7/25/2016,39.4,0.397,84.7
USGS_5427910,7/26/2016,27.2,0.347,51.3
USGS_5427910,7/27/2016,19,0.298,30.7
USGS_5427910,7/28/2016,19.8,0.372,42.8
USGS_5427910,7/29/2016,30.8,0.42,69.9
USGS_5427910,7/30/2016,25.6,0.299,41.6
USGS_5427910,7/31/2016,23.5,0.255,32.4
USGS_5427910,8/1/2016,22,0.254,30.1
USGS_5427910,8/2/2016,20.9,0.253,28.6
USGS_5427910,8/3/2016,18.1,0.252,24.6
USGS_5427910,8/4/2016,18,0.258,25.3
USGS_5427910,8/5/2016,54.2,0.423,127
USGS_5427910,8/6/2016,31,0.293,50
USGS_5427910,8/7/2016,24.4,0.255,33.6
USGS_5427910,8/8/2016,22.4,0.253,30.6
USGS_5427910,8/9/2016,21,0.251,28.5
USGS_5427910,8/10/2016,20.6,0.25,27.8
USGS_5427910,8/11/2016,20.7,0.248,27.7
USGS_5427910,8/12/2016,20.9,0.246,27.8
USGS_5427910,8/13/2016,24.5,0.245,32.3
USGS_5427910,8/14/2016,22.3,0.243,29.2
USGS_5427910,8/15/2016,21.4,0.241,27.9
USGS_5427910,8/16/2016,21.8,0.24,28.3
USGS_5427910,8/17/2016,24.2,0.241,31.6
USGS_5427910,8/18/2016,23.5,0.243,30.8
USGS_5427910,8/19/2016,25,0.247,33.4
USGS_5427910,8/20/2016,31.5,0.284,48.4
USGS_5427910,8/21/2016,32.9,0.286,50.8
USGS_5427910,8/22/2016,29.9,0.273,44.1
USGS_5427910,8/23/2016,27,0.263,38.3
USGS_5427910,8/24/2016,25.5,0.252,34.7
USGS_5427910,8/25/2016,25.2,0.245,33.3
USGS_5427910,8/26/2016,24.1,0.242,31.5
USGS_5427910,8/27/2016,37.3,0.274,57.7
USGS_5427910,8/28/2016,39.5,0.29,62.5
USGS_5427910,8/29/2016,29.4,0.25,39.7
USGS_5427910,8/30/2016,27.4,0.243,36
USGS_5427910,8/31/2016,24.2,0.237,34.2
USGS_5427910,9/1/2016,23,0.231,30.2
USGS_5427910,9/2/2016,25.7,0.225,31.2
USGS_5427910,9/3/2016,24.9,0.219,29.5
USGS_5427910,9/4/2016,24.2,0.213,27.8
USGS_5427910,9/5/2016,24,0.207,26.9
USGS_5427910,9/6/2016,24.4,0.202,26.5
USGS_5427910,9/7/2016,77.6,0.383,198
USGS_5427910,9/8/2016,77.6,0.425,183
USGS_5427910,9/9/2016,33.8,0.404,73.7
USGS_5427910,9/10/2016,33.4,0.382,68.9
USGS_5427910,9/11/2016,29.5,0.358,57.1
USGS_5427910,9/12/2016,27.5,0.336,49.9
USGS_5427910,9/13/2016,27.8,0.317,47.6
USGS_5427910,9/14/2016,26.5,0.298,42.7
USGS_5427910,9/15/2016,24.7,0.279,37.3
USGS_5427910,9/16/2016,27.2,0.26,38.2
USGS_5427910,9/17/2016,25.7,0.241,33.5
USGS_5427910,9/18/2016,25,0.222,29.9
USGS_5427910,9/19/2016,21.9,0.204,28.1
USGS_5427910,9/20/2016,29.1,0.2,31.5
USGS_5427910,9/21/2016,46.3,0.453,149
USGS_5427910,9/22/2016,149,0.545,440
USGS_5427910,9/23/2016,80.5,0.462,201
USGS_5427910,9/24/2016,59.9,0.474,153
USGS_5427910,9/25/2016,56.2,0.545,165
USGS_5427910,9/26/2016,44.4,0.584,140
USGS_5427910,9/27/2016,40.1,0.538,116
USGS_5427910,9/28/2016,38.5,0.488,102
USGS_5427910,9/29/2016,34.8,0.437,82.2
USGS_5427910,9/30/2016,32.7,0.387,68.1
USGS_5427910,10/1/2016,31.5,0.337,56.9
USGS_5427910,10/2/2016,27.2,0.287,42
USGS_5427910,10/3/2016,25.7,0.237,33
USGS_5427910,10/4/2016,26.1,0.196,27.7
USGS_5427910,10/5/2016,23.3,0.189,23.7
USGS_5427910,10/6/2016,22.3,0.186,22.1
USGS_5427910,10/7/2016,28.8,0.183,28.9
USGS_5427910,10/8/2016,24.8,0.179,23.9
USGS_5427910,10/9/2016,22,0.176,20.8
USGS_5427910,10/10/2016,23.6,0.173,22
USGS_5427910,10/11/2016,26.8,0.17,24.7
USGS_5427910,10/12/2016,31.2,0.17,28.9
USGS_5427910,10/13/2016,30.5,0.17,27.8
USGS_5427910,10/14/2016,25,0.17,23.1
USGS_5427910,10/15/2016,28.3,0.17,26.1
USGS_5427910,10/16/2016,44.4,0.17,40.9
USGS_5427910,10/17/2016,36.7,0.17,33.6
USGS_5427910,10/18/2016,32.2,0.17,29.4
USGS_5427910,10/19/2016,31.3,0.17,28.8
USGS_5427910,10/20/2016,30.1,0.17,27.6
USGS_5427910,10/21/2016,29.7,0.17,27.3
USGS_5427910,10/22/2016,30.9,0.17,28.4
USGS_5427910,10/23/2016,28.8,0.17,26.4
USGS_5427910,10/24/2016,27.4,0.17,25.2
USGS_5427910,10/25/2016,28.1,0.17,25.8
USGS_5427910,10/26/2016,168,0.684,793
USGS_5427910,10/27/2016,138,0.642,466
USGS_5427910,10/28/2016,77.6,0.458,192
USGS_5427910,10/29/2016,74.7,0.408,164
USGS_5427910,10/30/2016,70.3,0.359,136
USGS_5427910,10/31/2016,63.4,0.309,105
USGS_5427910,11/1/2016,59,0.259,82.5
USGS_5427910,11/2/2016,54.1,0.21,61.2
USGS_5427910,11/3/2016,49.8,0.163,43.8
USGS_5427910,11/4/2016,47.6,0.147,37.8
USGS_5427910,11/5/2016,45.7,0.14,34.5
USGS_5427910,11/6/2016,44.1,0.133,31.6
USGS_5427910,11/7/2016,42.5,0.127,29
USGS_5427910,11/8/2016,39,0.12,25.2
USGS_5427910,11/9/2016,37.9,0.113,23.1
USGS_5427910,11/10/2016,36.4,0.106,20.8
USGS_5427910,11/11/2016,35.5,0.0993,19
USGS_5427910,11/12/2016,34.1,0.0925,17
USGS_5427910,11/13/2016,34,0.0856,15.7
USGS_5427910,11/14/2016,31.5,0.0804,13.7
USGS_5427910,11/15/2016,31.7,0.08,13.7
USGS_5427910,11/16/2016,31.8,0.08,13.7
USGS_5427910,11/17/2016,32.9,0.08,14.2
USGS_5427910,11/18/2016,33.1,0.08,14.3
USGS_5427910,11/19/2016,26.7,0.08,11.5
USGS_5427910,11/20/2016,29.4,0.08,12.7
USGS_5427910,11/21/2016,29.7,0.08,12.8
USGS_5427910,11/22/2016,28.8,0.08,12.4
USGS_5427910,11/23/2016,29.9,0.08,12.7
USGS_5427910,11/24/2016,29.9,0.08,13.8
USGS_5427910,11/25/2016,30.9,0.08,13.4
USGS_5427910,11/26/2016,30.9,0.08,13.4
USGS_5427910,11/27/2016,31.3,0.0802,13.6
USGS_5427910,11/28/2016,61.5,0.291,99.6
USGS_5427910,11/29/2016,68.1,0.328,121
USGS_5427910,11/30/2016,48.9,0.295,78.1
USGS_5427910,12/1/2016,46.1,0.208,51.8
USGS_5427910,12/2/2016,43.7,0.167,39.6
USGS_5427910,12/3/2016,40.9,0.151,33.4
USGS_5427910,12/4/2016,39.6,0.135,28.8
USGS_5427910,12/5/2016,37.8,0.118,24.2
USGS_5427910,12/6/2016,37.5,0.102,20.7
USGS_5427910,12/7/2016,35.7,0.0859,16.6
USGS_5427910,12/8/2016,33.5,0.0726,13.2
USGS_5427910,12/9/2016,30.4,0.0699,12.1
USGS_5427910,12/10/2016,28.5,0.0681,10.8
USGS_5427910,12/11/2016,27.6,0.0663,10
USGS_5427910,12/12/2016,27.1,0.0644,9.52
USGS_5427910,12/13/2016,26.2,0.0626,9.01
USGS_5427910,12/14/2016,26.2,0.0608,8.6
USGS_5427910,12/15/2016,25.7,0.059,8.26
USGS_5427910,12/16/2016,26.1,0.0572,8
USGS_5427910,12/17/2016,26.3,0.0553,7.84
USGS_5427910,12/18/2016,26.3,0.0535,7.61
USGS_5427910,12/19/2016,26.7,0.0517,7.41
USGS_5427910,12/20/2016,26.9,0.0504,7.3
USGS_5427910,12/21/2016,26.9,0.05,7.26
USGS_5427910,12/22/2016,27.1,0.05,7.28
USGS_5427910,12/23/2016,27.2,0.05,7.33
USGS_5427910,12/24/2016,27.1,0.05,7.33
USGS_5427910,12/25/2016,29.4,0.135,28.1
USGS_5427910,12/26/2016,59.6,0.222,72.1
USGS_5427910,12/27/2016,41.7,0.0988,22.6
USGS_5427910,12/28/2016,32.7,0.0659,13.2
USGS_5427910,12/29/2016,30.8,0.0548,9.39
USGS_5427910,12/30/2016,30,0.0544,8.93
USGS_5427910,12/31/2016,28.6,0.0539,8.53
USGS_5427910,1/1/2017,27.3,0.0535,8.08
USGS_5427910,1/2/2017,26.4,0.0531,7.7
USGS_5427910,1/3/2017,25.6,0.0527,7.39
USGS_5427910,1/4/2017,24.4,0.0523,7.05
USGS_5427910,1/5/2017,22.3,0.0519,6.54
USGS_5427910,1/6/2017,20.9,0.0514,6
USGS_5427910,1/7/2017,20.2,0.051,5.67
USGS_5427910,1/8/2017,20.3,0.0506,5.53
USGS_5427910,1/9/2017,21.5,0.0503,5.67
USGS_5427910,1/10/2017,36.8,0.146,32.2
USGS_5427910,1/11/2017,51.4,0.226,62.8
USGS_5427910,1/12/2017,41.3,0.173,38.9
USGS_5427910,1/13/2017,35.5,0.133,25.6
USGS_5427910,1/14/2017,32.7,0.108,19.1
USGS_5427910,1/15/2017,29.6,0.0829,13.3
USGS_5427910,1/16/2017,32.2,0.09,18.9
USGS_5427910,1/17/2017,114,0.649,417
USGS_5427910,1/18/2017,110,1.06,628
USGS_5427910,1/19/2017,92.5,1.2,598
USGS_5427910,1/20/2017,159,1.43,1230
USGS_5427910,1/21/2017,132,1.3,929
USGS_5427910,1/22/2017,122,1.29,850
USGS_5427910,1/23/2017,98.2,1.12,595
USGS_5427910,1/24/2017,81,0.914,401
USGS_5427910,1/25/2017,65.6,0.732,260
USGS_5427910,1/26/2017,56.8,0.556,171
USGS_5427910,1/27/2017,47,0.392,100
USGS_5427910,1/28/2017,40.8,0.302,66.4
USGS_5427910,1/29/2017,39.2,0.224,47.6
USGS_5427910,1/30/2017,31.9,0.178,30.7
USGS_5427910,1/31/2017,33,0.178,31.7
USGS_5427910,2/1/2017,33.4,0.178,32.2
USGS_5427910,2/2/2017,27.9,0.177,26.7
USGS_5427910,2/3/2017,27.1,0.172,25.1
USGS_5427910,2/4/2017,25.4,0.166,22.8
USGS_5427910,2/5/2017,26.2,0.16,22.6
USGS_5427910,2/6/2017,25.3,0.154,21
USGS_5427910,2/7/2017,28,0.148,22.4
USGS_5427910,2/8/2017,29,0.142,22.3
USGS_5427910,2/9/2017,26.2,0.136,19.2
USGS_5427910,2/10/2017,27.3,0.131,19.3
USGS_5427910,2/11/2017,26.7,0.13,18.7
USGS_5427910,2/12/2017,36.1,0.179,37.8
USGS_5427910,2/13/2017,47.6,0.458,119
USGS_5427910,2/14/2017,55.6,0.631,190
USGS_5427910,2/15/2017,53.5,0.664,192
USGS_5427910,2/16/2017,41.2,0.543,121
USGS_5427910,2/17/2017,39.9,0.306,65.9
USGS_5427910,2/18/2017,43.6,0.234,55.1
USGS_5427910,2/19/2017,44.4,0.204,48.9
USGS_5427910,2/20/2017,48.2,0.197,52.6
USGS_5427910,2/21/2017,88.9,0.359,179
USGS_5427910,2/22/2017,64.1,0.254,88.1
USGS_5427910,2/23/2017,57.2,0.242,74.6
USGS_5427910,2/24/2017,67.9,0.231,84.6
USGS_5427910,2/25/2017,58,0.228,71.3
USGS_5427910,2/26/2017,51.1,0.221,61
USGS_5427910,2/27/2017,46.1,0.214,53.3
USGS_5427910,2/28/2017,51,0.207,56.9
USGS_5427910,3/1/2017,74.4,0.2,80.4
USGS_5427910,3/2/2017,62.8,0.193,65.4
USGS_5427910,3/3/2017,53.9,0.186,54.1
USGS_5427910,3/4/2017,46.1,0.179,44.5
USGS_5427910,3/5/2017,44,0.173,41.1
USGS_5427910,3/6/2017,47.6,0.173,44.4
USGS_5427910,3/7/2017,57.7,0.173,53.9
USGS_5427910,3/8/2017,51,0.167,46.2
USGS_5427910,3/9/2017,46,0.156,38.8
USGS_5427910,3/10/2017,41.2,0.145,32.2
USGS_5427910,3/11/2017,33.2,0.133,23.9
USGS_5427910,3/12/2017,30.1,0.122,19.7
USGS_5427910,3/13/2017,32.8,0.11,19.6
USGS_5427910,3/14/2017,28.1,0.102,15.4
USGS_5427910,3/15/2017,28.5,0.104,16
USGS_5427910,3/16/2017,27,0.108,15.8
USGS_5427910,3/17/2017,33.2,0.112,20.3
USGS_5427910,3/18/2017,36.8,0.116,23.1
USGS_5427910,3/19/2017,33.6,0.12,21.9
USGS_5427910,3/20/2017,35.4,0.124,23.7
USGS_5427910,3/21/2017,34.3,0.129,23.7
USGS_5427910,3/22/2017,28.6,0.133,20.4
USGS_5427910,3/23/2017,33.5,0.159,30.5
USGS_5427910,3/24/2017,46.8,0.172,42.7
USGS_5427910,3/25/2017,36.6,0.171,33.8
USGS_5427910,3/26/2017,38.6,0.171,35.8
USGS_5427910,3/27/2017,37.5,0.171,34.3
USGS_5427910,3/28/2017,35.1,0.171,32.2
USGS_5427910,3/29/2017,32.1,0.17,29.6
USGS_5427910,3/30/2017,52.4,0.176,51.3
USGS_5427910,3/31/2017,51.4,0.195,53.2
USGS_5427910,4/1/2017,45.7,0.186,45.8
USGS_5427910,4/2/2017,41.5,0.17,38.2
USGS_5427910,4/3/2017,41.7,0.155,35.1
USGS_5427910,4/4/2017,55.6,0.142,43.1
USGS_5427910,4/5/2017,47.6,0.144,36.6
USGS_5427910,4/6/2017,43.3,0.149,34.7
USGS_5427910,4/7/2017,38.1,0.153,31.4
USGS_5427910,4/8/2017,32.5,0.157,27.4
USGS_5427910,4/9/2017,31.5,0.162,27.5
USGS_5427910,4/10/2017,33.5,0.166,30.2
USGS_5427910,4/11/2017,31.6,0.17,28.9
USGS_5427910,4/12/2017,28.3,0.17,25.9
USGS_5427910,4/13/2017,33.7,0.17,31
USGS_5427910,4/14/2017,31.5,0.173,29.4
USGS_5427910,4/15/2017,49.1,0.222,58.8
USGS_5427910,4/16/2017,83.9,0.31,145
USGS_5427910,4/17/2017,53.2,0.212,61.1
USGS_5427910,4/18/2017,47.6,0.197,50.7
USGS_5427910,4/19/2017,42.6,0.194,44.6
USGS_5427910,4/20/2017,57,0.191,58.8
USGS_5427910,4/21/2017,43.6,0.188,44.2
USGS_5427910,4/22/2017,39.9,0.185,39.8
USGS_5427910,4/23/2017,36.1,0.182,35.5
USGS_5427910,4/24/2017,31.8,0.179,30.7
USGS_5427910,4/25/2017,30.5,0.176,29
USGS_5427910,4/26/2017,36.1,0.173,33.7
USGS_5427910,4/27/2017,68.6,0.173,64.1
USGS_5427910,4/28/2017,52.3,0.148,42.1
USGS_5427910,4/29/2017,48,0.14,36.3
USGS_5427910,4/30/2017,47.3,0.144,36.9
USGS_5427910,5/1/2017,86.5,0.226,106
USGS_5427910,5/2/2017,69.6,0.22,83.1
USGS_5427910,5/3/2017,56.8,0.178,54.5
USGS_5427910,5/4/2017,51.7,0.158,44.1
USGS_5427910,5/5/2017,46.2,0.154,38.5
USGS_5427910,5/6/2017,44.3,0.151,36.1
USGS_5427910,5/7/2017,38.1,0.147,30.4
USGS_5427910,5/8/2017,33.5,0.144,26.1
USGS_5427910,5/9/2017,36.8,0.14,27.9
USGS_5427910,5/10/2017,34.2,0.137,25.3
USGS_5427910,5/11/2017,34.3,0.134,24.7
USGS_5427910,5/12/2017,33.2,0.13,23.3
USGS_5427910,5/13/2017,30.9,0.127,21.1
USGS_5427910,5/14/2017,28.4,0.123,18.8
USGS_5427910,5/15/2017,27.6,0.12,17.9
USGS_5427910,5/16/2017,34.4,0.12,22.2
USGS_5427910,5/17/2017,31,0.12,20
USGS_5427910,5/18/2017,36.4,0.119,23.4
USGS_5427910,5/19/2017,28.3,0.119,18.2
USGS_5427910,5/20/2017,38.2,0.142,31
USGS_5427910,5/21/2017,45.7,0.173,43.2
USGS_5427910,5/22/2017,33.3,0.13,23.5
USGS_5427910,5/23/2017,37.4,0.124,25
USGS_5427910,5/24/2017,35.2,0.124,23.5
USGS_5427910,5/25/2017,31.4,0.123,20.9
USGS_5427910,5/26/2017,32.4,0.123,21.6
USGS_5427910,5/27/2017,29.3,0.123,19.5
USGS_5427910,5/28/2017,29.8,0.123,19.8
USGS_5427910,5/29/2017,26.9,0.123,17.8
USGS_5427910,5/30/2017,25.7,0.123,17
USGS_5427910,5/31/2017,24.4,0.122,16.1
USGS_5427910,6/1/2017,23.1,0.122,15.3
USGS_5427910,6/2/2017,21.9,0.122,14.4
USGS_5427910,6/3/2017,20.6,0.122,13.5
USGS_5427910,6/4/2017,21.2,0.122,13.9
USGS_5427910,6/5/2017,19.8,0.121,13
USGS_5427910,6/6/2017,19.3,0.121,12.6
USGS_5427910,6/7/2017,19.3,0.121,12.6
USGS_5427910,6/8/2017,18.2,0.121,11.9
USGS_5427910,6/9/2017,17.3,0.121,11.3
USGS_5427910,6/10/2017,19.8,0.12,12.9
USGS_5427910,6/11/2017,18.5,0.12,12
USGS_5427910,6/12/2017,17.3,0.12,11.2
USGS_5427910,6/13/2017,68.1,0.305,131
USGS_5427910,6/14/2017,49.9,0.304,83
USGS_5427910,6/15/2017,24.5,0.293,38.8
USGS_5427910,6/16/2017,20.2,0.287,31.3
USGS_5427910,6/17/2017,25.3,0.281,38.3
USGS_5427910,6/18/2017,25.3,0.275,37.6
USGS_5427910,6/19/2017,21.4,0.27,31.2
USGS_5427910,6/20/2017,24.5,0.27,35.8
USGS_5427910,6/21/2017,23.7,0.27,34.6
USGS_5427910,6/22/2017,24,0.272,35.3
USGS_5427910,6/23/2017,44,0.303,72.3
USGS_5427910,6/24/2017,34.1,0.267,49.7
USGS_5427910,6/25/2017,29.2,0.25,39.4
USGS_5427910,6/26/2017,30.2,0.25,40.8
USGS_5427910,6/27/2017,27.3,0.25,36.9
USGS_5427910,6/28/2017,34.9,0.264,51.9
USGS_5427910,6/29/2017,187,0.381,389
USGS_5427910,6/30/2017,81.4,0.348,153
USGS_5427910,7/1/2017,51.3,0.337,93.5
USGS_5427910,7/2/2017,43.7,0.327,77.3
USGS_5427910,7/3/2017,33.8,0.32,58.5
USGS_5427910,7/4/2017,35.3,0.32,61.1
USGS_5427910,7/5/2017,36.9,0.32,63.8
USGS_5427910,7/6/2017,32.6,0.32,56.4
USGS_5427910,7/7/2017,44.4,0.336,80.9
USGS_5427910,7/8/2017,38.5,0.343,71.2
USGS_5427910,7/9/2017,31.1,0.34,57.1
USGS_5427910,7/10/2017,40.3,0.34,74
USGS_5427910,7/11/2017,36.1,0.34,66.2
USGS_5427910,7/12/2017,39.9,0.34,73.2
USGS_5427910,7/13/2017,41.5,0.34,76.2
USGS_5427910,7/14/2017,32.3,0.34,59.2
USGS_5427910,7/15/2017,29.7,0.34,54.6
USGS_5427910,7/16/2017,30.6,0.34,56.2
USGS_5427910,7/17/2017,33.8,0.339,62
USGS_5427910,7/18/2017,31.8,0.336,57.6
USGS_5427910,7/19/2017,31.2,0.333,56.1
USGS_5427910,7/20/2017,122,0.327,215
USGS_5427910,7/21/2017,108,0.324,190
USGS_5427910,7/22/2017,201,0.406,443
USGS_5427910,7/23/2017,160,0.382,331
USGS_5427910,7/24/2017,123,0.342,227
USGS_5427910,7/25/2017,107,0.304,175
USGS_5427910,7/26/2017,100,0.269,146
USGS_5427910,7/27/2017,110,0.27,160
USGS_5427910,7/28/2017,91.7,0.246,122
USGS_5427910,7/29/2017,79.4,0.232,99.5
USGS_5427910,7/30/2017,69.3,0.221,82.8
USGS_5427910,7/31/2017,61.4,0.21,69.8
USGS_5427910,8/1/2017,55.7,0.2,60
USGS_5427910,8/2/2017,50.5,0.189,51.5
USGS_5427910,8/3/2017,48.2,0.18,46.8
USGS_5427910,8/4/2017,50,0.175,47.4
USGS_5427910,8/5/2017,48.4,0.171,44.6
USGS_5427910,8/6/2017,44,0.166,39.5
USGS_5427910,8/7/2017,41.9,0.162,36.6
USGS_5427910,8/8/2017,40.2,0.157,34.2
USGS_5427910,8/9/2017,38,0.153,31.4
USGS_5427910,8/10/2017,39.1,0.149,31.5
USGS_5427910,8/11/2017,43.1,0.147,34.3
USGS_5427910,8/12/2017,38.7,0.145,30.4
USGS_5427910,8/13/2017,36.3,0.144,28.2
USGS_5427910,8/14/2017,33.1,0.142,25.3
USGS_5427910,8/15/2017,33.1,0.14,25
USGS_5427910,8/16/2017,35.3,0.145,27.8
USGS_5427910,8/17/2017,83.6,0.19,86.4
USGS_5427910,8/18/2017,64.4,0.171,59.9
USGS_5427910,8/19/2017,46,0.143,35.6
USGS_5427910,8/20/2017,42.3,0.14,32
