"","SiteID","sampledate","Depth_ft","cyano_relbiovol","CD_cellsmL"
"817","ENN",2015-08-12,20,62.86,21541
"818","ENN",2015-08-21,0,18.71,40816
"819","ENN",2015-08-28,5,18.7,64030
"820","ENN",2015-09-01,0,81.77,67174
"821","ENN",2015-09-01,5,76.65,54063
"822","ENN",2015-09-01,10,77.17,38479
"823","ENN",2015-09-01,20,82.2,5506
"824","ENN",2015-09-02,0,55.28,69130
"825","ENN",2015-09-09,0,54.54,30497
"826","ENN",2015-09-16,0,24.36,77763
"827","ENN",2015-09-22,0,32.01,34858
"828","ENN",2015-09-22,5,34.89,11678
"829","ENN",2015-09-22,10,15.92,5175
"830","ENN",2015-09-22,20,53.19,13667
"831","ENN",2015-09-23,0,51.09,61922
"832","ENN",2015-10-13,0,36.98,27938
"833","ENN",2015-10-13,5,33.18,15426
"834","ENN",2015-10-13,10,35.98,3384
"835","ENN",2015-10-13,20,33.24,3185
"836","ENN",2015-11-03,0,21.58,5142
"837","ENN",2015-12-08,0,0.31,33
"838","ENN",2015-12-08,5,0.23,33
"839","ENN",2015-12-08,10,0.73,66
"840","ENN",2015-12-08,20,12.01,133
"841","ENN",2016-05-31,0,3.35,1203
"842","ENN",2016-06-07,0,51.46,19248
"843","ENN",2016-06-07,5,32.76,19954
"844","ENN",2016-06-07,10,62.94,9286
"845","ENN",2016-06-16,0,76.63,95232
"846","ENN",2016-06-16,5,83.15,91610
"847","ENN",2016-06-16,10,67.92,51123
"848","ENN",2016-06-20,0,62.94,171888
"849","ENN",2016-07-01,0,44.55,148471
"850","ENN",2016-07-27,0,52.33,958964
"851","ENN",2016-07-27,5,86.41,750485
"852","ENN",2016-08-04,0,91.12,488161
"853","ENN",2016-08-04,5,74.17,380663
"854","ENN",2016-08-04,10,89.11,135121
"855","ENN",2016-08-04,20,37.39,47957
"856","ENN",2016-08-10,0,38.68,1139938
"857","ENN",2016-08-10,5,64.04,730482
"858","ENN",2016-08-10,10,67.21,416301
"859","ENN",2016-08-10,20,32.28,160083
"860","ENN",2016-08-30,0,36.14,74800
"861","ENN",2016-08-30,5,23.81,170544
"862","ENN",2016-08-30,10,67.69,204796
"863","ENN",2016-08-30,20,47.53,39361
"864","ENN",2016-09-20,0,13.82,77832
"865","ENN",2016-09-20,5,14.19,48855
"866","ENN",2016-09-20,10,53.46,70603
"867","ENN",2016-09-20,20,75.17,105097
"868","ENN",2016-09-28,0,69.87,108520
"869","ENN",2016-10-11,0,13.82,28055
"870","ENN",2016-10-11,5,13.75,53252
"871","ENN",2016-10-11,10,17.41,24150
"872","ENN",2016-10-11,20,16.2,8818
"873","ENN",2016-11-01,0,0.6,1283
"874","ENN",2016-11-01,5,1.8,753
"875","ENN",2016-11-01,10,1.23,2295
"876","ENN",2016-11-01,20,1.81,4238
"877","ENN",2017-02-08,0,1.94,195
"878","ENN",2017-05-16,0,58.38,5408
"879","ENN",2017-05-16,5,54.56,10092
"880","ENN",2017-05-17,0,24.09,18816
"881","ENN",2017-05-31,0,1.8,11129
"882","ENN",2017-06-05,0,81.86,169653
"883","ENN",2017-06-06,0,77.4,52407
"884","ENN",2017-06-06,5,84.47,30243
"885","ENN",2017-06-06,10,3.08,534
"886","ENN",2017-06-12,0,89.08,1586871
"887","ENN",2017-06-12,5,67.91,1001436
"888","ENN",2017-06-12,10,89.21,1849853
"889","ENN",2017-06-12,20,90.8,1077459
"890","ENN",2017-06-19,0,76.08,127530
"891","ENN",2017-06-20,0,84.5,213279
"892","ENN",2017-06-20,5,96.81,379748
"893","ENN",2017-06-20,10,98.39,104848
"894","ENN",2017-07-05,0,50.51,356368
"895","ENN",2017-07-11,0,84.96,2436731
"896","ENN",2017-07-11,5,90.85,3930615
"897","ENN",2017-07-11,10,74.93,1681686
"898","ENN",2017-07-11,20,66.65,731714
"899","ENN",2017-07-12,0,99.58,1571728
"900","ENN",2017-07-20,0,34.22,410756
"901","ENN",2017-07-20,5,86.89,787556
"902","ENN",2017-07-20,10,47.86,153482
"903","ENN",2017-07-26,0,75.65,45296
"904","ENN",2017-08-03,0,55.74,358905
"905","ENN",2017-08-03,5,82.6,342302
"906","ENN",2017-08-03,10,64.67,331741
"907","ENN",2017-08-09,0,49.04,69993
"908","ENN",2017-08-30,0,45,433012
"909","ENN",2018-06-14,0,44.28,355303
"910","ENN",2018-06-14,5,60.61,241587
"911","ENN",2018-06-14,10,60.09,221995
"912","ENN",2018-06-14,20,55.63,97310
"913","ENN",2018-06-27,0,68.29,1273974
"914","ENN",2018-06-27,5,67.74,1173628
"915","ENN",2018-06-27,10,49.18,1605903
"916","ENN",2018-07-12,0,76.16,715998
"917","ENN",2018-07-12,5,83.72,1134931
"918","ENN",2018-07-12,10,81.11,831446
"919","ENN",2018-07-17,0,47.68,1522128
"920","ENN",2018-07-17,5,74.59,1877327
"921","ENN",2018-07-17,10,68.4,1937962
"922","ENN",2018-08-02,0,28.61,231355
"923","ENN",2018-08-02,5,28.02,392217
"924","ENN",2018-08-02,10,58.4,532321
"925","ENN",2019-06-06,0,4.92,45706
"926","ENN",2019-06-06,5,15.82,78916
"927","ENN",2019-06-06,10,19.49,40876
"928","ENN",2019-07-02,0,15.93,137923
"929","ENN",2019-07-02,5,20.25,162534
"930","ENN",2019-07-02,10,28.09,195992
"931","ENN",2019-07-18,0,24.5,162447
"932","ENN",2019-07-18,5,19.25,212650
"933","ENN",2019-07-18,10,21.02,89152
"934","ENN",2019-07-30,0,83.46,837801
"935","ENN",2019-07-30,5,91.73,737979
"936","ENN",2019-07-30,10,80.51,726299
"937","ENN",2019-08-13,0,68.99,851895
"938","ENN",2019-08-13,5,63.8,804706
"939","ENN",2019-08-13,10,66.32,655238
"940","ENN",2019-09-05,0,49.21,142506
"941","ENN",2019-09-05,5,48.9,318724
"942","ENN",2019-09-05,10,71.96,282246
"943","EOF",1992-04-30,0,3.95,269
"944","EOF",1992-04-30,5,3.35,339
"945","EOF",1992-04-30,10,2.95,101
"946","EOF",1992-04-30,20,1.56,89
"947","EOF",1992-06-10,0,16.72,598
"948","EOF",1992-07-22,0,84.74,1124
"949","EOF",1992-07-22,20,66.96,1586
"950","EOF",1992-08-18,0,71.26,3918
"951","EOF",1992-08-18,10,75.21,3278
"952","EOF",1992-08-18,20,76.44,3533
"953","EOF",1993-05-05,0,10.43,3968
"954","EOF",1993-05-05,5,2.62,1815
"955","EOF",1993-05-05,10,11.5,4448
"956","EOF",1993-05-05,20,11.89,2735
"957","EOF",1993-06-16,0,57.58,8259
"958","EOF",1993-06-16,5,65.43,4382
"959","EOF",1993-06-16,10,43.9,7632
"960","EOF",1993-06-16,20,58.84,4543
"961","EOF",1993-07-14,0,37.14,4007
"962","EOF",1993-07-14,5,69.85,13292
"963","EOF",1993-07-14,10,52.65,7600
"964","EOF",1993-07-14,20,46.48,3126
"965","EOF",1993-08-26,0,83.92,13672
"966","EOF",1993-08-26,5,100,11468
"967","EOF",1993-08-26,10,100.01,13889
"968","EOF",1993-08-26,20,75.19,7210
"969","EOF",1995-06-01,20,0.96,73
"970","EOF",1995-07-12,20,60.71,2108
"971","EOF",1995-08-09,20,36.89,4963
"972","EOF",1995-09-21,20,20.29,804
"973","EOF",1998-05-21,0,2.38,82
"974","EOF",1998-05-21,5,2.94,72
"975","EOF",1998-05-21,10,3.43,56
"976","EOF",1998-06-24,0,48.09,3294
"977","EOF",1998-06-24,5,50.28,933
"978","EOF",1998-06-24,10,38.73,352
"979","EOF",1998-06-24,20,33.23,49
"980","EOF",1998-07-23,0,60.12,2135
"981","EOF",1998-07-23,5,62.12,2766
"982","EOF",1998-07-23,10,69.76,1552
"983","EOF",1998-07-23,20,66.19,259
"984","EOF",1998-08-26,0,84.48,9977
"985","EOF",1998-08-26,5,77.93,4036
"986","EOF",1998-08-26,10,80.98,3642
"987","EOF",1998-08-26,20,87.62,3362
"988","EOF",1999-05-10,0,0.01,15
"989","EOF",1999-05-10,5,6.97,72
"990","EOF",1999-05-10,10,5.82,26
"991","EOF",1999-05-10,20,0.04,4
"992","EOF",1999-06-09,0,69.05,1253
"993","EOF",1999-06-09,5,54.28,1103
"994","EOF",1999-06-09,10,39.6,1101
"995","EOF",1999-06-09,20,12.62,77
"996","EOF",1999-07-22,0,41.4,3477
"997","EOF",1999-07-22,5,34.01,1165
"998","EOF",1999-07-22,10,29.45,2539
"999","EOF",1999-07-22,20,20.15,1446
"1000","EOF",1999-09-01,0,27.66,533
"1001","EOF",1999-09-01,5,26.59,704
"1002","EOF",1999-09-01,10,31.07,1186
"1003","EOF",1999-09-01,20,19.21,490
"1004","EOF",2000-04-26,5,0.91,3329
"1005","EOF",2000-04-26,10,0.14,13
"1006","EOF",2000-04-26,20,0.01,4
"1007","EOF",2000-06-01,0,34.29,552
"1008","EOF",2000-06-01,5,22.33,1484
"1009","EOF",2000-06-01,10,50.18,605
"1010","EOF",2000-06-01,20,43.03,43
"1011","EOF",2000-07-13,0,46.99,1624
"1012","EOF",2000-07-13,5,73.63,1297
"1013","EOF",2000-07-13,10,55.09,707
"1014","EOF",2000-07-13,20,85.86,1111
"1015","EOF",2000-08-22,0,82.1,10575
"1016","EOF",2000-08-22,5,79.12,9400
"1017","EOF",2000-08-22,10,70.57,4431
"1018","EOF",2000-08-22,20,82.48,2022
"1019","EOF",2001-05-14,0,7.46,230
"1020","EOF",2001-05-14,5,4.77,560
"1021","EOF",2001-05-14,10,51.85,529
"1022","EOF",2001-05-14,20,28.28,238
"1023","EOF",2001-06-28,0,43.78,145
"1024","EOF",2001-06-28,5,42.47,291
"1025","EOF",2001-06-28,10,73.09,508
"1026","EOF",2001-06-28,20,10.87,13
"1027","EOF",2001-08-01,0,43.05,6380
"1028","EOF",2001-08-01,5,45.44,7351
"1029","EOF",2001-08-01,10,29.14,6017
"1030","EOF",2001-08-01,20,32.13,3888
"1031","EOF",2001-08-30,0,1.48,105
"1032","EOF",2001-08-30,5,12.58,344
"1033","EOF",2001-08-30,10,13.6,482
"1034","EOF",2001-08-30,20,3.68,117
"1035","EOF",2003-05-01,5,0.76,8
"1036","EOF",2003-05-01,10,0.07,14
"1037","EOF",2003-05-01,20,0.16,58
"1038","EOF",2003-06-05,0,0.23,27
"1039","EOF",2003-06-05,5,1.12,107
"1040","EOF",2003-06-05,10,2.32,248
"1041","EOF",2003-06-05,20,9.49,148
"1042","EOF",2003-07-08,0,57.57,29451
"1043","EOF",2003-07-08,5,38.94,11523
"1044","EOF",2003-07-08,10,92.68,1778
"1045","EOF",2003-07-08,20,60.06,213
"1046","EOF",2003-08-14,0,37.72,14933
"1047","EOF",2003-08-14,5,66.81,8290
"1048","EOF",2003-08-14,10,49.13,6802
"1049","EOF",2003-08-14,20,70.02,956
"1050","EOF",2004-06-03,0,25.31,1706
"1051","EOF",2004-06-03,10,32.15,2762
"1052","EOF",2004-06-03,20,27.93,622
"1053","EOF",2004-07-08,0,59.84,8196
"1054","EOF",2004-07-08,5,73.01,7227
"1055","EOF",2004-07-08,20,79,594
"1056","EOF",2004-08-12,0,9.48,8089
"1057","EOF",2004-08-12,5,20.87,9415
"1058","EOF",2004-08-12,10,24.07,8942
"1059","EOF",2004-08-12,20,33.66,4408
"1060","EOF",2004-09-09,0,59.28,5751
"1061","EOF",2004-09-09,5,53.78,4985
"1062","EOF",2004-09-09,10,59.2,5604
"1063","EOF",2004-09-09,20,52.83,2472
"1064","EOF",2005-03-16,5,0.07,2
"1065","EOF",2005-04-12,0,0.03,6
"1066","EOF",2005-05-18,0,2.66,29
"1067","EOF",2005-05-18,5,1.05,146
"1068","EOF",2005-05-18,10,2.45,81
"1069","EOF",2005-05-18,20,0.77,10
"1070","EOF",2005-06-15,0,30.76,3530
"1071","EOF",2005-06-15,5,42.59,4464
"1072","EOF",2005-06-15,10,42.49,1055
"1073","EOF",2005-06-15,20,31.14,699
"1074","EOF",2005-07-12,0,91.73,24489
"1075","EOF",2005-07-12,5,94.82,21072
"1076","EOF",2005-07-12,10,89.5,17708
"1077","EOF",2005-07-12,20,72.75,3464
"1078","EOF",2005-08-10,0,65.1,26042
"1079","EOF",2005-08-10,5,70.84,18898
"1080","EOF",2005-08-10,10,60.03,26550
"1081","EOF",2005-08-10,20,34.06,4024
"1082","EOF",2005-09-06,0,30.38,3411
"1083","EOF",2005-09-06,5,16.09,4150
"1084","EOF",2005-09-08,10,30.26,3727
"1085","EOF",2005-09-08,20,3.44,1340
"1086","EOF",2005-09-29,0,36.71,4266
"1087","EOF",2005-09-29,5,48.16,3258
"1088","EOF",2005-09-29,10,32.75,4703
"1089","EOF",2005-09-29,20,23.79,3702
"1090","EOF",2005-11-02,0,40.95,1077
"1091","EOF",2005-11-02,5,37.9,1410
"1092","EOF",2005-11-02,10,46.37,1337
"1093","EOF",2005-11-02,20,24.96,1303
"1094","EOF",2006-06-22,0,72.77,8260
"1095","EOF",2006-06-22,5,64.34,7866
"1096","EOF",2006-06-22,10,65.61,4999
"1097","EOF",2006-06-22,20,80.44,989
"1098","EOF",2006-07-20,0,84.44,15694
"1099","EOF",2006-07-20,5,83.98,17248
"1100","EOF",2006-07-20,10,82.36,16637
"1101","EOF",2006-07-20,20,72.91,5912
"1102","EOF",2007-06-20,0,18.41,1748
"1103","EOF",2007-06-20,10,9.46,748
"1104","EOF",2007-06-20,20,26.51,363
"1105","EOF",2008-08-20,0,31.78,93293
"1106","EOF",2008-08-20,5,24.91,36410
"1107","EOF",2008-08-20,10,24.15,28004
"1108","EOF",2008-08-20,20,32.83,46603
"1109","EOF",2009-07-08,0,28.5,397174
"1110","EOF",2009-07-08,5,29.01,327249
"1111","EOF",2009-07-08,10,37.57,505108
"1112","EOF",2009-07-08,20,57.37,114664
"1113","EOF",2009-09-28,0,62.85,65650
"1114","EOF",2009-09-28,5,78.23,38037
"1115","EOF",2009-09-28,10,66.02,13396
"1116","EOF",2009-09-28,20,47.48,38527
"1117","EOF",2010-05-12,0,4.28,2554
"1118","EOF",2010-05-12,5,4.93,2697
"1119","EOF",2010-05-12,10,7.59,600
"1120","EOF",2010-05-12,20,8.3,227
"1121","EOF",2010-05-26,0,6.59,33275
"1122","EOF",2010-05-26,5,12.43,28871
"1123","EOF",2010-05-26,10,3.31,5077
"1124","EOF",2010-06-16,0,46.38,299844
"1125","EOF",2010-06-16,5,57.34,501864
"1126","EOF",2010-06-16,10,76.33,184695
"1127","EOF",2010-06-16,20,46.96,47600
"1128","EOF",2010-07-14,0,91.74,428285
"1129","EOF",2010-07-14,5,86.21,389846
"1130","EOF",2010-07-14,10,75.73,379186
"1131","EOF",2010-07-14,20,59.86,52380
"1132","EOF",2010-08-12,0,77.91,357759
"1133","EOF",2010-08-12,5,84.16,435412
"1134","EOF",2010-08-12,10,72.55,368690
"1135","EOF",2010-08-12,20,79.72,380257
"1136","EOF",2010-09-08,0,28.48,119051
"1137","EOF",2010-09-08,5,25.17,39381
"1138","EOF",2010-09-08,10,7.44,59946
"1139","EOF",2010-09-08,20,12.26,45891
"1140","EOF",2010-11-30,0,1.75,586
"1141","EOF",2010-11-30,5,3.06,660
"1142","EOF",2010-11-30,10,1.06,1653
"1143","EOF",2010-11-30,20,3.34,969
"1144","EOF",2011-03-30,0,0.05,1047
"1145","EOF",2011-03-30,5,0.6,802
"1146","EOF",2011-03-30,10,0.11,1172
"1147","EOF",2011-03-30,20,0.05,611
"1148","EOF",2011-05-26,0,0,785
"1149","EOF",2011-05-26,20,0.04,3748
"1150","EOF",2011-06-23,0,54.83,471652
"1151","EOF",2011-06-23,5,29.25,176821
"1152","EOF",2011-06-23,10,86.32,184026
"1153","EOF",2011-06-23,20,7.16,26988
"1154","EOF",2011-07-28,0,62.71,891857
"1155","EOF",2011-07-28,5,91.49,360116
"1156","EOF",2011-07-28,10,16.92,207911
"1157","EOF",2011-07-28,20,94.78,39461
"1158","EOF",2011-08-24,0,81.01,245192
"1159","EOF",2011-08-24,5,60.24,159698
"1160","EOF",2011-08-24,10,84.46,161102
"1161","EOF",2011-08-24,20,91.91,49442
"1162","EOF",2012-04-19,0,68.77,34373
"1163","EOF",2012-04-19,5,22.86,2197
"1164","EOF",2012-04-19,10,36.35,9422
"1165","EOF",2012-05-24,5,63.94,69030
"1166","EOF",2012-05-24,10,78.39,54277
"1167","EOF",2012-05-24,20,60.9,2126
"1168","EOF",2013-07-23,20,100,62935
"1169","EOF",2013-07-24,0,99.99,484175
"1170","EOF",2013-07-24,5,99.97,638834
"1171","EOF",2013-07-24,10,93.65,563751
"1172","EOF",2013-07-24,20,100,62935
"1173","EOF",2013-08-27,0,88.28,260551
"1174","EOF",2013-08-27,5,83.26,248967
"1175","EOF",2013-08-27,10,87.5,61912
"1176","EOF",2013-08-27,20,78.65,69945
"1177","EOF",2013-09-24,0,72.88,205504
"1178","EOF",2013-09-24,5,74.66,203978
"1179","EOF",2013-09-24,10,63.87,150263
"1180","EOF",2013-09-24,20,69.37,8234
"1181","EOF",2013-10-29,0,66.19,13060
"1182","EOF",2013-10-29,5,97.57,10216
"1183","EOF",2013-10-29,10,56.67,17601
"1184","EOF",2013-10-29,20,96.55,7024
"1185","EOF",2014-07-15,0,71.88,737119
"1186","EOF",2014-07-15,5,92.4,423942
"1187","EOF",2014-07-15,10,91.82,342717
"1188","EOF",2014-07-15,20,74.04,63087
"1189","EOF",2014-08-12,0,49.75,697872
"1190","EOF",2014-08-12,5,51.62,550934
"1191","EOF",2014-08-12,10,67.43,564400
"1192","EOF",2014-08-12,20,88.95,64614
"1193","EOF",2014-09-15,0,14.94,413439
"1194","EOF",2014-09-15,5,14.46,344729
"1195","EOF",2014-09-15,10,48.55,395975
"1196","EOF",2014-09-15,20,68.08,238314
"1197","EOF",2015-06-09,0,22.31,2970
"1198","EOF",2015-06-09,5,41.99,13161
"1199","EOF",2015-06-09,10,17.53,8081
"1200","EOF",2015-06-18,0,72.89,362581
"1201","EOF",2015-06-18,5,97.08,173101
"1202","EOF",2015-06-18,10,91.41,75484
"1203","EOF",2015-06-18,20,83.92,13031
"1204","EOF",2015-06-30,0,37.35,21230
"1205","EOF",2015-06-30,5,40.7,20235
"1206","EOF",2015-06-30,10,36.36,6434
"1207","EOF",2015-06-30,20,55.03,1891
"1208","EOF",2015-07-21,0,62.15,45908
"1209","EOF",2015-07-21,5,89.79,4180
"1210","EOF",2015-07-21,10,90.03,30903
"1211","EOF",2015-07-21,20,96.35,1924
"1212","EOF",2015-07-29,0,80.48,1790327
"1213","EOF",2015-07-29,5,48.73,206896
"1214","EOF",2015-07-29,10,68.63,138586
"1215","EOF",2015-07-29,20,77.07,55944
"1216","EOF",2015-08-12,0,89.77,105157
"1217","EOF",2015-08-12,5,61.78,88642
"1218","EOF",2015-08-12,10,85.86,33018
"1219","EOF",2015-08-12,20,80.84,5838
"1220","EOF",2015-09-01,0,45.32,12552
"1221","EOF",2015-09-01,5,50.25,16014
"1222","EOF",2015-09-01,10,84.55,46213
"1223","EOF",2015-09-01,20,80.46,8460
"1224","EOF",2015-09-22,0,48.31,23808
"1225","EOF",2015-09-22,5,69.51,17913
"1226","EOF",2015-09-22,10,72.5,46104
"1227","EOF",2015-09-22,20,84.71,27798
"1228","EOF",2015-10-13,0,30.78,3084
"1229","EOF",2015-10-13,5,20.06,7497
"1230","EOF",2015-10-13,10,30.93,11113
"1231","EOF",2015-10-13,20,36.71,3682
"1232","EOF",2015-11-24,0,1.21,66
"1233","EOF",2015-11-24,20,17.77,66
"1234","EOF",2015-12-08,5,0.75,33
"1235","EOF",2015-12-08,10,1.71,33
"1236","EOF",2016-06-07,0,65.34,68558
"1237","EOF",2016-06-07,5,98.4,50222
"1238","EOF",2016-06-07,10,99.4,12128
"1239","EOF",2016-06-16,0,67.39,54959
"1240","EOF",2016-06-16,5,95.38,87487
"1241","EOF",2016-06-16,10,92.62,30548
"1242","EOF",2016-08-04,0,95.05,709415
"1243","EOF",2016-08-04,5,93.25,305868
"1244","EOF",2016-08-04,10,94.58,482692
"1245","EOF",2016-08-04,20,53.93,134458
"1246","EOF",2016-08-11,0,79.29,1803370
"1247","EOF",2016-08-11,5,76.07,592569
"1248","EOF",2016-08-11,10,76.16,596939
"1249","EOF",2016-08-11,20,51.02,219143
"1250","EOF",2016-08-30,0,58.13,116209
"1251","EOF",2016-08-30,5,27.46,13201
"1252","EOF",2016-08-30,10,15.81,73462
"1253","EOF",2016-08-30,20,37.82,9336
"1254","EOF",2016-09-13,0,49.05,890318
"1255","EOF",2016-09-13,5,68.14,394408
"1256","EOF",2016-09-13,10,47.43,381722
"1257","EOF",2016-09-13,20,25.93,218057
"1258","EOF",2016-09-20,0,44.76,65643
"1259","EOF",2016-09-20,5,46.66,116809
"1260","EOF",2016-09-20,10,48.49,45393
"1261","EOF",2016-09-20,20,23.56,25561
"1262","EOF",2016-10-11,0,54.05,20433
"1263","EOF",2016-10-11,5,42.22,27472
"1264","EOF",2016-10-11,10,30.11,45709
"1265","EOF",2016-10-11,20,33.54,45197
"1266","EOF",2016-11-01,0,11.37,1964
"1267","EOF",2016-11-01,5,31.06,6664
"1268","EOF",2016-11-01,10,10.04,3848
"1269","EOF",2016-11-01,20,24.58,1980
"1270","EOF",2017-05-16,0,10.68,16769
"1271","EOF",2017-05-16,5,80.82,10893
"1272","EOF",2017-05-16,10,26.25,1100
"1273","EOF",2017-06-06,0,60.78,117071
"1274","EOF",2017-06-06,5,69.16,132423
"1275","EOF",2017-06-06,10,52.68,99572
"1276","EOF",2017-06-12,0,94.28,3248764
"1277","EOF",2017-06-12,5,75.18,798993
"1278","EOF",2017-06-12,10,90.77,1105069
"1279","EOF",2017-06-12,20,80.77,612515
"1280","EOF",2017-06-20,0,93.53,168342
"1281","EOF",2017-06-20,5,96.2,152628
"1282","EOF",2017-06-20,10,97.89,122114
"1283","EOF",2017-07-11,0,93.04,15036032
"1284","EOF",2017-07-11,5,88.13,2023989
"1285","EOF",2017-07-11,10,91.14,1510053
"1286","EOF",2017-07-11,20,93.59,387221
"1287","EOF",2017-07-20,0,88.25,789164
"1288","EOF",2017-07-20,5,82.81,387235
"1289","EOF",2017-07-20,10,69.79,436830
"1290","EOF",2017-08-03,0,89.14,526652
"1291","EOF",2017-08-03,5,71.74,342275
"1292","EOF",2017-08-03,10,84.94,280152
"1293","EOF",2018-06-14,0,81.2,377415
"1294","EOF",2018-06-14,5,80.29,398573
"1295","EOF",2018-06-14,10,87.88,412380
"1296","EOF",2018-06-14,20,42.37,20660
"1297","EOF",2018-06-26,0,49.23,1839366
"1298","EOF",2018-06-26,5,64.64,2037853
"1299","EOF",2018-06-26,10,82.17,4079008
"1300","EOF",2018-06-26,20,68.51,1831302
"1301","EOF",2018-07-12,0,84.59,1789760
"1302","EOF",2018-07-12,5,77.53,1121518
"1303","EOF",2018-07-12,10,84.86,1076177
"1304","EOF",2018-07-17,0,96.06,2498402
"1305","EOF",2018-07-17,5,92.74,1778006
"1306","EOF",2018-07-17,10,94.78,1938770
"1307","EOF",2018-07-17,20,92.33,3870762
"1308","EOF",2018-08-02,0,36.93,433247
"1309","EOF",2018-08-02,5,52.32,424193
"1310","EOF",2018-08-02,10,52.63,478709
"1311","EOF",2019-06-06,0,16.27,23201
"1312","EOF",2019-06-06,5,12.17,24208
"1313","EOF",2019-06-06,10,21.73,18895
"1314","EOF",2019-07-02,0,36.64,246146
"1315","EOF",2019-07-02,5,27.15,496938
"1316","EOF",2019-07-02,10,38.36,188928
"1317","EOF",2019-07-18,0,58.23,263784
"1318","EOF",2019-07-18,5,40.92,382000
"1319","EOF",2019-07-18,10,51.38,219098
"1320","EOF",2019-07-24,0,66,1100254
"1321","EOF",2019-07-24,5,76.42,1040437
"1322","EOF",2019-07-24,10,93.91,1416262
"1323","EOF",2019-07-24,20,73.21,1029565
"1324","EOF",2019-07-30,0,78.08,499480
"1325","EOF",2019-07-30,5,77.59,276421
"1326","EOF",2019-07-30,10,66.01,220620
"1327","EOF",2019-08-13,0,74.51,630913
"1328","EOF",2019-08-13,5,60.18,515450
"1329","EOF",2019-08-13,10,83.47,680297
"1330","EOF",2019-09-05,0,77.23,176188
"1331","EOF",2019-09-05,5,76.48,95644
"1332","EOF",2019-09-05,10,77.62,137816
