"","sampledate","TotP_kgday"
"179",2015-07-22,39.2807119981198
"180",2015-07-23,35.5091236227407
"181",2015-07-24,31.0844469866656
"182",2015-07-25,37.7430407167554
"183",2015-07-26,36.585077602245
"184",2015-07-27,32.0716392890213
"185",2015-07-28,33.0753214950148
"186",2015-07-29,24.900586328073
"187",2015-07-30,39.2606011660866
"188",2015-07-31,36.1223816710888
"189",2015-08-01,32.5362680130371
"190",2015-08-02,22.4591508918382
"191",2015-08-03,39.5936287155207
"192",2015-08-04,33.7596524959861
"193",2015-08-05,34.4133034685273
"194",2015-08-06,28.4958012385777
"195",2015-08-07,35.2892745513908
"196",2015-08-08,42.8735048011168
"197",2015-08-09,35.4118478707167
"198",2015-08-10,37.6026318785095
"199",2015-08-11,35.732789348345
"200",2015-08-12,34.0727160077815
"201",2015-08-13,28.4792134720102
"202",2015-08-14,35.8879265574959
"203",2015-08-15,26.8052680611757
"204",2015-08-16,25.7095702356243
"205",2015-08-17,42.9008574899405
"206",2015-08-18,60.8078652798976
"207",2015-08-19,127.027305909437
"208",2015-08-20,78.3829220126463
"209",2015-08-21,32.7232596057732
"210",2015-08-22,29.7685331037783
"211",2015-08-23,35.7845588381042
"212",2015-08-24,32.8475455263672
"213",2015-08-25,29.9360744392562
"214",2015-08-26,23.9775676418036
"215",2015-08-27,25.0563351805339
"216",2015-08-28,30.5843674164017
"217",2015-08-29,127.809964688926
"218",2015-08-30,70.9202864529502
"219",2015-08-31,47.6223034600322
"220",2015-09-01,34.3134343488689
"221",2015-09-02,30.6944142807386
"222",2015-09-03,30.0482742880444
"223",2015-09-04,24.2884537034153
"224",2015-09-05,22.7319927395674
"225",2015-09-06,23.2687464426995
"226",2015-09-07,25.6529320651174
"227",2015-09-08,26.4151619580515
"228",2015-09-09,28.2996594619238
"229",2015-09-10,33.4415245775838
"230",2015-09-11,29.4987739383316
"231",2015-09-12,24.8405229550301
"232",2016-07-13,24.2484766966731
"233",2016-07-14,27.4307345099916
"234",2016-07-15,26.2854935763294
"235",2016-07-16,21.6511945450478
"236",2016-07-17,26.6045267268305
"237",2016-07-18,31.7066105616075
"238",2016-07-19,25.187960820848
"239",2016-07-20,24.3272563550023
"240",2016-07-21,90.3274840222344
"241",2016-07-22,572.945861072018
"242",2016-07-23,176.538608568103
"243",2016-07-24,184.575601661631
"244",2016-07-25,106.456273449866
"245",2016-07-26,67.7251351986566
"246",2016-07-27,49.8794629998273
"247",2016-07-28,59.1087201646906
"248",2016-07-29,73.4608081054065
"249",2016-07-30,43.3434915205283
"250",2016-07-31,34.7363979306068
"251",2016-08-01,32.9696295310452
"252",2016-08-02,30.8523650491155
"253",2016-08-03,27.5062357601792
"254",2016-08-04,24.700530034235
"255",2016-08-05,100.159478970514
"256",2016-08-06,74.8738509459234
"257",2016-08-07,55.9059600676206
"258",2016-08-08,41.926387368433
"259",2016-08-09,37.8548491138251
"260",2016-08-10,33.8112017941537
"261",2016-08-11,37.3246766927087
"262",2016-08-12,36.376531699264
"263",2016-08-13,39.1918035265767
"264",2016-08-14,34.8260893055866
"265",2016-08-15,32.4151381719227
"266",2016-08-16,27.9016998586991
"267",2016-08-17,39.7547600291097
"268",2016-08-18,30.4879724307441
"269",2016-08-19,50.5143976870822
"270",2016-08-20,70.6208258883694
"271",2016-08-21,73.7813091998516
"272",2016-08-22,49.7321548250445
"273",2016-08-23,43.8737128731095
"274",2016-08-24,46.534801654835
"275",2016-08-25,41.9912704907588
"276",2016-08-26,38.1873873486112
"277",2016-08-27,76.1398058032491
"278",2016-08-28,73.8405162722606
"279",2016-08-29,50.4551906146732
"280",2016-08-30,41.9775696806146
"281",2016-08-31,35.1177208357993
"282",2016-09-01,32.849062401776
"283",2016-09-02,31.3194158806389
"284",2016-09-03,28.7859648248463
"285",2016-09-04,27.394280568715
"286",2016-09-05,27.5727825523082
"287",2016-09-06,30.7822951915208
"288",2016-09-07,192.651739926999
"289",2016-09-08,310.105604748164
"290",2016-09-09,134.328369772361
"291",2016-09-10,95.465777140964
"292",2016-09-11,69.0956321305292
"293",2017-07-14,64.802140751585
"294",2017-07-15,51.5047705346499
"295",2017-07-16,56.3964490707836
"296",2017-07-17,52.2544495068626
"297",2017-07-18,48.8408192622336
"298",2017-07-19,55.2546822711222
"299",2017-07-20,471.090123942721
"300",2017-07-21,287.951884059613
"301",2017-07-22,499.482606393372
"302",2017-07-23,289.962967262925
"303",2017-07-24,176.912200301857
"304",2017-07-25,118.286923009398
"305",2017-07-26,100.864630309758
"306",2017-07-27,102.710569819367
"307",2017-07-28,78.3778624991859
"308",2017-07-29,61.7703716582613
"309",2017-07-30,50.2181910649106
"310",2017-07-31,44.0790782308784
"311",2017-08-01,39.711822668747
"312",2017-08-02,35.6122222190759
"313",2017-08-03,31.7730839565393
"314",2017-08-04,36.4323625006017
"315",2017-08-05,32.3270860010137
"316",2017-08-06,29.7427706875607
"317",2017-08-07,27.595560149173
"318",2017-08-08,25.6281727439282
"319",2017-08-09,23.7367269720541
"320",2017-08-10,26.2815545934129
"321",2017-08-11,27.8896627183581
"322",2017-08-12,23.9050756767012
"323",2017-08-13,22.3598934154899
"324",2017-08-14,21.1578185854616
"325",2017-08-15,21.2675718610097
"326",2017-08-16,23.6253344924352
"327",2017-08-17,61.8077797631015
"328",2017-08-18,49.1766236722951
"329",2017-08-19,32.3668770681897
"330",2017-08-20,27.7777148666136
"331",2017-08-21,25.1786418233767
"332",2017-08-22,25.4606558741827
"333",2017-08-23,23.3498063072885
"334",2017-08-24,21.9403843951669
"335",2017-08-25,21.136959102017
"336",2017-08-26,21.8088517246359
"337",2017-08-27,25.3254704698044
"338",2017-08-28,26.6490396803597
"339",2017-08-29,24.0081865059026
"340",2017-08-30,23.1813890985907
"341",2017-08-31,30.4263872891459
"342",2017-09-01,26.157635658805
"343",2017-09-02,19.6218696916581
"344",2017-09-03,16.1648421308973
"345",2017-09-04,19.6682713997287
"346",2017-09-05,16.6324679071322
"347",2017-09-06,13.7724507018324
"348",2017-09-07,12.405961256927
"349",2017-09-08,11.2362252319855
"350",2017-09-09,9.9070362426978
"351",2017-09-10,9.97268514244776
"352",2017-09-11,9.6624572090376
"353",2017-09-12,9.64914540403855
"354",2018-07-14,28.1346136311508
"355",2018-07-15,20.6744833624525
"356",2018-07-16,21.1538624765324
"357",2018-07-17,18.360803087666
"358",2018-07-18,16.0350416342203
"359",2018-07-19,17.8253998929624
"360",2018-07-20,43.7924377100754
"361",2018-07-21,41.2259823812747
"362",2018-07-22,25.2132510484303
"363",2018-07-23,20.847005921047
"364",2018-07-24,18.6248813100494
"365",2018-07-25,15.5559977006742
"366",2018-07-26,19.889857538079
"367",2018-07-27,17.7562010154412
"368",2018-07-28,16.0667932617295
"369",2018-07-29,15.1885224000204
"370",2018-07-30,16.0733256122804
"371",2018-07-31,19.6441726533143
"372",2018-08-01,15.6317436081858
"373",2018-08-02,23.9600746431373
"374",2018-08-03,16.7066210954645
"375",2018-08-04,13.590665416951
"376",2018-08-05,16.7643015061717
"377",2018-08-06,29.7591871940014
"378",2018-08-07,27.1159706297944
"379",2018-08-08,17.2302954180554
"380",2018-08-09,20.9342507227868
"381",2018-08-10,27.4047519021824
"382",2018-08-11,18.7218145418197
"383",2018-08-12,16.6000728308608
"384",2018-08-13,16.0907696794819
"385",2018-08-14,14.9670585903321
"386",2018-08-15,15.3443446496785
"387",2018-08-16,21.6357322021708
"388",2018-08-17,321.106621321999
"389",2018-08-18,108.941747204422
"390",2018-08-19,43.441060861341
"391",2018-08-20,651.304708803983
"392",2018-08-21,4254.44676126372
"393",2018-08-22,483.293631264034
"394",2018-08-23,276.956005289582
"395",2018-08-24,201.009234114972
"396",2018-08-25,174.739887922027
"397",2018-08-26,154.302438361362
"398",2018-08-27,199.497741167276
"399",2018-08-28,173.292250535896
"400",2018-08-29,386.943907211445
"401",2018-08-30,172.448182768082
"402",2018-08-31,113.375182572696
"403",2018-09-01,99.5557136263369
"404",2018-09-02,188.4086479568
"405",2018-09-03,259.216881355356
"406",2018-09-04,161.091434445146
"407",2018-09-05,201.203492030231
"408",2018-09-06,246.921382880217
"409",2018-09-07,136.598055767145
"410",2018-09-08,106.383365567313
"411",2018-09-09,89.106154660807
"412",2018-09-10,77.1269247084076
"413",2018-09-11,64.8505829017378
"414",2018-09-12,57.807632515638
"415",2019-07-14,38.0337719080156
"416",2019-07-15,29.5704585342648
"417",2019-07-16,37.3504366623531
"418",2019-07-17,33.466895542083
"419",2019-07-18,89.8193307602783
"420",2019-07-19,383.211659733765
"421",2019-07-20,203.548287823484
"422",2019-07-21,168.780035509292
"423",2019-07-22,123.336405519515
"424",2019-07-23,70.8424854239169
"425",2019-07-24,53.5841620628237
"426",2019-07-25,51.2659849864221
"427",2019-07-26,43.7827737457773
"428",2019-07-27,47.5999173148859
"429",2019-07-28,38.5788635327498
"430",2019-07-29,45.6682254132132
"431",2019-07-30,39.4959859775108
"432",2019-07-31,30.6956375673586
"433",2019-08-01,27.0988788691395
"434",2019-08-02,26.596541111775
"435",2019-08-03,24.5606839078344
"436",2019-08-04,27.6542142960297
"437",2019-08-05,25.5929910207364
"438",2019-08-06,69.522559160916
"439",2019-08-07,40.5870842453709
"440",2019-08-08,43.1022593990605
"441",2019-08-09,35.2619463282995
"442",2019-08-10,31.8554600775315
"443",2019-08-11,51.7175000778713
"444",2019-08-12,43.6006752995212
"445",2019-08-13,41.6826108107955
"446",2019-08-14,46.4039099864929
"447",2019-08-15,41.6262662290774
"448",2019-08-16,41.2252973407674
"449",2019-08-17,38.1868980339632
"450",2019-08-18,43.4290481867324
"451",2019-08-19,40.3148785066842
"452",2019-08-20,34.561590272606
"453",2019-08-21,33.4500386524592
"454",2019-08-22,31.824266268721
"455",2019-08-23,29.9178719343503
"456",2019-08-24,27.8153358233257
"457",2019-08-25,27.5224076092958
"458",2019-08-26,30.3126999238278
"459",2019-08-27,28.9880028430087
"460",2019-08-28,28.8369758769011
"461",2019-08-29,26.1543817163957
"462",2019-08-30,28.4777699937986
"463",2019-08-31,25.9356091372714
"464",2019-09-01,24.2064445684092
"465",2019-09-02,23.7903558574758
"466",2019-09-03,24.8160816883621
"467",2019-09-04,28.3386089079052
"468",2019-09-05,22.4034179534302
"469",2019-09-06,26.7752975389852
"470",2019-09-07,23.6798588236627
"471",2019-09-08,24.3787322559727
"472",2019-09-09,22.5306397619122
"473",2019-09-10,108.015474575743
"474",2019-09-11,52.896870708232
"475",2019-09-12,89.8870029760978
"476",2020-07-13,156.333583465242
"477",2020-07-14,131.877148043166
"478",2020-07-15,193.93986073788
"479",2020-07-16,174.336692652068
"480",2020-07-17,132.021251207004
"481",2020-07-18,86.4755991131172
"482",2020-07-19,74.0648670383721
"483",2020-07-20,61.3510779363834
"484",2020-07-21,50.0255723537224
"485",2020-07-22,49.6941106111619
"486",2020-07-23,44.2897037211133
"487",2020-07-24,37.4777343146055
"488",2020-07-25,34.4184412723313
"489",2020-07-26,56.3637139208318
"490",2020-07-27,89.0914752213667
"491",2020-07-28,52.141124234384
"492",2020-07-29,47.9065952705247
"493",2020-07-30,39.5909374849567
"494",2020-07-31,34.8333385020969
"495",2020-08-01,32.5882674806809
"496",2020-08-02,33.6818930586979
"497",2020-08-03,33.442718505325
"498",2020-08-04,31.1042397641775
"499",2020-08-05,29.763219146701
"500",2020-08-06,28.8265534748986
"501",2020-08-07,27.079834743039
"502",2020-08-08,27.1675003553761
"503",2020-08-09,33.6886456008404
"504",2020-08-10,49.4669316063849
"505",2020-08-11,41.2510548638386
"506",2020-08-12,34.9331366711313
"507",2020-08-13,33.1191151560115
"508",2020-08-14,30.066841332363
"509",2020-08-15,29.2167623340988
"510",2020-08-16,29.6827415665431
"511",2020-08-17,29.7853288290712
"512",2020-08-18,29.0427375795349
"513",2020-08-19,26.1226936997907
"514",2020-08-20,26.7495987336718
"515",2020-08-21,26.4903891920362
"516",2020-08-22,25.3116106323995
"517",2020-08-23,25.9061768611938
"518",2020-08-24,24.2806197759007
"519",2020-08-25,21.9829400901041
"520",2020-08-26,22.103382444138
"521",2020-08-27,28.2086175785155
"522",2020-08-28,47.2011454493455
"523",2020-08-29,37.0410699227234
"524",2020-08-30,30.3243676316095
"525",2020-08-31,31.9823882972247
"526",2020-09-01,28.1940653608837
"527",2020-09-02,26.8371958419582
"528",2020-09-03,31.8910723976135
"529",2020-09-04,30.0614857835406
"530",2020-09-05,27.9082273161035
"531",2020-09-06,28.9525030652958
"532",2020-09-07,34.2505574165999
"533",2020-09-08,32.5635962361283
"534",2020-09-09,41.0795305071259
"535",2020-09-10,48.7105392372015
"536",2020-09-11,62.3367288975979
"537",2021-07-14,14.4488132137608
"538",2021-07-15,26.9793906786692
"539",2021-07-16,19.4898648324919
"540",2021-07-17,18.6175415903292
"541",2021-07-18,16.4572736905595
"542",2021-07-19,16.4003199121046
"543",2021-07-20,17.2035641588347
"544",2021-07-21,16.9819584478985
"545",2021-07-22,15.5491595284683
"546",2021-07-23,15.3655760122555
"547",2021-07-24,17.2570340169958
"548",2021-07-25,16.14073359819
"549",2021-07-26,14.6594949751803
"550",2021-07-27,15.5843045530615
"551",2021-07-28,15.5194336636018
"552",2021-07-29,24.0891803130141
"553",2021-07-30,18.1367777157954
"554",2021-07-31,16.7013218178266
"555",2021-08-01,18.1598807069011
"556",2021-08-02,15.4900625518552
"557",2021-08-03,15.7359138036002
"558",2021-08-04,15.2445440340708
"559",2021-08-05,14.0890813174117
"560",2021-08-06,17.4808636630072
"561",2021-08-07,22.8055122654305
"562",2021-08-08,30.5860800176697
"563",2021-08-09,46.5325508074541
"564",2021-08-10,35.9056397477538
"565",2021-08-11,37.2269360917692
"566",2021-08-12,28.3957119273277
"567",2021-08-13,21.8740602412027
"568",2021-08-14,19.1919578419185
"569",2021-08-15,16.5574315058602
"570",2021-08-16,15.8576210359992
"571",2021-08-17,14.9833919132826
"572",2021-08-18,14.6393841431472
"573",2021-08-19,14.2259426244595
"574",2021-08-20,13.1649225280124
"575",2021-08-21,16.2832000045307
"576",2021-08-22,15.3457049443999
"577",2021-08-23,14.5021069186486
"578",2021-08-24,15.7469649749255
"579",2021-08-25,16.3501651606838
"580",2021-08-26,14.3862714620257
"581",2021-08-27,15.2084619719267
"582",2021-08-28,17.0754860497187
"583",2021-08-29,16.4923159590765
"584",2021-08-30,15.5573579953957
"585",2021-08-31,15.8209860483028
"586",2021-09-01,14.7020164180922
"587",2021-09-02,13.8912440655025
"588",2021-09-03,14.3338316111987
"589",2021-09-04,15.0509393538668
"590",2021-09-05,13.5375992433746
"591",2021-09-06,14.6085866792016
"592",2021-09-07,13.4180841405987
"593",2021-09-08,13.9510358689158
"594",2021-09-09,13.6875252515242
"595",2021-09-10,13.2956086842023
"596",2021-09-11,13.4825170934483
"597",2021-09-12,14.0006132290519
"598",2022-07-14,15.6802591555358
"599",2022-07-15,21.1352122487236
"600",2022-07-16,20.8273354721971
"601",2022-07-17,16.6433282457447
"602",2022-07-18,15.2072631510391
"603",2022-07-19,10.1885340665502
"604",2022-07-20,21.1247653809887
"605",2022-07-21,15.5897604113868
"606",2022-07-22,13.964002707088
"607",2022-07-23,19.9129042580002
"608",2022-07-24,57.9673937482125
"609",2022-07-25,31.3477961302234
"610",2022-07-26,19.255705754261
"611",2022-07-27,23.096825741122
"612",2022-07-28,22.430844039451
"613",2022-07-29,18.9994516730993
"614",2022-07-30,18.0000754360082
"615",2022-07-31,14.0848487457065
"616",2022-08-01,25.7221700878105
"617",2022-08-02,14.3192549278346
"618",2022-08-03,26.685337040949
"619",2022-08-04,29.9532493834012
"620",2022-08-05,17.7305609278856
"621",2022-08-06,14.6662768762017
"622",2022-08-07,119.638238807069
"623",2022-08-08,111.294372032043
"624",2022-08-09,65.2076113346567
"625",2022-08-10,47.8499326342854
"626",2022-08-11,40.0169348175123
"627",2022-08-12,36.1994976596148
"628",2022-08-13,32.6249073615237
"629",2022-08-14,27.883913271244
"630",2022-08-15,24.2881111831617
"631",2022-08-16,23.4569613220557
"632",2022-08-17,21.8633858421564
"633",2022-08-18,20.0005894429232
"634",2022-08-19,20.3431096965286
"635",2022-08-20,32.986119434683
"636",2022-08-21,37.9336287721544
"637",2022-08-22,18.8776025394524
"638",2022-08-23,18.2063215601435
"639",2022-08-24,15.5981766233325
"640",2022-08-25,341.017079006759
"641",2022-08-26,193.964081812956
"642",2022-08-27,117.802550439335
"643",2022-08-28,93.6225777933835
"644",2022-08-29,113.058938515689
"645",2022-08-30,49.0992507935789
"646",2022-08-31,36.3779507117433
"647",2022-09-01,31.8845253676231
"648",2022-09-02,31.069865410155
"649",2022-09-03,57.3333887587888
"650",2022-09-04,49.2029854989565
"651",2022-09-05,34.5396445106429
"652",2022-09-06,34.254819347184
"653",2022-09-07,30.9834818021957
"654",2022-09-08,30.3574722141205
"655",2022-09-09,28.7536162334665
"656",2022-09-10,28.18760640753
"657",2022-09-11,62.8282209957893
"658",2022-09-12,206.383132236717
