Site_ID,sampledate,Q_cfs,SRP_mgL,SRP_lbday
USGS_5427910,12/23/2013,18.7,0.0395,3.99
USGS_5427910,12/24/2013,18.7,0.0392,3.96
USGS_5427910,12/25/2013,18.7,0.039,3.93
USGS_5427910,12/26/2013,18.7,0.0387,3.91
USGS_5427910,12/27/2013,18.9,0.0384,3.92
USGS_5427910,12/28/2013,18.9,0.0381,3.9
USGS_5427910,12/29/2013,19.1,0.0378,3.9
USGS_5427910,12/30/2013,19.1,0.0376,3.87
USGS_5427910,12/31/2013,19.1,0.0373,3.84
USGS_5427910,1/1/2014,19.2,0.037,3.84
USGS_5427910,1/2/2014,19.5,0.0368,3.88
USGS_5427910,1/3/2014,19.7,0.0365,3.88
USGS_5427910,1/4/2014,19.7,0.0362,3.85
USGS_5427910,1/5/2014,19.8,0.036,3.84
USGS_5427910,1/6/2014,19.7,0.0357,3.79
USGS_5427910,1/7/2014,19.7,0.0354,3.76
USGS_5427910,1/8/2014,19.8,0.0352,3.76
USGS_5427910,1/9/2014,19.8,0.0349,3.73
USGS_5427910,1/10/2014,19.8,0.0347,3.71
USGS_5427910,1/11/2014,19.9,0.0344,3.7
USGS_5427910,1/12/2014,20,0.0342,3.7
USGS_5427910,1/13/2014,20,0.0339,3.67
USGS_5427910,1/14/2014,20.2,0.0337,3.68
USGS_5427910,1/15/2014,20.3,0.0334,3.66
USGS_5427910,1/16/2014,20.4,0.0332,3.66
USGS_5427910,1/17/2014,20.4,0.033,3.63
USGS_5427910,1/18/2014,20.4,0.0327,3.6
USGS_5427910,1/19/2014,20.4,0.0325,3.58
USGS_5427910,1/20/2014,20.4,0.0322,3.55
USGS_5427910,1/21/2014,19.9,0.032,3.44
USGS_5427910,1/22/2014,19.3,0.0318,3.32
USGS_5427910,1/23/2014,19.2,0.0316,3.27
USGS_5427910,1/24/2014,19.1,0.0313,3.23
USGS_5427910,1/25/2014,19.1,0.0311,3.2
USGS_5427910,1/26/2014,19.3,0.0309,3.22
USGS_5427910,1/27/2014,19.4,0.0306,3.22
USGS_5427910,1/28/2014,19.3,0.0304,3.18
USGS_5427910,1/29/2014,19.2,0.0302,3.13
USGS_5427910,1/30/2014,19.2,0.0301,3.12
USGS_5427910,1/31/2014,19.3,0.0304,3.17
USGS_5427910,2/1/2014,19.3,0.0307,3.2
USGS_5427910,2/2/2014,19.3,0.0311,3.24
USGS_5427910,2/3/2014,19.3,0.0314,3.28
USGS_5427910,2/4/2014,19.2,0.0318,3.3
USGS_5427910,2/5/2014,19,0.0322,3.31
USGS_5427910,2/6/2014,18.9,0.0326,3.33
USGS_5427910,2/7/2014,18.8,0.033,3.35
USGS_5427910,2/8/2014,18.8,0.0334,3.39
USGS_5427910,2/9/2014,18.8,0.0338,3.43
USGS_5427910,2/10/2014,18.8,0.0342,3.47
USGS_5427910,2/11/2014,18.8,0.0346,3.51
USGS_5427910,2/12/2014,18.6,0.035,3.51
USGS_5427910,2/13/2014,18.1,0.0354,3.46
USGS_5427910,2/14/2014,18,0.0358,3.48
USGS_5427910,2/15/2014,17.7,0.0362,3.47
USGS_5427910,2/16/2014,17.6,0.0367,3.49
USGS_5427910,2/17/2014,17.6,0.0371,3.53
USGS_5427910,2/18/2014,17.6,0.0375,3.57
USGS_5427910,2/19/2014,17.7,0.0379,3.63
USGS_5427910,2/20/2014,17,0.0374,3.58
USGS_5427910,2/21/2014,33.8,0.0368,6.71
USGS_5427910,2/22/2014,21.3,0.0361,4.15
USGS_5427910,2/23/2014,13.2,0.0355,2.54
USGS_5427910,2/24/2014,9.89,0.035,1.86
USGS_5427910,2/25/2014,9.83,0.0344,1.83
USGS_5427910,2/26/2014,6.91,0.0338,1.26
USGS_5427910,2/27/2014,9.13,0.0332,1.64
USGS_5427910,2/28/2014,7.43,0.0327,1.31
USGS_5427910,3/1/2014,9.88,0.0321,1.71
USGS_5427910,3/2/2014,12.5,0.0316,2.13
USGS_5427910,3/3/2014,10.1,0.0311,1.69
USGS_5427910,3/4/2014,14.2,0.0306,2.34
USGS_5427910,3/5/2014,17.5,0.03,2.83
USGS_5427910,3/6/2014,18.6,0.0296,2.97
USGS_5427910,3/7/2014,23.1,0.0291,3.63
USGS_5427910,3/8/2014,26.4,0.0287,4.09
USGS_5427910,3/9/2014,31.9,0.0284,4.88
USGS_5427910,3/10/2014,43,0.0398,11.3
USGS_5427910,3/11/2014,119,0.274,194
USGS_5427910,3/12/2014,271,1.18,1730
USGS_5427910,3/13/2014,171,1.5,1380
USGS_5427910,3/14/2014,143,1.33,1010
USGS_5427910,3/15/2014,245,1.34,1770
USGS_5427910,3/16/2014,152,1.64,1350
USGS_5427910,3/17/2014,101,1.65,862
USGS_5427910,3/18/2014,77.1,1.56,734
USGS_5427910,3/19/2014,121,1.28,832
USGS_5427910,3/20/2014,107,1.1,639
USGS_5427910,3/21/2014,76.5,0.902,374
USGS_5427910,3/22/2014,68.3,0.687,254
USGS_5427910,3/23/2014,50.6,0.54,148
USGS_5427910,3/24/2014,41.1,0.403,90.1
USGS_5427910,3/25/2014,30.6,0.25,41.5
USGS_5427910,3/26/2014,25.9,0.154,21.6
USGS_5427910,3/27/2014,25.6,0.112,15.6
USGS_5427910,3/28/2014,47,0.218,56.2
USGS_5427910,3/29/2014,42.2,0.618,141
USGS_5427910,3/30/2014,35.9,0.36,70.1
USGS_5427910,3/31/2014,34.4,0.211,39.1
USGS_5427910,4/1/2014,43.5,0.162,38.1
USGS_5427910,4/2/2014,33.5,0.127,23
USGS_5427910,4/3/2014,30,0.112,18.1
USGS_5427910,4/4/2014,31.4,0.106,18
USGS_5427910,4/5/2014,28,0.101,15.3
USGS_5427910,4/6/2014,25.2,0.0963,13.1
USGS_5427910,4/7/2014,27.4,0.0917,13.6
USGS_5427910,4/8/2014,30.8,0.0873,14.5
USGS_5427910,4/9/2014,28,0.0831,12.6
USGS_5427910,4/10/2014,27.9,0.0792,11.9
USGS_5427910,4/11/2014,26.3,0.0754,10.7
USGS_5427910,4/12/2014,26.1,0.0717,10.1
USGS_5427910,4/13/2014,69.8,0.0892,35.3
USGS_5427910,4/14/2014,168,0.228,204
USGS_5427910,4/15/2014,91.2,0.233,115
USGS_5427910,4/16/2014,71.2,0.184,71.3
USGS_5427910,4/17/2014,60.9,0.148,48.8
USGS_5427910,4/18/2014,49.8,0.122,32.8
USGS_5427910,4/19/2014,38.5,0.0998,20.8
USGS_5427910,4/20/2014,34,0.0825,15.1
USGS_5427910,4/21/2014,32.5,0.074,13
USGS_5427910,4/22/2014,29.9,0.0679,11
USGS_5427910,4/23/2014,27,0.0623,9.08
USGS_5427910,4/24/2014,33.1,0.0571,10.2
USGS_5427910,4/25/2014,39,0.0524,11
USGS_5427910,4/26/2014,34.2,0.048,8.89
USGS_5427910,4/27/2014,31.5,0.044,7.48
USGS_5427910,4/28/2014,43.8,0.0412,9.79
USGS_5427910,4/29/2014,73.5,0.0864,33.4
USGS_5427910,4/30/2014,57.1,0.116,36
USGS_5427910,5/1/2014,51.1,0.0839,23.2
USGS_5427910,5/2/2014,43,0.0713,16.6
USGS_5427910,5/3/2014,38.1,0.0613,12.6
USGS_5427910,5/4/2014,33,0.0527,9.41
USGS_5427910,5/5/2014,27.7,0.0454,6.79
USGS_5427910,5/6/2014,23.8,0.039,5.02
USGS_5427910,5/7/2014,24.4,0.0336,4.42
USGS_5427910,5/8/2014,23.4,0.0293,3.7
USGS_5427910,5/9/2014,22.8,0.0276,3.41
USGS_5427910,5/10/2014,20.7,0.0264,2.94
USGS_5427910,5/11/2014,23.5,0.0266,3.44
USGS_5427910,5/12/2014,55.9,0.0567,18.4
USGS_5427910,5/13/2014,63.6,0.118,40.2
USGS_5427910,5/14/2014,43.1,0.121,28.4
USGS_5427910,5/15/2014,35.8,0.0756,14.8
USGS_5427910,5/16/2014,28.8,0.0521,8.12
USGS_5427910,5/17/2014,23.6,0.0472,6.03
USGS_5427910,5/18/2014,20.3,0.0429,4.71
USGS_5427910,5/19/2014,18.1,0.0397,3.88
USGS_5427910,5/20/2014,18.5,0.0383,3.82
USGS_5427910,5/21/2014,18.5,0.037,3.71
USGS_5427910,5/22/2014,17.1,0.0358,3.3
USGS_5427910,5/23/2014,15.2,0.0346,2.83
USGS_5427910,5/24/2014,16.2,0.0334,2.93
USGS_5427910,5/25/2014,15.2,0.0323,2.66
USGS_5427910,5/26/2014,27.1,0.0313,3.34
USGS_5427910,5/27/2014,25.1,0.0341,4.7
USGS_5427910,5/28/2014,39.5,0.13,27.4
USGS_5427910,5/29/2014,29.1,0.174,27.3
USGS_5427910,5/30/2014,27,0.155,22.7
USGS_5427910,5/31/2014,22.8,0.124,15.3
USGS_5427910,6/1/2014,23.6,0.0924,11.7
USGS_5427910,6/2/2014,87.9,0.162,77.5
USGS_5427910,6/3/2014,59.1,0.23,72.9
USGS_5427910,6/4/2014,49.7,0.246,66
USGS_5427910,6/5/2014,43,0.224,52
USGS_5427910,6/6/2014,37.5,0.202,40.9
USGS_5427910,6/7/2014,33,0.179,32
USGS_5427910,6/8/2014,29.9,0.159,25.7
USGS_5427910,6/9/2014,26.3,0.141,20
USGS_5427910,6/10/2014,25.2,0.125,17
USGS_5427910,6/11/2014,23.7,0.111,14.2
USGS_5427910,6/12/2014,22.3,0.0987,11.9
USGS_5427910,6/13/2014,21.6,0.0879,10.3
USGS_5427910,6/14/2014,21.4,0.0782,9.07
USGS_5427910,6/15/2014,20.6,0.0696,7.78
USGS_5427910,6/16/2014,19.9,0.062,6.65
USGS_5427910,6/17/2014,30,0.0552,8.75
USGS_5427910,6/18/2014,52,0.125,42
USGS_5427910,6/19/2014,55.1,0.233,69.3
USGS_5427910,6/20/2014,104,0.267,155
USGS_5427910,6/21/2014,62.9,0.299,102
USGS_5427910,6/22/2014,42.8,0.308,71.1
USGS_5427910,6/23/2014,46.3,0.315,78.9
USGS_5427910,6/24/2014,33,0.297,53
USGS_5427910,6/25/2014,26.4,0.279,39.8
USGS_5427910,6/26/2014,20.8,0.262,29.5
USGS_5427910,6/27/2014,17.5,0.243,23
USGS_5427910,6/28/2014,14.4,0.214,16.6
USGS_5427910,6/29/2014,15.4,0.188,15.6
USGS_5427910,6/30/2014,54.7,0.205,62.2
USGS_5427910,7/1/2014,88.8,0.277,135
USGS_5427910,7/2/2014,35.5,0.279,53.4
USGS_5427910,7/3/2014,28.8,0.288,44.9
USGS_5427910,7/4/2014,25.9,0.267,37.4
USGS_5427910,7/5/2014,23.7,0.245,31.3
USGS_5427910,7/6/2014,21.3,0.224,25.8
USGS_5427910,7/7/2014,20,0.207,22.4
USGS_5427910,7/8/2014,23.3,0.194,24.4
USGS_5427910,7/9/2014,20.8,0.182,20.5
USGS_5427910,7/10/2014,20.6,0.171,19.1
USGS_5427910,7/11/2014,19.5,0.164,17.2
USGS_5427910,7/12/2014,18.2,0.16,15.7
USGS_5427910,7/13/2014,19.7,0.157,16.6
USGS_5427910,7/14/2014,15.8,0.153,13.1
USGS_5427910,7/15/2014,15.7,0.15,12.7
USGS_5427910,7/16/2014,13.9,0.147,11
USGS_5427910,7/17/2014,15.5,0.143,12
USGS_5427910,7/18/2014,16.7,0.14,12.6
USGS_5427910,7/19/2014,15.5,0.137,11.5
USGS_5427910,7/20/2014,13.4,0.134,9.71
USGS_5427910,7/21/2014,13.9,0.131,9.83
USGS_5427910,7/22/2014,15.5,0.128,10.8
USGS_5427910,7/23/2014,15.2,0.126,10.3
USGS_5427910,7/24/2014,16.5,0.123,10.9
USGS_5427910,7/25/2014,17.8,0.118,11.3
USGS_5427910,7/26/2014,15.8,0.114,9.71
USGS_5427910,7/27/2014,13.5,0.109,7.98
USGS_5427910,7/28/2014,13.7,0.105,7.8
USGS_5427910,7/29/2014,13.5,0.101,7.39
USGS_5427910,7/30/2014,14.1,0.0972,7.43
USGS_5427910,7/31/2014,13,0.0935,6.57
USGS_5427910,8/1/2014,16.5,0.09,8.01
USGS_5427910,8/2/2014,29.8,0.0865,13.9
USGS_5427910,8/3/2014,20.1,0.0832,9.06
USGS_5427910,8/4/2014,26.4,0.0943,15.1
USGS_5427910,8/5/2014,45,0.184,55
USGS_5427910,8/6/2014,38.1,0.149,30.6
USGS_5427910,8/7/2014,37.9,0.139,28.4
USGS_5427910,8/8/2014,34.1,0.13,23.9
USGS_5427910,8/9/2014,28.4,0.124,19.1
USGS_5427910,8/10/2014,25.2,0.119,16.2
USGS_5427910,8/11/2014,20.7,0.114,12.8
USGS_5427910,8/12/2014,16,0.109,9.4
USGS_5427910,8/13/2014,17.4,0.104,9.8
USGS_5427910,8/14/2014,17.8,0.0996,9.59
USGS_5427910,8/15/2014,15.8,0.0953,8.16
USGS_5427910,8/16/2014,17.1,0.0912,8.47
USGS_5427910,8/17/2014,16.3,0.0874,7.72
USGS_5427910,8/18/2014,13.2,0.0836,5.96
USGS_5427910,8/19/2014,15.4,0.08,6.69
USGS_5427910,8/20/2014,11.5,0.0766,4.79
USGS_5427910,8/21/2014,11.5,0.0734,4.56
USGS_5427910,8/22/2014,7.75,0.0702,2.95
USGS_5427910,8/23/2014,7.48,0.0672,2.72
USGS_5427910,8/24/2014,8.94,0.0643,3.11
USGS_5427910,8/25/2014,19.9,0.0616,6.59
USGS_5427910,8/26/2014,14.5,0.059,4.64
USGS_5427910,8/27/2014,10.8,0.0564,3.3
USGS_5427910,8/28/2014,7.61,0.054,2.22
USGS_5427910,8/29/2014,9.2,0.0517,2.58
USGS_5427910,8/30/2014,16.3,0.0495,4.33
USGS_5427910,8/31/2014,18.9,0.0474,4.85
USGS_5427910,9/1/2014,12.9,0.0454,3.17
USGS_5427910,9/2/2014,11.8,0.0434,2.77
USGS_5427910,9/3/2014,14.8,0.0416,3.33
USGS_5427910,9/4/2014,43.8,0.124,38.6
USGS_5427910,9/5/2014,40,0.237,50.7
USGS_5427910,9/6/2014,28.7,0.23,35.6
USGS_5427910,9/7/2014,23.7,0.206,26.4
USGS_5427910,9/8/2014,18,0.178,17.4
USGS_5427910,9/9/2014,15.8,0.138,11.8
USGS_5427910,9/10/2014,13.3,0.111,8.01
USGS_5427910,9/11/2014,11.4,0.106,6.53
USGS_5427910,9/12/2014,12,0.102,6.61
USGS_5427910,9/13/2014,11.6,0.0986,6.17
USGS_5427910,9/14/2014,11.9,0.095,6.11
USGS_5427910,9/15/2014,12.3,0.0915,6.07
USGS_5427910,9/16/2014,13.1,0.0882,6.23
USGS_5427910,9/17/2014,13.6,0.0852,6.26
USGS_5427910,9/18/2014,12.4,0.0839,5.63
USGS_5427910,9/19/2014,12.6,0.0828,5.65
USGS_5427910,9/20/2014,13.3,0.0817,5.87
USGS_5427910,9/21/2014,13.4,0.0806,5.83
USGS_5427910,9/22/2014,12.2,0.0795,5.24
USGS_5427910,9/23/2014,12.5,0.0785,5.29
USGS_5427910,9/24/2014,12.8,0.0774,5.37
USGS_5427910,9/25/2014,13.1,0.0764,5.4
USGS_5427910,9/26/2014,13.2,0.0754,5.37
USGS_5427910,9/27/2014,13.5,0.0744,5.44
USGS_5427910,9/28/2014,14.3,0.0734,5.68
USGS_5427910,9/29/2014,14.2,0.0724,5.55
USGS_5427910,9/30/2014,14.6,0.0715,5.63
USGS_5427910,10/1/2014,14,0.071,5.36
USGS_5427910,10/2/2014,13.8,0.0707,5.27
USGS_5427910,10/3/2014,22.6,0.0686,8.37
USGS_5427910,10/4/2014,21.1,0.0663,7.57
USGS_5427910,10/5/2014,19.1,0.0639,6.6
USGS_5427910,10/6/2014,18.1,0.0616,6.01
USGS_5427910,10/7/2014,16.8,0.0592,5.37
USGS_5427910,10/8/2014,16.5,0.0569,5.06
USGS_5427910,10/9/2014,15,0.0546,4.43
USGS_5427910,10/10/2014,14.4,0.0522,4.07
USGS_5427910,10/11/2014,15,0.0499,4.03
USGS_5427910,10/12/2014,15.6,0.0475,4.02
USGS_5427910,10/13/2014,18.4,0.0478,5.01
USGS_5427910,10/14/2014,58.2,0.134,41.6
USGS_5427910,10/15/2014,47.9,0.137,35.3
USGS_5427910,10/16/2014,44.2,0.152,36.2
USGS_5427910,10/17/2014,42.4,0.143,32.8
USGS_5427910,10/18/2014,36.7,0.13,25.8
USGS_5427910,10/19/2014,33.1,0.116,20.8
USGS_5427910,10/20/2014,30.5,0.104,17.1
USGS_5427910,10/21/2014,20.7,0.0947,10.6
USGS_5427910,10/22/2014,21.1,0.0861,9.77
USGS_5427910,10/23/2014,24,0.0774,10
USGS_5427910,10/24/2014,27.7,0.0688,10.3
USGS_5427910,10/25/2014,26,0.0601,8.46
USGS_5427910,10/26/2014,26.3,0.0515,7.3
USGS_5427910,10/27/2014,25.8,0.0428,5.97
USGS_5427910,10/28/2014,25.9,0.0342,4.78
USGS_5427910,10/29/2014,25,0.0299,4.03
USGS_5427910,10/30/2014,20.8,0.0297,3.33
USGS_5427910,10/31/2014,9.74,0.0294,1.55
USGS_5427910,11/1/2014,6.26,0.0292,0.99
USGS_5427910,11/2/2014,13.7,0.029,2.15
USGS_5427910,11/3/2014,14.9,0.0288,2.31
USGS_5427910,11/4/2014,22.4,0.0285,3.45
USGS_5427910,11/5/2014,19.9,0.0283,3.05
USGS_5427910,11/6/2014,20.6,0.0281,3.13
USGS_5427910,11/7/2014,18.5,0.0279,2.79
USGS_5427910,11/8/2014,19.5,0.0276,2.92
USGS_5427910,11/9/2014,19.6,0.0274,2.91
USGS_5427910,11/10/2014,17.2,0.0272,2.53
USGS_5427910,11/11/2014,16.5,0.027,2.4
USGS_5427910,11/12/2014,15.8,0.0268,2.28
USGS_5427910,11/13/2014,11.9,0.0265,1.71
USGS_5427910,11/14/2014,10.9,0.0263,1.54
USGS_5427910,11/15/2014,10.3,0.0261,1.45
USGS_5427910,11/16/2014,10.5,0.0259,1.47
USGS_5427910,11/17/2014,10.5,0.0256,1.45
USGS_5427910,11/18/2014,10.4,0.0254,1.43
USGS_5427910,11/19/2014,10.6,0.0252,1.45
USGS_5427910,11/20/2014,10.5,0.0247,1.4
USGS_5427910,11/21/2014,10.5,0.0231,1.31
USGS_5427910,11/22/2014,12.5,0.0214,1.45
USGS_5427910,11/23/2014,22.9,0.0286,3.78
USGS_5427910,11/24/2014,28.5,0.0628,9.67
USGS_5427910,11/25/2014,21,0.0624,7.16
USGS_5427910,11/26/2014,16.1,0.0492,4.27
USGS_5427910,11/27/2014,14.4,0.0443,3.45
USGS_5427910,11/28/2014,12.6,0.0397,2.71
USGS_5427910,11/29/2014,10.9,0.0356,2.09
USGS_5427910,11/30/2014,9.38,0.0345,1.75
USGS_5427910,12/1/2014,12.5,0.034,2.29
USGS_5427910,12/2/2014,10.8,0.0335,1.96
USGS_5427910,12/3/2014,10.9,0.033,1.94
USGS_5427910,12/4/2014,10.1,0.0325,1.78
USGS_5427910,12/5/2014,10.1,0.032,1.75
USGS_5427910,12/6/2014,10.3,0.0315,1.75
USGS_5427910,12/7/2014,10.4,0.031,1.74
USGS_5427910,12/8/2014,10.1,0.0305,1.66
USGS_5427910,12/9/2014,9.87,0.03,1.6
USGS_5427910,12/10/2014,9.39,0.0295,1.49
USGS_5427910,12/11/2014,9.63,0.029,1.51
USGS_5427910,12/12/2014,9.63,0.0287,1.49
USGS_5427910,12/13/2014,9.39,0.0285,1.44
USGS_5427910,12/14/2014,9.87,0.0282,1.51
USGS_5427910,12/15/2014,16.9,0.0332,3.02
USGS_5427910,12/16/2014,25.5,0.0624,8.67
USGS_5427910,12/17/2014,23.7,0.0448,5.78
USGS_5427910,12/18/2014,18.5,0.0395,3.93
USGS_5427910,12/19/2014,12.8,0.0358,2.49
USGS_5427910,12/20/2014,8.08,0.0338,1.47
USGS_5427910,12/21/2014,6.03,0.0323,1.05
USGS_5427910,12/22/2014,6.81,0.0308,1.13
USGS_5427910,12/23/2014,21.6,0.0398,4.75
USGS_5427910,12/24/2014,22.4,0.0559,6.74
USGS_5427910,12/25/2014,17.4,0.0492,4.71
USGS_5427910,12/26/2014,16.3,0.04,3.52
USGS_5427910,12/27/2014,14.6,0.0316,2.49
USGS_5427910,12/28/2014,13.5,0.0299,2.19
USGS_5427910,12/29/2014,10.6,0.0298,1.71
USGS_5427910,12/30/2014,10.5,0.0297,1.68
USGS_5427910,12/31/2014,10.3,0.0296,1.64
USGS_5427910,1/1/2015,10.4,0.0295,1.65
USGS_5427910,1/2/2015,10.3,0.0294,1.63
USGS_5427910,1/3/2015,10.3,0.0293,1.62
USGS_5427910,1/4/2015,10.3,0.0292,1.62
USGS_5427910,1/5/2015,10.1,0.029,1.59
USGS_5427910,1/6/2015,10.3,0.029,1.6
USGS_5427910,1/7/2015,10.3,0.0288,1.6
USGS_5427910,1/8/2015,10.1,0.0287,1.57
USGS_5427910,1/9/2015,10,0.0286,1.55
USGS_5427910,1/10/2015,10.1,0.0285,1.56
USGS_5427910,1/11/2015,10,0.0284,1.54
USGS_5427910,1/12/2015,10.1,0.0283,1.55
USGS_5427910,1/13/2015,10.2,0.0282,1.56
USGS_5427910,1/14/2015,10.4,0.0281,1.58
USGS_5427910,1/15/2015,10.6,0.028,1.6
USGS_5427910,1/16/2015,10.9,0.0279,1.64
USGS_5427910,1/17/2015,10.9,0.0278,1.64
USGS_5427910,1/18/2015,11.5,0.0277,1.72
USGS_5427910,1/19/2015,11.8,0.0276,1.77
USGS_5427910,1/20/2015,12.1,0.0275,1.8
USGS_5427910,1/21/2015,12.5,0.0274,1.86
USGS_5427910,1/22/2015,13,0.0274,1.92
USGS_5427910,1/23/2015,13.8,0.0273,2.03
USGS_5427910,1/24/2015,13.6,0.0272,2
USGS_5427910,1/25/2015,13.3,0.0271,1.95
USGS_5427910,1/26/2015,12.4,0.027,1.81
USGS_5427910,1/27/2015,11.7,0.0269,1.7
USGS_5427910,1/28/2015,10.9,0.0268,1.58
USGS_5427910,1/29/2015,9.85,0.0267,1.42
USGS_5427910,1/30/2015,10.5,0.0266,1.51
USGS_5427910,1/31/2015,10.5,0.0265,1.51
USGS_5427910,2/1/2015,10.1,0.0264,1.45
USGS_5427910,2/2/2015,8.69,0.0264,1.24
USGS_5427910,2/3/2015,9.77,0.0263,1.39
USGS_5427910,2/4/2015,9.7,0.0262,1.37
USGS_5427910,2/5/2015,9.55,0.0261,1.35
USGS_5427910,2/6/2015,9.63,0.026,1.35
USGS_5427910,2/7/2015,9.63,0.0259,1.35
USGS_5427910,2/8/2015,9.7,0.0258,1.35
USGS_5427910,2/9/2015,9.7,0.0257,1.35
USGS_5427910,2/10/2015,9.63,0.0256,1.33
USGS_5427910,2/11/2015,9.63,0.0255,1.33
USGS_5427910,2/12/2015,9.63,0.0254,1.32
USGS_5427910,2/13/2015,9.55,0.0254,1.31
USGS_5427910,2/14/2015,9.55,0.0253,1.3
USGS_5427910,2/15/2015,9.33,0.0252,1.27
USGS_5427910,2/16/2015,9.4,0.0251,1.27
USGS_5427910,2/17/2015,9.48,0.025,1.28
USGS_5427910,2/18/2015,9.4,0.025,1.27
USGS_5427910,2/19/2015,9.4,0.025,1.27
USGS_5427910,2/20/2015,9.55,0.025,1.29
USGS_5427910,2/21/2015,9.63,0.025,1.3
USGS_5427910,2/22/2015,9.33,0.025,1.26
USGS_5427910,2/23/2015,9.55,0.025,1.29
USGS_5427910,2/24/2015,9.55,0.025,1.29
USGS_5427910,2/25/2015,9.68,0.025,1.31
USGS_5427910,2/26/2015,9.46,0.025,1.28
USGS_5427910,2/27/2015,9.39,0.025,1.27
USGS_5427910,2/28/2015,9.54,0.025,1.29
USGS_5427910,3/1/2015,9.61,0.025,1.3
USGS_5427910,3/2/2015,9.54,0.025,1.29
USGS_5427910,3/3/2015,9.54,0.025,1.29
USGS_5427910,3/4/2015,9.39,0.025,1.27
USGS_5427910,3/5/2015,11.1,0.0258,1.55
USGS_5427910,3/6/2015,16.1,0.0352,3.06
USGS_5427910,3/7/2015,22.4,0.0467,5.68
USGS_5427910,3/8/2015,43,0.117,40.2
USGS_5427910,3/9/2015,110,0.678,414
USGS_5427910,3/10/2015,107,0.686,404
USGS_5427910,3/11/2015,60.8,0.387,131
USGS_5427910,3/12/2015,29.5,0.215,35.7
USGS_5427910,3/13/2015,17,0.124,11.3
USGS_5427910,3/14/2015,21.7,0.11,12.9
USGS_5427910,3/15/2015,16.9,0.0963,8.73
USGS_5427910,3/16/2015,16.5,0.0834,7.4
USGS_5427910,3/17/2015,18.7,0.0773,7.8
USGS_5427910,3/18/2015,15.3,0.0724,5.99
USGS_5427910,3/19/2015,12.1,0.0675,4.4
USGS_5427910,3/20/2015,15,0.0626,5.06
USGS_5427910,3/21/2015,16,0.0577,4.99
USGS_5427910,3/22/2015,10.5,0.0528,3.01
USGS_5427910,3/23/2015,14.6,0.0497,3.91
USGS_5427910,3/24/2015,13.3,0.049,3.53
USGS_5427910,3/25/2015,20.1,0.0483,5.25
USGS_5427910,3/26/2015,18.1,0.0476,4.67
USGS_5427910,3/27/2015,16.3,0.0469,4.13
USGS_5427910,3/28/2015,15.6,0.0462,3.88
USGS_5427910,3/29/2015,16.8,0.0456,4.14
USGS_5427910,3/30/2015,15.5,0.0449,3.76
USGS_5427910,3/31/2015,18.2,0.0442,4.34
USGS_5427910,4/1/2015,18.3,0.0435,4.29
USGS_5427910,4/2/2015,22.2,0.0428,5.12
USGS_5427910,4/3/2015,22.3,0.0421,5.08
USGS_5427910,4/4/2015,20.4,0.0414,4.56
USGS_5427910,4/5/2015,19.1,0.0407,4.21
USGS_5427910,4/6/2015,19.3,0.04,4.18
USGS_5427910,4/7/2015,22.9,0.0394,4.87
USGS_5427910,4/8/2015,44.5,0.069,16.4
USGS_5427910,4/9/2015,112,0.107,69.4
USGS_5427910,4/10/2015,177,0.255,242
USGS_5427910,4/11/2015,108,0.258,151
USGS_5427910,4/12/2015,86.4,0.211,99.1
USGS_5427910,4/13/2015,77.8,0.154,64.9
USGS_5427910,4/14/2015,59.7,0.0892,29.1
USGS_5427910,4/15/2015,45.2,0.0833,20.3
USGS_5427910,4/16/2015,38.1,0.0943,19.4
USGS_5427910,4/17/2015,33.4,0.105,18.9
USGS_5427910,4/18/2015,29.2,0.114,17.9
USGS_5427910,4/19/2015,27.4,0.124,18.3
USGS_5427910,4/20/2015,44.2,0.139,33.4
USGS_5427910,4/21/2015,42.6,0.138,31.8
USGS_5427910,4/22/2015,35.4,0.103,19.9
USGS_5427910,4/23/2015,30.9,0.0683,11.4
USGS_5427910,4/24/2015,28.1,0.0399,6.04
USGS_5427910,4/25/2015,29.9,0.0411,6.62
USGS_5427910,4/26/2015,28.6,0.0458,7.07
USGS_5427910,4/27/2015,26.7,0.0504,7.26
USGS_5427910,4/28/2015,24.2,0.0551,7.2
USGS_5427910,4/29/2015,24.1,0.0598,7.8
USGS_5427910,4/30/2015,23.2,0.0645,8.09
USGS_5427910,5/1/2015,21.6,0.0692,8.09
USGS_5427910,5/2/2015,22.3,0.0739,8.89
USGS_5427910,5/3/2015,22.7,0.078,9.59
USGS_5427910,5/4/2015,27.4,0.0793,11.7
USGS_5427910,5/5/2015,27.1,0.0803,11.7
USGS_5427910,5/6/2015,31.8,0.0813,14
USGS_5427910,5/7/2015,29,0.0822,12.9
USGS_5427910,5/8/2015,23.2,0.0832,10.4
USGS_5427910,5/9/2015,19.8,0.0842,9.02
USGS_5427910,5/10/2015,20,0.0852,9.18
USGS_5427910,5/11/2015,23.5,0.0861,10.9
USGS_5427910,5/12/2015,23.9,0.0871,11.2
USGS_5427910,5/13/2015,18.1,0.0881,8.62
USGS_5427910,5/14/2015,16.3,0.089,7.84
USGS_5427910,5/15/2015,18.3,0.09,8.91
USGS_5427910,5/16/2015,18.6,0.091,9.13
USGS_5427910,5/17/2015,19.1,0.092,9.48
USGS_5427910,5/18/2015,17.6,0.0929,8.85
