    Date,    Time,Site_ID,Long_ID,Cross_ID,Depth_Below_Surface,Matrix,Type,Method, Temp_C,SpCond_µScm,  Depth_m,pH,Orp_mv,Turbidity_FNU_NTU,Chl_ugL,Chl_RFU,BGA_PC_ugL,BGA_PC_RFU,ODO_PercSat,ODO_mgL,QC_Flag,QC_Comment,Battery_volts,pH_mV,Cond_uScm,Sal_psu,nLF_Cond_uScm,TDS_mgL,TSS_mgL,ORP_raw_mV,Press_psi_a,Depth_ft,Sonde_Serial
3/19/2019,9:20:30,DAM,0,C,0,SW,UKN,EXO2,6.02,191.8,,7.99,244.9,10.74,3.31,0.84,0.35,0.34,94.8,11.79,TRUE,,5.2,-75.6,122.2,0.09,194.8,125,0,235.3,-0.02,-0.06,15B101160
3/19/2019,9:20:40,DAM,0,C,0,SW,UKN,EXO2,5.9,190.8,,7.93,242.6,34.49,3,0.77,0.3,0.28,102.8,12.82,TRUE,,5.2,-72.8,121.2,0.09,193.8,124,0,232.9,0.06,0.14,15B101160
3/19/2019,9:20:50,DAM,0,C,0,SW,UKN,EXO2,5.85,190.5,,7.75,242.3,34.33,3.02,0.77,0.3,0.28,104.8,13.09,TRUE,,5.2,-63.3,120.8,0.09,193.5,124,0,232.7,0.16,0.37,15B101160
3/19/2019,9:21:00,DAM,0,C,0,SW,UKN,EXO2,5.86,190.3,,7.71,242.6,38.07,3.09,0.79,0.29,0.27,106.7,13.32,TRUE,,5.2,-61.1,120.7,0.09,193.3,124,0,232.9,0.26,0.61,15B101160
3/19/2019,9:21:10,DAM,0,C,0,SW,UKN,EXO2,5.85,190.3,,7.68,242.4,35.34,3.05,0.78,0.29,0.28,107.9,13.48,TRUE,,5.2,-59.7,120.7,0.09,193.3,124,0,232.8,0.33,0.77,15B101160
3/19/2019,9:21:20,DAM,0,C,0,SW,UKN,EXO2,5.84,190.2,,7.65,241.5,35.28,3.14,0.8,0.31,0.29,108.6,13.57,TRUE,,5.2,-57.8,120.6,0.09,193.2,124,0,231.9,0.35,0.8,15B101160
3/19/2019,9:21:30,DAM,0,C,0,SW,UKN,EXO2,5.84,190.1,,7.62,240.5,35.39,3.08,0.79,0.32,0.3,109,13.61,TRUE,,5.2,-56.4,120.5,0.09,193.1,124,0,230.9,0.35,0.8,15B101160
3/19/2019,9:21:40,DAM,0,C,0,SW,UKN,EXO2,5.83,190.1,,7.59,239.8,33.42,3.08,0.79,0.34,0.32,109.2,13.65,TRUE,,5.2,-54.9,120.5,0.09,193.1,124,0,230.2,0.34,0.79,15B101160
3/19/2019,9:21:50,DAM,0,C,0,SW,UKN,EXO2,5.83,190.1,,7.57,239.3,30.09,3.07,0.78,0.35,0.33,109.3,13.66,TRUE,,5.2,-53.6,120.5,0.09,193.1,124,0,229.6,0.34,0.78,15B101160
3/19/2019,9:22:00,DAM,0,C,0,SW,UKN,EXO2,5.83,190.1,,7.55,238.7,33.76,3,0.77,0.36,0.34,109.4,13.67,TRUE,,5.2,-52.5,120.5,0.09,193,124,0,229.1,0.34,0.78,15B101160
3/19/2019,9:22:10,DAM,0,C,0,SW,UKN,EXO2,5.83,190.1,,7.53,238.2,36.36,3.13,0.8,0.34,0.33,109.5,13.68,TRUE,,5.2,-51.6,120.5,0.09,193.1,124,0,228.5,0.33,0.77,15B101160
3/19/2019,9:22:20,DAM,0,C,0,SW,UKN,EXO2,5.83,190.1,,7.52,237.7,38.74,3.16,0.81,0.35,0.33,109.6,13.69,TRUE,,5.2,-50.8,120.5,0.09,193.1,124,0,228,0.33,0.77,15B101160
3/19/2019,9:22:30,DAM,0,C,0,SW,UKN,EXO2,5.83,190.1,,7.51,237.2,33.16,3.07,0.78,0.36,0.34,109.7,13.7,TRUE,,5.2,-50.2,120.5,0.09,193.1,124,0,227.5,0.34,0.77,15B101160
3/19/2019,9:22:40,DAM,0,C,0,SW,UKN,EXO2,5.83,190.1,,7.5,236.7,36.2,3.05,0.78,0.37,0.35,109.7,13.71,TRUE,,5.2,-49.7,120.5,0.09,193.1,124,0,227,0.33,0.77,15B101160
3/19/2019,9:22:50,DAM,0,C,0,SW,UKN,EXO2,5.83,190.1,,7.49,236.2,33.16,3.2,0.82,0.38,0.36,109.8,13.71,TRUE,,5.2,-49.1,120.5,0.09,193.1,124,0,226.5,0.33,0.76,15B101160
3/19/2019,9:23:00,DAM,0,C,0,SW,UKN,EXO2,5.83,190.2,,7.48,235.7,34.25,3.03,0.78,0.38,0.36,109.8,13.72,TRUE,,5.2,-48.6,120.5,0.09,193.1,124,0,226.1,0.33,0.76,15B101160
3/19/2019,9:23:10,DAM,0,C,0,SW,UKN,EXO2,5.83,190.1,,7.47,235.2,35.63,3.03,0.78,0.38,0.36,109.8,13.73,TRUE,,5.2,-48.2,120.5,0.09,193.1,124,0,225.5,0.33,0.76,15B101160
3/19/2019,9:23:20,DAM,0,C,0,SW,UKN,EXO2,5.83,190.1,,7.46,234.6,35.41,2.99,0.77,0.37,0.36,109.8,13.72,TRUE,,5.2,-47.9,120.5,0.09,193.1,124,0,225,0.33,0.76,15B101160
3/19/2019,9:23:30,DAM,0,C,0,SW,UKN,EXO2,5.83,190.1,,7.46,234.2,47.98,2.92,0.75,0.38,0.36,109.8,13.72,TRUE,,5.2,-47.6,120.5,0.09,193,124,0,224.5,0.33,0.76,15B101160
3/19/2019,10:10:10,EOF-0,0,C,0,SW,UKN,EXO2,6.44,197.7,,8.35,191.5,11.76,2.03,0.53,1.26,1.24,89.4,11,TRUE,,5,-95.1,127.6,0.09,200.9,128,0,181.9,-0.13,-0.3,15B101160
3/19/2019,10:10:20,EOF-0,0,C,0,SW,UKN,EXO2,6.22,191.5,,8.27,193.1,34.59,2.73,0.7,0.55,0.54,86.8,10.73,TRUE,,5,-90.7,122.8,0.09,194.6,124,0,183.5,-0.1,-0.24,15B101160
3/19/2019,10:10:30,EOF-0,0,C,0,SW,UKN,EXO2,6.23,190.5,,8.23,193.7,37.09,2.57,0.66,0.31,0.29,84.4,10.45,TRUE,,5,-88.7,122.2,0.09,193.5,124,0,184,-0.08,-0.19,15B101160
3/19/2019,10:10:40,EOF-0,0,C,0,SW,UKN,EXO2,6.22,190,,8.17,194.5,36.13,2.69,0.69,0.3,0.28,83.2,10.29,TRUE,,5,-85.3,121.8,0.09,193,123,0,184.9,-0.08,-0.19,15B101160
3/19/2019,10:10:50,EOF-0,0,C,0,SW,UKN,EXO2,6.19,189.8,,8.11,194.9,34.9,2.69,0.69,0.31,0.29,82.4,10.21,TRUE,,5.1,-82.1,121.6,0.09,192.8,123,0,185.2,-0.08,-0.19,15B101160
3/19/2019,10:11:00,EOF-0,0,C,0,SW,UKN,EXO2,6.23,183.6,,8.06,195.1,31.76,2.77,0.71,0.32,0.3,82,10.15,TRUE,,5,-79.6,117.8,0.09,186.6,119,0,185.4,-0.08,-0.19,15B101160
3/19/2019,10:11:10,EOF-0,0,C,0,SW,UKN,EXO2,6.2,188.1,,8.02,195.1,35.66,2.78,0.71,0.28,0.27,81.9,10.14,TRUE,,5.1,-77.3,120.5,0.09,191.1,122,0,185.5,-0.08,-0.19,15B101160
3/19/2019,10:11:20,EOF-0,0,C,0,SW,UKN,EXO2,6.14,189.5,,7.98,195.1,35.45,2.9,0.74,0.31,0.3,81.8,10.13,TRUE,,5,-75.3,121.2,0.09,192.5,123,0,185.4,-0.08,-0.19,15B101160
3/19/2019,10:11:30,EOF-0,0,C,0,SW,UKN,EXO2,6.11,189.8,,7.95,194.9,35.55,2.74,0.7,0.34,0.32,81.6,10.13,TRUE,,5,-73.5,121.3,0.09,192.8,123,0,185.2,-0.08,-0.19,15B101160
3/19/2019,10:11:40,EOF-0,0,C,0,SW,UKN,EXO2,6.12,189.7,,7.92,194.7,34.63,2.8,0.72,0.34,0.32,81.5,10.11,TRUE,,5,-71.9,121.3,0.09,192.8,123,0,185.1,-0.08,-0.19,15B101160
3/19/2019,10:11:50,EOF-0,0,C,0,SW,UKN,EXO2,6.12,189.7,,7.89,194.5,34.47,2.76,0.71,0.35,0.34,81.4,10.1,TRUE,,5.1,-70.6,121.3,0.09,192.7,123,0,184.8,-0.08,-0.19,15B101160
3/19/2019,10:12:00,EOF-0,0,C,0,SW,UKN,EXO2,6.14,189.6,,7.87,194.1,34.85,2.82,0.72,0.34,0.33,81.4,10.09,TRUE,,5.1,-69.7,121.3,0.09,192.6,123,0,184.5,-0.08,-0.19,15B101160
3/19/2019,10:12:10,EOF-0,0,C,0,SW,UKN,EXO2,6.1,189.7,,7.86,193.9,35.04,2.73,0.7,0.36,0.34,81.3,10.09,TRUE,,5,-68.7,121.2,0.09,192.7,123,0,184.2,-0.08,-0.19,15B101160
3/19/2019,10:12:20,EOF-0,0,C,0,SW,UKN,EXO2,6.07,189.7,,7.84,193.7,35.57,2.84,0.73,0.36,0.35,81.2,10.09,TRUE,,5,-67.7,121.1,0.09,192.7,123,0,184.1,-0.08,-0.19,15B101160
3/19/2019,10:12:30,EOF-0,0,C,0,SW,UKN,EXO2,6.04,189.7,,7.81,193.6,33.87,2.89,0.74,0.36,0.34,81.2,10.09,TRUE,,5,-66.5,121,0.09,192.7,123,0,184,-0.08,-0.19,15B101160
3/19/2019,10:12:40,EOF-0,0,C,0,SW,UKN,EXO2,6.05,189.7,,7.8,193.5,35.43,2.9,0.74,0.38,0.36,81.2,10.09,TRUE,,5,-65.6,121,0.09,192.7,123,0,183.8,-0.08,-0.19,15B101160
3/19/2019,10:12:50,EOF-0,0,C,0,SW,UKN,EXO2,6.05,189.7,,7.79,193.3,34.97,2.84,0.73,0.37,0.35,81.2,10.09,TRUE,,5,-65.1,121,0.09,192.7,123,0,183.6,-0.08,-0.19,15B101160
3/19/2019,10:13:00,EOF-0,0,C,0,SW,UKN,EXO2,6.05,189.7,,7.78,193,35.26,2.79,0.72,0.36,0.34,81.2,10.08,TRUE,,5,-64.6,121,0.09,192.7,123,0,183.4,-0.08,-0.19,15B101160
3/19/2019,10:13:10,EOF-5,0,C,5,SW,UKN,EXO2,6.03,189.7,,7.75,193.1,35.31,3.29,0.84,0.38,0.36,81.1,10.08,TRUE,,5,-63.4,121,0.09,192.7,123,0,183.4,1.86,4.28,15B101160
3/19/2019,10:13:20,EOF-5,0,C,5,SW,UKN,EXO2,6.01,189.7,,7.72,193.4,38.28,3.65,0.93,0.39,0.37,81,10.07,TRUE,,5,-61.4,120.9,0.09,192.7,123,0,183.8,2.08,4.79,15B101160
3/19/2019,10:13:30,EOF-5,0,C,5,SW,UKN,EXO2,6.02,189.6,,7.69,193.6,37.77,3.64,0.93,0.4,0.38,81,10.07,TRUE,,5,-59.9,120.9,0.09,192.6,123,0,184,2.08,4.8,15B101160
3/19/2019,10:13:40,EOF-5,0,C,5,SW,UKN,EXO2,6.03,189.7,,7.68,193.4,36.64,3.61,0.92,0.41,0.4,80.9,10.06,TRUE,,5,-59.2,120.9,0.09,192.7,123,0,183.8,2.09,4.81,15B101160
3/19/2019,10:13:50,EOF-5,0,C,5,SW,UKN,EXO2,6.03,189.6,,7.67,193.2,36.76,3.72,0.95,0.41,0.39,80.9,10.06,TRUE,,5,-58.8,120.9,0.09,192.6,123,0,183.5,2.1,4.84,15B101160
3/19/2019,10:14:00,EOF-5,0,C,5,SW,UKN,EXO2,6.02,189.6,,7.66,193,36.68,3.81,0.97,0.4,0.38,80.9,10.06,TRUE,,5,-58.4,120.9,0.09,192.6,123,0,183.4,2.12,4.89,15B101160
3/19/2019,10:14:10,EOF-5,0,C,5,SW,UKN,EXO2,6.03,189.5,,7.65,192.9,35.53,3.84,0.98,0.39,0.37,80.9,10.06,TRUE,,5,-58.1,120.8,0.09,192.5,123,0,183.2,2.13,4.91,15B101160
3/19/2019,10:14:20,EOF-5,0,C,5,SW,UKN,EXO2,6.03,189.5,,7.65,192.7,35.91,4.08,1.04,0.4,0.39,80.9,10.06,TRUE,,5,-57.8,120.8,0.09,192.5,123,0,183.1,2.14,4.93,15B101160
3/19/2019,10:14:30,EOF-5,0,C,5,SW,UKN,EXO2,6.04,189.5,,7.65,192.6,35.18,3.94,1,0.41,0.4,80.9,10.05,TRUE,,5,-57.7,120.9,0.09,192.5,123,0,182.9,2.13,4.91,15B101160
3/19/2019,10:14:40,EOF-5,0,C,5,SW,UKN,EXO2,6.04,189.5,,7.65,192.4,34.36,3.91,0.99,0.41,0.39,80.9,10.05,TRUE,,5,-57.6,120.9,0.09,192.5,123,0,182.8,2.13,4.91,15B101160
3/19/2019,10:14:50,EOF-5,0,C,5,SW,UKN,EXO2,6.03,189.6,,7.64,192.3,34.76,3.84,0.98,0.43,0.41,80.9,10.06,TRUE,,5,-57.5,120.9,0.09,192.6,123,0,182.6,2.13,4.91,15B101160
3/19/2019,10:15:00,EOF-5,0,C,5,SW,UKN,EXO2,6.03,189.6,,7.64,192.2,37.28,3.8,0.97,0.42,0.41,80.9,10.06,TRUE,,5,-57.2,120.9,0.09,192.6,123,0,182.6,2.13,4.91,15B101160
3/19/2019,10:15:10,EOF-5,0,C,5,SW,UKN,EXO2,6.03,189.5,,7.63,192.2,35,4.02,1.02,0.42,0.4,80.9,10.05,TRUE,,5,-56.9,120.9,0.09,192.5,123,0,182.5,2.13,4.91,15B101160
3/19/2019,10:15:20,EOF-5,0,C,5,SW,UKN,EXO2,6.04,189.5,,7.62,192.2,35.34,3.73,0.95,0.42,0.4,80.9,10.06,TRUE,,5,-56.5,120.9,0.09,192.5,123,0,182.5,2.12,4.9,15B101160
3/19/2019,10:15:30,EOF-5,0,C,5,SW,UKN,EXO2,6.04,189.6,,7.62,192.2,35.39,3.91,1,0.41,0.4,80.9,10.06,TRUE,,5,-56.2,120.9,0.09,192.6,123,0,182.5,2.13,4.9,15B101160
3/19/2019,10:15:40,EOF-5,0,C,5,SW,UKN,EXO2,6.03,189.6,,7.61,192.1,36.06,3.66,0.93,0.4,0.38,80.9,10.06,TRUE,,5.1,-55.9,120.9,0.09,192.6,123,0,182.5,2.13,4.9,15B101160
3/19/2019,10:15:50,EOF-5,0,C,5,SW,UKN,EXO2,6.03,189.5,,7.61,192.1,35.92,3.63,0.92,0.41,0.39,80.9,10.06,TRUE,,5,-55.6,120.9,0.09,192.5,123,0,182.4,2.13,4.92,15B101160
3/19/2019,10:16:00,EOF-5,0,C,5,SW,UKN,EXO2,6.03,189.6,,7.6,192,35.7,3.83,0.97,0.42,0.4,80.9,10.06,TRUE,,5,-55.3,120.9,0.09,192.6,123,0,182.3,2.13,4.92,15B101160
3/19/2019,10:16:10,EOF-5,0,C,5,SW,UKN,EXO2,6.02,189.7,,7.6,192,36.09,3.75,0.95,0.4,0.39,80.9,10.06,TRUE,,5,-55,120.9,0.09,192.7,123,0,182.3,2.12,4.9,15B101160
3/19/2019,10:16:30,EOF-10,0,C,10,SW,UKN,EXO2,6,189.4,,7.58,192.2,35.56,3.78,0.96,0.44,0.42,80.7,10.04,TRUE,,5,-54.1,120.6,0.09,192.4,123,0,182.5,4.25,9.79,15B101160
3/19/2019,10:16:40,EOF-10,0,C,10,SW,UKN,EXO2,6,189.3,,7.57,192.4,35.65,3.89,0.99,0.44,0.42,80.6,10.03,TRUE,,5,-53.6,120.6,0.09,192.3,123,0,182.7,4.25,9.81,15B101160
3/19/2019,10:16:50,EOF-10,0,C,10,SW,UKN,EXO2,6,189.3,,7.57,192.3,36.87,3.9,0.99,0.42,0.4,80.6,10.03,TRUE,,5,-53.4,120.6,0.09,192.3,123,0,182.7,4.24,9.79,15B101160
3/19/2019,10:17:00,EOF-10,0,C,10,SW,UKN,EXO2,6,189.2,,7.57,192.3,37.29,4.11,1.05,0.41,0.4,80.6,10.03,TRUE,,5,-53.4,120.6,0.09,192.2,123,0,182.6,4.24,9.78,15B101160
3/19/2019,10:17:10,EOF-10,0,C,10,SW,UKN,EXO2,6,189.3,,7.56,192.2,37.69,4.22,1.07,0.42,0.4,80.7,10.03,TRUE,,5,-53.3,120.6,0.09,192.3,123,0,182.5,4.24,9.77,15B101160
3/19/2019,10:17:20,EOF-10,0,C,10,SW,UKN,EXO2,6,189.3,,7.56,192.1,37.5,3.98,1.01,0.43,0.41,80.7,10.04,TRUE,,5,-53.3,120.6,0.09,192.3,123,0,182.5,4.23,9.76,15B101160
3/19/2019,10:17:30,EOF-10,0,C,10,SW,UKN,EXO2,6,189.2,,7.56,192,36.33,3.92,1,0.43,0.41,80.7,10.04,TRUE,,5,-53.2,120.6,0.09,192.2,123,0,182.4,4.24,9.78,15B101160
3/19/2019,10:17:40,EOF-10,0,C,10,SW,UKN,EXO2,6,189.2,,7.56,192,35.59,3.97,1.01,0.41,0.4,80.7,10.04,TRUE,,5.1,-53.2,120.6,0.09,192.2,123,0,182.3,4.25,9.79,15B101160
3/19/2019,10:17:50,EOF-10,0,C,10,SW,UKN,EXO2,5.99,189.3,,7.56,192,34.99,3.81,0.97,0.41,0.4,80.7,10.04,TRUE,,5,-53.1,120.6,0.09,192.3,123,0,182.4,4.25,9.8,15B101160
3/19/2019,10:18:00,EOF-10,0,C,10,SW,UKN,EXO2,6,189.3,,7.56,192,35,3.9,0.99,0.41,0.39,80.7,10.04,TRUE,,5,-52.9,120.6,0.09,192.3,123,0,182.4,4.25,9.81,15B101160
3/19/2019,10:18:10,EOF-10,0,C,10,SW,UKN,EXO2,6,189.3,,7.55,192,35.21,3.77,0.96,0.41,0.39,80.7,10.04,TRUE,,5,-52.7,120.6,0.09,192.3,123,0,182.4,4.25,9.81,15B101160
3/19/2019,10:18:20,EOF-10,0,C,10,SW,UKN,EXO2,6.01,189.3,,7.55,192,36.13,4.06,1.03,0.43,0.41,80.7,10.04,TRUE,,5,-52.7,120.6,0.09,192.3,123,0,182.3,4.26,9.82,15B101160
3/19/2019,10:18:30,EOF-10,0,C,10,SW,UKN,EXO2,6.01,189.4,,7.55,192,35.01,3.79,0.96,0.42,0.4,80.7,10.04,TRUE,,5,-52.6,120.7,0.09,192.4,123,0,182.3,4.26,9.83,15B101160
3/19/2019,10:18:40,EOF-10,0,C,10,SW,UKN,EXO2,6,189.4,,7.55,192,34.95,4.03,1.02,0.43,0.41,80.7,10.04,TRUE,,5,-52.4,120.7,0.09,192.4,123,0,182.3,4.26,9.83,15B101160
3/19/2019,10:18:50,EOF-10,0,C,10,SW,UKN,EXO2,6,189.5,,7.55,192,35.42,3.82,0.97,0.43,0.41,80.7,10.04,TRUE,,5,-52.3,120.7,0.09,192.5,123,0,182.3,4.27,9.84,15B101160
3/19/2019,10:19:00,EOF-10,0,C,10,SW,UKN,EXO2,6,189.5,,7.54,192,36.05,3.9,0.99,0.4,0.38,80.7,10.04,TRUE,,5,-52.2,120.7,0.09,192.5,123,0,182.3,4.28,9.86,15B101160
3/19/2019,10:19:10,EOF-10,0,C,10,SW,UKN,EXO2,6,189.4,,7.54,192,35.53,4.1,1.04,0.42,0.4,80.7,10.04,TRUE,,5,-52.1,120.7,0.09,192.4,123,0,182.3,4.3,9.93,15B101160
3/19/2019,10:19:20,EOF-10,0,C,10,SW,UKN,EXO2,6.01,189.5,,7.54,192,35.12,3.96,1.01,0.42,0.4,80.7,10.04,TRUE,,5,-51.9,120.7,0.09,192.5,123,0,182.3,4.33,10,15B101160
3/19/2019,10:19:30,EOF-10,0,C,10,SW,UKN,EXO2,6.01,189.4,,7.54,192,35.38,3.9,0.99,0.41,0.4,80.7,10.04,TRUE,,5,-51.8,120.7,0.09,192.4,123,0,182.4,4.35,10.03,15B101160
3/19/2019,10:19:50,EOF-20,0,C,20,SW,UKN,EXO2,6,189,,7.51,192.9,35.88,3.74,0.95,0.41,0.4,80.5,10.01,TRUE,,5,-50.5,120.5,0.09,192,123,0,183.2,8.61,19.85,15B101160
3/19/2019,10:20:00,EOF-20,0,C,20,SW,UKN,EXO2,6.01,188.9,,7.49,193.5,37.79,3.94,1,0.42,0.4,80.4,10,TRUE,,5,-49.6,120.4,0.09,191.9,123,0,183.8,8.55,19.72,15B101160
3/19/2019,10:20:10,EOF-20,0,C,20,SW,UKN,EXO2,6.01,188.9,,7.49,193.5,39.44,3.91,0.99,0.41,0.39,80.3,9.99,TRUE,,5,-49.4,120.4,0.09,191.9,123,0,183.8,8.55,19.72,15B101160
3/19/2019,10:20:20,EOF-20,0,C,20,SW,UKN,EXO2,6.01,188.8,,7.49,193.3,36.98,3.86,0.98,0.42,0.4,80.3,9.99,TRUE,,5,-49.5,120.3,0.09,191.8,123,0,183.7,8.57,19.76,15B101160
3/19/2019,10:20:30,EOF-20,0,C,20,SW,UKN,EXO2,6.01,188.8,,7.49,193.3,37.53,4.05,1.03,0.42,0.4,80.3,9.99,TRUE,,5,-49.5,120.3,0.09,191.8,123,0,183.6,8.58,19.8,15B101160
3/19/2019,10:20:40,EOF-20,0,C,20,SW,UKN,EXO2,6.01,188.8,,7.49,193.2,41.05,3.86,0.98,0.42,0.4,80.3,9.99,TRUE,,5,-49.5,120.3,0.09,191.8,123,0,183.6,8.6,19.84,15B101160
3/19/2019,10:20:50,EOF-20,0,C,20,SW,UKN,EXO2,6,188.8,,7.49,193.2,37.09,3.91,1,0.4,0.38,80.3,9.99,TRUE,,5,-49.4,120.3,0.09,191.8,123,0,183.5,8.63,19.9,15B101160
3/19/2019,10:21:00,EOF-20,0,C,20,SW,UKN,EXO2,6,188.8,,7.49,193.2,37.93,3.93,1,0.39,0.37,80.3,9.99,TRUE,,5,-49.3,120.3,0.09,191.8,123,0,183.5,8.64,19.93,15B101160
3/19/2019,10:21:10,EOF-20,0,C,20,SW,UKN,EXO2,6,188.8,,7.49,193.2,37.36,3.89,0.99,0.39,0.37,80.3,9.99,TRUE,,5,-49.3,120.3,0.09,191.7,123,0,183.5,8.65,19.94,15B101160
3/19/2019,10:21:20,EOF-20,0,C,20,SW,UKN,EXO2,5.99,188.8,,7.49,193.1,37.13,3.81,0.97,0.39,0.37,80.3,9.99,TRUE,,5,-49.3,120.2,0.09,191.8,123,0,183.5,8.66,19.97,15B101160
3/19/2019,10:21:30,EOF-20,0,C,20,SW,UKN,EXO2,5.99,188.8,,7.49,193,37.26,3.8,0.97,0.42,0.4,80.3,9.99,TRUE,,5,-49.3,120.2,0.09,191.8,123,0,183.4,8.66,19.98,15B101160
3/19/2019,10:21:40,EOF-20,0,C,20,SW,UKN,EXO2,5.99,188.8,,7.49,193,37.95,4,1.02,0.42,0.4,80.3,9.99,TRUE,,5,-49.3,120.2,0.09,191.8,123,0,183.4,8.67,20,15B101160
3/19/2019,10:21:50,EOF-20,0,C,20,SW,UKN,EXO2,5.99,188.8,,7.49,193,37.15,3.97,1.01,0.41,0.39,80.3,9.99,TRUE,,5,-49.3,120.2,0.09,191.7,123,0,183.3,8.67,20,15B101160
3/19/2019,10:22:00,EOF-20,0,C,20,SW,UKN,EXO2,5.99,188.7,,7.49,192.9,37.19,3.86,0.98,0.43,0.41,80.3,9.99,TRUE,,5,-49.3,120.2,0.09,191.7,123,0,183.3,8.67,20,15B101160
3/19/2019,10:22:10,EOF-20,0,C,20,SW,UKN,EXO2,5.99,188.7,,7.49,192.9,38.39,3.91,0.99,0.43,0.41,80.3,9.99,TRUE,,5,-49.3,120.2,0.09,191.7,123,0,183.3,8.67,19.99,15B101160
3/19/2019,10:22:20,EOF-20,0,C,20,SW,UKN,EXO2,5.99,188.7,,7.49,192.9,37.84,3.82,0.97,0.42,0.4,80.3,9.99,TRUE,,5,-49.2,120.2,0.09,191.7,123,0,183.2,8.66,19.98,15B101160
3/19/2019,10:22:30,EOF-20,0,C,20,SW,UKN,EXO2,5.99,188.6,,7.49,192.9,36.85,3.91,0.99,0.43,0.41,80.3,9.99,TRUE,,5,-49.2,120.2,0.09,191.6,123,0,183.2,8.66,19.98,15B101160
3/19/2019,10:22:40,EOF-20,0,C,20,SW,UKN,EXO2,6,188.6,,7.48,192.9,36.95,3.91,1,0.44,0.42,80.3,9.99,TRUE,,5,-49.1,120.2,0.09,191.6,123,0,183.3,8.66,19.97,15B101160
3/19/2019,10:22:50,EOF-20,0,C,20,SW,UKN,EXO2,6,188.6,,7.48,193,39.55,3.94,1,0.42,0.41,80.3,9.99,TRUE,,5,-49,120.2,0.09,191.6,123,0,183.3,8.66,19.97,15B101160
3/19/2019,10:25:00,EOF-DEEP,0,C,94,SW,UKN,EXO2,5.5,205.7,,7.35,197.9,39.17,2.91,0.75,0.38,0.36,74.7,9.41,TRUE,,5,-41.7,129.1,0.1,208.9,134,0,188.2,40.61,93.67,15B101160
3/19/2019,10:25:10,EOF-DEEP,0,C,94,SW,UKN,EXO2,5.5,207,,7.34,198,38.81,2.97,0.76,0.37,0.35,73.2,9.22,TRUE,,5,-41.6,129.9,0.1,210.1,135,0,188.4,40.63,93.7,15B101160
3/19/2019,10:25:20,EOF-DEEP,0,C,94,SW,UKN,EXO2,5.5,208,,7.35,197.7,40.52,2.9,0.74,0.38,0.36,72.2,9.1,TRUE,,5,-41.9,130.5,0.1,211.2,135,0,188.1,40.63,93.72,15B101160
3/19/2019,10:25:30,EOF-DEEP,0,C,94,SW,UKN,EXO2,5.5,208.4,,7.35,197.5,39.93,2.92,0.75,0.38,0.37,71.6,9.02,TRUE,,5,-42.1,130.8,0.1,211.6,135,0,187.9,40.65,93.76,15B101160
3/19/2019,10:25:40,EOF-DEEP,0,C,94,SW,UKN,EXO2,5.5,208.6,,7.36,197.4,39.76,2.9,0.74,0.37,0.35,71.3,8.98,TRUE,,5,-42.2,130.9,0.1,211.7,136,0,187.7,40.66,93.78,15B101160
3/19/2019,10:25:50,EOF-DEEP,0,C,94,SW,UKN,EXO2,5.5,208.7,,7.36,197.2,39.44,3.07,0.78,0.37,0.36,71.1,8.95,TRUE,,5,-42.4,131,0.1,211.9,136,0,187.6,40.67,93.8,15B101160
3/19/2019,10:26:00,EOF-DEEP,0,C,94,SW,UKN,EXO2,5.5,208.8,,7.36,197,39.21,2.95,0.76,0.37,0.35,70.8,8.93,TRUE,,5,-42.5,131,0.1,212,136,0,187.4,40.67,93.8,15B101160
3/19/2019,10:26:10,EOF-DEEP,0,C,94,SW,UKN,EXO2,5.5,208.7,,7.36,196.9,45.32,2.97,0.76,0.39,0.37,70.7,8.91,TRUE,,5,-42.7,131,0.1,211.9,136,0,187.2,40.67,93.81,15B101160
3/19/2019,10:26:20,EOF-DEEP,0,C,94,SW,UKN,EXO2,5.5,208.7,,7.37,196.8,40.72,2.86,0.73,0.39,0.37,70.6,8.9,TRUE,,5,-42.8,131,0.1,211.9,136,0,187.1,40.67,93.81,15B101160
3/19/2019,10:26:30,EOF-DEEP,0,C,94,SW,UKN,EXO2,5.5,208.7,,7.37,196.7,39.14,2.84,0.73,0.38,0.36,70.6,8.89,TRUE,,5,-42.9,130.9,0.1,211.8,136,0,187,40.67,93.81,15B101160
3/19/2019,10:26:40,EOF-DEEP,0,C,94,SW,UKN,EXO2,5.5,208.6,,7.37,196.5,39.13,2.88,0.74,0.37,0.35,70.5,8.89,TRUE,,5,-43,130.9,0.1,211.8,136,0,186.8,40.67,93.81,15B101160
3/19/2019,10:26:50,EOF-DEEP,0,C,94,SW,UKN,EXO2,5.5,208.4,,7.37,196.3,35.33,2.85,0.73,0.36,0.34,70.6,8.89,TRUE,,5,-43.2,130.8,0.1,211.6,135,0,186.7,40.67,93.81,15B101160
3/19/2019,10:27:00,EOF-DEEP,0,C,94,SW,UKN,EXO2,5.5,208.2,,7.38,196.2,39.2,2.89,0.74,0.38,0.36,70.7,8.9,TRUE,,5,-43.3,130.7,0.1,211.4,135,0,186.6,40.67,93.81,15B101160
3/19/2019,10:27:10,EOF-DEEP,0,C,94,SW,UKN,EXO2,5.5,208.1,,7.38,196.2,39.35,2.84,0.73,0.4,0.38,70.8,8.92,TRUE,,5,-43.4,130.6,0.1,211.3,135,0,186.6,40.67,93.81,15B101160
