"","sampledate","Project.x","Date_Time","TotP_mgL","sampletime.x","Site_ID.x","Project.y","Date.Time","SRP_mgL","Site_ID.y","sampletime.y"
"471",2012-11-05,NA,NA,NA,NA,NA,"Mendota Yahara Tributary Study 2012-2015","11/5/2012 11:00",1e-04,"WIDNR_133040","11:00:00"
"472",2012-11-12,"Mendota Yahara Tributary Study 2012-2015","11/12/2012 13:55",0.045,"1:55:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","11/12/2012 13:55",1e-04,"WIDNR_133040","1:55:00"
"473",2012-11-15,"Mendota Yahara Tributary Study 2012-2015","11/15/2012 12:00",0.03,"12:00:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","11/15/2012 12:00",0.004,"WIDNR_133040","12:00:00"
"474",2012-11-21,"Mendota Yahara Tributary Study 2012-2015","11/21/2012 10:00",0.028,"10:00:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","11/21/2012 10:00",1e-04,"WIDNR_133040","10:00:00"
"475",2012-11-23,"Mendota Yahara Tributary Study 2012-2015","11/23/2012 16:30",0.058,"4:30:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","11/23/2012 16:30",1e-04,"WIDNR_133040","4:30:00"
"476",2012-12-14,"Mendota Yahara Tributary Study 2012-2015","12/14/2012 9:30",0.026,"9:30:00","WIDNR_133040",NA,NA,NA,NA,NA
"477",2013-01-13,"Mendota Yahara Tributary Study 2012-2015","1/13/2013 0:45",0.043,"12:45:00","WIDNR_133040",NA,NA,NA,NA,NA
"478",2013-01-29,"Mendota Yahara Tributary Study 2012-2015","1/29/2013 20:30",0.059,"8:30:00","WIDNR_133040",NA,NA,NA,NA,NA
"479",2013-01-30,"Mendota Yahara Tributary Study 2012-2015","1/30/2013 22:00",0.391,"10:00:00","WIDNR_133040",NA,NA,NA,NA,NA
"480",2013-01-31,"Mendota Yahara Tributary Study 2012-2015","1/31/2013 6:30",0.361,"6:30:00","WIDNR_133040",NA,NA,NA,NA,NA
"481",2013-02-04,"Mendota Yahara Tributary Study 2012-2015","2/4/2013 15:35",0.18,"3:35:00","WIDNR_133040",NA,NA,NA,NA,NA
"482",2013-02-11,"Mendota Yahara Tributary Study 2012-2015","2/11/2013 23:45",0.067,"11:45:00","WIDNR_133040",NA,NA,NA,NA,NA
"483",2013-02-25,"Mendota Yahara Tributary Study 2012-2015","2/25/2013 11:38",0.1,"11:38:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","2/25/2013 11:38",0.034,"WIDNR_133040","11:38:00"
"484",2013-03-11,"Mendota Yahara Tributary Study 2012-2015","3/11/2013 17:30",0.537,"5:30:00","WIDNR_133040",NA,NA,NA,NA,NA
"485",2013-03-12,"Mendota Yahara Tributary Study 2012-2015","3/12/2013 18:15",0.442,"6:15:00","WIDNR_133040",NA,NA,NA,NA,NA
"486",2013-03-13,"Mendota Yahara Tributary Study 2012-2015","3/13/2013 19:00",0.413,"7:00:00","WIDNR_133040",NA,NA,NA,NA,NA
"487",2013-03-14,"Mendota Yahara Tributary Study 2012-2015","3/14/2013 19:45",0.422,"7:45:00","WIDNR_133040",NA,NA,NA,NA,NA
"488",2013-03-15,"Mendota Yahara Tributary Study 2012-2015","3/15/2013 12:15",0.395,"12:15:00","WIDNR_133040",NA,NA,NA,NA,NA
"489",2013-03-17,"Mendota Yahara Tributary Study 2012-2015","3/17/2013 7:15",0.33,"7:15:00","WIDNR_133040",NA,NA,NA,NA,NA
"490",2013-03-21,"Mendota Yahara Tributary Study 2012-2015","3/21/2013 12:30",0.169,"12:30:00","WIDNR_133040",NA,NA,NA,NA,NA
"491",2013-03-31,"Mendota Yahara Tributary Study 2012-2015","3/31/2013 19:30",0.604,"7:30:00","WIDNR_133040",NA,NA,NA,NA,NA
"492",2013-04-01,"Mendota Yahara Tributary Study 2012-2015","4/1/2013 5:45",0.487,"5:45:00","WIDNR_133040",NA,NA,NA,NA,NA
"493",2013-04-11,"Mendota Yahara Tributary Study 2012-2015","4/11/2013 10:45",0.148,"10:45:00","WIDNR_133040",NA,NA,NA,NA,NA
"494",2013-04-12,"Mendota Yahara Tributary Study 2012-2015","4/12/2013 7:15",0.151,"7:15:00","WIDNR_133040",NA,NA,NA,NA,NA
"495",2013-04-13,"Mendota Yahara Tributary Study 2012-2015","4/13/2013 15:15",0.138,"3:15:00","WIDNR_133040",NA,NA,NA,NA,NA
"496",2013-04-24,"Mendota Yahara Tributary Study 2012-2015","4/24/2013 14:00",0.05,"2:00:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","4/24/2013 14:00",1e-04,"WIDNR_133040","2:00:00"
"497",2013-04-27,"Mendota Yahara Tributary Study 2012-2015","4/27/2013 1:15",0.156,"1:15:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","4/27/2013 1:15",0.0035,"WIDNR_133040","1:15:00"
"498",2013-05-01,"Mendota Yahara Tributary Study 2012-2015","5/1/2013 19:45",0.109,"7:45:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","5/1/2013 19:45",1e-04,"WIDNR_133040","7:45:00"
"499",2013-05-10,"Mendota Yahara Tributary Study 2012-2015","5/10/2013 22:15",0.172,"10:15:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","5/10/2013 22:15",0.0022,"WIDNR_133040","10:15:00"
"500",2013-05-11,"Mendota Yahara Tributary Study 2012-2015","5/11/2013 6:30",0.163,"6:30:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","5/11/2013 6:30",0.0031,"WIDNR_133040","6:30:00"
"501",2013-05-12,"Mendota Yahara Tributary Study 2012-2015","5/12/2013 8:15",0.125,"8:15:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","5/12/2013 8:15",0.013,"WIDNR_133040","8:15:00"
"502",2013-05-19,"Mendota Yahara Tributary Study 2012-2015","5/19/2013 20:30",0.0759,"8:30:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","5/19/2013 20:30",0.0152,"WIDNR_133040","8:30:00"
"503",2013-05-23,"Mendota Yahara Tributary Study 2012-2015","5/23/2013 11:05",0.156,"11:05:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","5/23/2013 11:05",0.0115,"WIDNR_133040","11:05:00"
"504",2013-05-31,"Mendota Yahara Tributary Study 2012-2015","5/31/2013 7:45",0.136,"7:45:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","5/31/2013 7:45",1e-04,"WIDNR_133040","7:45:00"
"505",2013-06-01,"Mendota Yahara Tributary Study 2012-2015","6/1/2013 18:00",0.146,"6:00:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","6/1/2013 18:00",1e-04,"WIDNR_133040","6:00:00"
"506",2013-06-11,"Mendota Yahara Tributary Study 2012-2015","6/11/2013 12:45",0.121,"12:45:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","6/11/2013 12:45",1e-04,"WIDNR_133040","12:45:00"
"507",2013-06-23,"Mendota Yahara Tributary Study 2012-2015","6/23/2013 17:45",0.127,"5:45:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","6/23/2013 17:45",1e-04,"WIDNR_133040","5:45:00"
"508",2013-06-24,"Mendota Yahara Tributary Study 2012-2015","6/24/2013 10:15",0.343,"10:15:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","6/24/2013 10:15",0.103,"WIDNR_133040","10:15:00"
"509",2013-06-25,"Mendota Yahara Tributary Study 2012-2015","6/25/2013 20:15",0.366,"8:15:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","6/25/2013 20:15",0.184,"WIDNR_133040","8:15:00"
"510",2013-06-26,"Mendota Yahara Tributary Study 2012-2015","6/26/2013 12:15",0.236,"12:15:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","6/26/2013 12:15",0.076,"WIDNR_133040","12:15:00"
"511",2013-06-27,"Mendota Yahara Tributary Study 2012-2015","6/27/2013 22:15",0.297,"10:15:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","6/27/2013 22:15",0.134,"WIDNR_133040","10:15:00"
"512",2013-06-28,"Mendota Yahara Tributary Study 2012-2015","6/28/2013 6:45",0.256,"6:45:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","6/28/2013 6:45",0.096,"WIDNR_133040","6:45:00"
"513",2013-07-16,"Mendota Yahara Tributary Study 2012-2015","7/16/2013 13:50",0.176,"1:50:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","7/16/2013 13:50",1e-04,"WIDNR_133040","1:50:00"
"514",2013-08-13,"Mendota Yahara Tributary Study 2012-2015","8/13/2013 8:10",0.0896,"8:10:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","8/13/2013 8:10",0.0031,"WIDNR_133040","8:10:00"
"515",2013-09-17,"Mendota Yahara Tributary Study 2012-2015","9/17/2013 11:35",0.0644,"11:35:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","9/17/2013 11:35",0.0029,"WIDNR_133040","11:35:00"
"516",2013-10-30,"Mendota Yahara Tributary Study 2012-2015","10/30/2013 10:10",0.0202,"10:10:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","10/30/2013 10:10",0.004,"WIDNR_133040","10:10:00"
"517",2013-11-04,"Mendota Yahara Tributary Study 2012-2015","11/4/2013 16:45",0.0518,"4:45:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","11/4/2013 16:45",0.0036,"WIDNR_133040","4:45:00"
"518",2013-11-09,"Mendota Yahara Tributary Study 2012-2015","11/9/2013 15:45",0.0624,"3:45:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","11/9/2013 15:45",0.0057,"WIDNR_133040","3:45:00"
"519",2013-11-11,"Mendota Yahara Tributary Study 2012-2015","11/11/2013 12:00",0.0697,"12:00:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","11/11/2013 12:00",0.0065,"WIDNR_133040","12:00:00"
"520",2013-11-17,"Mendota Yahara Tributary Study 2012-2015","11/17/2013 8:45",0.033,"8:45:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","11/17/2013 8:45",0.0056,"WIDNR_133040","8:45:00"
"521",2013-11-18,"Mendota Yahara Tributary Study 2012-2015","11/18/2013 17:45",0.0529,"5:45:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","11/18/2013 17:45",0.0085,"WIDNR_133040","5:45:00"
"522",2013-11-19,"Mendota Yahara Tributary Study 2012-2015","11/19/2013 14:00",0.0438,"2:00:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","11/19/2013 14:00",0.0113,"WIDNR_133040","2:00:00"
"523",2013-11-26,"Mendota Yahara Tributary Study 2012-2015","11/26/2013 11:20",0.0346,"11:20:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","11/26/2013 11:20",0.0025,"WIDNR_133040","11:20:00"
"524",2013-12-18,"Mendota Yahara Tributary Study 2012-2015","12/18/2013 10:25",0.0225,"10:25:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","12/18/2013 10:25",0.0051,"WIDNR_133040","10:25:00"
"525",2014-01-27,"Mendota Yahara Tributary Study 2012-2015","1/27/2014 11:55",0.0536,"11:55:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","1/27/2014 11:55",0.0199,"WIDNR_133040","11:55:00"
"526",2014-02-19,"Mendota Yahara Tributary Study 2012-2015","2/19/2014 11:35",0.0335,"11:35:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","2/19/2014 11:35",0.012,"WIDNR_133040","11:35:00"
"527",2014-03-10,"Mendota Yahara Tributary Study 2012-2015","3/10/2014 14:35",0.0375,"2:35:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","3/10/2014 14:35",0.0105,"WIDNR_133040","2:35:00"
"528",2014-03-15,"Mendota Yahara Tributary Study 2012-2015","3/15/2014 20:45",0.914,"8:45:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","3/15/2014 20:45",0.607,"WIDNR_133040","8:45:00"
"529",2014-03-16,"Mendota Yahara Tributary Study 2012-2015","3/16/2014 12:45",0.944,"12:45:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","3/16/2014 12:45",0.642,"WIDNR_133040","12:45:00"
"530",2014-03-18,"Mendota Yahara Tributary Study 2012-2015","3/18/2014 9:30",0.877,"9:30:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","3/18/2014 9:30",0.655,"WIDNR_133040","9:30:00"
"531",2014-03-22,"Mendota Yahara Tributary Study 2012-2015","3/22/2014 7:00",0.574,"7:00:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","3/22/2014 7:00",0.44,"WIDNR_133040","7:00:00"
"532",2014-03-28,"Mendota Yahara Tributary Study 2012-2015","3/28/2014 19:00",0.108,"7:00:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","3/28/2014 19:00",0.0492,"WIDNR_133040","7:00:00"
"533",2014-03-31,"Mendota Yahara Tributary Study 2012-2015","3/31/2014 8:45",0.26,"8:45:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","3/31/2014 8:45",0.117,"WIDNR_133040","8:45:00"
"534",2014-04-03,"Mendota Yahara Tributary Study 2012-2015","4/3/2014 7:30",0.644,"7:30:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","4/3/2014 7:30",0.0401,"WIDNR_133040","7:30:00"
"535",2014-04-12,"Mendota Yahara Tributary Study 2012-2015","4/12/2014 15:15",0.142,"3:15:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","4/12/2014 15:15",0.0128,"WIDNR_133040","3:15:00"
"536",2014-04-13,"Mendota Yahara Tributary Study 2012-2015","4/13/2014 20:30",0.104,"8:30:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","4/13/2014 20:30",0.0022,"WIDNR_133040","8:30:00"
"537",2014-04-14,"Mendota Yahara Tributary Study 2012-2015","4/14/2014 21:00",0.128,"9:00:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","4/14/2014 21:00",0.0074,"WIDNR_133040","9:00:00"
"538",2014-04-15,"Mendota Yahara Tributary Study 2012-2015","4/15/2014 21:30",0.156,"9:30:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","4/15/2014 21:30",0.0681,"WIDNR_133040","9:30:00"
"539",2014-04-17,"Mendota Yahara Tributary Study 2012-2015","4/17/2014 9:00",0.227,"9:00:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","4/17/2014 9:00",0.0921,"WIDNR_133040","9:00:00"
"540",2014-04-26,"Mendota Yahara Tributary Study 2012-2015","4/26/2014 8:15",0.13,"8:15:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","4/26/2014 8:15",0.0072,"WIDNR_133040","8:15:00"
"541",2014-04-28,"Mendota Yahara Tributary Study 2012-2015","4/28/2014 10:15",0.16,"10:15:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","4/28/2014 10:15",0.0033,"WIDNR_133040","10:15:00"
"542",2014-04-29,"Mendota Yahara Tributary Study 2012-2015","4/29/2014 23:30",0.0533,"11:30:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","4/29/2014 23:30",0.0024,"WIDNR_133040","11:30:00"
"543",2014-05-01,"Mendota Yahara Tributary Study 2012-2015","5/1/2014 5:30",0.0581,"5:30:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","5/1/2014 5:30",1e-04,"WIDNR_133040","5:30:00"
"544",2014-05-09,"Mendota Yahara Tributary Study 2012-2015","5/9/2014 9:50",0.0601,"9:50:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","5/9/2014 9:50",0.0043,"WIDNR_133040","9:50:00"
"545",2014-05-10,"Mendota Yahara Tributary Study 2012-2015","5/10/2014 1:00",0.113,"1:00:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","5/10/2014 1:00",1e-04,"WIDNR_133040","1:00:00"
"546",2014-05-13,"Mendota Yahara Tributary Study 2012-2015","5/13/2014 16:15",0.123,"4:15:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","5/13/2014 16:15",1e-04,"WIDNR_133040","4:15:00"
"547",2014-05-14,"Mendota Yahara Tributary Study 2012-2015","5/14/2014 4:30",0.103,"4:30:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","5/14/2014 4:30",1e-04,"WIDNR_133040","4:30:00"
"548",2014-06-02,"Mendota Yahara Tributary Study 2012-2015","6/2/2014 23:30",0.133,"11:30:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","6/2/2014 23:30",1e-04,"WIDNR_133040","11:30:00"
"549",2014-06-03,"Mendota Yahara Tributary Study 2012-2015","6/3/2014 11:45",0.114,"11:45:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","6/3/2014 11:45",1e-04,"WIDNR_133040","11:45:00"
"550",2014-06-04,"Mendota Yahara Tributary Study 2012-2015","6/4/2014 0:00",0.123,"12:00:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","6/4/2014 0:00",0.0133,"WIDNR_133040","12:00:00"
"551",2014-06-15,"Mendota Yahara Tributary Study 2012-2015","6/15/2014 17:00",0.111,"5:00:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","6/15/2014 17:00",0.0029,"WIDNR_133040","5:00:00"
"552",2014-06-19,"Mendota Yahara Tributary Study 2012-2015","6/19/2014 15:45",0.11,"3:45:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","6/19/2014 15:45",0.0025,"WIDNR_133040","3:45:00"
"553",2014-06-20,"Mendota Yahara Tributary Study 2012-2015","6/20/2014 15:15",0.133,"3:15:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","6/20/2014 15:15",0.0039,"WIDNR_133040","3:15:00"
"554",2014-06-21,"Mendota Yahara Tributary Study 2012-2015","6/21/2014 16:45",0.208,"4:45:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","6/21/2014 16:45",0.0456,"WIDNR_133040","4:45:00"
"555",2014-06-22,"Mendota Yahara Tributary Study 2012-2015","6/22/2014 20:45",0.226,"8:45:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","6/22/2014 20:45",0.0804,"WIDNR_133040","8:45:00"
"556",2014-07-01,"Mendota Yahara Tributary Study 2012-2015","7/1/2014 6:15",0.144,"6:15:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","7/1/2014 6:15",1e-04,"WIDNR_133040","6:15:00"
"557",2014-07-02,"Mendota Yahara Tributary Study 2012-2015","7/2/2014 13:00",0.117,"1:00:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","7/2/2014 13:00",0.002,"WIDNR_133040","1:00:00"
"558",2014-07-03,"Mendota Yahara Tributary Study 2012-2015","7/3/2014 8:00",0.128,"8:00:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","7/3/2014 8:00",0.0028,"WIDNR_133040","8:00:00"
"559",2014-07-07,"Mendota Yahara Tributary Study 2012-2015","7/7/2014 10:15",0.147,"10:15:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","7/7/2014 10:15",1e-04,"WIDNR_133040","10:15:00"
"560",2014-08-05,"Mendota Yahara Tributary Study 2012-2015","8/5/2014 20:30",0.125,"8:30:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","8/5/2014 20:30",0.002,"WIDNR_133040","8:30:00"
"561",2014-08-06,"Mendota Yahara Tributary Study 2012-2015","8/6/2014 15:30",0.131,"3:30:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","8/6/2014 15:30",0.002,"WIDNR_133040","3:30:00"
"562",2014-08-07,"Mendota Yahara Tributary Study 2012-2015","8/7/2014 6:15",0.135,"6:15:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","8/7/2014 6:15",0.0041,"WIDNR_133040","6:15:00"
"563",2014-08-11,"Mendota Yahara Tributary Study 2012-2015","8/11/2014 11:31",0.163,"11:31:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","8/11/2014 11:31",0.0031,"WIDNR_133040","11:31:00"
"564",2014-08-29,"Mendota Yahara Tributary Study 2012-2015","8/29/2014 13:45",0.169,"1:45:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","8/29/2014 13:45",0.0066,"WIDNR_133040","1:45:00"
"565",2014-09-16,"Mendota Yahara Tributary Study 2012-2015","9/16/2014 10:35",0.0743,"10:35:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","9/16/2014 10:35",0.0041,"WIDNR_133040","10:35:00"
"566",2014-10-01,"Mendota Yahara Tributary Study 2012-2015","10/1/2014 10:30",0.0753,"10:30:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","10/1/2014 10:30",0.0026,"WIDNR_133040","10:30:00"
"567",2014-10-14,"Mendota Yahara Tributary Study 2012-2015","10/14/2014 18:45",0.105,"6:45:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","10/14/2014 18:45",0.0021,"WIDNR_133040","6:45:00"
"568",2014-10-15,"Mendota Yahara Tributary Study 2012-2015","10/15/2014 7:15",0.0935,"7:15:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","10/15/2014 7:15",1e-04,"WIDNR_133040","7:15:00"
"569",2014-11-17,"Mendota Yahara Tributary Study 2012-2015","11/17/2014 10:55",0.0496,"10:55:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","11/17/2014 10:55",0.0029,"WIDNR_133040","10:55:00"
"570",2014-12-11,"Mendota Yahara Tributary Study 2012-2015","12/11/2014 10:15",0.0399,"10:15:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","12/11/2014 10:15",0.0089,"WIDNR_133040","10:15:00"
"571",2015-01-15,"Mendota Yahara Tributary Study 2012-2015","1/15/2015 11:40",0.0319,"11:40:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","1/15/2015 11:40",0.0121,"WIDNR_133040","11:40:00"
"572",2015-02-11,"Mendota Yahara Tributary Study 2012-2015","2/11/2015 10:10",0.0375,"10:10:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","2/11/2015 10:10",0.0019,"WIDNR_133040","10:10:00"
"573",2015-03-09,"Mendota Yahara Tributary Study 2012-2015","3/9/2015 22:30",0.0899,"10:30:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","3/9/2015 22:30",0.003,"WIDNR_133040","10:30:00"
"574",2015-03-10,"Mendota Yahara Tributary Study 2012-2015","3/10/2015 19:00",0.265,"7:00:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","3/10/2015 19:00",0.111,"WIDNR_133040","7:00:00"
"575",2015-03-11,"Mendota Yahara Tributary Study 2012-2015","3/11/2015 7:15",0.31,"7:15:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","3/11/2015 7:15",0.152,"WIDNR_133040","7:15:00"
"576",2015-03-12,"Mendota Yahara Tributary Study 2012-2015","3/12/2015 6:45",0.226,"6:45:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","3/12/2015 6:45",0.11,"WIDNR_133040","6:45:00"
"577",2015-03-18,"Mendota Yahara Tributary Study 2012-2015","3/18/2015 11:56",0.076,"11:56:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","3/18/2015 11:56",0.0141,"WIDNR_133040","11:56:00"
"578",2015-04-05,"Mendota Yahara Tributary Study 2012-2015","4/5/2015 18:15",0.0593,"6:15:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","4/5/2015 18:15",0.0024,"WIDNR_133040","6:15:00"
"579",2015-04-08,"Mendota Yahara Tributary Study 2012-2015","4/8/2015 16:15",0.102,"4:15:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","4/8/2015 16:15",0.0047,"WIDNR_133040","4:15:00"
"580",2015-04-09,"Mendota Yahara Tributary Study 2012-2015","4/9/2015 22:00",0.0917,"10:00:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","4/9/2015 22:00",0.0029,"WIDNR_133040","10:00:00"
"581",2015-04-10,"Mendota Yahara Tributary Study 2012-2015","4/10/2015 12:30",0.0925,"12:30:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","4/10/2015 12:30",0.0027,"WIDNR_133040","12:30:00"
"582",2015-04-11,"Mendota Yahara Tributary Study 2012-2015","4/11/2015 13:00",0.348,"1:00:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","4/11/2015 13:00",0.119,"WIDNR_133040","1:00:00"
"583",2015-04-12,"Mendota Yahara Tributary Study 2012-2015","4/12/2015 21:45",0.259,"9:45:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","4/12/2015 21:45",0.0802,"WIDNR_133040","9:45:00"
"584",2015-04-23,"Mendota Yahara Tributary Study 2012-2015","4/23/2015 13:35",0.0925,"1:35:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","4/23/2015 13:35",1e-04,"WIDNR_133040","1:35:00"
"585",2015-05-19,"Mendota Yahara Tributary Study 2012-2015","5/19/2015 12:05",0.121,"12:05:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","5/19/2015 12:05",0.0025,"WIDNR_133040","12:05:00"
"586",2015-05-27,"Mendota Yahara Tributary Study 2012-2015","5/27/2015 2:15",0.166,"2:15:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","5/27/2015 2:15",0.0034,"WIDNR_133040","2:15:00"
"587",2015-06-10,"Mendota Yahara Tributary Study 2012-2015","6/10/2015 11:00",0.158,"11:00:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","6/10/2015 11:00",0.003,"WIDNR_133040","11:00:00"
"588",2015-06-12,"Mendota Yahara Tributary Study 2012-2015","6/12/2015 17:00",0.154,"5:00:00","WIDNR_133040","Mendota Yahara Tributary Study 2012-2015","6/12/2015 17:00",0.0037,"WIDNR_133040","5:00:00"
"589",2015-07-10,"Pheasant Branch (USGS # 9KP41)","7/10/2015 11:00",0.167,"11:00:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","7/10/2015 11:00",0.0031,"WIDNR_133040","11:00:00"
"590",2015-08-12,"Pheasant Branch (USGS # 9KP41)","8/12/2015 13:15",0.315,"1:15:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","8/12/2015 13:15",0.0061,"WIDNR_133040","1:15:00"
"591",2015-08-15,"Pheasant Branch (USGS # 9KP41)","8/15/2015 11:00",0.262,"11:00:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","8/15/2015 11:00",0.0567,"WIDNR_133040","11:00:00"
"592",2015-08-20,"Pheasant Branch (USGS # 9KP41)","8/20/2015 7:00",0.244,"7:00:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","8/20/2015 7:00",0.0615,"WIDNR_133040","7:00:00"
"593",2015-08-27,"Pheasant Branch (USGS # 9KP41)","8/27/2015 11:00",0.202,"11:00:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","8/27/2015 11:00",0.0079,"WIDNR_133040","11:00:00"
"594",2015-09-17,"Pheasant Branch (USGS # 9KP41)","9/17/2015 11:00",0.169,"11:00:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","9/17/2015 11:00",0.006,"WIDNR_133040","11:00:00"
"595",2015-09-18,"Pheasant Branch (USGS # 9KP41)","9/18/2015 16:15",0.174,"4:15:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","9/18/2015 16:15",0.0061,"WIDNR_133040","4:15:00"
