"","sampledate","Project.x","Date_Time","TotP_mgL","sampletime.x","Site_ID.x","Project.y","Date.Time","SRP_mgL","Site_ID.y","sampletime.y"
"596",2015-09-20,"Pheasant Branch (USGS # 9KP41)","9/20/2015 5:00",0.117,"5:00:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","9/20/2015 5:00",0.0053,"WIDNR_133040","5:00:00"
"597",2015-09-24,"North Temperate Lakes Long-Term Ecological Research (LTER) - Madison Area Lakes","9/24/2015 12:20",0.144,"12:20:00","WIDNR_133040","North Temperate Lakes Long-Term Ecological Research (LTER) - Madison Area Lakes","9/24/2015 12:20",0.007,"WIDNR_133040","12:20:00"
"598",2015-09-26,"Pheasant Branch (USGS # 9KP41)","9/26/2015 11:00",0.189,"11:00:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","9/26/2015 11:00",0.0101,"WIDNR_133040","11:00:00"
"599",2015-09-29,"Pheasant Branch (USGS # 9KP41)","9/29/2015 15:15",0.149,"3:15:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","9/29/2015 15:15",0.0094,"WIDNR_133040","3:15:00"
"600",2015-09-30,"Pheasant Branch (USGS # 9KP41)","9/30/2015 15:00",0.119,"3:00:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","9/30/2015 15:00",0.0092,"WIDNR_133040","3:00:00"
"601",2015-10-14,"Pheasant Branch (USGS # 9KP41)","10/14/2015 10:15",0.104,"10:15:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","10/14/2015 10:15",0.0093,"WIDNR_133040","10:15:00"
"602",2015-10-24,"Pheasant Branch (USGS # 9KP41)","10/24/2015 11:00",0.0648,"11:00:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","10/24/2015 11:00",0.0129,"WIDNR_133040","11:00:00"
"603",2015-10-29,"Pheasant Branch (USGS # 9KP41)","10/29/2015 14:30",0.0565,"2:30:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","10/29/2015 14:30",0.0105,"WIDNR_133040","2:30:00"
"604",2015-10-30,"Pheasant Branch (USGS # 9KP41)","10/30/2015 7:30",0.0494,"7:30:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","10/30/2015 7:30",0.0147,"WIDNR_133040","7:30:00"
"605",2015-11-05,"Pheasant Branch (USGS # 9KP41)","11/5/2015 10:00",0.0689,"10:00:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","11/5/2015 10:00",0.0068,"WIDNR_133040","10:00:00"
"606",2015-11-06,"Pheasant Branch (USGS # 9KP41)","11/6/2015 21:00",0.0652,"9:00:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","11/6/2015 21:00",0.0059,"WIDNR_133040","9:00:00"
"607",2015-11-12,"Pheasant Branch (USGS # 9KP41)","11/12/2015 7:30",0.0671,"7:30:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","11/12/2015 7:30",0.0051,"WIDNR_133040","7:30:00"
"608",2015-11-13,"Pheasant Branch (USGS # 9KP41)","11/13/2015 16:15",0.0511,"4:15:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","11/13/2015 16:15",0.0088,"WIDNR_133040","4:15:00"
"609",2015-11-18,"Pheasant Branch (USGS # 9KP41)","11/18/2015 23:45",0.0597,"11:45:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","11/18/2015 23:45",0.0073,"WIDNR_133040","11:45:00"
"610",2015-11-19,"Pheasant Branch (USGS # 9KP41)","11/19/2015 16:15",0.0721,"4:15:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","11/19/2015 16:15",0.0144,"WIDNR_133040","4:15:00"
"611",2015-11-20,"Pheasant Branch (USGS # 9KP41)","11/20/2015 4:30",0.0551,"4:30:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","11/20/2015 4:30",0.0096,"WIDNR_133040","4:30:00"
"612",2015-11-27,"Pheasant Branch (USGS # 9KP41)","11/27/2015 0:45",0.0703,"12:45:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","11/27/2015 0:45",0.0252,"WIDNR_133040","12:45:00"
"613",2015-11-28,"Pheasant Branch (USGS # 9KP41)","11/28/2015 1:15",0.0583,"1:15:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","11/28/2015 1:15",0.0237,"WIDNR_133040","1:15:00"
"614",2015-11-29,"Pheasant Branch (USGS # 9KP41)","11/29/2015 1:45",0.0788,"1:45:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","11/29/2015 1:45",0.0401,"WIDNR_133040","1:45:00"
"615",2015-12-02,"Pheasant Branch (USGS # 9KP41)","12/2/2015 20:45",0.0935,"8:45:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","12/2/2015 20:45",0.0514,"WIDNR_133040","8:45:00"
"616",2015-12-11,"Pheasant Branch (USGS # 9KP41)","12/11/2015 5:00",0.0464,"5:00:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","12/11/2015 5:00",0.0185,"WIDNR_133040","5:00:00"
"617",2015-12-14,"Pheasant Branch (USGS # 9KP41)","12/14/2015 2:30",0.0406,"2:30:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","12/14/2015 2:30",0.0175,"WIDNR_133040","2:30:00"
"618",2015-12-15,"Pheasant Branch (USGS # 9KP41)","12/15/2015 20:15",0.0875,"8:15:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","12/15/2015 20:15",0.0297,"WIDNR_133040","8:15:00"
"619",2015-12-17,"Pheasant Branch (USGS # 9KP41)","12/17/2015 5:30",0.173,"5:30:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","12/17/2015 5:30",0.0874,"WIDNR_133040","5:30:00"
"620",2016-01-06,"Mendota Yahara Tributary Study 2016","1/6/2016 8:45",0.0422,"8:45:00","WIDNR_133040","Mendota Yahara Tributary Study 2016","1/6/2016 8:45",0.0132,"WIDNR_133040","8:45:00"
"621",2016-02-17,"Mendota Yahara Tributary Study 2016","2/17/2016 12:10",0.0317,"12:10:00","WIDNR_133040","Mendota Yahara Tributary Study 2016","2/17/2016 12:10",0.0114,"WIDNR_133040","12:10:00"
"622",2016-02-20,"Mendota Yahara Tributary Study 2016","2/20/2016 15:15",0.116,"3:15:00","WIDNR_133040","Mendota Yahara Tributary Study 2016","2/20/2016 15:15",0.0512,"WIDNR_133040","3:15:00"
"623",2016-02-21,"Mendota Yahara Tributary Study 2016","2/21/2016 16:15",0.638,"4:15:00","WIDNR_133040","Mendota Yahara Tributary Study 2016","2/21/2016 16:15",0.373,"WIDNR_133040","4:15:00"
"624",2016-02-22,"Mendota Yahara Tributary Study 2016","2/22/2016 4:45",0.663,"4:45:00","WIDNR_133040","Mendota Yahara Tributary Study 2016","2/22/2016 4:45",0.388,"WIDNR_133040","4:45:00"
"625",2016-02-23,"Mendota Yahara Tributary Study 2016","2/23/2016 5:15",0.399,"5:15:00","WIDNR_133040","Mendota Yahara Tributary Study 2016","2/23/2016 5:15",0.262,"WIDNR_133040","5:15:00"
"626",2016-02-24,"Mendota Yahara Tributary Study 2016","2/24/2016 5:30",0.234,"5:30:00","WIDNR_133040","Mendota Yahara Tributary Study 2016","2/24/2016 5:30",0.135,"WIDNR_133040","5:30:00"
"627",2016-03-07,"Mendota Yahara Tributary Study 2016","3/7/2016 7:15",0.052,"7:15:00","WIDNR_133040","Mendota Yahara Tributary Study 2016","3/7/2016 7:15",0.0178,"WIDNR_133040","7:15:00"
"628",2016-03-08,"Mendota Yahara Tributary Study 2016","3/8/2016 18:00",0.048,"6:00:00","WIDNR_133040","Mendota Yahara Tributary Study 2016","3/8/2016 18:00",0.0096,"WIDNR_133040","6:00:00"
"629",2016-03-09,"Mendota Yahara Tributary Study 2016","3/9/2016 7:00",0.0573,"7:00:00","WIDNR_133040","Mendota Yahara Tributary Study 2016","3/9/2016 7:00",0.0137,"WIDNR_133040","7:00:00"
"630",2016-03-17,"Mendota Yahara Tributary Study 2016","3/17/2016 13:45",0.107,"1:45:00","WIDNR_133040","Mendota Yahara Tributary Study 2016","3/17/2016 13:45",0.0088,"WIDNR_133040","1:45:00"
"631",2016-03-18,"Mendota Yahara Tributary Study 2016","3/18/2016 2:00",0.109,"2:00:00","WIDNR_133040","Mendota Yahara Tributary Study 2016","3/18/2016 2:00",0.0119,"WIDNR_133040","2:00:00"
"632",2016-03-30,"Pheasant Branch (USGS # 9KP41)","3/30/2016 21:00",0.0497,"9:00:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","3/30/2016 21:00",0.0045,"WIDNR_133040","9:00:00"
"633",2016-04-01,"Pheasant Branch (USGS # 9KP41)","4/1/2016 8:45",0.0429,"8:45:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","4/1/2016 8:45",0.0038,"WIDNR_133040","8:45:00"
"634",2016-04-03,"Pheasant Branch (USGS # 9KP41)","4/3/2016 19:45",0.0583,"7:45:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","4/3/2016 19:45",0.0041,"WIDNR_133040","7:45:00"
"635",2016-04-06,"Pheasant Branch (USGS # 9KP41)","4/6/2016 15:45",0.0398,"3:45:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","4/6/2016 15:45",0.0017,"WIDNR_133040","3:45:00"
"636",2016-04-21,"Pheasant Branch (USGS # 9KP41)","4/21/2016 11:45",0.0703,"11:45:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","4/21/2016 11:45",0.0021,"WIDNR_133040","11:45:00"
"637",2016-04-22,"Pheasant Branch (USGS # 9KP41)","4/22/2016 11:00",0.0822,"11:00:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","4/22/2016 11:00",0.005,"WIDNR_133040","11:00:00"
"638",2016-04-27,"Pheasant Branch (USGS # 9KP41)","4/27/2016 11:15",0.138,"11:15:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","4/27/2016 11:15",0.0026,"WIDNR_133040","11:15:00"
"639",2016-05-04,"Pheasant Branch (USGS # 9KP41)","5/4/2016 11:00",0.0618,"11:00:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","5/4/2016 11:00",0.0019,"WIDNR_133040","11:00:00"
"640",2016-05-11,"Pheasant Branch (USGS # 9KP41)","5/11/2016 11:00",0.069,"11:00:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","5/11/2016 11:00",0.0018,"WIDNR_133040","11:00:00"
"641",2016-06-14,"Pheasant Branch (USGS # 9KP41)","6/14/2016 9:44",0.0916,"9:44:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","6/14/2016 9:44",0.004,"WIDNR_133040","9:44:00"
"642",2016-06-15,"Pheasant Branch (USGS # 9KP41)","6/15/2016 15:35",0.0936,"3:35:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","6/15/2016 15:35",0.0037,"WIDNR_133040","3:35:00"
"643",2016-06-16,"Pheasant Branch (USGS # 9KP41)","6/16/2016 6:30",0.0924,"6:30:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","6/16/2016 6:30",0.0022,"WIDNR_133040","6:30:00"
"644",2016-06-27,"Pheasant Branch (USGS # 9KP41)","6/27/2016 11:20",0.125,"11:20:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","6/27/2016 11:20",0.006,"WIDNR_133040","11:20:00"
"645",2016-06-28,"Pheasant Branch (USGS # 9KP41)","6/28/2016 6:50",0.14,"6:50:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","6/28/2016 6:50",0.0048,"WIDNR_133040","6:50:00"
"646",2016-07-12,"Pheasant Branch (USGS # 9KP41)","7/12/2016 12:25",0.103,"12:25:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","7/12/2016 12:25",0.0033,"WIDNR_133040","12:25:00"
"647",2016-07-22,"Pheasant Branch (USGS # 9KP41)","7/22/2016 14:25",0.133,"2:25:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","7/22/2016 14:25",0.0022,"WIDNR_133040","2:25:00"
"648",2016-07-23,"Pheasant Branch (USGS # 9KP41)","7/23/2016 14:15",0.127,"2:15:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","7/23/2016 14:15",0.002,"WIDNR_133040","2:15:00"
"649",2016-07-24,"Pheasant Branch (USGS # 9KP41)","7/24/2016 8:05",0.136,"8:05:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","7/24/2016 8:05",0.0021,"WIDNR_133040","8:05:00"
"650",2016-07-25,"Pheasant Branch (USGS # 9KP41)","7/25/2016 6:50",0.139,"6:50:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","7/25/2016 6:50",0.0022,"WIDNR_133040","6:50:00"
"651",2016-07-28,"Pheasant Branch (USGS # 9KP41)","7/28/2016 14:15",0.182,"2:15:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","7/28/2016 14:15",0.0064,"WIDNR_133040","2:15:00"
"652",2016-08-29,"Pheasant Branch (USGS # 9KP41)","8/29/2016 6:55",0.104,"6:55:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","8/29/2016 6:55",0.0098,"WIDNR_133040","6:55:00"
"653",2016-09-06,"Pheasant Branch (USGS # 9KP41)","9/6/2016 17:15",0.0958,"5:15:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","9/6/2016 17:15",0.0028,"WIDNR_133040","5:15:00"
"654",2016-09-07,"Pheasant Branch (USGS # 9KP41)","9/7/2016 21:35",0.112,"9:35:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","9/7/2016 21:35",0.0029,"WIDNR_133040","9:35:00"
"655",2016-09-08,"Pheasant Branch (USGS # 9KP41)","9/8/2016 12:15",0.111,"12:15:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","9/8/2016 12:15",0.0036,"WIDNR_133040","12:15:00"
"656",2016-09-09,"Pheasant Branch (USGS # 9KP41)","9/9/2016 16:20",0.118,"4:20:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","9/9/2016 16:20",0.0032,"WIDNR_133040","4:20:00"
"657",2016-09-10,"Pheasant Branch (USGS # 9KP41)","9/10/2016 18:00",0.139,"6:00:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","9/10/2016 18:00",0.0503,"WIDNR_133040","6:00:00"
"658",2016-09-12,"Pheasant Branch (USGS # 9KP41)","9/12/2016 6:45",0.155,"6:45:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","9/12/2016 6:45",0.0593,"WIDNR_133040","6:45:00"
"659",2016-09-19,"Pheasant Branch (USGS # 9KP41)","9/19/2016 14:55",0.119,"2:55:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","9/19/2016 14:55",0.0134,"WIDNR_133040","2:55:00"
"660",2016-09-22,"Pheasant Branch (USGS # 9KP41)","9/22/2016 20:40",0.0943,"8:40:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","9/22/2016 20:40",0.008,"WIDNR_133040","8:40:00"
"661",2016-09-23,"Pheasant Branch (USGS # 9KP41)","9/23/2016 15:30",0.0906,"3:30:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","9/23/2016 15:30",0.0071,"WIDNR_133040","3:30:00"
"662",2016-09-24,"Pheasant Branch (USGS # 9KP41)","9/24/2016 10:55",0.21,"10:55:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","9/24/2016 10:55",0.0953,"WIDNR_133040","10:55:00"
"663",2016-09-25,"Pheasant Branch (USGS # 9KP41)","9/25/2016 8:45",0.212,"8:45:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","9/25/2016 8:45",0.113,"WIDNR_133040","8:45:00"
"664",2016-09-26,"Pheasant Branch (USGS # 9KP41)","9/26/2016 6:30",0.162,"6:30:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","9/26/2016 6:30",0.0787,"WIDNR_133040","6:30:00"
"665",2016-10-11,"Pheasant Branch (USGS # 9KP41)","10/11/2016 7:15",0.0853,"7:15:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","10/11/2016 7:15",0.0049,"WIDNR_133040","7:15:00"
"666",2016-10-26,"Pheasant Branch (USGS # 9KP41)","10/26/2016 21:20",0.111,"9:20:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","10/26/2016 21:20",0.0119,"WIDNR_133040","9:20:00"
"667",2016-10-27,"Pheasant Branch (USGS # 9KP41)","10/27/2016 20:40",0.0983,"8:40:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","10/27/2016 20:40",0.0083,"WIDNR_133040","8:40:00"
"668",2016-10-28,"Pheasant Branch (USGS # 9KP41)","10/28/2016 6:50",0.156,"6:50:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","10/28/2016 6:50",0.0431,"WIDNR_133040","6:50:00"
"669",2016-10-29,"Pheasant Branch (USGS # 9KP41)","10/29/2016 8:35",0.24,"8:35:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","10/29/2016 8:35",0.134,"WIDNR_133040","8:35:00"
"670",2016-10-30,"","10/30/2016 9:25",0.282,"9:25:00","WIDNR_133040","","10/30/2016 9:25",0.182,"WIDNR_133040","9:25:00"
"671",2016-11-14,"Pheasant Branch (USGS # 9KP41)","11/14/2016 7:40",0.0446,"7:40:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","11/14/2016 7:40",0.0046,"WIDNR_133040","7:40:00"
"672",2016-12-20,"Pheasant Branch (USGS # 9KP41)","12/20/2016 13:45",0.032,"1:45:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","12/20/2016 13:45",0.0116,"WIDNR_133040","1:45:00"
"673",2016-12-27,"Pheasant Branch (USGS # 9KP41)","12/27/2016 7:50",0.0425,"7:50:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","12/27/2016 7:50",0.0225,"WIDNR_133040","7:50:00"
"674",2017-01-17,"Pheasant Branch (USGS # 9KP41)","1/17/2017 15:10",0.0879,"3:10:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","1/17/2017 15:10",0.0366,"WIDNR_133040","3:10:00"
"675",2017-01-18,"Pheasant Branch (USGS # 9KP41)","1/18/2017 6:30",0.105,"6:30:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","1/18/2017 6:30",0.0645,"WIDNR_133040","6:30:00"
"676",2017-01-19,"Pheasant Branch (USGS # 9KP41)","1/19/2017 6:40",0.268,"6:40:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","1/19/2017 6:40",0.155,"WIDNR_133040","6:40:00"
"677",2017-01-20,"Pheasant Branch (USGS # 9KP41)","1/20/2017 7:05",0.337,"7:05:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","1/20/2017 7:05",0.195,"WIDNR_133040","7:05:00"
"678",2017-01-21,"Pheasant Branch (USGS # 9KP41)","1/21/2017 16:05",0.824,"4:05:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","1/21/2017 16:05",0.524,"WIDNR_133040","4:05:00"
"679",2017-01-22,"Pheasant Branch (USGS # 9KP41)","1/22/2017 8:20",0.903,"8:20:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","1/22/2017 8:20",0.63,"WIDNR_133040","8:20:00"
"680",2017-01-23,"Pheasant Branch (USGS # 9KP41)","1/23/2017 6:40",0.723,"6:40:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","1/23/2017 6:40",0.531,"WIDNR_133040","6:40:00"
"681",2017-01-26,"Pheasant Branch (USGS # 9KP41)","1/26/2017 7:45",0.317,"7:45:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","1/26/2017 7:45",0.207,"WIDNR_133040","7:45:00"
"682",2017-02-10,"Pheasant Branch (USGS # 9KP41)","2/10/2017 12:20",0.0656,"12:20:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","2/10/2017 12:20",0.0174,"WIDNR_133040","12:20:00"
"683",2017-02-14,"Pheasant Branch (USGS # 9KP41)","2/14/2017 6:50",0.0734,"6:50:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","2/14/2017 6:50",0.0278,"WIDNR_133040","6:50:00"
"684",2017-02-15,"Pheasant Branch (USGS # 9KP41)","2/15/2017 7:20",0.153,"7:20:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","2/15/2017 7:20",0.064,"WIDNR_133040","7:20:00"
"685",2017-02-16,"Pheasant Branch (USGS # 9KP41)","2/16/2017 6:40",0.244,"6:40:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","2/16/2017 6:40",0.14,"WIDNR_133040","6:40:00"
"686",2017-02-20,"Pheasant Branch (USGS # 9KP41)","2/20/2017 7:50",0.117,"7:50:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","2/20/2017 7:50",0.0497,"WIDNR_133040","7:50:00"
"687",2017-02-21,"Pheasant Branch (USGS # 9KP41)","2/21/2017 13:05",0.103,"1:05:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","2/21/2017 13:05",0.0193,"WIDNR_133040","1:05:00"
"688",2017-02-22,"Pheasant Branch (USGS # 9KP41)","2/22/2017 6:45",0.0949,"6:45:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","2/22/2017 6:45",0.041,"WIDNR_133040","6:45:00"
"689",2017-02-24,"Pheasant Branch (USGS # 9KP41)","2/24/2017 13:00",0.191,"1:00:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","2/24/2017 13:00",0.0515,"WIDNR_133040","1:00:00"
"690",2017-03-02,"Pheasant Branch (USGS # 9KP41)","3/2/2017 12:30",0.0797,"12:30:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","3/2/2017 12:30",0.0165,"WIDNR_133040","12:30:00"
"691",2017-03-14,"Pheasant Branch (USGS # 9KP41)","3/14/2017 11:05",0.0801,"11:05:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","3/14/2017 11:05",0.012,"WIDNR_133040","11:05:00"
"692",2017-04-05,"Pheasant Branch (USGS # 9KP41)","4/5/2017 7:10",0.0782,"7:10:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","4/5/2017 7:10",0.0243,"WIDNR_133040","7:10:00"
"693",2017-04-06,"Pheasant Branch (USGS # 9KP41)","4/6/2017 8:40",0.0732,"8:40:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","4/6/2017 8:40",0.0239,"WIDNR_133040","8:40:00"
"694",2017-04-11,"Pheasant Branch (USGS # 9KP41)","4/11/2017 10:15",0.0584,"10:15:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","4/11/2017 10:15",0.0299,"WIDNR_133040","10:15:00"
"695",2017-04-16,"Pheasant Branch (USGS # 9KP41)","4/16/2017 19:15",0.0624,"7:15:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","4/16/2017 19:15",0.0062,"WIDNR_133040","7:15:00"
"696",2017-04-17,"Pheasant Branch (USGS # 9KP41)","4/17/2017 6:45",0.0455,"6:45:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","4/17/2017 6:45",0.0047,"WIDNR_133040","6:45:00"
"697",2017-04-18,"Pheasant Branch (USGS # 9KP41)","4/18/2017 7:30",0.0833,"7:30:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","4/18/2017 7:30",0.005,"WIDNR_133040","7:30:00"
"698",2017-04-20,"Madison Metropolitan Sewerage District and Rock River Coalition Stream Nutrient Data","4/20/2017 10:10",0.12,"10:10:00","WIDNR_133040","Madison Metropolitan Sewerage District and Rock River Coalition Stream Nutrient Data","4/20/2017 10:10",0.003,"WIDNR_133040","10:10:00"
"699",2017-04-27,"Pheasant Branch (USGS # 9KP41)","4/27/2017 6:40",0.0779,"6:40:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","4/27/2017 6:40",0.0059,"WIDNR_133040","6:40:00"
"700",2017-04-28,"Pheasant Branch (USGS # 9KP41)","4/28/2017 7:20",0.0872,"7:20:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","4/28/2017 7:20",0.0073,"WIDNR_133040","7:20:00"
"701",2017-05-02,"Pheasant Branch (USGS # 9KP41)","5/2/2017 14:35",0.0909,"2:35:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","5/2/2017 14:35",0.0145,"WIDNR_133040","2:35:00"
"702",2017-05-04,"Pheasant Branch (USGS # 9KP41)","5/4/2017 9:35",0.172,"9:35:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","5/4/2017 9:35",0.0301,"WIDNR_133040","9:35:00"
"703",2017-05-15,"Pheasant Branch (USGS # 9KP41)","5/15/2017 9:55",0.0865,"9:55:00","WIDNR_133040","Madison Metropolitan Sewerage District and Rock River Coalition Stream Nutrient Data","5/15/2017 0:00",0.003,"WIDNR_133040","12:00:00"
"704",2017-06-13,"Pheasant Branch (USGS # 9KP41)","6/13/2017 15:05",0.0997,"3:05:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","6/13/2017 15:05",0.0052,"WIDNR_133040","3:05:00"
"705",2017-06-14,"Madison Metropolitan Sewerage District and Rock River Coalition Stream Nutrient Data","6/14/2017 9:15",0.15,"9:15:00","WIDNR_133040","Madison Metropolitan Sewerage District and Rock River Coalition Stream Nutrient Data","6/14/2017 9:15",0.012,"WIDNR_133040","9:15:00"
"706",2017-06-16,"Pheasant Branch (USGS # 9KP41)","6/16/2017 6:50",0.15,"6:50:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","6/16/2017 6:50",0.0247,"WIDNR_133040","6:50:00"
"707",2017-06-19,"Pheasant Branch (USGS # 9KP41)","6/19/2017 7:45",0.146,"7:45:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","6/19/2017 7:45",0.0223,"WIDNR_133040","7:45:00"
"708",2017-06-23,"Pheasant Branch (USGS # 9KP41)","6/23/2017 15:05",0.0996,"3:05:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","6/23/2017 15:05",0.0095,"WIDNR_133040","3:05:00"
"709",2017-06-26,"Pheasant Branch (USGS # 9KP41)","6/26/2017 7:35",0.082,"7:35:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","6/26/2017 7:35",0.0075,"WIDNR_133040","7:35:00"
"710",2017-06-29,"Pheasant Branch (USGS # 9KP41)","6/29/2017 6:25",0.0884,"6:25:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","6/29/2017 6:25",0.0183,"WIDNR_133040","6:25:00"
"711",2017-06-30,"Pheasant Branch (USGS # 9KP41)","6/30/2017 6:50",0.0628,"6:50:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","6/30/2017 6:50",0.0138,"WIDNR_133040","6:50:00"
"712",2017-07-05,"Pheasant Branch (USGS # 9KP41)","7/5/2017 6:35",0.125,"6:35:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","7/5/2017 6:35",0.0218,"WIDNR_133040","6:35:00"
"713",2017-07-17,"Madison Metropolitan Sewerage District and Rock River Coalition Stream Nutrient Data","7/17/2017 10:30",0.11,"10:30:00","WIDNR_133040","Madison Metropolitan Sewerage District and Rock River Coalition Stream Nutrient Data","7/17/2017 10:30",0.004,"WIDNR_133040","10:30:00"
"714",2017-07-22,"Pheasant Branch (USGS # 9KP41)","7/22/2017 15:50",0.117,"3:50:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","7/22/2017 15:50",0.0333,"WIDNR_133040","3:50:00"
"715",2017-07-24,"Pheasant Branch (USGS # 9KP41)","7/24/2017 6:35",0.137,"6:35:00","WIDNR_133040","Pheasant Branch (USGS # 9KP41)","7/24/2017 6:35",0.0475,"WIDNR_133040","6:35:00"
