Date,depth_ft,Value,Analyte,Unit
9/5/2019,51,0.16,Phycocyanin_InsituProbeR,RFU
9/6/2019,0,46,TP,ugL
9/6/2019,0,694,TN,ugL
9/20/2019,0,23,TP,ugL
9/20/2019,0,589,TN,ugL
9/24/2019,0,31,TP,ugL
9/24/2019,0,706,TN,ugL
9/24/2019,0,1.54,CHL_InsituProbeR,RFU
9/24/2019,0,0.86,Phycocyanin_InsituProbeR,RFU
9/24/2019,0,22.428,CHLA,ugL
9/24/2019,5,26,TP,ugL
9/24/2019,5,580,TN,ugL
9/24/2019,5,2.09,CHL_InsituProbeR,RFU
9/24/2019,5,1.06,Phycocyanin_InsituProbeR,RFU
9/24/2019,5,18.766,CHLA,ugL
9/24/2019,10,27,TP,ugL
9/24/2019,10,580,TN,ugL
9/24/2019,10,1.68,CHL_InsituProbeR,RFU
9/24/2019,10,1.02,Phycocyanin_InsituProbeR,RFU
9/24/2019,10,17.393,CHLA,ugL
9/24/2019,15,1.45,CHL_InsituProbeR,RFU
9/24/2019,15,0.97,Phycocyanin_InsituProbeR,RFU
9/24/2019,20,24,TP,ugL
9/24/2019,20,541,TN,ugL
9/24/2019,20,1.69,CHL_InsituProbeR,RFU
9/24/2019,20,0.77,Phycocyanin_InsituProbeR,RFU
9/24/2019,25,0.76,CHL_InsituProbeR,RFU
9/24/2019,25,0.32,Phycocyanin_InsituProbeR,RFU
9/24/2019,30,0.73,CHL_InsituProbeR,RFU
9/24/2019,30,0.25,Phycocyanin_InsituProbeR,RFU
9/24/2019,35,0.78,CHL_InsituProbeR,RFU
9/24/2019,35,0.24,Phycocyanin_InsituProbeR,RFU
9/24/2019,39,0.81,CHL_InsituProbeR,RFU
9/24/2019,39,0.82,CHL_InsituProbeR,RFU
9/24/2019,39,0.16,Phycocyanin_InsituProbeR,RFU
9/24/2019,39,0.19,Phycocyanin_InsituProbeR,RFU
9/24/2019,46,0.78,CHL_InsituProbeR,RFU
9/24/2019,46,0.18,Phycocyanin_InsituProbeR,RFU
9/24/2019,47,249,TP,ugL
9/24/2019,47,1190,TN,ugL
10/17/2019,0,200,TP,ugL
10/17/2019,0,1169,TN,ugL
10/17/2019,0,0.95,CHL_InsituProbeR,RFU
10/17/2019,0,0.34,Phycocyanin_InsituProbeR,RFU
10/17/2019,0,7.369,CHLA,ugL
10/17/2019,5,197,TP,ugL
10/17/2019,5,1122,TN,ugL
10/17/2019,5,1.11,CHL_InsituProbeR,RFU
10/17/2019,5,0.35,Phycocyanin_InsituProbeR,RFU
10/17/2019,5,6.088,CHLA,ugL
10/17/2019,10,190,TP,ugL
10/17/2019,10,1147,TN,ugL
10/17/2019,10,1.18,CHL_InsituProbeR,RFU
10/17/2019,10,0.37,Phycocyanin_InsituProbeR,RFU
10/17/2019,10,7.049,CHLA,ugL
10/17/2019,20,179,TP,ugL
10/17/2019,20,1073,TN,ugL
10/17/2019,20,1.22,CHL_InsituProbeR,RFU
10/17/2019,20,0.38,Phycocyanin_InsituProbeR,RFU
10/17/2019,29,1.5,CHL_InsituProbeR,RFU
10/17/2019,29,0.46,Phycocyanin_InsituProbeR,RFU
10/17/2019,39,1.71,CHL_InsituProbeR,RFU
10/17/2019,39,0.53,Phycocyanin_InsituProbeR,RFU
10/17/2019,45,1.79,CHL_InsituProbeR,RFU
10/17/2019,45,0.53,Phycocyanin_InsituProbeR,RFU
10/17/2019,46,149,TP,ugL
10/17/2019,46,971,TN,ugL
11/5/2019,0,104,TP,ugL
11/5/2019,0,1060,TN,ugL
11/5/2019,0,0.83,CHL_InsituProbeR,RFU
11/5/2019,0,0.31,Phycocyanin_InsituProbeR,RFU
11/5/2019,0,4.344,CHLA,ugL
11/5/2019,5,104,TP,ugL
11/5/2019,5,1054,TN,ugL
11/5/2019,5,0.91,CHL_InsituProbeR,RFU
11/5/2019,5,0.24,Phycocyanin_InsituProbeR,RFU
11/5/2019,5,3.56,CHLA,ugL
11/5/2019,10,104,TP,ugL
11/5/2019,10,1090,TN,ugL
11/5/2019,10,0.92,CHL_InsituProbeR,RFU
11/5/2019,10,0.24,Phycocyanin_InsituProbeR,RFU
11/5/2019,10,4.061,CHLA,ugL
11/5/2019,15,0.91,CHL_InsituProbeR,RFU
11/5/2019,15,0.23,Phycocyanin_InsituProbeR,RFU
11/5/2019,20,109,TP,ugL
11/5/2019,20,1010,TN,ugL
11/5/2019,20,0.9,CHL_InsituProbeR,RFU
11/5/2019,20,0.24,Phycocyanin_InsituProbeR,RFU
11/5/2019,25,0.94,CHL_InsituProbeR,RFU
11/5/2019,25,0.24,Phycocyanin_InsituProbeR,RFU
11/5/2019,30,0.95,CHL_InsituProbeR,RFU
11/5/2019,30,0.25,Phycocyanin_InsituProbeR,RFU
11/5/2019,35,1,CHL_InsituProbeR,RFU
11/5/2019,35,0.26,Phycocyanin_InsituProbeR,RFU
11/5/2019,40,0.88,CHL_InsituProbeR,RFU
11/5/2019,40,0.24,Phycocyanin_InsituProbeR,RFU
11/5/2019,45,0.79,CHL_InsituProbeR,RFU
11/5/2019,45,0.22,Phycocyanin_InsituProbeR,RFU
11/5/2019,47,126,TP,ugL
11/5/2019,47,1063,TN,ugL
11/5/2019,47,0.84,CHL_InsituProbeR,RFU
11/5/2019,47,0.25,Phycocyanin_InsituProbeR,RFU
12/5/2019,0,88,TP,ugL
12/5/2019,0,1301,TN,ugL
12/5/2019,0,0.46,CHL_InsituProbeR,RFU
12/5/2019,0,0.26,Phycocyanin_InsituProbeR,RFU
12/5/2019,5,89,TP,ugL
12/5/2019,5,1494,TN,ugL
12/5/2019,5,0.52,CHL_InsituProbeR,RFU
12/5/2019,5,0.25,Phycocyanin_InsituProbeR,RFU
12/5/2019,10,72,TP,ugL
12/5/2019,10,1301,TN,ugL
12/5/2019,10,0.54,CHL_InsituProbeR,RFU
12/5/2019,10,0.25,Phycocyanin_InsituProbeR,RFU
12/5/2019,15,0.53,CHL_InsituProbeR,RFU
12/5/2019,15,0.25,Phycocyanin_InsituProbeR,RFU
12/5/2019,20,81,TP,ugL
12/5/2019,20,1343,TN,ugL
12/5/2019,20,0.54,CHL_InsituProbeR,RFU
12/5/2019,20,0.26,Phycocyanin_InsituProbeR,RFU
12/5/2019,25,0.51,CHL_InsituProbeR,RFU
12/5/2019,25,0.25,Phycocyanin_InsituProbeR,RFU
12/5/2019,30,0.51,CHL_InsituProbeR,RFU
12/5/2019,30,0.26,Phycocyanin_InsituProbeR,RFU
12/5/2019,35,0.48,CHL_InsituProbeR,RFU
12/5/2019,35,0.22,Phycocyanin_InsituProbeR,RFU
12/5/2019,40,0.48,CHL_InsituProbeR,RFU
12/5/2019,40,0.24,Phycocyanin_InsituProbeR,RFU
12/5/2019,47,80,TP,ugL
12/5/2019,47,1263,TN,ugL
12/5/2019,47,0.47,CHL_InsituProbeR,RFU
12/5/2019,47,0.25,Phycocyanin_InsituProbeR,RFU
