Date,depth_ft,Value,Analyte,Unit
8/2/2018,25,0.78,CHL_InsituProbeR,RFU
8/2/2018,25,0.25,Phycocyanin_InsituProbeR,RFU
8/2/2018,30,0.83,CHL_InsituProbeR,RFU
8/2/2018,30,0.12,Phycocyanin_InsituProbeR,RFU
8/2/2018,35,0.77,CHL_InsituProbeR,RFU
8/2/2018,35,0.08,Phycocyanin_InsituProbeR,RFU
8/2/2018,40,0.71,CHL_InsituProbeR,RFU
8/2/2018,40,0.1,Phycocyanin_InsituProbeR,RFU
8/2/2018,45,0.69,CHL_InsituProbeR,RFU
8/2/2018,45,0.15,Phycocyanin_InsituProbeR,RFU
8/2/2018,51,317,TP,ugL
8/2/2018,51,0.68,CHL_InsituProbeR,RFU
8/2/2018,51,0.3,Phycocyanin_InsituProbeR,RFU
8/3/2018,0,83,TP,ugL
8/3/2018,0,967,TN,ugL
8/10/2018,0,46,TP,ugL
8/10/2018,0,824,TN,ugL
8/24/2018,0,66,TP,ugL
8/24/2018,0,864,TN,ugL
9/6/2018,0,66,TP,ugL
9/6/2018,0,848,TN,ugL
9/6/2018,0,2.77,CHL_InsituProbeR,RFU
9/6/2018,0,1.3,Phycocyanin_InsituProbeR,RFU
9/6/2018,0,25.774,CHLA,ugL
9/6/2018,5,56,TP,ugL
9/6/2018,5,737,TN,ugL
9/6/2018,5,3.18,CHL_InsituProbeR,RFU
9/6/2018,5,1.48,Phycocyanin_InsituProbeR,RFU
9/6/2018,5,22.246,CHLA,ugL
9/6/2018,10,49,TP,ugL
9/6/2018,10,604,TN,ugL
9/6/2018,10,1.64,CHL_InsituProbeR,RFU
9/6/2018,10,1.2,Phycocyanin_InsituProbeR,RFU
9/6/2018,10,18.421,CHLA,ugL
9/6/2018,15,1.14,CHL_InsituProbeR,RFU
9/6/2018,15,0.71,Phycocyanin_InsituProbeR,RFU
9/6/2018,20,47,TP,ugL
9/6/2018,20,483,TN,ugL
9/6/2018,20,0.76,CHL_InsituProbeR,RFU
9/6/2018,20,0.34,Phycocyanin_InsituProbeR,RFU
9/6/2018,20,8.359,CHLA,ugL
9/6/2018,25,0.77,CHL_InsituProbeR,RFU
9/6/2018,25,0.25,Phycocyanin_InsituProbeR,RFU
9/6/2018,30,0.84,CHL_InsituProbeR,RFU
9/6/2018,30,0.2,Phycocyanin_InsituProbeR,RFU
9/6/2018,35,0.84,CHL_InsituProbeR,RFU
9/6/2018,35,0.17,Phycocyanin_InsituProbeR,RFU
9/6/2018,40,0.84,CHL_InsituProbeR,RFU
9/6/2018,40,0.13,Phycocyanin_InsituProbeR,RFU
9/6/2018,45,0.83,CHL_InsituProbeR,RFU
9/6/2018,45,0.14,Phycocyanin_InsituProbeR,RFU
9/6/2018,50,370,TP,ugL
9/6/2018,50,1080,TN,ugL
9/6/2018,50,0.79,CHL_InsituProbeR,RFU
9/6/2018,50,0.17,Phycocyanin_InsituProbeR,RFU
9/7/2018,0,56,TP,ugL
9/7/2018,0,835,TN,ugL
9/21/2018,0,69,TP,ugL
9/21/2018,0,806,TN,ugL
9/25/2018,0,59,TP,ugL
9/25/2018,0,677,TN,ugL
9/25/2018,0,2.09,CHL_InsituProbeR,RFU
9/25/2018,0,1.28,Phycocyanin_InsituProbeR,RFU
9/25/2018,0,19.561,CHLA,ugL
9/25/2018,5,59,TP,ugL
9/25/2018,5,739,TN,ugL
9/25/2018,5,2.37,CHL_InsituProbeR,RFU
9/25/2018,5,1.17,Phycocyanin_InsituProbeR,RFU
9/25/2018,5,19.92,CHLA,ugL
9/25/2018,10,59,TP,ugL
9/25/2018,10,721,TN,ugL
9/25/2018,10,2.31,CHL_InsituProbeR,RFU
9/25/2018,10,1.11,Phycocyanin_InsituProbeR,RFU
9/25/2018,10,20.503,CHLA,ugL
9/25/2018,15,2.39,CHL_InsituProbeR,RFU
9/25/2018,15,1.08,Phycocyanin_InsituProbeR,RFU
9/25/2018,20,97,TP,ugL
9/25/2018,20,669,TN,ugL
9/25/2018,20,2.32,CHL_InsituProbeR,RFU
9/25/2018,20,1.05,Phycocyanin_InsituProbeR,RFU
9/25/2018,20,18.884,CHLA,ugL
9/25/2018,25,2,CHL_InsituProbeR,RFU
9/25/2018,25,1.02,Phycocyanin_InsituProbeR,RFU
9/25/2018,30,1.63,CHL_InsituProbeR,RFU
9/25/2018,30,0.78,Phycocyanin_InsituProbeR,RFU
9/25/2018,35,0.99,CHL_InsituProbeR,RFU
9/25/2018,35,0.31,Phycocyanin_InsituProbeR,RFU
9/25/2018,40,0.96,CHL_InsituProbeR,RFU
9/25/2018,40,0.19,Phycocyanin_InsituProbeR,RFU
9/25/2018,45,0.93,CHL_InsituProbeR,RFU
9/25/2018,45,0.18,Phycocyanin_InsituProbeR,RFU
9/25/2018,50,1031,TP,ugL
9/25/2018,50,827,TN,ugL
9/25/2018,50,0.93,CHL_InsituProbeR,RFU
9/25/2018,50,0.16,Phycocyanin_InsituProbeR,RFU
10/12/2018,0,75,TP,ugL
10/12/2018,0,623,TN,ugL
10/16/2018,0,127,TP,ugL
10/16/2018,0,782,TN,ugL
10/16/2018,0,1,CHL_InsituProbeR,RFU
10/16/2018,0,0.4,Phycocyanin_InsituProbeR,RFU
10/16/2018,0,4.249,CHLA,ugL
10/16/2018,5,125,TP,ugL
10/16/2018,5,789,TN,ugL
10/16/2018,5,1.02,CHL_InsituProbeR,RFU
10/16/2018,5,0.36,Phycocyanin_InsituProbeR,RFU
10/16/2018,5,3.973,CHLA,ugL
10/16/2018,10,132,TP,ugL
10/16/2018,10,739,TN,ugL
10/16/2018,10,1.07,CHL_InsituProbeR,RFU
10/16/2018,10,0.36,Phycocyanin_InsituProbeR,RFU
10/16/2018,10,4.637,CHLA,ugL
10/16/2018,15,1.08,CHL_InsituProbeR,RFU
10/16/2018,15,0.37,Phycocyanin_InsituProbeR,RFU
10/16/2018,20,121,TP,ugL
10/16/2018,20,706,TN,ugL
10/16/2018,20,1.08,CHL_InsituProbeR,RFU
10/16/2018,20,0.38,Phycocyanin_InsituProbeR,RFU
10/16/2018,20,5.237,CHLA,ugL
10/16/2018,25,1.08,CHL_InsituProbeR,RFU
10/16/2018,25,0.38,Phycocyanin_InsituProbeR,RFU
10/16/2018,30,1.03,CHL_InsituProbeR,RFU
10/16/2018,30,0.39,Phycocyanin_InsituProbeR,RFU
10/16/2018,35,1,CHL_InsituProbeR,RFU
10/16/2018,35,0.38,Phycocyanin_InsituProbeR,RFU
10/16/2018,40,1.02,CHL_InsituProbeR,RFU
10/16/2018,40,0.38,Phycocyanin_InsituProbeR,RFU
10/16/2018,45,1.05,CHL_InsituProbeR,RFU
10/16/2018,45,0.37,Phycocyanin_InsituProbeR,RFU
10/16/2018,49,108,TP,ugL
10/16/2018,49,669,TN,ugL
10/16/2018,49,1.03,CHL_InsituProbeR,RFU
10/16/2018,49,0.37,Phycocyanin_InsituProbeR,RFU
11/6/2018,0,131,TP,ugL
11/6/2018,0,917,TN,ugL
11/6/2018,0,0.63,CHL_InsituProbeR,RFU
11/6/2018,0,0.25,Phycocyanin_InsituProbeR,RFU
11/6/2018,0,2.198,CHLA,ugL
11/6/2018,5,127,TP,ugL
11/6/2018,5,944,TN,ugL
11/6/2018,5,0.64,CHL_InsituProbeR,RFU
11/6/2018,5,0.22,Phycocyanin_InsituProbeR,RFU
11/6/2018,5,1.821,CHLA,ugL
11/6/2018,10,124,TP,ugL
11/6/2018,10,912,TN,ugL
11/6/2018,10,0.66,CHL_InsituProbeR,RFU
11/6/2018,10,0.22,Phycocyanin_InsituProbeR,RFU
11/6/2018,10,2.021,CHLA,ugL
11/6/2018,20,125,TP,ugL
11/6/2018,20,909,TN,ugL
11/6/2018,20,0.65,CHL_InsituProbeR,RFU
11/6/2018,20,0.21,Phycocyanin_InsituProbeR,RFU
11/6/2018,20,2.034,CHLA,ugL
11/6/2018,51,238,TP,ugL
11/6/2018,51,1070,TN,ugL
11/6/2018,51,0.84,CHL_InsituProbeR,RFU
11/6/2018,51,0.27,Phycocyanin_InsituProbeR,RFU
11/28/2018,0,179,TP,ugL
11/28/2018,0,997,TN,ugL
11/28/2018,0,0.62,CHL_InsituProbeR,RFU
11/28/2018,0,0.38,Phycocyanin_InsituProbeR,RFU
11/28/2018,0,1.42,CHLA,ugL
11/28/2018,5,185,TP,ugL
11/28/2018,5,989,TN,ugL
11/28/2018,5,0.64,CHL_InsituProbeR,RFU
11/28/2018,5,0.31,Phycocyanin_InsituProbeR,RFU
11/28/2018,5,0.998,CHLA,ugL
11/28/2018,10,179,TP,ugL
11/28/2018,10,940,TN,ugL
11/28/2018,10,0.65,CHL_InsituProbeR,RFU
11/28/2018,10,0.31,Phycocyanin_InsituProbeR,RFU
11/28/2018,10,1.552,CHLA,ugL
11/28/2018,20,180,TP,ugL
11/28/2018,20,959,TN,ugL
11/28/2018,20,0.64,CHL_InsituProbeR,RFU
11/28/2018,20,0.3,Phycocyanin_InsituProbeR,RFU
11/28/2018,20,1.173,CHLA,ugL
11/28/2018,45,0.64,CHL_InsituProbeR,RFU
11/28/2018,45,0.32,Phycocyanin_InsituProbeR,RFU
11/28/2018,49,206,TP,ugL
11/28/2018,49,1040,TN,ugL
12/18/2018,0,218,TP,ugL
12/18/2018,0,1060,TN,ugL
12/18/2018,0,0.65,CHL_InsituProbeR,RFU
12/18/2018,0,0.42,Phycocyanin_InsituProbeR,RFU
12/18/2018,0,1.203,CHLA,ugL
12/18/2018,5,205,TP,ugL
12/18/2018,5,982,TN,ugL
12/18/2018,5,0.67,CHL_InsituProbeR,RFU
12/18/2018,5,0.45,Phycocyanin_InsituProbeR,RFU
12/18/2018,5,0.809,CHLA,ugL
12/18/2018,10,205,TP,ugL
12/18/2018,10,948,TN,ugL
12/18/2018,10,0.67,CHL_InsituProbeR,RFU
12/18/2018,10,0.42,Phycocyanin_InsituProbeR,RFU
12/18/2018,10,0.814,CHLA,ugL
12/18/2018,20,207,TP,ugL
12/18/2018,20,1010,TN,ugL
12/18/2018,20,0.66,CHL_InsituProbeR,RFU
12/18/2018,20,0.44,Phycocyanin_InsituProbeR,RFU
12/18/2018,20,0.449,CHLA,ugL
12/18/2018,50,222,TP,ugL
12/18/2018,50,962,TN,ugL
12/18/2018,50,0.65,CHL_InsituProbeR,RFU
12/18/2018,50,0.47,Phycocyanin_InsituProbeR,RFU
3/19/2019,0,221,TP,ugL
3/19/2019,0,1053,TN,ugL
3/19/2019,0,0.88,CHL_InsituProbeR,RFU
3/19/2019,0,0.42,Phycocyanin_InsituProbeR,RFU
3/19/2019,5,193,TP,ugL
3/19/2019,5,1039,TN,ugL
3/19/2019,5,1.02,CHL_InsituProbeR,RFU
3/19/2019,5,0.42,Phycocyanin_InsituProbeR,RFU
3/19/2019,10,223,TP,ugL
3/19/2019,10,1035,TN,ugL
3/19/2019,10,0.92,CHL_InsituProbeR,RFU
3/19/2019,10,0.4,Phycocyanin_InsituProbeR,RFU
3/19/2019,20,215,TP,ugL
3/19/2019,20,1024,TN,ugL
3/19/2019,20,0.9,CHL_InsituProbeR,RFU
3/19/2019,20,0.39,Phycocyanin_InsituProbeR,RFU
3/19/2019,49,0.75,CHL_InsituProbeR,RFU
3/19/2019,49,0.37,Phycocyanin_InsituProbeR,RFU
3/19/2019,50,216,TP,ugL
3/19/2019,50,1032,TN,ugL
4/9/2019,0,167,TP,ugL
4/9/2019,0,910,TN,ugL
4/9/2019,0,4.01,CHL_InsituProbeR,RFU
4/9/2019,0,1.12,Phycocyanin_InsituProbeR,RFU
4/9/2019,5,166,TP,ugL
4/9/2019,5,919,TN,ugL
4/9/2019,5,4.07,CHL_InsituProbeR,RFU
4/9/2019,5,1.28,Phycocyanin_InsituProbeR,RFU
4/9/2019,10,158,TP,ugL
4/9/2019,10,961,TN,ugL
4/9/2019,10,1.75,CHL_InsituProbeR,RFU
4/9/2019,10,0.54,Phycocyanin_InsituProbeR,RFU
4/9/2019,15,1.67,CHL_InsituProbeR,RFU
4/9/2019,15,0.5,Phycocyanin_InsituProbeR,RFU
4/9/2019,20,157,TP,ugL
4/9/2019,20,992,TN,ugL
4/9/2019,20,1.46,CHL_InsituProbeR,RFU
4/9/2019,20,0.46,Phycocyanin_InsituProbeR,RFU
4/9/2019,25,1.57,CHL_InsituProbeR,RFU
4/9/2019,25,0.47,Phycocyanin_InsituProbeR,RFU
4/9/2019,30,1.38,CHL_InsituProbeR,RFU
4/9/2019,30,0.4,Phycocyanin_InsituProbeR,RFU
4/9/2019,35,1.52,CHL_InsituProbeR,RFU
4/9/2019,35,0.44,Phycocyanin_InsituProbeR,RFU
4/9/2019,40,1.4,CHL_InsituProbeR,RFU
4/9/2019,40,0.45,Phycocyanin_InsituProbeR,RFU
4/9/2019,48,174,TP,ugL
4/9/2019,48,935,TN,ugL
4/9/2019,48,1.37,CHL_InsituProbeR,RFU
4/9/2019,48,0.44,Phycocyanin_InsituProbeR,RFU
4/23/2019,0,169,TP,ugL
4/23/2019,0,945,TN,ugL
4/23/2019,0,4.07,CHL_InsituProbeR,RFU
4/23/2019,0,1.04,Phycocyanin_InsituProbeR,RFU
4/23/2019,5,164,TP,ugL
4/23/2019,5,978,TN,ugL
4/23/2019,5,4.08,CHL_InsituProbeR,RFU
4/23/2019,5,0.76,Phycocyanin_InsituProbeR,RFU
4/23/2019,10,173,TP,ugL
4/23/2019,10,848,TN,ugL
4/23/2019,10,1.63,CHL_InsituProbeR,RFU
4/23/2019,10,0.23,Phycocyanin_InsituProbeR,RFU
4/23/2019,15,1.3,CHL_InsituProbeR,RFU
4/23/2019,15,0.2,Phycocyanin_InsituProbeR,RFU
4/23/2019,20,175,TP,ugL
4/23/2019,20,867,TN,ugL
4/23/2019,20,1.23,CHL_InsituProbeR,RFU
4/23/2019,20,0.22,Phycocyanin_InsituProbeR,RFU
4/23/2019,25,0.98,CHL_InsituProbeR,RFU
4/23/2019,25,0.21,Phycocyanin_InsituProbeR,RFU
4/23/2019,30,0.95,CHL_InsituProbeR,RFU
4/23/2019,30,0.24,Phycocyanin_InsituProbeR,RFU
4/23/2019,34,0.96,CHL_InsituProbeR,RFU
4/23/2019,34,0.29,Phycocyanin_InsituProbeR,RFU
4/23/2019,39,0.92,CHL_InsituProbeR,RFU
4/23/2019,39,0.29,Phycocyanin_InsituProbeR,RFU
4/23/2019,44,0.93,CHL_InsituProbeR,RFU
4/23/2019,44,0.31,Phycocyanin_InsituProbeR,RFU
4/23/2019,49,0.89,CHL_InsituProbeR,RFU
4/23/2019,49,0.29,Phycocyanin_InsituProbeR,RFU
4/23/2019,54,0.87,CHL_InsituProbeR,RFU
4/23/2019,54,0.34,Phycocyanin_InsituProbeR,RFU
4/23/2019,59,0.77,CHL_InsituProbeR,RFU
4/23/2019,59,0.3,Phycocyanin_InsituProbeR,RFU
4/23/2019,60,269,TP,ugL
4/23/2019,60,1010,TN,ugL
5/9/2019,0,134,TP,ugL
5/9/2019,0,817,TN,ugL
5/21/2019,0,175,TP,ugL
5/21/2019,0,919,TN,ugL
5/21/2019,0,1.97,CHL_InsituProbeR,RFU
5/21/2019,0,0.57,Phycocyanin_InsituProbeR,RFU
5/21/2019,0,8.996,CHLA,ugL
5/21/2019,5,156,TP,ugL
5/21/2019,5,912,TN,ugL
5/21/2019,5,1.72,CHL_InsituProbeR,RFU
5/21/2019,5,0.42,Phycocyanin_InsituProbeR,RFU
5/21/2019,5,10.606,CHLA,ugL
5/21/2019,10,156,TP,ugL
5/21/2019,10,920,TN,ugL
5/21/2019,10,1.33,CHL_InsituProbeR,RFU
5/21/2019,10,0.28,Phycocyanin_InsituProbeR,RFU
5/21/2019,10,8.944,CHLA,ugL
5/21/2019,15,0.69,CHL_InsituProbeR,RFU
5/21/2019,15,0.17,Phycocyanin_InsituProbeR,RFU
5/21/2019,20,174,TP,ugL
5/21/2019,20,923,TN,ugL
5/21/2019,20,0.63,CHL_InsituProbeR,RFU
5/21/2019,20,0.12,Phycocyanin_InsituProbeR,RFU
5/21/2019,25,0.65,CHL_InsituProbeR,RFU
5/21/2019,25,0.14,Phycocyanin_InsituProbeR,RFU
5/21/2019,30,0.64,CHL_InsituProbeR,RFU
5/21/2019,30,0.16,Phycocyanin_InsituProbeR,RFU
5/21/2019,35,0.59,CHL_InsituProbeR,RFU
5/21/2019,35,0.13,Phycocyanin_InsituProbeR,RFU
5/21/2019,40,0.53,CHL_InsituProbeR,RFU
5/21/2019,40,0.12,Phycocyanin_InsituProbeR,RFU
5/21/2019,45,0.53,CHL_InsituProbeR,RFU
5/21/2019,45,0.14,Phycocyanin_InsituProbeR,RFU
5/21/2019,49,191,TP,ugL
5/21/2019,49,919,TN,ugL
5/21/2019,49,0.51,CHL_InsituProbeR,RFU
5/21/2019,49,0.18,Phycocyanin_InsituProbeR,RFU
5/23/2019,0,171,TP,ugL
5/23/2019,0,992,TN,ugL
5/31/2019,0,126,TP,ugL
5/31/2019,0,828,TN,ugL
6/4/2019,0,89,TP,ugL
6/4/2019,0,673,TN,ugL
6/6/2019,0,101,TP,ugL
6/6/2019,0,840,TN,ugL
6/6/2019,0,2.51,CHL_InsituProbeR,RFU
6/6/2019,0,1.17,Phycocyanin_InsituProbeR,RFU
6/6/2019,0,38.63,CHLA,ugL
6/6/2019,5,96,TP,ugL
6/6/2019,5,737,TN,ugL
6/6/2019,5,2.13,CHL_InsituProbeR,RFU
6/6/2019,5,1,Phycocyanin_InsituProbeR,RFU
6/6/2019,5,28.252,CHLA,ugL
6/6/2019,10,88,TP,ugL
6/6/2019,10,743,TN,ugL
6/6/2019,10,1.61,CHL_InsituProbeR,RFU
6/6/2019,10,0.54,Phycocyanin_InsituProbeR,RFU
6/6/2019,10,25.132,CHLA,ugL
6/6/2019,15,1.36,CHL_InsituProbeR,RFU
6/6/2019,15,0.25,Phycocyanin_InsituProbeR,RFU
6/6/2019,20,140,TP,ugL
6/6/2019,20,945,TN,ugL
6/6/2019,20,1.42,CHL_InsituProbeR,RFU
6/6/2019,20,0.18,Phycocyanin_InsituProbeR,RFU
6/6/2019,25,1.29,CHL_InsituProbeR,RFU
6/6/2019,25,0.2,Phycocyanin_InsituProbeR,RFU
6/6/2019,30,0.82,CHL_InsituProbeR,RFU
6/6/2019,30,0.15,Phycocyanin_InsituProbeR,RFU
6/6/2019,35,0.67,CHL_InsituProbeR,RFU
6/6/2019,35,0.15,Phycocyanin_InsituProbeR,RFU
6/6/2019,40,0.64,CHL_InsituProbeR,RFU
6/6/2019,40,0.16,Phycocyanin_InsituProbeR,RFU
6/6/2019,45,0.61,CHL_InsituProbeR,RFU
6/6/2019,45,0.17,Phycocyanin_InsituProbeR,RFU
6/6/2019,50,203,TP,ugL
6/6/2019,50,1044,TN,ugL
6/6/2019,50,0.57,CHL_InsituProbeR,RFU
6/6/2019,50,0.18,Phycocyanin_InsituProbeR,RFU
6/7/2019,0,99,TP,ugL
6/7/2019,0,900,TN,ugL
6/11/2019,0,90,TP,ugL
6/11/2019,0,737,TN,ugL
6/14/2019,0,100,TP,ugL
6/14/2019,0,846,TN,ugL
6/28/2019,0,73,TP,ugL
6/28/2019,0,1093,TN,ugL
7/2/2019,0,83,TP,ugL
7/2/2019,0,1168,TN,ugL
7/2/2019,0,103,TP,ugL
7/2/2019,0,1190,TN,ugL
7/2/2019,0,3.75,CHL_InsituProbeR,RFU
7/2/2019,0,3.09,Phycocyanin_InsituProbeR,RFU
7/2/2019,5,94,TP,ugL
7/2/2019,5,1205,TN,ugL
7/2/2019,5,2.14,CHL_InsituProbeR,RFU
7/2/2019,5,5.17,Phycocyanin_InsituProbeR,RFU
7/2/2019,10,97,TP,ugL
7/2/2019,10,1289,TN,ugL
7/2/2019,10,1.18,CHL_InsituProbeR,RFU
7/2/2019,10,1.96,Phycocyanin_InsituProbeR,RFU
7/2/2019,15,0.84,CHL_InsituProbeR,RFU
7/2/2019,15,1.09,Phycocyanin_InsituProbeR,RFU
7/2/2019,20,154,TP,ugL
7/2/2019,20,1533,TN,ugL
7/2/2019,20,0.67,CHL_InsituProbeR,RFU
7/2/2019,20,0.31,Phycocyanin_InsituProbeR,RFU
7/2/2019,25,0.66,CHL_InsituProbeR,RFU
7/2/2019,25,0.25,Phycocyanin_InsituProbeR,RFU
7/2/2019,30,0.68,CHL_InsituProbeR,RFU
7/2/2019,30,0.15,Phycocyanin_InsituProbeR,RFU
7/2/2019,35,0.73,CHL_InsituProbeR,RFU
7/2/2019,35,0.11,Phycocyanin_InsituProbeR,RFU
7/2/2019,40,0.72,CHL_InsituProbeR,RFU
7/2/2019,40,0.13,Phycocyanin_InsituProbeR,RFU
7/2/2019,45,0.73,CHL_InsituProbeR,RFU
7/2/2019,45,0.15,Phycocyanin_InsituProbeR,RFU
7/2/2019,50,0.71,CHL_InsituProbeR,RFU
7/2/2019,50,0.14,Phycocyanin_InsituProbeR,RFU
7/2/2019,53,0.74,CHL_InsituProbeR,RFU
7/2/2019,53,0.14,Phycocyanin_InsituProbeR,RFU
7/2/2019,54,217,TP,ugL
7/2/2019,54,2187,TN,ugL
7/5/2019,0,113,TP,ugL
7/5/2019,0,1306,TN,ugL
7/9/2019,0,85,TP,ugL
7/9/2019,0,1358,TN,ugL
7/12/2019,0,73,TP,ugL
7/12/2019,0,1208,TN,ugL
7/16/2019,0,62,TP,ugL
7/16/2019,0,1220,TN,ugL
7/18/2019,0,87,TP,ugL
7/18/2019,0,1085,TN,ugL
7/18/2019,0,2.16,CHL_InsituProbeR,RFU
7/18/2019,0,3.83,Phycocyanin_InsituProbeR,RFU
7/18/2019,0,60.235,CHLA,ugL
7/18/2019,5,85,TP,ugL
7/18/2019,5,1010,TN,ugL
7/18/2019,5,1.72,CHL_InsituProbeR,RFU
7/18/2019,5,4.04,Phycocyanin_InsituProbeR,RFU
7/18/2019,5,51.264,CHLA,ugL
7/18/2019,10,85,TP,ugL
7/18/2019,10,966,TN,ugL
7/18/2019,10,1.59,CHL_InsituProbeR,RFU
7/18/2019,10,3.39,Phycocyanin_InsituProbeR,RFU
7/18/2019,10,41.011,CHLA,ugL
7/18/2019,15,0.95,CHL_InsituProbeR,RFU
7/18/2019,15,1.87,Phycocyanin_InsituProbeR,RFU
7/18/2019,20,139,TP,ugL
7/18/2019,20,958,TN,ugL
7/18/2019,20,0.67,CHL_InsituProbeR,RFU
7/18/2019,20,0.36,Phycocyanin_InsituProbeR,RFU
7/18/2019,25,0.67,CHL_InsituProbeR,RFU
7/18/2019,25,0.25,Phycocyanin_InsituProbeR,RFU
7/18/2019,30,0.7,CHL_InsituProbeR,RFU
7/18/2019,30,0.18,Phycocyanin_InsituProbeR,RFU
7/18/2019,35,0.73,CHL_InsituProbeR,RFU
7/18/2019,35,0.13,Phycocyanin_InsituProbeR,RFU
7/18/2019,40,0.73,CHL_InsituProbeR,RFU
7/18/2019,40,0.15,Phycocyanin_InsituProbeR,RFU
7/18/2019,48,239,TP,ugL
7/18/2019,48,1482,TN,ugL
7/18/2019,48,0.76,CHL_InsituProbeR,RFU
7/18/2019,48,0.16,Phycocyanin_InsituProbeR,RFU
7/19/2019,0,73,TP,ugL
7/19/2019,0,1184,TN,ugL
7/26/2019,0,50,TP,ugL
7/26/2019,0,1002,TN,ugL
7/30/2019,0,55,TP,ugL
7/30/2019,0,1066,TN,ugL
7/30/2019,0,2.17,CHL_InsituProbeR,RFU
7/30/2019,0,2.53,Phycocyanin_InsituProbeR,RFU
7/30/2019,0,31.054,CHLA,ugL
7/30/2019,5,51,TP,ugL
7/30/2019,5,992,TN,ugL
7/30/2019,5,2.49,CHL_InsituProbeR,RFU
7/30/2019,5,2.66,Phycocyanin_InsituProbeR,RFU
7/30/2019,5,32.955,CHLA,ugL
7/30/2019,10,54,TP,ugL
7/30/2019,10,1009,TN,ugL
7/30/2019,10,2.42,CHL_InsituProbeR,RFU
7/30/2019,10,2.53,Phycocyanin_InsituProbeR,RFU
7/30/2019,10,35.983,CHLA,ugL
7/30/2019,20,81,TP,ugL
7/30/2019,20,957,TN,ugL
7/30/2019,20,0.76,CHL_InsituProbeR,RFU
7/30/2019,20,0.35,Phycocyanin_InsituProbeR,RFU
7/30/2019,30,0.71,CHL_InsituProbeR,RFU
7/30/2019,30,0.14,Phycocyanin_InsituProbeR,RFU
7/30/2019,40,0.74,CHL_InsituProbeR,RFU
7/30/2019,40,0.1,Phycocyanin_InsituProbeR,RFU
7/30/2019,49,210,TP,ugL
7/30/2019,49,1554,TN,ugL
7/30/2019,49,0.74,CHL_InsituProbeR,RFU
7/30/2019,49,0.12,Phycocyanin_InsituProbeR,RFU
8/2/2019,0,41,TP,ugL
8/2/2019,0,783,TN,ugL
8/9/2019,0,46,TP,ugL
8/9/2019,0,708,TN,ugL
8/13/2019,0,41,TP,ugL
8/13/2019,0,1.59,CHL_InsituProbeR,RFU
8/13/2019,0,1.68,Phycocyanin_InsituProbeR,RFU
8/13/2019,0,20.292,CHLA,ugL
8/13/2019,5,40,TP,ugL
8/13/2019,5,1.69,CHL_InsituProbeR,RFU
8/13/2019,5,1.61,Phycocyanin_InsituProbeR,RFU
8/13/2019,5,21.36,CHLA,ugL
8/13/2019,10,42,TP,ugL
8/13/2019,10,1.71,CHL_InsituProbeR,RFU
8/13/2019,10,1.57,Phycocyanin_InsituProbeR,RFU
8/13/2019,10,24.564,CHLA,ugL
8/13/2019,20,44,TP,ugL
8/13/2019,20,0.88,CHL_InsituProbeR,RFU
8/13/2019,20,0.61,Phycocyanin_InsituProbeR,RFU
8/13/2019,49,204,TP,ugL
8/13/2019,49,0.75,CHL_InsituProbeR,RFU
8/13/2019,49,0.14,Phycocyanin_InsituProbeR,RFU
8/14/2019,0,722,TN,ugL
8/14/2019,5,762,TN,ugL
8/14/2019,10,671,TN,ugL
8/14/2019,20,601,TN,ugL
8/14/2019,49,1291,TN,ugL
8/16/2019,0,42,TP,ugL
8/16/2019,0,917,TN,ugL
8/23/2019,0,44,TP,ugL
8/23/2019,0,561,TN,ugL
9/5/2019,0,46,TP,ugL
9/5/2019,0,661,TN,ugL
9/5/2019,0,2.15,CHL_InsituProbeR,RFU
9/5/2019,0,1.28,Phycocyanin_InsituProbeR,RFU
9/5/2019,0,23.229,CHLA,ugL
9/5/2019,5,48,TP,ugL
9/5/2019,5,646,TN,ugL
9/5/2019,5,2.17,CHL_InsituProbeR,RFU
9/5/2019,5,1.3,Phycocyanin_InsituProbeR,RFU
9/5/2019,5,24.03,CHLA,ugL
9/5/2019,10,45,TP,ugL
9/5/2019,10,610,TN,ugL
9/5/2019,10,1.8,CHL_InsituProbeR,RFU
9/5/2019,10,1.33,Phycocyanin_InsituProbeR,RFU
9/5/2019,10,19.434,CHLA,ugL
9/5/2019,15,1.46,CHL_InsituProbeR,RFU
9/5/2019,15,1.1,Phycocyanin_InsituProbeR,RFU
9/5/2019,20,42,TP,ugL
9/5/2019,20,530,TN,ugL
9/5/2019,20,1.12,CHL_InsituProbeR,RFU
9/5/2019,20,0.62,Phycocyanin_InsituProbeR,RFU
9/5/2019,25,0.93,CHL_InsituProbeR,RFU
9/5/2019,25,0.44,Phycocyanin_InsituProbeR,RFU
9/5/2019,30,0.89,CHL_InsituProbeR,RFU
9/5/2019,30,0.36,Phycocyanin_InsituProbeR,RFU
9/5/2019,35,0.87,CHL_InsituProbeR,RFU
9/5/2019,35,0.25,Phycocyanin_InsituProbeR,RFU
9/5/2019,40,0.79,CHL_InsituProbeR,RFU
9/5/2019,40,0.2,Phycocyanin_InsituProbeR,RFU
9/5/2019,45,0.79,CHL_InsituProbeR,RFU
9/5/2019,45,0.18,Phycocyanin_InsituProbeR,RFU
9/5/2019,51,261,TP,ugL
9/5/2019,51,1120,TN,ugL
9/5/2019,51,0.78,CHL_InsituProbeR,RFU
