siteId,labno,dateOn,dateOff,yrmonth,ph,Conduc,flagCa,Ca,flagMg,Mg,flagK,K,flagNa,na,flagNH4,NH4,flagNO3,NO3,flagCl,Cl,flagSO4,SO4,svol,ppt,subppt,valcode,invalcode,modifiedOn
WI06,TX0322SW,"2021-07-13 16:31","2021-07-20 17:28",202107,6.590,9.300," ",.410," ",.049," ",.041," ",.038," ",.861," ",1.281," ",.086," ",.477,1208.000,-9.990,17.793,"w ","            ",
WI06,TX0601SW,"2021-07-20 17:31","2021-07-27 16:05",202107,-9.000,-9.000," ",2.989," ",.414," ",.515," ",.135," ",3.712," ",4.650," ",.240," ",2.422,16.600,-9.990,.244,wi,"            ",
WI06,TX0836SW,"2021-07-27 16:08","2021-08-03 16:34",202107,6.820,12.700," ",.935," ",.134," ",.069," ",.018," ",.958," ",1.136," ",.043," ",.442,1182.700,-9.990,17.420,"w ","            ",
WI06,TX1080SW,"2021-08-03 16:38","2021-08-10 15:39",202108,6.420,7.600," ",.294," ",.052," ",.046," ",.020," ",.723," ",.794," ",.040," ",.435,4417.300,-9.990,65.065,"w ","            ",
WI06,TX1343SW,"2021-08-10 15:42","2021-08-17 16:38",202108,6.750,11.900," ",.632," ",.142," ",.073," ",.087," ",.920," ",1.500," ",.103," ",.664,758.300,11.176,11.176,"w ","            ",
WI06,TX1601SW,"2021-08-17 16:41","2021-08-24 17:30",202108,5.770,3.400," ",.067," ",.013," ",.013," ",.032," ",.255," ",.518," ",.052," ",.238,1051.100,15.748,15.748,"w ","            ",
WI06,TX1830SW,"2021-08-24 17:30","2021-08-31 16:40",202108,6.400,8.000," ",.416," ",.059," ",.025," ",.113," ",.604," ",1.207," ",.165," ",.533,1102.800,16.256,16.256,"w ","            ",
WI06,TX2066SW,"2021-08-31 16:42","2021-09-07 16:00",202109,6.560,11.500," ",.438," ",.096," ",.031," ",.024," ",1.082," ",1.447," ",.065," ",.841,334.100,4.826,4.826,"w ","            ",
WI06,TX2322SW,"2021-09-07 16:00","2021-09-14 17:00",202109,6.820,12.800," ",.757," ",.067," ",.056," ",.018," ",1.162," ",1.096," ",.040," ",.506,3866.700,58.166,58.166,"w ","            ",
WI06,TX2608SW,"2021-09-14 17:00","2021-09-21 17:15",202109,6.300,10.400," ",.644," ",.052," ",.043," ",.016," ",.868," ",.885," ",.034," ",.789,1141.800,16.764,16.764,"w ","            ",
WI06,TX2860SW,"2021-09-21 17:15","2021-09-28 15:52",202109,7.730,67.100," ",7.774," ",.393," ",.183," ",.049," ",1.821," ",3.263," ",.113," ",1.572,40.300,.762,.762,"w ","            ",
WI06,TX3119SW,"2021-09-28 15:52","2021-10-05 17:15",202110,6.960,12.700," ",.628," ",.122," ",.028," ",.009," ",1.285," ",1.048," ",.031," ",.370,552.100,8.382,8.382,"w ","            ",
WI06,TX3334SW,"2021-10-05 17:15","2021-10-12 15:30",202110,6.000,3.100," ",.118," ",.012," ",.010,<,.008," ",.261," ",.392,<,.020," ",.228,3313.200,47.752,47.752,"w ","            ",
WI06,TX3641SW,"2021-10-12 15:30","2021-10-19 16:20",202110,6.490,6.500," ",.404," ",.066," ",.022," ",.043," ",.468," ",.793," ",.073," ",.434,315.800,4.826,4.826,"w ","            ",
WI06,TX3861SW,"2021-10-19 16:20","2021-10-26 16:00",202110,6.450,6.200," ",.220," ",.030," ",.018,<,.008," ",.640," ",.492," ",.025," ",.201,1211.600,18.034,18.034,"w ","            ",
WI06,TX4141SW,"2021-10-26 16:03","2021-11-02 15:47",202110,6.040,8.600," ",.173," ",.044," ",.018," ",.025," ",.870," ",1.410," ",.046," ",.788,554.800,8.636,8.636,"w ","            ",
WI06,TX4373SW,"2021-11-02 15:51","2021-11-09 16:49",202111,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,.000,.000,.000,"d ","            ",
WI06,TX4657SW,"2021-11-09 16:51","2021-11-16 20:15",202111,6.360,9.100," ",.241," ",.049," ",.024," ",.038," ",.970," ",.877," ",.066," ",.678,733.800,12.192,12.192,"w ","            ",
WI06,TX4894SW,"2021-11-16 20:15","2021-11-23 16:48",202111,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,.000,.000,.000,"d ","            ",
WI06,TX5071SW,"2021-11-23 16:54","2021-11-30 17:02",202111,-9.000,-9.000," ",2.877," ",.288," ",.208," ",.131," ",1.716," ",5.054," ",.357," ",1.436,11.000,.762,.762,wi,"            ",
WI06,TX5360SW,"2021-11-30 17:05","2021-12-07 15:06",202112,6.520,13.800," ",.789," ",.097," ",.039," ",.060," ",1.110," ",1.661," ",.101," ",.969,228.200,3.810,3.810,"w ","            ",
WI06,TX5619SW,"2021-12-07 15:10","2021-12-14 14:47",202112,6.670,11.800," ",.965," ",.069," ",.075," ",.056," ",.758," ",1.360," ",.066," ",.566,1496.800,23.876,23.876,"w ","            ",
WI06,TX5923SW,"2021-12-14 14:50","2021-12-21 16:53",202112,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,8.700,.508,.508,"  ","c           ",
WI06,TX6091SW,"2021-12-21 16:57","2021-12-28 16:10",202112,6.090,6.600," ",.232," ",.044," ",.024," ",.048," ",.571," ",.758," ",.065," ",.470,592.800,11.430,11.430,"w ","            ",
WI06,TX6357SW,"2021-12-28 16:14","2022-01-04 16:15",202201,6.010,7.600," ",.155," ",.035," ",.016," ",.428," ",.449," ",1.046," ",.706," ",.317,755.800,13.970,13.970,"w ","            ",
WI06,TX6616SW,"2022-01-04 16:15","2022-01-11 16:45",202201,7.190,46.700," ",2.391," ",.368," ",.175," ",3.711," ",1.354," ",5.454," ",6.515," ",1.117,32.100,.762,.762,wd,"            ",
WI06,TX6801SW,"2022-01-11 16:45","2022-01-18 16:50",202201,6.440,17.700," ",.455," ",.141," ",.021," ",1.495," ",.436," ",1.006," ",2.414," ",.317,55.400,1.016,1.016,"w ","            ",
WI06,TX7128SW,"2022-01-18 16:53","2022-01-25 16:41",202201,6.270,4.400," ",.231," ",.050,<,.006," ",.184," ",.183," ",.330," ",.286," ",.132,592.600,10.668,10.668,"w ","            ",
WI06,TX7346SW,"2022-01-25 16:41","2022-02-01 16:33",202201,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,.400,.000,.000,"d ","            ",
WI06,TX7860SW,"2022-02-01 16:33","2022-02-08 16:55",202202,7.190,40.400," ",2.710," ",.792," ",.064," ",2.078," ",1.263," ",2.532," ",3.304," ",1.610,21.600,.762,.762,wd,"            ",
WI06,TX7837SW,"2022-02-08 17:03","2022-02-15 16:50",202202,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,63.000,1.270,1.270,"  ","c           ",
WI06,TX8094SW,"2022-02-15 16:50","2022-02-22 15:16",202202,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,215.600,4.318,4.318,"  ","c           ",
WI06,TX8413SW,"2022-02-22 15:18","2022-03-01 17:01",202202,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,334.500,7.112,7.112,"  ","c           ",
WI06,TX8633SW,"2022-03-01 17:03","2022-03-08 16:53",202203,6.290,9.700," ",.519," ",.042," ",.037," ",.117," ",.698," ",.827," ",.165," ",.755,2018.200,32.512,32.512,"w ","            ",
WI06,TX8904SW,"2022-03-08 16:56","2022-03-15 15:40",202203,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,1.800,.000,.000,"d ","            ",
WI06,TX9142SW,"2022-03-15 15:43","2022-03-22 15:53",202203,6.470,13.400," ",.554," ",.044," ",.041," ",.108," ",1.288," ",1.329," ",.144," ",.748,1713.900,24.892,24.892,"w ","            ",
WI06,TX9503SW,"2022-03-22 15:57","2022-03-29 21:40",202203,5.910,6.300," ",.334," ",.031," ",.023," ",.024," ",.416," ",1.026," ",.043," ",.439,2309.500,36.322,36.322,"w ","            ",
WI06,TX9673SW,"2022-03-29 21:40","2022-04-05 15:45",202204,6.270,8.800," ",.441," ",.048," ",.038," ",.113," ",.680," ",.787," ",.140," ",.584,3313.700,49.530,49.530,"w ","            ",
WI06,TX9915SW,"2022-04-05 15:48","2022-04-12 15:17",202204,6.110,5.500," ",.124," ",.035," ",.011," ",.018," ",.498," ",.818," ",.031," ",.271,1165.600,17.018,17.018,"w ","            ",
WI06,TY0154SW,"2022-04-12 15:17","2022-04-19 15:33",202204,6.480,13.300," ",.539," ",.076," ",.050," ",.261," ",1.089," ",1.094," ",.331," ",.933,1458.700,21.082,21.082,"w ","            ",
WI06,TY0403SW,"2022-04-19 15:33","2022-04-26 15:45",202204,6.160,6.000," ",.199," ",.032," ",.016," ",.054," ",.525," ",.530," ",.075," ",.363,2069.500,30.988,30.988,"w ","            ",
WI06,TY0676SW,"2022-04-26 15:50","2022-05-04 14:27",202204,6.550,14.500," ",.512," ",.071," ",.050," ",.075," ",1.466," ",1.268," ",.102," ",.838,1922.100,27.940,27.940,"w ","            ",
WI06,TY0937SW,"2022-05-04 14:30","2022-05-10 14:53",202205,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,.000,.000,.000,"d ","            ",
WI06,TY1177SW,"2022-05-10 14:53","2022-05-17 15:13",202205,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,303.100,4.318,4.318,"  ","c           ",
WI06,TY1455SW,"2022-05-17 15:25","2022-05-24 15:27",202205,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,665.100,10.668,10.668,"  ","c           ",
WI06,TY1645SW,"2022-05-24 16:00","2022-05-31 15:21",202205,6.420,5.300," ",.108," ",.021," ",.015," ",.024," ",.569," ",.736," ",.048," ",.284,3374.300,49.530,49.530,"w ","            ",
WI06,TY1930SW,"2022-05-31 15:23","2022-06-07 15:43",202206,6.700,15.400," ",.787," ",.098," ",.030," ",.033," ",1.442," ",1.438," ",.053," ",.620,1526.900,23.114,23.114,"w ","            ",
WI06,TY2198SW,"2022-06-07 15:48","2022-06-14 14:17",202206,6.390,8.700," ",.299," ",.089," ",.368," ",.022," ",.655," ",1.137," ",.050," ",.436,2158.600,31.750,31.750,"w ","            ",
WI06,TY2411SW,"2022-06-14 14:26","2022-06-21 14:48",202206,6.800,13.700," ",1.394," ",.205," ",.085," ",.165," ",.512," ",.777," ",.203," ",.593,1286.900,18.796,18.796,"w ","            ",
WI06,TY2621SW,"2022-06-21 14:52","2022-06-28 13:28",202206,5.720,3.000," ",.064," ",.012,<,.006," ",.014," ",.231," ",.326," ",.029," ",.080,486.300,7.366,7.366,"w ","            ",
WI06,TY2937SW,"2022-06-28 13:30","2022-07-05 15:21",202207,6.850,13.700," ",.943," ",.142," ",.030," ",.035," ",.965," ",1.479," ",.069," ",.660,909.300,-9.990,13.394,"w ","            ",
WI06,TY3189SW,"2022-07-05 15:32","2022-07-12 14:42",202207,6.610,7.400," ",.144," ",.022," ",.032," ",.038," ",.841," ",.981," ",.057," ",.331,2149.900,31.750,31.750,"w ","            ",
WI06,TY3399SW,"2022-07-12 14:45","2022-07-19 14:21",202207,5.910,2.900," ",.068," ",.009," ",.006,<,.008," ",.253," ",.368," ",.022," ",.149,1878.600,-9.990,27.671,"w ","            ",
WI06,TY3667SW,"2022-07-19 14:27","2022-07-26 15:22",202207,6.670,9.600," ",.741," ",.086," ",.024," ",.069," ",.635," ",.950," ",.081," ",.394,333.200,27.940,27.940,"w ","            ",
WI06,TY3914SW,"2022-07-26 15:40","2022-08-02 14:11",202207,7.010,16.300," ",1.537," ",.202," ",.023," ",.015," ",.839," ",.991," ",.044," ",.435,207.000,3.048,3.048,"w ","            ",
WI06,TY4132SW,"2022-08-02 14:12","2022-08-09 15:42",202208,6.260,5.100," ",.268," ",.027," ",.017," ",.051," ",.350," ",.660," ",.057," ",.305,4409.900,65.024,65.024,"w ","            ",
WI06,TY4430SW,"2022-08-09 15:47","2022-08-16 15:00",202208,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,193.400,2.540,2.540,"  ","c           ",
WI06,TY4635SW,"2022-08-16 15:20","2022-08-23 14:23",202208,6.230,4.200," ",.199," ",.033," ",.010," ",.011," ",.300," ",.706," ",.031," ",.150,347.200,5.080,5.080,"w ","            ",
WI06,TY4923SW,"2022-08-23 14:24","2022-08-30 15:43",202208,6.620,8.700," ",.531," ",.042," ",.015,<,.008," ",.720," ",.821," ",.025," ",.484,3031.900,44.450,44.450,"w ","            ",
